      Lon      Lat    Year   Stand   Patch     Veg    Repr    Soil    Fire     Est       NEE
   -71.25   -32.75    1985     132       2  -0.497   0.050   0.285   0.006   0.000  -0.15677
   -71.25   -32.75    1985     132       3  -0.332   0.033   0.207   0.014   0.000  -0.07824
   -71.25   -32.75    1985     132       4  -0.528   0.053   0.375   0.010   0.000  -0.09050
   -71.25   -32.75    1985     133       0  -0.272   0.027   0.314   0.003   0.000   0.07222
   -71.25   -32.75    1985     133       1  -0.343   0.034   0.225   0.160   0.000   0.07588
   -71.25   -32.75    1985     133       2  -0.206   0.021   0.127   0.002   0.000  -0.05676
   -71.25   -32.75    1985     133       3  -0.424   0.042   0.288   0.014   0.000  -0.07981
   -71.25   -32.75    1985     133       4  -0.457   0.046   0.288   0.008   0.000  -0.11518
   -71.25   -32.75    1985     134       0  -0.357   0.036   0.252   0.005   0.000  -0.06409
   -71.25   -32.75    1985     134       1  -0.656   0.066   0.372   0.020   0.000  -0.19744
   -71.25   -32.75    1985     134       2  -0.220   0.022   0.270   0.007   0.000   0.07924
   -71.25   -32.75    1985     134       3  -0.412   0.041   0.284   0.000   0.000  -0.08650
   -71.25   -32.75    1985     134       4  -0.366   0.037   0.303   0.562   0.000   0.53503
   -71.25   -32.75    1985     140       0  -0.379   0.038   0.376   0.017   0.000   0.05251
   -71.25   -32.75    1985     140       1  -0.254   0.025   0.167   0.000   0.000  -0.06195
   -71.25   -32.75    1985     140       2  -0.434   0.043   0.177   0.004   0.000  -0.21021
   -71.25   -32.75    1985     140       3  -0.398   0.040   0.333   0.005   0.000  -0.02073
   -71.25   -32.75    1985     140       4  -0.554   0.055   0.278   0.006   0.000  -0.21517
   -71.25   -32.75    1985     160       0  -0.603   0.060   0.274   0.009   0.000  -0.26034
   -71.25   -32.75    1985     160       1  -0.360   0.036   0.275   0.008   0.000  -0.04126
   -71.25   -32.75    1985     160       2  -0.296   0.030   0.381   0.006   0.000   0.12040
   -71.25   -32.75    1985     160       3  -0.368   0.037   0.220   0.007   0.000  -0.10389
   -71.25   -32.75    1985     160       4  -0.238   0.024   0.182   0.006   0.000  -0.02712
   -71.25   -32.75    1986       0       0  -0.288   0.029   0.229   0.009   0.000  -0.02085
   -71.25   -32.75    1986       0       1  -0.394   0.039   0.291   0.027   0.000  -0.03673
   -71.25   -32.75    1986       0       2  -0.423   0.042   0.302   0.024   0.000  -0.05440
   -71.25   -32.75    1986       0       3  -0.403   0.040   0.305   0.027   0.000  -0.03131
   -71.25   -32.75    1986       0       4  -0.290   0.029   0.207   0.000   0.000  -0.05380
   -71.25   -32.75    1986     110       0  -0.275   0.027   0.226   0.007   0.000  -0.01451
   -71.25   -32.75    1986     110       1  -0.271   0.027   0.228   0.009   0.000  -0.00653
   -71.25   -32.75    1986     110       2  -0.390   0.039   0.305   0.015   0.000  -0.03113
   -71.25   -32.75    1986     110       3  -0.367   0.037   0.311   0.011   0.000  -0.00792
   -71.25   -32.75    1986     110       4  -0.265   0.027   0.235   0.011   0.000   0.00683
   -71.25   -32.75    1986     131       0  -0.301   0.030   0.220   0.010   0.000  -0.04030
   -71.25   -32.75    1986     131       1  -0.622   0.062   0.288   0.024   0.000  -0.24832
   -71.25   -32.75    1986     131       2  -0.296   0.030   0.235   0.008   0.000  -0.02335
   -71.25   -32.75    1986     131       3  -0.258   0.026   0.196   0.006   0.000  -0.02979
   -71.25   -32.75    1986     131       4  -0.415   0.042   0.340   0.621   0.000   0.58659
   -71.25   -32.75    1986     132       0  -0.250   0.025   0.201   0.009   0.000  -0.01571
   -71.25   -32.75    1986     132       1  -0.371   0.037   0.219   0.046   0.000  -0.06855
   -71.25   -32.75    1986     132       2  -0.470   0.047   0.302   0.011   0.000  -0.10982
   -71.25   -32.75    1986     132       3  -0.294   0.029   0.213   0.034   0.000  -0.01718
   -71.25   -32.75    1986     132       4  -0.496   0.050   0.349   0.018   0.000  -0.07904
   -71.25   -32.75    1986     133       0  -0.345   0.035   0.196   0.006   0.000  -0.10868
   -71.25   -32.75    1986     133       1  -0.238   0.024   0.279   0.020   0.000   0.08399
   -71.25   -32.75    1986     133       2  -0.219   0.022   0.130   0.004   0.000  -0.06336
   -71.25   -32.75    1986     133       3  -0.337   0.034   0.268   0.027   0.000  -0.00867
   -71.25   -32.75    1986     133       4  -0.432   0.043   0.290   0.015   0.000  -0.08451
   -71.25   -32.75    1986     134       0  -0.311   0.031   0.258   0.009   0.000  -0.01302
   -71.25   -32.75    1986     134       1  -0.505   0.051   0.375   0.044   0.000  -0.03584
   -71.25   -32.75    1986     134       2  -0.217   0.022   0.224   0.009   0.000   0.03824
   -71.25   -32.75    1986     134       3  -0.359   0.036   0.306   0.000   0.000  -0.01722
   -71.25   -32.75    1986     134       4  -0.255   0.025   0.327   0.013   0.000   0.11057
   -71.25   -32.75    1986     140       0  -0.367   0.037   0.327   0.028   0.000   0.02513
   -71.25   -32.75    1986     140       1  -0.224   0.022   0.202   0.005   0.000   0.00530
   -71.25   -32.75    1986     140       2  -0.439   0.044   0.203   0.008   0.000  -0.18381
   -71.25   -32.75    1986     140       3  -0.375   0.038   0.281   0.008   0.000  -0.04807
   -71.25   -32.75    1986     140       4  -0.516   0.052   0.298   0.014   0.000  -0.15212
   -71.25   -32.75    1986     160       0  -0.489   0.049   0.299   0.017   0.000  -0.12386
   -71.25   -32.75    1986     160       1  -0.333   0.033   0.269   0.013   0.000  -0.01675
   -71.25   -32.75    1986     160       2  -0.428   0.043   0.234   0.014   0.000  -0.13709
   -71.25   -32.75    1986     160       3  -0.342   0.034   0.230   0.014   0.000  -0.06400
   -71.25   -32.75    1986     160       4  -0.228   0.023   0.167   0.009   0.000  -0.02938
   -71.25   -32.75    1987       0       0  -0.292   0.029   0.227   0.004   0.000  -0.03060
   -71.25   -32.75    1987       0       1  -0.431   0.043   0.314   0.018   0.000  -0.05515
   -71.25   -32.75    1987       0       2  -0.446   0.045   0.313   0.016  -0.012  -0.08555
   -71.25   -32.75    1987       0       3  -0.408   0.041   0.338   0.000   0.000  -0.02870
   -71.25   -32.75    1987       0       4  -0.277   0.028   0.217   0.000   0.000  -0.03211
   -71.25   -32.75    1987     110       0  -0.249   0.025   0.298   0.006   0.000   0.08029
   -71.25   -32.75    1987     110       1  -0.278   0.028   0.232   0.005   0.000  -0.01308
   -71.25   -32.75    1987     110       2  -0.433   0.043   0.284   0.008   0.000  -0.09838
   -71.25   -32.75    1987     110       3  -0.415   0.041   0.282   0.006   0.000  -0.08534
   -71.25   -32.75    1987     110       4  -0.252   0.025   0.226   0.006   0.000   0.00492
   -71.25   -32.75    1987     131       0  -0.320   0.032   0.213   0.006   0.000  -0.06920
   -71.25   -32.75    1987     131       1  -0.583   0.058   0.323   0.021   0.000  -0.18086
   -71.25   -32.75    1987     131       2  -0.324   0.032   0.239   0.004   0.000  -0.04855
   -71.25   -32.75    1987     131       3  -0.276   0.028   0.194   0.003   0.000  -0.05167
   -71.25   -32.75    1987     131       4  -0.349   0.035   0.393   0.006   0.000   0.08445
   -71.25   -32.75    1987     132       0  -0.264   0.026   0.206   0.004   0.000  -0.02784
   -71.25   -32.75    1987     132       1  -0.362   0.036   0.273   0.030   0.000  -0.02200
   -71.25   -32.75    1987     132       2  -0.496   0.050   0.320   0.006   0.000  -0.11983
   -71.25   -32.75    1987     132       3  -0.299   0.030   0.232   0.018   0.000  -0.01821
   -71.25   -32.75    1987     132       4  -0.500   0.050   0.356   0.010   0.000  -0.08508
   -71.25   -32.75    1987     133       0  -0.332   0.033   0.200   0.003   0.000  -0.09604
   -71.25   -32.75    1987     133       1  -0.275   0.028   0.264   0.052   0.000   0.06865
   -71.25   -32.75    1987     133       2  -0.254   0.025   0.141   0.002   0.000  -0.08525
   -71.25   -32.75    1987     133       3  -0.286   0.029   0.285   0.013   0.000   0.04126
   -71.25   -32.75    1987     133       4  -0.474   0.047   0.308   0.007   0.000  -0.11155
   -71.25   -32.75    1987     134       0  -0.334   0.033   0.280   0.005   0.000  -0.01576
   -71.25   -32.75    1987     134       1  -0.545   0.054   0.399   0.454   0.000   0.36224
   -71.25   -32.75    1987     134       2  -0.216   0.022   0.202   0.005   0.000   0.01255
   -71.25   -32.75    1987     134       3  -0.477   0.048   0.381   0.114   0.000   0.06537
   -71.25   -32.75    1987     134       4  -0.278   0.028   0.254   0.007   0.000   0.01017
   -71.25   -32.75    1987     140       0  -0.370   0.037   0.329   0.014   0.000   0.00940
   -71.25   -32.75    1987     140       1  -0.228   0.023   0.189   0.002   0.000  -0.01458
   -71.25   -32.75    1987     140       2   0.000  -0.000   0.462   0.006   0.000   0.46847
   -71.25   -32.75    1987     140       3  -0.392   0.039   0.301   0.005   0.000  -0.04704
   -71.25   -32.75    1987     140       4  -0.533   0.053   0.324   0.008   0.000  -0.14820
   -71.25   -32.75    1987     160       0  -0.445   0.044   0.323   0.010   0.000  -0.06659
   -71.25   -32.75    1987     160       1  -0.327   0.033   0.272   0.006   0.000  -0.01548
   -71.25   -32.75    1987     160       2  -0.389   0.039   0.210   0.012   0.000  -0.12796
   -71.25   -32.75    1987     160       3  -0.295   0.030   0.243   0.891   0.000   0.86865
   -71.25   -32.75    1987     160       4  -0.248   0.025   0.172   0.005   0.000  -0.04696
   -71.25   -32.75    1988       0       0  -0.345   0.035   0.218   0.016   0.000  -0.07607
   -71.25   -32.75    1988       0       1  -0.236   0.024   0.321   0.341   0.000   0.44946
   -71.25   -32.75    1988       0       2  -0.230   0.023   0.315   0.061   0.000   0.16875
   -71.25   -32.75    1988       0       3  -0.367   0.037   0.341   0.322   0.000   0.33195
   -71.25   -32.75    1988       0       4  -0.276   0.028   0.218   0.000   0.000  -0.03081
   -71.25   -32.75    1988     110       0  -0.249   0.025   0.296   0.017   0.000   0.08865
   -71.25   -32.75    1988     110       1  -0.304   0.030   0.273   0.016   0.000   0.01441
   -71.25   -32.75    1988     110       2  -0.442   0.044   0.310   0.645   0.000   0.55672
   -71.25   -32.75    1988     110       3   0.000  -0.000   0.475   0.009   0.000   0.48426
   -71.25   -32.75    1988     110       4  -0.206   0.021   0.317   0.020   0.000   0.15153
   -71.25   -32.75    1988     131       0  -0.353   0.035   0.206   0.020   0.000  -0.09101
   -71.25   -32.75    1988     131       1  -0.257   0.026   0.393   0.069   0.000   0.23077
   -71.25   -32.75    1988     131       2  -0.353   0.035   0.277   0.017   0.000  -0.02345
   -71.25   -32.75    1988     131       3  -0.282   0.028   0.239   0.014   0.000  -0.00045
   -71.25   -32.75    1988     131       4  -0.405   0.041   0.281   0.460   0.000   0.37627
   -71.25   -32.75    1988     132       0  -0.312   0.031   0.205   0.011   0.000  -0.06518
   -71.25   -32.75    1988     132       1  -0.271   0.027   0.285   0.108   0.000   0.14899
   -71.25   -32.75    1988     132       2  -0.493   0.049   0.323   0.538   0.000   0.41681
   -71.25   -32.75    1988     132       3  -0.254   0.025   0.283   0.121   0.000   0.17615
   -71.25   -32.75    1988     132       4  -0.487   0.049   0.374   0.039   0.000  -0.02537
   -71.25   -32.75    1988     133       0  -0.374   0.037   0.196   0.262   0.000   0.12102
   -71.25   -32.75    1988     133       1  -0.237   0.024   0.265   0.084   0.000   0.13581
   -71.25   -32.75    1988     133       2  -0.329   0.033   0.150   0.006   0.000  -0.14010
   -71.25   -32.75    1988     133       3  -0.185   0.018   0.307   0.057   0.000   0.19774
   -71.25   -32.75    1988     133       4  -0.462   0.046   0.363   0.037   0.000  -0.01459
   -71.25   -32.75    1988     134       0  -0.381   0.038   0.262   0.016   0.000  -0.06535
   -71.25   -32.75    1988     134       1  -0.303   0.030   0.478   0.035   0.000   0.24094
   -71.25   -32.75    1988     134       2  -0.262   0.026   0.194   0.649   0.000   0.60686
   -71.25   -32.75    1988     134       3  -0.324   0.032   0.416   0.147   0.000   0.27166
   -71.25   -32.75    1988     134       4  -0.330   0.033   0.227   0.017   0.000  -0.05276
   -71.25   -32.75    1988     140       0  -0.392   0.039   0.346   0.053   0.000   0.04616
   -71.25   -32.75    1988     140       1  -0.288   0.029   0.177   0.005   0.000  -0.07702
   -71.25   -32.75    1988     140       2   0.000  -0.000   0.307   0.003  -1.465  -1.15489
   -71.25   -32.75    1988     140       3  -0.424   0.042   0.274   0.477   0.000   0.36966
   -71.25   -32.75    1988     140       4  -0.510   0.051   0.356   0.032  -0.016  -0.08676
   -71.25   -32.75    1988     160       0   0.000  -0.000   0.646   0.009   0.000   0.65492
   -71.25   -32.75    1988     160       1  -0.369   0.037   0.310   0.032   0.000   0.00951
   -71.25   -32.75    1988     160       2  -0.153   0.015   0.246   0.382   0.000   0.49053
   -71.25   -32.75    1988     160       3  -0.161   0.016   0.345   0.007   0.000   0.20652
   -71.25   -32.75    1988     160       4  -0.260   0.026   0.171   0.013   0.000  -0.04943
   -71.25   -32.75    1989       0       0  -0.270   0.027   0.217   0.007   0.000  -0.01898
   -71.25   -32.75    1989       0       1  -0.281   0.028   0.383   0.007   0.000   0.13710
   -71.25   -32.75    1989       0       2  -0.360   0.036   0.326   0.020   0.000   0.02177
   -71.25   -32.75    1989       0       3  -0.312   0.031   0.419   0.000   0.000   0.13734
   -71.25   -32.75    1989       0       4  -0.254   0.025   0.225   0.000   0.000  -0.00374
   -71.25   -32.75    1989     110       0  -0.192   0.019   0.236   0.008   0.000   0.07223
   -71.25   -32.75    1989     110       1  -0.225   0.022   0.236   0.007   0.000   0.04071
   -71.25   -32.75    1989     110       2  -0.206   0.021   0.376   0.005   0.000   0.19524
   -71.25   -32.75    1989     110       3   0.000  -0.000   0.324   0.003  -1.356  -1.02869
   -71.25   -32.75    1989     110       4  -0.168   0.017   0.253   0.010   0.000   0.11273
   -71.25   -32.75    1989     131       0  -0.303   0.030   0.211   0.009   0.000  -0.05308
   -71.25   -32.75    1989     131       1  -0.445   0.044   0.390   0.021   0.000   0.01107
   -71.25   -32.75    1989     131       2  -0.260   0.026   0.245   0.007   0.000   0.01852
   -71.25   -32.75    1989     131       3  -0.208   0.021   0.211   0.006   0.000   0.02987
   -71.25   -32.75    1989     131       4  -0.243   0.024   0.294   0.005   0.000   0.08028
   -71.25   -32.75    1989     132       0  -0.234   0.023   0.204   0.005   0.000  -0.00124
   -71.25   -32.75    1989     132       1  -0.262   0.026   0.338   0.000   0.000   0.10207
   -71.25   -32.75    1989     132       2  -0.394   0.039   0.375   0.006   0.000   0.02664
   -71.25   -32.75    1989     132       3  -0.288   0.029   0.249   0.041   0.000   0.03038
   -71.25   -32.75    1989     132       4  -0.406   0.041   0.330   0.016   0.000  -0.01947
   -71.25   -32.75    1989     133       0  -0.252   0.025   0.239   0.151   0.000   0.16384
   -71.25   -32.75    1989     133       1  -0.282   0.028   0.249   0.059   0.000   0.05447
   -71.25   -32.75    1989     133       2  -0.250   0.025   0.159   0.003   0.000  -0.06252
   -71.25   -32.75    1989     133       3  -0.238   0.024   0.275   0.019   0.000   0.07939
   -71.25   -32.75    1989     133       4  -0.369   0.037   0.321   0.015   0.000   0.00410
   -71.25   -32.75    1989     134       0  -0.317   0.032   0.251   0.007   0.000  -0.02724
   -71.25   -32.75    1989     134       1  -0.420   0.042   0.330   0.016   0.000  -0.03295
   -71.25   -32.75    1989     134       2  -0.088   0.009   0.239   0.004   0.000   0.16383
   -71.25   -32.75    1989     134       3  -0.201   0.020   0.351   0.012  -0.197  -0.01454
   -71.25   -32.75    1989     134       4  -0.247   0.025   0.220   0.008   0.000   0.00625
   -71.25   -32.75    1989     140       0  -0.321   0.032   0.309   0.021   0.000   0.04170
   -71.25   -32.75    1989     140       1  -0.199   0.020   0.173   0.003   0.000  -0.00301
   -71.25   -32.75    1989     140       2  -0.306   0.045   0.155   0.142   0.000   0.03592
   -71.25   -32.75    1989     140       3  -0.276   0.028   0.315   0.004   0.000   0.07066
   -71.25   -32.75    1989     140       4  -0.400   0.040   0.347   0.020   0.000   0.00804
   -71.25   -32.75    1989     160       0   0.000  -0.000   0.379   0.003  -1.281  -0.89831
   -71.25   -32.75    1989     160       1  -0.307   0.031   0.275   0.013   0.000   0.01244
   -71.25   -32.75    1989     160       2  -0.163   0.016   0.328   0.005   0.000   0.18689
   -71.25   -32.75    1989     160       3  -0.162   0.016   0.192   0.003   0.000   0.04892
   -71.25   -32.75    1989     160       4  -0.225   0.023   0.170   0.007   0.000  -0.02592
