      Lon      Lat    Year   Stand   Patch     Veg    Repr    Soil    Fire     Est       NEE
   -71.25   -32.75    1977     134       0  -0.387   0.039   0.236   0.010   0.000  -0.10199
   -71.25   -32.75    1977     134       1  -0.431   0.043   0.462   0.010   0.000   0.08371
   -71.25   -32.75    1977     134       2  -0.328   0.033   0.229   0.003   0.000  -0.06314
   -71.25   -32.75    1977     134       3  -0.354   0.035   0.269   0.000   0.000  -0.05006
   -71.25   -32.75    1977     134       4  -0.436   0.044   0.306   0.008   0.000  -0.07820
   -71.25   -32.75    1977     140       0  -0.480   0.048   0.339   0.019   0.000  -0.07460
   -71.25   -32.75    1977     140       1  -0.322   0.032   0.223   0.003   0.000  -0.06317
   -71.25   -32.75    1977     140       2  -0.133   0.013   0.114   0.000   0.000  -0.00501
   -71.25   -32.75    1977     140       3  -0.507   0.051   0.261   0.012   0.000  -0.18288
   -71.25   -32.75    1977     140       4  -0.450   0.045   0.394   0.487   0.000   0.47579
   -71.25   -32.75    1977     160       0  -0.371   0.037   0.432   0.007   0.000   0.10490
   -71.25   -32.75    1977     160       1  -0.425   0.042   0.252   0.006   0.000  -0.12416
   -71.25   -32.75    1977     160       2  -0.440   0.044   0.351   0.016   0.000  -0.02867
   -71.25   -32.75    1977     160       3  -0.312   0.031   0.247   0.000   0.000  -0.03297
   -71.25   -32.75    1977     160       4  -0.342   0.034   0.262   0.014   0.000  -0.03105
   -71.25   -32.75    1978       0       0  -0.333   0.033   0.238   0.005   0.000  -0.05713
   -71.25   -32.75    1978       0       1  -0.436   0.044   0.330   0.013   0.000  -0.04997
   -71.25   -32.75    1978       0       2  -0.491   0.049   0.259   0.006   0.000  -0.17695
   -71.25   -32.75    1978       0       3  -0.382   0.038   0.258   0.000   0.000  -0.08533
   -71.25   -32.75    1978       0       4  -0.290   0.029   0.191   0.000   0.000  -0.07019
   -71.25   -32.75    1978     110       0  -0.338   0.034   0.262   0.004   0.000  -0.03868
   -71.25   -32.75    1978     110       1  -0.390   0.039   0.257   0.006   0.000  -0.08811
   -71.25   -32.75    1978     110       2  -0.540   0.054   0.317   0.008   0.000  -0.16047
   -71.25   -32.75    1978     110       3  -0.559   0.056   0.317   0.006   0.000  -0.18041
   -71.25   -32.75    1978     110       4  -0.361   0.036   0.239   0.004   0.000  -0.08289
   -71.25   -32.75    1978     131       0  -0.444   0.044   0.318   0.008   0.000  -0.07389
   -71.25   -32.75    1978     131       1  -0.634   0.063   0.385   0.017   0.000  -0.16885
   -71.25   -32.75    1978     131       2  -0.402   0.040   0.241   0.003   0.000  -0.11801
   -71.25   -32.75    1978     131       3  -0.362   0.036   0.244   0.000   0.000  -0.08133
   -71.25   -32.75    1978     131       4  -0.487   0.049   0.429   0.006   0.000  -0.00322
   -71.25   -32.75    1978     132       0  -0.346   0.035   0.295   0.005   0.000  -0.01108
   -71.25   -32.75    1978     132       1  -0.174   0.017   0.203   0.006   0.000   0.05125
   -71.25   -32.75    1978     132       2  -0.591   0.059   0.290   0.009   0.000  -0.23350
   -71.25   -32.75    1978     132       3  -0.301   0.030   0.220   0.006   0.000  -0.04468
   -71.25   -32.75    1978     132       4  -0.641   0.064   0.293   0.464   0.000   0.18048
   -71.25   -32.75    1978     133       0  -0.471   0.047   0.232   0.005   0.000  -0.18691
   -71.25   -32.75    1978     133       1  -0.347   0.035   0.281   0.009   0.000  -0.02298
   -71.25   -32.75    1978     133       2  -0.176   0.018   0.181   0.002   0.000   0.02425
   -71.25   -32.75    1978     133       3  -0.401   0.040   0.307   0.007   0.000  -0.04689
   -71.25   -32.75    1978     133       4  -0.608   0.061   0.388   0.010   0.000  -0.14819
   -71.25   -32.75    1978     134       0  -0.393   0.039   0.288   0.006   0.000  -0.05974
   -71.25   -32.75    1978     134       1  -0.597   0.060   0.311   0.007   0.000  -0.22015
   -71.25   -32.75    1978     134       2  -0.259   0.026   0.287   0.004   0.000   0.05829
   -71.25   -32.75    1978     134       3  -0.393   0.039   0.266   0.000   0.000  -0.08713
   -71.25   -32.75    1978     134       4  -0.444   0.044   0.286   0.005   0.000  -0.10874
   -71.25   -32.75    1978     140       0  -0.496   0.050   0.326   0.010   0.000  -0.11083
   -71.25   -32.75    1978     140       1  -0.330   0.033   0.218   0.003   0.000  -0.07597
   -71.25   -32.75    1978     140       2  -0.140   0.014   0.111   0.000   0.000  -0.01477
   -71.25   -32.75    1978     140       3  -0.569   0.057   0.288   0.007   0.000  -0.21707
   -71.25   -32.75    1978     140       4  -0.439   0.044   0.467   0.004   0.000   0.07607
   -71.25   -32.75    1978     160       0  -0.508   0.051   0.289   0.004   0.000  -0.16383
   -71.25   -32.75    1978     160       1  -0.408   0.041   0.288   0.005   0.000  -0.07367
   -71.25   -32.75    1978     160       2  -0.517   0.052   0.331   0.008   0.000  -0.12628
   -71.25   -32.75    1978     160       3  -0.352   0.035   0.246   0.000   0.000  -0.07071
   -71.25   -32.75    1978     160       4  -0.317   0.032   0.275   0.010   0.000  -0.00045
   -71.25   -32.75    1979       0       0  -0.400   0.040   0.233   0.004   0.000  -0.12293
   -71.25   -32.75    1979       0       1  -0.474   0.047   0.313   0.015   0.000  -0.09855
   -71.25   -32.75    1979       0       2  -0.540   0.054   0.292   0.007   0.000  -0.18648
   -71.25   -32.75    1979       0       3  -0.504   0.050   0.273   0.009   0.000  -0.17121
   -71.25   -32.75    1979       0       4  -0.361   0.036   0.201   0.000   0.000  -0.12344
   -71.25   -32.75    1979     110       0  -0.422   0.042   0.242   0.003   0.000  -0.13479
   -71.25   -32.75    1979     110       1  -0.463   0.046   0.260   0.005   0.000  -0.15150
   -71.25   -32.75    1979     110       2  -0.663   0.066   0.312   0.007   0.000  -0.27805
   -71.25   -32.75    1979     110       3  -0.711   0.071   0.306   0.007   0.000  -0.32650
   -71.25   -32.75    1979     110       4  -0.444   0.044   0.241   0.003   0.000  -0.15521
   -71.25   -32.75    1979     131       0  -0.535   0.054   0.333   0.008   0.000  -0.14161
   -71.25   -32.75    1979     131       1  -0.601   0.060   0.374   0.033   0.000  -0.13423
   -71.25   -32.75    1979     131       2  -0.467   0.047   0.249   0.002   0.000  -0.16889
   -71.25   -32.75    1979     131       3  -0.483   0.048   0.240   0.000   0.000  -0.19388
   -71.25   -32.75    1979     131       4  -0.620   0.062   0.320   0.005  -0.036  -0.26961
   -71.25   -32.75    1979     132       0  -0.470   0.047   0.278   0.004   0.000  -0.14042
   -71.25   -32.75    1979     132       1  -0.252   0.025   0.175   0.006   0.000  -0.04531
   -71.25   -32.75    1979     132       2  -0.592   0.059   0.334   0.007   0.000  -0.19133
   -71.25   -32.75    1979     132       3  -0.338   0.034   0.228   0.006   0.000  -0.06964
   -71.25   -32.75    1979     132       4  -0.583   0.058   0.421   0.004  -0.017  -0.11588
   -71.25   -32.75    1979     133       0  -0.563   0.056   0.254   0.005  -0.019  -0.26772
   -71.25   -32.75    1979     133       1  -0.405   0.040   0.263   0.007   0.000  -0.09490
   -71.25   -32.75    1979     133       2  -0.154   0.015   0.201   0.002   0.000   0.06489
   -71.25   -32.75    1979     133       3  -0.496   0.050   0.343   0.011   0.000  -0.09283
   -71.25   -32.75    1979     133       4  -0.679   0.068   0.363   0.007   0.000  -0.24056
   -71.25   -32.75    1979     134       0  -0.447   0.045   0.314   0.008   0.000  -0.08066
   -71.25   -32.75    1979     134       1  -0.649   0.065   0.296   0.009   0.000  -0.27898
   -71.25   -32.75    1979     134       2  -0.332   0.033   0.236   0.003   0.000  -0.05941
   -71.25   -32.75    1979     134       3  -0.488   0.049   0.282   0.000   0.000  -0.15718
   -71.25   -32.75    1979     134       4  -0.511   0.051   0.284   0.004   0.000  -0.17083
   -71.25   -32.75    1979     140       0  -0.525   0.052   0.406   0.011   0.000  -0.05534
   -71.25   -32.75    1979     140       1  -0.418   0.042   0.220   0.002   0.000  -0.15363
   -71.25   -32.75    1979     140       2  -0.184   0.018   0.111   0.000  -0.010  -0.06500
   -71.25   -32.75    1979     140       3  -0.631   0.063   0.324   0.643   0.000   0.39878
   -71.25   -32.75    1979     140       4  -0.675   0.068   0.300   0.005   0.000  -0.30316
   -71.25   -32.75    1979     160       0  -0.611   0.061   0.263   0.006   0.000  -0.28056
   -71.25   -32.75    1979     160       1  -0.483   0.048   0.276   0.004   0.000  -0.15460
   -71.25   -32.75    1979     160       2  -0.574   0.057   0.335   0.008   0.000  -0.17329
   -71.25   -32.75    1979     160       3  -0.443   0.044   0.268   0.006   0.000  -0.12468
   -71.25   -32.75    1979     160       4  -0.413   0.041   0.242   0.009   0.000  -0.12081
   -71.25   -32.75    1980       0       0  -0.280   0.028   0.215   0.017   0.000  -0.02008
   -71.25   -32.75    1980       0       1  -0.287   0.029   0.293   0.317   0.000   0.35127
   -71.25   -32.75    1980       0       2  -0.344   0.034   0.287   0.030   0.000   0.00834
   -71.25   -32.75    1980       0       3  -0.300   0.030   0.269   0.325   0.000   0.32416
   -71.25   -32.75    1980       0       4  -0.244   0.024   0.196   0.000   0.000  -0.02380
   -71.25   -32.75    1980     110       0  -0.291   0.029   0.224   0.009   0.000  -0.02884
   -71.25   -32.75    1980     110       1  -0.311   0.031   0.282   0.016   0.000   0.01848
   -71.25   -32.75    1980     110       2  -0.425   0.043   0.369   0.036   0.000   0.02244
   -71.25   -32.75    1980     110       3  -0.484   0.048   0.309   0.035   0.000  -0.09152
   -71.25   -32.75    1980     110       4  -0.278   0.028   0.297   0.013   0.000   0.06023
   -71.25   -32.75    1980     131       0  -0.357   0.036   0.285   0.034   0.000  -0.00195
   -71.25   -32.75    1980     131       1  -0.385   0.038   0.375   0.445   0.000   0.47391
   -71.25   -32.75    1980     131       2  -0.308   0.031   0.240   0.008   0.000  -0.02952
   -71.25   -32.75    1980     131       3  -0.316   0.032   0.232   0.000   0.000  -0.05239
   -71.25   -32.75    1980     131       4  -0.476   0.048   0.292   0.040   0.000  -0.09630
   -71.25   -32.75    1980     132       0  -0.352   0.035   0.284   0.022   0.000  -0.01007
   -71.25   -32.75    1980     132       1  -0.212   0.021   0.150   0.474   0.000   0.43334
   -71.25   -32.75    1980     132       2  -0.451   0.045   0.351   0.564   0.000   0.50875
   -71.25   -32.75    1980     132       3  -0.237   0.024   0.198   0.031   0.000   0.01553
   -71.25   -32.75    1980     132       4  -0.490   0.049   0.271   0.030   0.000  -0.13923
   -71.25   -32.75    1980     133       0  -0.308   0.031   0.289   0.037   0.000   0.04901
   -71.25   -32.75    1980     133       1  -0.215   0.021   0.311   0.042   0.000   0.15922
   -71.25   -32.75    1980     133       2  -0.157   0.016   0.151   0.003   0.000   0.01245
   -71.25   -32.75    1980     133       3  -0.360   0.036   0.282   0.048   0.000   0.00626
   -71.25   -32.75    1980     133       4  -0.476   0.048   0.371   0.877   0.000   0.82033
   -71.25   -32.75    1980     134       0  -0.318   0.032   0.261   0.027   0.000   0.00229
   -71.25   -32.75    1980     134       1  -0.456   0.046   0.322   0.043   0.000  -0.04605
   -71.25   -32.75    1980     134       2  -0.266   0.027   0.198   0.008   0.000  -0.03248
   -71.25   -32.75    1980     134       3  -0.300   0.030   0.287   0.259   0.000   0.27539
   -71.25   -32.75    1980     134       4  -0.382   0.038   0.308   0.027  -0.019  -0.02779
   -71.25   -32.75    1980     140       0  -0.385   0.039   0.353   0.044   0.000   0.05021
   -71.25   -32.75    1980     140       1  -0.298   0.030   0.209   0.806   0.000   0.74737
   -71.25   -32.75    1980     140       2  -0.191   0.019   0.105   0.000   0.000  -0.06731
   -71.25   -32.75    1980     140       3  -0.367   0.037   0.397   0.011   0.000   0.07736
   -71.25   -32.75    1980     140       4  -0.513   0.051   0.264   0.032   0.000  -0.16539
   -71.25   -32.75    1980     160       0  -0.418   0.042   0.271   0.030   0.000  -0.07479
   -71.25   -32.75    1980     160       1  -0.329   0.033   0.256   0.017   0.000  -0.02365
   -71.25   -32.75    1980     160       2  -0.404   0.040   0.325   0.036   0.000  -0.00216
   -71.25   -32.75    1980     160       3  -0.276   0.028   0.231   0.026   0.000   0.00887
   -71.25   -32.75    1980     160       4  -0.284   0.028   0.215   0.034   0.000  -0.00690
   -71.25   -32.75    1981       0       0  -0.269   0.027   0.224   0.015   0.000  -0.00405
   -71.25   -32.75    1981       0       1  -0.296   0.030   0.374   0.020   0.000   0.12782
   -71.25   -32.75    1981       0       2  -0.354   0.035   0.308   0.032   0.000   0.02125
   -71.25   -32.75    1981       0       3  -0.247   0.025   0.382   0.000   0.000   0.15936
   -71.25   -32.75    1981       0       4  -0.226   0.023   0.214   0.000   0.000   0.01088
   -71.25   -32.75    1981     110       0  -0.219   0.022   0.235   0.007   0.000   0.04506
   -71.25   -32.75    1981     110       1  -0.232   0.023   0.267   0.012   0.000   0.07077
   -71.25   -32.75    1981     110       2  -0.380   0.038   0.354   0.039   0.000   0.05116
   -71.25   -32.75    1981     110       3  -0.444   0.044   0.336   0.041   0.000  -0.02318
   -71.25   -32.75    1981     110       4  -0.201   0.020   0.257   0.009   0.000   0.08562
   -71.25   -32.75    1981     131       0  -0.301   0.030   0.288   0.034  -0.009   0.04129
   -71.25   -32.75    1981     131       1  -0.405   0.040   0.491   0.029  -0.010   0.14474
   -71.25   -32.75    1981     131       2  -0.238   0.024   0.253   0.006   0.000   0.04487
   -71.25   -32.75    1981     131       3  -0.251   0.025   0.278   0.023   0.000   0.07505
   -71.25   -32.75    1981     131       4  -0.412   0.041   0.329   0.031   0.000  -0.01077
   -71.25   -32.75    1981     132       0  -0.254   0.025   0.266   0.023   0.000   0.05986
   -71.25   -32.75    1981     132       1  -0.157   0.016   0.201   0.023   0.000   0.08210
   -71.25   -32.75    1981     132       2  -0.354   0.035   0.454   0.013  -0.011   0.13766
   -71.25   -32.75    1981     132       3  -0.184   0.018   0.202   0.028   0.000   0.06513
   -71.25   -32.75    1981     132       4  -0.453   0.045   0.284   0.034   0.000  -0.08913
   -71.25   -32.75    1981     133       0  -0.252   0.025   0.294   0.033   0.000   0.10041
   -71.25   -32.75    1981     133       1  -0.189   0.019   0.251   0.050   0.000   0.13014
   -71.25   -32.75    1981     133       2  -0.125   0.013   0.129   0.003  -0.002   0.01708
   -71.25   -32.75    1981     133       3  -0.287   0.029   0.292   0.050  -0.020   0.06261
   -71.25   -32.75    1981     133       4  -0.315   0.032   0.468   0.015  -0.015   0.18380
   -71.25   -32.75    1981     134       0  -0.273   0.027   0.256   0.022   0.000   0.03206
   -71.25   -32.75    1981     134       1  -0.456   0.046   0.363   0.045   0.000  -0.00212
   -71.25   -32.75    1981     134       2  -0.182   0.018   0.201   0.006   0.000   0.04368
   -71.25   -32.75    1981     134       3  -0.216   0.022   0.397   0.000   0.000   0.20210
   -71.25   -32.75    1981     134       4  -0.320   0.032   0.331   0.047   0.000   0.08978
   -71.25   -32.75    1981     140       0  -0.350   0.035   0.321   0.042   0.000   0.04776
   -71.25   -32.75    1981     140       1  -0.192   0.019   0.266   0.003   0.000   0.09592
   -71.25   -32.75    1981     140       2  -0.145   0.014   0.111   0.000   0.000  -0.01908
   -71.25   -32.75    1981     140       3  -0.360   0.036   0.270   0.010   0.000  -0.04471
   -71.25   -32.75    1981     140       4  -0.467   0.047   0.304   0.038   0.000  -0.07714
   -71.25   -32.75    1981     160       0  -0.394   0.039   0.313   0.429   0.000   0.38756
   -71.25   -32.75    1981     160       1  -0.308   0.031   0.279   0.014  -0.013   0.00337
   -71.25   -32.75    1981     160       2  -0.360   0.036   0.350   0.044   0.000   0.06979
   -71.25   -32.75    1981     160       3  -0.265   0.027   0.271   0.040   0.000   0.07186
   -71.25   -32.75    1981     160       4  -0.253   0.025   0.220   0.033   0.000   0.02469
   -71.25   -32.75    1982       0       0  -0.302   0.030   0.234   0.011   0.000  -0.02608
   -71.25   -32.75    1982       0       1  -0.426   0.043   0.278   0.020   0.000  -0.08562
   -71.25   -32.75    1982       0       2  -0.373   0.037   0.331   0.024   0.000   0.01983
   -71.25   -32.75    1982       0       3  -0.338   0.034   0.271   0.000   0.000  -0.03249
   -71.25   -32.75    1982       0       4  -0.251   0.025   0.227   0.000   0.000   0.00114
   -71.25   -32.75    1982     110       0  -0.335   0.034   0.242   0.009   0.000  -0.05128
   -71.25   -32.75    1982     110       1  -0.298   0.030   0.327   0.018   0.000   0.07633
   -71.25   -32.75    1982     110       2  -0.475   0.047   0.374   0.031   0.000  -0.02207
   -71.25   -32.75    1982     110       3  -0.495   0.050   0.384   0.639   0.000   0.57756
   -71.25   -32.75    1982     110       4  -0.308   0.031   0.238   0.012   0.000  -0.02721
   -71.25   -32.75    1982     131       0  -0.320   0.032   0.347   0.038   0.000   0.09716
   -71.25   -32.75    1982     131       1  -0.508   0.051   0.339   0.027   0.000  -0.09125
   -71.25   -32.75    1982     131       2  -0.366   0.037   0.290   0.011   0.000  -0.02785
   -71.25   -32.75    1982     131       3  -0.337   0.034   0.267   0.618   0.000   0.58260
   -71.25   -32.75    1982     131       4  -0.485   0.048   0.371   0.027   0.000  -0.03924
   -71.25   -32.75    1982     132       0  -0.358   0.036   0.280   0.018   0.000  -0.02343
   -71.25   -32.75    1982     132       1  -0.267   0.027   0.151   0.058   0.000  -0.03198
   -71.25   -32.75    1982     132       2  -0.472   0.047   0.298   0.014   0.000  -0.11246
   -71.25   -32.75    1982     132       3  -0.235   0.024   0.233   0.031   0.000   0.05164
   -71.25   -32.75    1982     132       4  -0.525   0.052   0.340   0.025   0.000  -0.10710
   -71.25   -32.75    1982     133       0  -0.260   0.026   0.300   0.021   0.000   0.08721
   -71.25   -32.75    1982     133       1  -0.231   0.023   0.233   0.045   0.000   0.07059
   -71.25   -32.75    1982     133       2  -0.168   0.017   0.132   0.003   0.000  -0.01613
   -71.25   -32.75    1982     133       3  -0.322   0.032   0.321   0.054   0.000   0.08458
   -71.25   -32.75    1982     133       4  -0.430   0.043   0.315   0.019   0.000  -0.05362
   -71.25   -32.75    1982     134       0  -0.343   0.034   0.266   0.019   0.000  -0.02344
   -71.25   -32.75    1982     134       1  -0.494   0.049   0.405   0.037  -0.006  -0.00859
   -71.25   -32.75    1982     134       2  -0.285   0.029   0.210   0.008   0.000  -0.03856
   -71.25   -32.75    1982     134       3  -0.347   0.035   0.262   0.000   0.000  -0.05068
   -71.25   -32.75    1982     134       4  -0.372   0.037   0.312   0.035   0.000   0.01158
   -71.25   -32.75    1982     140       0  -0.393   0.039   0.384   0.045   0.000   0.07619
   -71.25   -32.75    1982     140       1  -0.270   0.027   0.189   0.000   0.000  -0.05417
   -71.25   -32.75    1982     140       2  -0.246   0.025   0.126   0.000   0.000  -0.09573
   -71.25   -32.75    1982     140       3  -0.464   0.046   0.247   0.012   0.000  -0.15896
   -71.25   -32.75    1982     140       4  -0.495   0.050   0.360   0.032   0.000  -0.05386
   -71.25   -32.75    1982     160       0  -0.318   0.032   0.431   0.000   0.000   0.14449
   -71.25   -32.75    1982     160       1  -0.359   0.036   0.310   0.025   0.000   0.01223
   -71.25   -32.75    1982     160       2  -0.364   0.036   0.396   0.036   0.000   0.10522
   -71.25   -32.75    1982     160       3  -0.252   0.025   0.264   0.026   0.000   0.06288
   -71.25   -32.75    1982     160       4  -0.277   0.028   0.230   0.666   0.000   0.64711
   -71.25   -32.75    1983       0       0  -0.298   0.030   0.242   0.010   0.000  -0.01605
   -71.25   -32.75    1983       0       1  -0.396   0.040   0.229   0.023   0.000  -0.10477
   -71.25   -32.75    1983       0       2  -0.364   0.036   0.309   0.021   0.000   0.00245
   -71.25   -32.75    1983       0       3  -0.404   0.040   0.225   0.000   0.000  -0.13839
   -71.25   -32.75    1983       0       4  -0.263   0.026   0.216   0.000   0.000  -0.02041
   -71.25   -32.75    1983     110       0  -0.300   0.030   0.268   0.007   0.000   0.00483
   -71.25   -32.75    1983     110       1  -0.284   0.028   0.263   0.009   0.000   0.01627
   -71.25   -32.75    1983     110       2  -0.390   0.039   0.360   0.026   0.000   0.03585
   -71.25   -32.75    1983     110       3  -0.370   0.037   0.444   0.007   0.000   0.11825
   -71.25   -32.75    1983     110       4  -0.287   0.029   0.223   0.006   0.000  -0.02895
   -71.25   -32.75    1983     131       0  -0.288   0.029   0.302   0.027   0.000   0.07028
   -71.25   -32.75    1983     131       1  -0.504   0.050   0.300   0.348   0.000   0.19371
   -71.25   -32.75    1983     131       2  -0.322   0.032   0.286   0.008   0.000   0.00403
   -71.25   -32.75    1983     131       3  -0.272   0.027   0.300   0.004   0.000   0.05911
   -71.25   -32.75    1983     131       4  -0.509   0.051   0.325   0.018   0.000  -0.11564
   -71.25   -32.75    1983     132       0  -0.368   0.037   0.290   0.420   0.000   0.37907
   -71.25   -32.75    1983     132       1  -0.251   0.025   0.189   0.020   0.000  -0.01643
   -71.25   -32.75    1983     132       2  -0.510   0.051   0.274   0.011   0.000  -0.17452
   -71.25   -32.75    1983     132       3  -0.271   0.027   0.207   0.025  -0.000  -0.01308
   -71.25   -32.75    1983     132       4  -0.470   0.047   0.354   0.022   0.000  -0.04751
   -71.25   -32.75    1983     133       0  -0.275   0.028   0.280   0.015   0.000   0.04722
   -71.25   -32.75    1983     133       1  -0.290   0.029   0.221   0.036   0.000  -0.00401
   -71.25   -32.75    1983     133       2  -0.146   0.015   0.129   0.002   0.000  -0.00031
   -71.25   -32.75    1983     133       3  -0.275   0.028   0.301   0.038   0.000   0.09160
   -71.25   -32.75    1983     133       4  -0.490   0.049   0.263   0.014   0.000  -0.16398
   -71.25   -32.75    1983     134       0  -0.365   0.036   0.254   0.011   0.000  -0.06344
   -71.25   -32.75    1983     134       1  -0.472   0.047   0.379   0.035   0.000  -0.01073
   -71.25   -32.75    1983     134       2  -0.261   0.026   0.202   0.004   0.000  -0.02799
   -71.25   -32.75    1983     134       3  -0.382   0.038   0.224   0.000   0.000  -0.12043
   -71.25   -32.75    1983     134       4  -0.367   0.037   0.338   0.026   0.000   0.03370
   -71.25   -32.75    1983     140       0  -0.407   0.041   0.326   0.029   0.000  -0.01184
   -71.25   -32.75    1983     140       1  -0.252   0.025   0.161   0.000   0.000  -0.06553
   -71.25   -32.75    1983     140       2  -0.318   0.032   0.135   0.000   0.000  -0.15095
   -71.25   -32.75    1983     140       3  -0.486   0.049   0.242   0.009   0.000  -0.18680
   -71.25   -32.75    1983     140       4  -0.474   0.047   0.382   0.461   0.000   0.41698
   -71.25   -32.75    1983     160       0  -0.473   0.047   0.263   0.000  -0.072  -0.23445
   -71.25   -32.75    1983     160       1  -0.365   0.036   0.309   0.019   0.000   0.00016
   -71.25   -32.75    1983     160       2  -0.380   0.038   0.331   0.029  -0.031  -0.01379
   -71.25   -32.75    1983     160       3  -0.257   0.026   0.239   0.020   0.000   0.02745
   -71.25   -32.75    1983     160       4  -0.249   0.025   0.266   0.006   0.000   0.04740
   -71.25   -32.75    1984       0       0  -0.280   0.028   0.219   0.013   0.000  -0.02004
   -71.25   -32.75    1984       0       1  -0.403   0.040   0.245   0.022   0.000  -0.09539
   -71.25   -32.75    1984       0       2  -0.386   0.039   0.290   0.020   0.000  -0.03770
   -71.25   -32.75    1984       0       3  -0.417   0.042   0.243   0.000   0.000  -0.13226
   -71.25   -32.75    1984       0       4  -0.251   0.025   0.203   0.000   0.000  -0.02315
   -71.25   -32.75    1984     110       0  -0.289   0.029   0.234   0.010   0.000  -0.01708
   -71.25   -32.75    1984     110       1  -0.274   0.027   0.228   0.012   0.000  -0.00611
   -71.25   -32.75    1984     110       2  -0.496   0.050   0.334   0.404   0.000   0.29119
   -71.25   -32.75    1984     110       3  -0.440   0.044   0.264   0.010   0.000  -0.12213
   -71.25   -32.75    1984     110       4  -0.278   0.028   0.213   0.009   0.000  -0.02868
   -71.25   -32.75    1984     131       0  -0.348   0.035   0.295   0.586   0.000   0.56779
   -71.25   -32.75    1984     131       1  -0.434   0.043   0.378   0.016   0.000   0.00321
   -71.25   -32.75    1984     131       2  -0.315   0.031   0.242   0.011   0.000  -0.03031
   -71.25   -32.75    1984     131       3  -0.293   0.029   0.205   0.006   0.000  -0.05308
   -71.25   -32.75    1984     131       4  -0.505   0.050   0.350   0.026   0.000  -0.07786
   -71.25   -32.75    1984     132       0  -0.220   0.022   0.335   0.012   0.000   0.14835
   -71.25   -32.75    1984     132       1  -0.319   0.032   0.152   0.031  -0.008  -0.11206
   -71.25   -32.75    1984     132       2  -0.509   0.051   0.280   0.016   0.000  -0.16166
   -71.25   -32.75    1984     132       3  -0.278   0.028   0.194   0.028   0.000  -0.02761
   -71.25   -32.75    1984     132       4  -0.564   0.056   0.341   0.025   0.000  -0.14208
   -71.25   -32.75    1984     133       0  -0.328   0.033   0.262   0.755   0.000   0.72223
   -71.25   -32.75    1984     133       1  -0.293   0.029   0.212   0.040   0.000  -0.01183
   -71.25   -32.75    1984     133       2  -0.168   0.017   0.125   0.003   0.000  -0.02345
   -71.25   -32.75    1984     133       3  -0.321   0.032   0.272   0.036   0.000   0.01852
   -71.25   -32.75    1984     133       4  -0.466   0.047   0.310   0.024   0.000  -0.08479
   -71.25   -32.75    1984     134       0  -0.353   0.035   0.246   0.014   0.000  -0.05731
   -71.25   -32.75    1984     134       1  -0.509   0.051   0.370   0.031   0.000  -0.05718
   -71.25   -32.75    1984     134       2  -0.253   0.025   0.196   0.006   0.000  -0.02522
   -71.25   -32.75    1984     134       3  -0.433   0.043   0.248   0.000  -0.004  -0.14635
   -71.25   -32.75    1984     134       4  -0.368   0.037   0.284   0.033   0.000  -0.01512
   -71.25   -32.75    1984     140       0  -0.416   0.042   0.306   0.036   0.000  -0.03166
   -71.25   -32.75    1984     140       1  -0.241   0.024   0.159   0.000   0.000  -0.05768
   -71.25   -32.75    1984     140       2  -0.366   0.037   0.149   0.000   0.000  -0.18074
   -71.25   -32.75    1984     140       3  -0.483   0.048   0.274   0.214   0.000   0.05306
   -71.25   -32.75    1984     140       4  -0.462   0.046   0.403   0.016   0.000   0.00354
   -71.25   -32.75    1984     160       0  -0.487   0.049   0.224   0.019   0.000  -0.19527
   -71.25   -32.75    1984     160       1  -0.365   0.037   0.267   0.023   0.000  -0.03876
   -71.25   -32.75    1984     160       2  -0.391   0.039   0.284   0.889   0.000   0.82148
   -71.25   -32.75    1984     160       3  -0.286   0.029   0.226   0.017   0.000  -0.01453
   -71.25   -32.75    1984     160       4  -0.217   0.022   0.224   0.013   0.000   0.04133
   -71.25   -32.75    1985       0       0  -0.306   0.031   0.213   0.004   0.000  -0.05754
   -71.25   -32.75    1985       0       1  -0.478   0.048   0.275   0.013   0.000  -0.14164
   -71.25   -32.75    1985       0       2  -0.491   0.049   0.284   0.011   0.000  -0.14789
   -71.25   -32.75    1985       0       3  -0.475   0.048   0.284   0.016  -0.002  -0.12925
   -71.25   -32.75    1985       0       4  -0.285   0.028   0.208   0.000   0.000  -0.04835
   -71.25   -32.75    1985     110       0  -0.303   0.030   0.225   0.005   0.000  -0.04319
   -71.25   -32.75    1985     110       1  -0.288   0.029   0.227   0.007   0.000  -0.02502
   -71.25   -32.75    1985     110       2  -0.405   0.041   0.357   0.007   0.000  -0.00001
   -71.25   -32.75    1985     110       3  -0.427   0.043   0.260   0.005   0.000  -0.11822
   -71.25   -32.75    1985     110       4  -0.277   0.028   0.257   0.008   0.000   0.01633
   -71.25   -32.75    1985     131       0  -0.256   0.026   0.330   0.006   0.000   0.10653
   -71.25   -32.75    1985     131       1  -0.627   0.063   0.302   0.007   0.000  -0.25432
   -71.25   -32.75    1985     131       2  -0.312   0.031   0.233   0.005   0.000  -0.04212
   -71.25   -32.75    1985     131       3  -0.268   0.027   0.215   0.004   0.000  -0.02172
   -71.25   -32.75    1985     131       4  -0.449   0.045   0.374   0.011   0.000  -0.01845
   -71.25   -32.75    1985     132       0  -0.270   0.027   0.236   0.006   0.000  -0.00077
   -71.25   -32.75    1985     132       1  -0.419   0.042   0.181   0.028   0.000  -0.16831
