      Lon      Lat    Year   Stand   Patch     dep     fix    fert    flux   leach     NEE
   -71.25   -32.75    1965     131       4   -0.49   -1.66   -0.00    5.11    0.00    2.96
   -71.25   -32.75    1965     132       0   -0.49   -1.32   -0.00    2.21    0.04    0.44
   -71.25   -32.75    1965     132       1   -0.49   -2.92   -0.00    0.97    0.04   -2.40
   -71.25   -32.75    1965     132       2   -0.49   -0.41   -0.00    0.92    0.89    0.92
   -71.25   -32.75    1965     132       3   -0.49   -1.58   -0.00    1.75    0.27   -0.04
   -71.25   -32.75    1965     132       4   -0.49   -1.09   -0.00    4.50    0.00    2.92
   -71.25   -32.75    1965     133       0   -0.49   -0.62   -0.00   22.57    0.00   21.47
   -71.25   -32.75    1965     133       1   -0.49   -1.56   -0.00    2.19    0.02    0.17
   -71.25   -32.75    1965     133       2   -0.49   -1.98   -0.00    2.31    0.02   -0.13
   -71.25   -32.75    1965     133       3   -0.49   -4.00   -0.00    2.40    0.04   -2.05
   -71.25   -32.75    1965     133       4   -0.49   -0.84   -0.00    1.06    0.04   -0.22
   -71.25   -32.75    1965     134       0   -0.49   -3.76   -0.00    2.33    0.04   -1.87
   -71.25   -32.75    1965     134       1   -0.49   -4.34   -0.00   13.66    0.00    8.83
   -71.25   -32.75    1965     134       2   -0.49   -1.28   -0.00   43.64    0.00   41.88
   -71.25   -32.75    1965     134       3   -0.49   -0.53   -0.00    0.95    0.11    0.05
   -71.25   -32.75    1965     134       4   -0.49   -3.67   -0.00    1.72    0.03   -2.41
   -71.25   -32.75    1965     140       0   -0.49   -1.24   -0.00    3.72    0.00    1.99
   -71.25   -32.75    1965     140       1   -0.49   -1.73   -0.00    1.51    0.00   -0.70
   -71.25   -32.75    1965     140       2   -0.49   -3.84   -0.00    2.85    0.06   -1.42
   -71.25   -32.75    1965     140       3   -0.49   -1.18   -0.00    1.15    1.18    0.66
   -71.25   -32.75    1965     140       4   -0.49   -0.75   -0.00    3.92    0.00    2.69
   -71.25   -32.75    1965     160       0   -0.49   -0.45   -0.00    0.89    0.16    0.11
   -71.25   -32.75    1965     160       1   -0.49   -0.83   -0.00   23.97    0.00   22.66
   -71.25   -32.75    1965     160       2   -0.49   -0.69   -0.00    2.59    0.00    1.41
   -71.25   -32.75    1965     160       3   -0.49   -1.35   -0.00    2.09    0.00    0.26
   -71.25   -32.75    1965     160       4   -0.49   -2.96   -0.00    2.25    0.03   -1.16
   -71.25   -32.75    1966       0       0   -0.49   -1.41   -0.00    5.98    0.30    4.39
   -71.25   -32.75    1966       0       1   -0.49   -1.25   -0.00   18.50    0.13   16.90
   -71.25   -32.75    1966       0       2   -0.49   -1.24   -0.00    6.90    0.70    5.88
   -71.25   -32.75    1966       0       3   -0.49   -1.09   -0.00   14.15    0.58   13.15
   -71.25   -32.75    1966       0       4   -0.49   -0.70   -0.00    1.03    0.65    0.50
   -71.25   -32.75    1966     110       0   -0.49   -0.60   -0.00    2.27    0.02    1.20
   -71.25   -32.75    1966     110       1   -0.49   -2.87   -0.00    2.76    0.13   -0.47
   -71.25   -32.75    1966     110       2   -0.49   -1.23   -0.00   24.36    0.01   22.65
   -71.25   -32.75    1966     110       3   -0.49   -3.55   -0.00   10.42    0.01    6.38
   -71.25   -32.75    1966     110       4   -0.49   -3.36   -0.00    3.48    0.40    0.03
   -71.25   -32.75    1966     131       0   -0.49   -1.44   -0.00    3.46    0.01    1.54
   -71.25   -32.75    1966     131       1   -0.49   -0.02   -0.00    1.70    0.22    1.41
   -71.25   -32.75    1966     131       2   -0.49   -0.88   -0.00   24.00    0.15   22.78
   -71.25   -32.75    1966     131       3   -0.49   -2.55   -0.00    1.02    0.10   -1.92
   -71.25   -32.75    1966     131       4   -0.49   -1.70   -0.00   11.08    0.01    8.90
   -71.25   -32.75    1966     132       0   -0.49   -1.35   -0.00    3.73    0.13    2.02
   -71.25   -32.75    1966     132       1   -0.49   -2.75   -0.00    1.32    0.79   -1.12
   -71.25   -32.75    1966     132       2   -0.49   -0.69   -0.00   14.24    0.58   13.64
   -71.25   -32.75    1966     132       3   -0.49   -2.14   -0.00    3.56    0.35    1.28
   -71.25   -32.75    1966     132       4   -0.49   -1.10   -0.00    9.45    0.01    7.88
   -71.25   -32.75    1966     133       0   -0.49   -0.82   -0.00    2.27    0.01    0.98
   -71.25   -32.75    1966     133       1   -0.49   -1.73   -0.00    2.94    0.08    0.80
   -71.25   -32.75    1966     133       2   -0.49   -2.31   -0.00    3.43    0.08    0.71
   -71.25   -32.75    1966     133       3   -0.49   -3.97   -0.00    3.87    0.16   -0.43
   -71.25   -32.75    1966     133       4   -0.49   -0.91   -0.00    4.17    0.13    2.89
   -71.25   -32.75    1966     134       0   -0.49   -3.72   -0.00    3.61    0.17   -0.43
   -71.25   -32.75    1966     134       1   -0.49   -1.49   -0.00    9.56    0.17    7.76
   -71.25   -32.75    1966     134       2   -0.49   -0.72   -0.00    1.77    0.03    0.60
   -71.25   -32.75    1966     134       3   -0.49   -0.87   -0.00    0.61    0.35   -0.40
   -71.25   -32.75    1966     134       4   -0.49   -3.63   -0.00    2.50    0.13   -1.49
   -71.25   -32.75    1966     140       0   -0.49   -1.26   -0.00    7.08    0.01    5.34
   -71.25   -32.75    1966     140       1   -0.49   -1.84   -0.00    1.45    0.04   -0.84
   -71.25   -32.75    1966     140       2   -0.49   -0.73   -0.00    4.79    0.17    3.74
   -71.25   -32.75    1966     140       3   -0.49   -3.94   -0.00   37.97    0.04   33.57
   -71.25   -32.75    1966     140       4   -0.49   -1.05   -0.00    8.34    0.01    6.81
   -71.25   -32.75    1966     160       0   -0.49   -0.54   -0.00    0.98    0.16    0.10
   -71.25   -32.75    1966     160       1   -0.49   -1.03   -0.00    2.36    0.02    0.86
   -71.25   -32.75    1966     160       2   -0.49   -1.07   -0.00    5.20    0.01    3.66
   -71.25   -32.75    1966     160       3   -0.49   -1.84   -0.00    3.22    0.02    0.91
   -71.25   -32.75    1966     160       4   -0.49   -3.08   -0.00    3.52    0.09    0.05
   -71.25   -32.75    1967       0       0   -0.49   -1.56   -0.00    4.57    0.04    2.57
   -71.25   -32.75    1967       0       1   -0.49   -0.59   -0.00    1.41    0.00    0.33
   -71.25   -32.75    1967       0       2   -0.49   -1.42   -0.00    9.30    0.01    7.40
   -71.25   -32.75    1967       0       3   -0.49   -0.56   -0.00    0.69    0.04   -0.32
   -71.25   -32.75    1967       0       4   -0.49   -0.85   -0.00    0.65    0.03   -0.65
   -71.25   -32.75    1967     110       0   -0.49   -0.85   -0.00   14.39    0.00   13.05
   -71.25   -32.75    1967     110       1   -0.49   -2.16   -0.00   27.23    0.02   24.61
   -71.25   -32.75    1967     110       2   -0.49   -0.54   -0.00    1.72    0.00    0.69
   -71.25   -32.75    1967     110       3   -0.49   -2.33   -0.00    8.02    0.00    5.19
   -71.25   -32.75    1967     110       4   -0.49   -2.75   -0.00    2.05    0.02   -1.17
   -71.25   -32.75    1967     131       0   -0.49   -1.32   -0.00    2.14    0.00    0.33
   -71.25   -32.75    1967     131       1   -0.49   -1.13   -0.00    1.92    0.05    0.35
   -71.25   -32.75    1967     131       2   -0.49   -0.72   -0.00    1.34    0.03    0.16
   -71.25   -32.75    1967     131       3   -0.49   -2.38   -0.00    0.68    0.01   -2.19
   -71.25   -32.75    1967     131       4   -0.49   -1.24   -0.00    6.98    0.00    5.25
   -71.25   -32.75    1967     132       0   -0.49   -1.41   -0.00    2.76    0.01    0.87
   -71.25   -32.75    1967     132       1   -0.49   -1.78   -0.00    0.80    0.18   -1.29
   -71.25   -32.75    1967     132       2   -0.49   -0.21   -0.00    0.64    0.32    0.27
   -71.25   -32.75    1967     132       3   -0.49   -1.97   -0.00    2.56    0.02    0.12
   -71.25   -32.75    1967     132       4   -0.49   -1.12   -0.00    9.47    0.00    7.87
   -71.25   -32.75    1967     133       0   -0.49   -0.81   -0.00    1.76    0.00    0.46
   -71.25   -32.75    1967     133       1   -0.49   -1.37   -0.00    2.12    0.01    0.27
   -71.25   -32.75    1967     133       2   -0.49   -2.00   -0.00    2.52    0.01    0.03
   -71.25   -32.75    1967     133       3   -0.49   -3.98   -0.00    2.72    0.02   -1.73
   -71.25   -32.75    1967     133       4   -0.49   -1.12   -0.00    3.61    0.02    2.02
   -71.25   -32.75    1967     134       0   -0.49   -3.63   -0.00    2.40    0.03   -1.70
   -71.25   -32.75    1967     134       1   -0.49   -1.83   -0.00   11.00    0.00    8.69
   -71.25   -32.75    1967     134       2   -0.49   -0.83   -0.00    1.35    0.01    0.04
   -71.25   -32.75    1967     134       3   -0.49   -0.90   -0.00    4.64    0.01    3.27
   -71.25   -32.75    1967     134       4   -0.49   -3.40   -0.00    1.79    0.02   -2.08
   -71.25   -32.75    1967     140       0   -0.49   -1.02   -0.00    3.23    0.00    1.72
   -71.25   -32.75    1967     140       1   -0.49   -1.70   -0.00    1.04    0.01   -1.14
   -71.25   -32.75    1967     140       2   -0.49   -1.00   -0.00    3.42    0.06    1.99
   -71.25   -32.75    1967     140       3   -0.49   -1.69   -0.00    1.98    0.15   -0.04
   -71.25   -32.75    1967     140       4   -0.49   -0.96   -0.00   21.01    0.00   19.56
   -71.25   -32.75    1967     160       0   -0.49   -0.74   -0.00   13.82    0.17   12.77
   -71.25   -32.75    1967     160       1   -0.49   -0.92   -0.00    1.84    0.00    0.43
   -71.25   -32.75    1967     160       2   -0.49   -0.97   -0.00    3.54    0.00    2.08
   -71.25   -32.75    1967     160       3   -0.49   -1.76   -0.00    0.79    0.00   -1.46
   -71.25   -32.75    1967     160       4   -0.49   -2.34   -0.00    2.09    0.02   -0.72
   -71.25   -32.75    1968       0       0   -0.49   -1.84   -0.00    5.35    0.09    3.12
   -71.25   -32.75    1968       0       1   -0.49   -1.17   -0.00    3.98    0.02    2.34
   -71.25   -32.75    1968       0       2   -0.49   -1.64   -0.00    7.61    0.02    5.49
   -71.25   -32.75    1968       0       3   -0.49   -0.81   -0.00    0.99    0.21   -0.11
   -71.25   -32.75    1968       0       4   -0.49   -0.97   -0.00    0.62    0.08   -0.76
   -71.25   -32.75    1968     110       0   -0.49   -1.22   -0.00   21.37    0.00   19.65
   -71.25   -32.75    1968     110       1   -0.49   -2.88   -0.00    1.60    0.10   -1.66
   -71.25   -32.75    1968     110       2   -0.49   -0.74   -0.00    4.15    0.00    2.92
   -71.25   -32.75    1968     110       3   -0.49   -1.43   -0.00   32.73    0.00   30.81
   -71.25   -32.75    1968     110       4   -0.49   -3.48   -0.00    3.53    0.06   -0.37
   -71.25   -32.75    1968     131       0   -0.49   -2.65   -0.00    4.61    0.00    1.47
   -71.25   -32.75    1968     131       1   -0.49   -4.87   -0.00   22.82    0.01   17.47
   -71.25   -32.75    1968     131       2   -0.49   -1.34   -0.00    3.21    0.06    1.44
   -71.25   -32.75    1968     131       3   -0.49   -3.67   -0.00    2.97    0.01   -1.18
   -71.25   -32.75    1968     131       4   -0.49   -1.11   -0.00   29.15    0.00   27.55
   -71.25   -32.75    1968     132       0   -0.49   -1.99   -0.00    4.99    0.02    2.52
   -71.25   -32.75    1968     132       1   -0.49   -2.81   -0.00    1.04    0.28   -1.98
   -71.25   -32.75    1968     132       2   -0.49   -1.03   -0.00    7.35    0.29    6.12
   -71.25   -32.75    1968     132       3   -0.49   -3.12   -0.00    3.92    0.06    0.37
   -71.25   -32.75    1968     132       4   -0.49   -0.99   -0.00    7.26    0.00    5.78
   -71.25   -32.75    1968     133       0   -0.49   -1.23   -0.00    4.12    0.00    2.40
   -71.25   -32.75    1968     133       1   -0.49   -2.32   -0.00   36.03    0.03   33.24
   -71.25   -32.75    1968     133       2   -0.49   -2.99   -0.00    5.00    0.00    1.53
   -71.25   -32.75    1968     133       3   -0.49   -4.09   -0.00    5.11    0.03    0.56
   -71.25   -32.75    1968     133       4   -0.49   -1.49   -0.00    7.02    0.03    5.07
   -71.25   -32.75    1968     134       0   -0.49   -3.85   -0.00    3.94    0.08   -0.32
   -71.25   -32.75    1968     134       1   -0.49   -1.26   -0.00   10.09    0.00    8.35
   -71.25   -32.75    1968     134       2   -0.49   -2.40   -0.00    1.48    0.02   -1.38
   -71.25   -32.75    1968     134       3   -0.49   -0.95   -0.00    0.78    0.07   -0.59
   -71.25   -32.75    1968     134       4   -0.49   -3.82   -0.00    3.46    0.07   -0.78
   -71.25   -32.75    1968     140       0   -0.49   -1.04   -0.00    5.96    0.00    4.43
   -71.25   -32.75    1968     140       1   -0.49   -2.99   -0.00    1.65    0.02   -1.82
   -71.25   -32.75    1968     140       2   -0.49   -1.59   -0.00    5.16    0.04    3.12
   -71.25   -32.75    1968     140       3   -0.49   -1.22   -0.00    6.92    0.05    5.26
   -71.25   -32.75    1968     140       4   -0.49   -0.45   -0.00    3.73    0.00    2.79
   -71.25   -32.75    1968     160       0   -0.49   -0.48   -0.00    0.66    0.27   -0.04
   -71.25   -32.75    1968     160       1   -0.49   -1.53   -0.00    3.58    0.00    1.55
   -71.25   -32.75    1968     160       2   -0.49   -0.82   -0.00    5.11    0.00    3.81
   -71.25   -32.75    1968     160       3   -0.49   -1.98   -0.00    3.68    0.00    1.22
   -71.25   -32.75    1968     160       4   -0.49   -3.39   -0.00    4.20    0.04    0.35
   -71.25   -32.75    1969       0       0   -0.49   -1.68   -0.00    0.78    0.02   -1.37
   -71.25   -32.75    1969       0       1   -0.49   -0.89   -0.00    3.90    0.01    2.53
   -71.25   -32.75    1969       0       2   -0.49   -0.80   -0.00    6.29    0.01    5.01
   -71.25   -32.75    1969       0       3   -0.49   -0.90   -0.00    0.66    0.23   -0.50
   -71.25   -32.75    1969       0       4   -0.49   -1.09   -0.00    0.66    0.02   -0.90
   -71.25   -32.75    1969     110       0   -0.49   -1.11   -0.00    1.15    0.00   -0.45
   -71.25   -32.75    1969     110       1   -0.49   -2.66   -0.00    1.58    0.03   -1.54
   -71.25   -32.75    1969     110       2   -0.49   -0.86   -0.00    5.34    0.00    3.98
   -71.25   -32.75    1969     110       3   -0.49   -0.40   -0.00    3.03    0.00    2.14
   -71.25   -32.75    1969     110       4   -0.49   -3.01   -0.00    2.06    0.02   -1.42
   -71.25   -32.75    1969     131       0   -0.49   -1.98   -0.00    3.60    0.00    1.12
   -71.25   -32.75    1969     131       1   -0.49   -1.46   -0.00   11.33    0.01    9.39
   -71.25   -32.75    1969     131       2   -0.49   -1.38   -0.00    2.07    0.02    0.21
   -71.25   -32.75    1969     131       3   -0.49   -3.28   -0.00    2.21    0.00   -1.56
   -71.25   -32.75    1969     131       4   -0.49   -0.40   -0.00    3.59    0.00    2.70
   -71.25   -32.75    1969     132       0   -0.49   -1.70   -0.00    4.88    0.00    2.69
   -71.25   -32.75    1969     132       1   -0.49   -2.24   -0.00    0.93    0.41   -1.39
   -71.25   -32.75    1969     132       2   -0.49   -0.64   -0.00    2.47    0.16    1.49
   -71.25   -32.75    1969     132       3   -0.49   -2.78   -0.00    3.10    0.02   -0.16
   -71.25   -32.75    1969     132       4   -0.49   -0.86   -0.00    7.58    0.00    6.23
   -71.25   -32.75    1969     133       0   -0.49   -0.94   -0.00    4.16    0.00    2.74
   -71.25   -32.75    1969     133       1   -0.49   -1.56   -0.00    1.49    0.01   -0.54
   -71.25   -32.75    1969     133       2   -0.49   -2.51   -0.00   39.50    0.00   36.50
   -71.25   -32.75    1969     133       3   -0.49   -3.78   -0.00    4.28    0.00    0.02
   -71.25   -32.75    1969     133       4   -0.49   -1.53   -0.00    8.77    0.00    6.75
   -71.25   -32.75    1969     134       0   -0.49   -3.54   -0.00    2.76    0.02   -1.24
   -71.25   -32.75    1969     134       1   -0.49   -0.94   -0.00    8.53    0.00    7.10
   -71.25   -32.75    1969     134       2   -0.49   -2.38   -0.00    1.36    0.01   -1.50
   -71.25   -32.75    1969     134       3   -0.49   -0.96   -0.00    7.27    0.26    6.08
   -71.25   -32.75    1969     134       4   -0.49   -3.50   -0.00    2.48    0.02   -1.49
   -71.25   -32.75    1969     140       0   -0.49   -0.92   -0.00    5.29    0.00    3.88
   -71.25   -32.75    1969     140       1   -0.49   -2.62   -0.00    1.31    0.01   -1.80
   -71.25   -32.75    1969     140       2   -0.49   -1.44   -0.00    3.55    0.02    1.63
   -71.25   -32.75    1969     140       3   -0.49   -1.35   -0.00   26.70    0.00   24.86
   -71.25   -32.75    1969     140       4   -0.49   -0.72   -0.00    4.82    0.00    3.61
   -71.25   -32.75    1969     160       0   -0.49   -0.63   -0.00    0.84    0.24   -0.05
   -71.25   -32.75    1969     160       1   -0.49   -1.41   -0.00    3.24    0.00    1.34
   -71.25   -32.75    1969     160       2   -0.49   -0.69   -0.00    4.41    0.00    3.23
   -71.25   -32.75    1969     160       3   -0.49   -1.83   -0.00    2.93    0.00    0.61
   -71.25   -32.75    1969     160       4   -0.49   -2.89   -0.00    2.74    0.01   -0.62
   -71.25   -32.75    1970       0       0   -0.49   -1.98   -0.00    0.79    0.05   -1.63
   -71.25   -32.75    1970       0       1   -0.49   -1.18   -0.00    3.05    0.02    1.40
   -71.25   -32.75    1970       0       2   -0.49   -0.91   -0.00    3.55    0.03    2.19
   -71.25   -32.75    1970       0       3   -0.49   -0.95   -0.00    4.55    0.36    3.47
   -71.25   -32.75    1970       0       4   -0.49   -1.46   -0.00    0.75    0.04   -1.16
   -71.25   -32.75    1970     110       0   -0.49   -1.74   -0.00    1.46    0.00   -0.77
   -71.25   -32.75    1970     110       1   -0.49   -2.91   -0.00    1.86    0.01   -1.54
   -71.25   -32.75    1970     110       2   -0.49   -1.24   -0.00    4.16    0.00    2.43
   -71.25   -32.75    1970     110       3   -0.49   -0.76   -0.00    3.39    0.00    2.14
   -71.25   -32.75    1970     110       4   -0.49   -3.06   -0.00    2.29    0.08   -1.17
   -71.25   -32.75    1970     131       0   -0.49   -2.08   -0.00    2.95    0.00    0.38
   -71.25   -32.75    1970     131       1   -0.49   -1.62   -0.00   10.30    0.00    8.19
   -71.25   -32.75    1970     131       2   -0.49   -1.86   -0.00    2.57    0.01    0.23
   -71.25   -32.75    1970     131       3   -0.49   -3.33   -0.00    2.30    0.00   -1.53
   -71.25   -32.75    1970     131       4   -0.49   -0.91   -0.00    3.58    0.00    2.18
   -71.25   -32.75    1970     132       0   -0.49   -2.06   -0.00    3.43    0.00    0.88
   -71.25   -32.75    1970     132       1   -0.49   -2.22   -0.00    1.11    0.46   -1.15
   -71.25   -32.75    1970     132       2   -0.49   -0.92   -0.00    4.44    0.03    3.05
   -71.25   -32.75    1970     132       3   -0.49   -3.07   -0.00    2.24    0.14   -1.19
   -71.25   -32.75    1970     132       4   -0.49   -1.09   -0.00    4.73    0.00    3.15
   -71.25   -32.75    1970     133       0   -0.49   -1.30   -0.00    2.98    0.00    1.20
   -71.25   -32.75    1970     133       1   -0.49   -2.07   -0.00    2.06    0.01   -0.49
   -71.25   -32.75    1970     133       2   -0.49   -2.17   -0.00    0.80    0.00   -1.87
   -71.25   -32.75    1970     133       3   -0.49   -3.67   -0.00    3.79    0.00   -0.38
   -71.25   -32.75    1970     133       4   -0.49   -1.62   -0.00    6.18    0.00    4.07
   -71.25   -32.75    1970     134       0   -0.49   -3.55   -0.00    2.84    0.01   -1.19
   -71.25   -32.75    1970     134       1   -0.49   -0.91   -0.00    4.89    0.00    3.48
   -71.25   -32.75    1970     134       2   -0.49   -2.81   -0.00    1.76    0.00   -1.54
   -71.25   -32.75    1970     134       3   -0.49   -0.92   -0.00    0.87    0.36   -0.18
   -71.25   -32.75    1970     134       4   -0.49   -3.51   -0.00    2.67    0.01   -1.33
   -71.25   -32.75    1970     140       0   -0.49   -1.35   -0.00    3.73    0.00    1.89
   -71.25   -32.75    1970     140       1   -0.49   -2.85   -0.00    1.65    0.00   -1.68
   -71.25   -32.75    1970     140       2   -0.49   -1.87   -0.00    3.08    0.01    0.72
   -71.25   -32.75    1970     140       3   -0.49   -1.36   -0.00    2.50    0.00    0.65
   -71.25   -32.75    1970     140       4   -0.49   -1.16   -0.00    3.72    0.00    2.07
   -71.25   -32.75    1970     160       0   -0.49   -0.05   -0.00    0.85    1.58    1.89
   -71.25   -32.75    1970     160       1   -0.49   -1.71   -0.00   27.38    0.00   25.18
   -71.25   -32.75    1970     160       2   -0.49   -0.96   -0.00    3.19    0.00    1.74
   -71.25   -32.75    1970     160       3   -0.49   -2.16   -0.00    2.22    0.00   -0.42
   -71.25   -32.75    1970     160       4   -0.49   -2.95   -0.00    2.54    0.01   -0.90
   -71.25   -32.75    1971       0       0   -0.49   -1.88   -0.00    0.77    0.04   -1.57
   -71.25   -32.75    1971       0       1   -0.49   -0.85   -0.00    2.34    0.01    1.00
   -71.25   -32.75    1971       0       2   -0.49   -0.76   -0.00   17.86    0.01   16.62
   -71.25   -32.75    1971       0       3   -0.49   -0.96   -0.00    0.81    0.72    0.07
   -71.25   -32.75    1971       0       4   -0.49   -1.30   -0.00    0.78    0.02   -1.00
   -71.25   -32.75    1971     110       0   -0.49   -2.57   -0.00    1.12    0.01   -1.94
   -71.25   -32.75    1971     110       1   -0.49   -3.55   -0.00    1.42    0.03   -2.59
   -71.25   -32.75    1971     110       2   -0.49   -1.20   -0.00    2.98    0.00    1.29
   -71.25   -32.75    1971     110       3   -0.49   -1.00   -0.00    2.42    0.00    0.93
   -71.25   -32.75    1971     110       4   -0.49   -3.50   -0.00    1.50    0.74   -1.76
   -71.25   -32.75    1971     131       0   -0.49   -2.04   -0.00    2.00    0.00   -0.53
   -71.25   -32.75    1971     131       1   -0.49   -1.06   -0.00    4.27    0.00    2.71
   -71.25   -32.75    1971     131       2   -0.49   -2.16   -0.00    1.86    0.02   -0.77
   -71.25   -32.75    1971     131       3   -0.49   -3.89   -0.00    0.80    0.00   -3.58
   -71.25   -32.75    1971     131       4   -0.49   -1.04   -0.00    2.51    0.00    0.97
   -71.25   -32.75    1971     132       0   -0.49   -1.98   -0.00    2.28    0.00   -0.19
   -71.25   -32.75    1971     132       1   -0.49   -3.22   -0.00    0.91    0.68   -2.13
   -71.25   -32.75    1971     132       2   -0.49   -1.00   -0.00    2.35    0.04    0.90
   -71.25   -32.75    1971     132       3   -0.49   -3.62   -0.00    1.43    0.82   -1.85
   -71.25   -32.75    1971     132       4   -0.49   -1.25   -0.00    3.27    0.00    1.52
   -71.25   -32.75    1971     133       0   -0.49   -1.22   -0.00    2.16    0.00    0.44
   -71.25   -32.75    1971     133       1   -0.49   -2.69   -0.00    1.36    0.03   -1.80
   -71.25   -32.75    1971     133       2   -0.49   -2.44   -0.00    1.46    0.00   -1.47
   -71.25   -32.75    1971     133       3   -0.49   -4.08   -0.00    2.56    0.00   -2.02
   -71.25   -32.75    1971     133       4   -0.49   -1.38   -0.00    3.70    0.00    1.83
   -71.25   -32.75    1971     134       0   -0.49   -4.08   -0.00    2.04    0.02   -2.51
   -71.25   -32.75    1971     134       1   -0.49   -1.08   -0.00    3.23    0.00    1.66
   -71.25   -32.75    1971     134       2   -0.49   -3.53   -0.00    1.35    0.02   -2.66
   -71.25   -32.75    1971     134       3   -0.49   -0.88   -0.00    0.93    0.98    0.54
   -71.25   -32.75    1971     134       4   -0.49   -4.10   -0.00    1.90    0.03   -2.67
   -71.25   -32.75    1971     140       0   -0.49   -1.12   -0.00    2.56    0.00    0.94
   -71.25   -32.75    1971     140       1   -0.49   -3.52   -0.00    1.25    0.02   -2.75
   -71.25   -32.75    1971     140       2   -0.49   -2.05   -0.00    2.08    0.02   -0.44
   -71.25   -32.75    1971     140       3   -0.49   -1.00   -0.00    2.51    0.00    1.02
   -71.25   -32.75    1971     140       4   -0.49   -1.20   -0.00    2.82    0.00    1.13
   -71.25   -32.75    1971     160       0   -0.49   -1.25   -0.00    1.47    1.81    1.53
   -71.25   -32.75    1971     160       1   -0.49   -1.38   -0.00    1.26    0.00   -0.61
   -71.25   -32.75    1971     160       2   -0.49   -0.86   -0.00    2.32    0.00    0.97
   -71.25   -32.75    1971     160       3   -0.49   -2.37   -0.00    1.57    0.00   -1.30
   -71.25   -32.75    1971     160       4   -0.49   -3.49   -0.00    1.74    0.02   -2.23
   -71.25   -32.75    1972       0       0   -0.50   -2.27   -0.00    1.70    0.39   -0.68
   -71.25   -32.75    1972       0       1   -0.50   -1.24   -0.00    2.18    0.03    0.48
   -71.25   -32.75    1972       0       2   -0.50   -0.71   -0.00    0.82    0.04   -0.35
   -71.25   -32.75    1972       0       3   -0.50   -1.32   -0.00    2.79    0.70    1.68
   -71.25   -32.75    1972       0       4   -0.50   -1.84   -0.00    0.75    0.02   -1.57
   -71.25   -32.75    1972     110       0   -0.50   -3.25   -0.00    1.01    0.01   -2.72
   -71.25   -32.75    1972     110       1   -0.50   -3.53   -0.00    1.15    0.63   -2.25
   -71.25   -32.75    1972     110       2   -0.50   -1.51   -0.00    2.97    0.00    0.97
   -71.25   -32.75    1972     110       3   -0.50   -1.50   -0.00    2.53    0.00    0.53
   -71.25   -32.75    1972     110       4   -0.50   -3.56   -0.00    1.20    0.68   -2.18
   -71.25   -32.75    1972     131       0   -0.50   -2.19   -0.00    1.68    0.00   -1.00
   -71.25   -32.75    1972     131       1   -0.50   -1.31   -0.00    3.92    0.00    2.12
   -71.25   -32.75    1972     131       2   -0.50   -2.51   -0.00    1.51    0.01   -1.48
   -71.25   -32.75    1972     131       3   -0.50   -3.63   -0.00    0.77    0.00   -3.36
   -71.25   -32.75    1972     131       4   -0.50   -1.49   -0.00    2.47    0.00    0.48
   -71.25   -32.75    1972     132       0   -0.50   -2.13   -0.00   26.96    0.00   24.34
   -71.25   -32.75    1972     132       1   -0.50   -3.27   -0.00    0.79    0.84   -2.14
   -71.25   -32.75    1972     132       2   -0.50   -1.50   -0.00    2.59    0.02    0.62
   -71.25   -32.75    1972     132       3   -0.50   -3.80   -0.00    1.27    0.60   -2.42
   -71.25   -32.75    1972     132       4   -0.50   -1.56   -0.00    3.37    0.00    1.31
   -71.25   -32.75    1972     133       0   -0.50   -1.59   -0.00    1.86    0.00   -0.22
   -71.25   -32.75    1972     133       1   -0.50   -3.17   -0.00    1.17    0.02   -2.49
   -71.25   -32.75    1972     133       2   -0.50   -3.28   -0.00    0.95    0.00   -2.82
   -71.25   -32.75    1972     133       3   -0.50   -4.12   -0.00    1.97    0.00   -2.64
   -71.25   -32.75    1972     133       4   -0.50   -1.45   -0.00    3.31    0.00    1.37
   -71.25   -32.75    1972     134       0   -0.50   -4.06   -0.00    1.66    0.02   -2.88
   -71.25   -32.75    1972     134       1   -0.50   -1.49   -0.00    3.26    0.00    1.28
   -71.25   -32.75    1972     134       2   -0.50   -3.61   -0.00    1.13    0.02   -2.95
   -71.25   -32.75    1972     134       3   -0.50   -1.28   -0.00    0.88    0.77   -0.12
   -71.25   -32.75    1972     134       4   -0.50   -4.01   -0.00    1.46    0.03   -3.02
   -71.25   -32.75    1972     140       0   -0.50   -1.41   -0.00    1.97    0.00    0.06
   -71.25   -32.75    1972     140       1   -0.50   -3.56   -0.00    0.96    0.03   -3.07
   -71.25   -32.75    1972     140       2   -0.50   -2.34   -0.00    1.65    0.02   -1.17
   -71.25   -32.75    1972     140       3   -0.50   -1.23   -0.00    2.11    0.00    0.38
   -71.25   -32.75    1972     140       4   -0.50   -1.47   -0.00    2.85    0.00    0.89
   -71.25   -32.75    1972     160       0   -0.50   -3.61   -0.00   11.22    0.02    7.14
   -71.25   -32.75    1972     160       1   -0.50   -1.93   -0.00    1.23    0.01   -1.18
   -71.25   -32.75    1972     160       2   -0.50   -1.15   -0.00    2.14    0.00    0.50
   -71.25   -32.75    1972     160       3   -0.50   -2.80   -0.00    1.31    0.00   -1.99
   -71.25   -32.75    1972     160       4   -0.50   -3.60   -0.00    1.25    0.02   -2.83
   -71.25   -32.75    1973       0       0   -0.50   -1.28   -0.00    3.08    0.61    1.91
