      Lon      Lat    Year   Stand   Patch     dep     fix    fert    flux   leach     NEE
   -71.25   -32.75    1957     134       0   -0.49   -0.91   -0.00   10.78    0.43    9.80
   -71.25   -32.75    1957     134       1   -0.49   -0.61   -0.00    2.59    1.76    3.25
   -71.25   -32.75    1957     134       2   -0.49   -1.58   -0.00    7.85    0.27    6.05
   -71.25   -32.75    1957     134       3   -0.49   -0.73   -0.00    2.65    0.51    1.94
   -71.25   -32.75    1957     134       4   -0.49   -0.42   -0.00    0.50    0.61    0.20
   -71.25   -32.75    1957     140       0   -0.49   -1.34   -0.00    7.15    0.23    5.54
   -71.25   -32.75    1957     140       1   -0.49   -1.60   -0.00    7.16    0.18    5.25
   -71.25   -32.75    1957     140       2   -0.49   -0.48   -0.00    1.23    0.50    0.75
   -71.25   -32.75    1957     140       3   -0.49   -0.39   -0.00    0.47    0.66    0.26
   -71.25   -32.75    1957     140       4   -0.49   -1.02   -0.00    3.06    0.50    2.05
   -71.25   -32.75    1957     160       0   -0.49   -0.43   -0.00    0.60    0.60    0.29
   -71.25   -32.75    1957     160       1   -0.49   -1.66   -0.00    7.43    0.52    5.79
   -71.25   -32.75    1957     160       2   -0.49   -1.58   -0.00    7.23    0.77    5.92
   -71.25   -32.75    1957     160       3   -0.49   -1.55   -0.00    7.02    0.27    5.25
   -71.25   -32.75    1957     160       4   -0.49   -0.41   -0.00    0.44    0.44   -0.02
   -71.25   -32.75    1958       0       0   -0.49   -0.68   -0.00    3.06    0.72    2.61
   -71.25   -32.75    1958       0       1   -0.49   -1.46   -0.00   10.15    0.13    8.33
   -71.25   -32.75    1958       0       2   -0.49   -1.30   -0.00   11.64    0.07    9.92
   -71.25   -32.75    1958       0       3   -0.49   -1.05   -0.00   18.61    0.49   17.56
   -71.25   -32.75    1958       0       4   -0.49   -1.63   -0.00   27.46    0.31   25.65
   -71.25   -32.75    1958     110       0   -0.49   -1.18   -0.00    6.31    0.06    4.70
   -71.25   -32.75    1958     110       1   -0.49   -0.38   -0.00    0.70    0.25    0.08
   -71.25   -32.75    1958     110       2   -0.49   -4.03   -0.00   24.36    0.01   19.84
   -71.25   -32.75    1958     110       3   -0.49   -1.28   -0.00   22.54    0.05   20.82
   -71.25   -32.75    1958     110       4   -0.49   -0.88   -0.00   15.68    0.25   14.56
   -71.25   -32.75    1958     131       0   -0.49   -1.25   -0.00    9.61    0.08    7.96
   -71.25   -32.75    1958     131       1   -0.49   -1.02   -0.00    5.00    0.03    3.51
   -71.25   -32.75    1958     131       2   -0.49   -0.97   -0.00    5.00    0.09    3.63
   -71.25   -32.75    1958     131       3   -0.49   -1.10   -0.00    6.76    0.09    5.26
   -71.25   -32.75    1958     131       4   -0.49   -3.74   -0.00   10.98    0.16    6.90
   -71.25   -32.75    1958     132       0   -0.49   -0.92   -0.00    7.24    0.34    6.17
   -71.25   -32.75    1958     132       1   -0.49   -0.55   -0.00    0.52    0.23   -0.30
   -71.25   -32.75    1958     132       2   -0.49   -0.46   -0.00    0.38    0.29   -0.28
   -71.25   -32.75    1958     132       3   -0.49   -0.41   -0.00    0.57    0.30   -0.03
   -71.25   -32.75    1958     132       4   -0.49   -0.49   -0.00    1.88    0.61    1.50
   -71.25   -32.75    1958     133       0   -0.49   -1.30   -0.00    8.87    0.06    7.15
   -71.25   -32.75    1958     133       1   -0.49   -1.22   -0.00    7.87    0.06    6.22
   -71.25   -32.75    1958     133       2   -0.49   -1.43   -0.00    9.74    0.07    7.89
   -71.25   -32.75    1958     133       3   -0.49   -3.57   -0.00    8.93    0.08    4.95
   -71.25   -32.75    1958     133       4   -0.49   -0.77   -0.00    3.40    0.14    2.27
   -71.25   -32.75    1958     134       0   -0.49   -0.61   -0.00    2.67    0.60    2.16
   -71.25   -32.75    1958     134       1   -0.49   -0.95   -0.00    5.39    0.07    4.01
   -71.25   -32.75    1958     134       2   -0.49   -1.19   -0.00   10.65    0.08    9.05
   -71.25   -32.75    1958     134       3   -0.49   -0.97   -0.00    5.20    0.04    3.78
   -71.25   -32.75    1958     134       4   -0.49   -0.34   -0.00    0.45    0.31   -0.07
   -71.25   -32.75    1958     140       0   -0.49   -1.09   -0.00    9.70    0.20    8.32
   -71.25   -32.75    1958     140       1   -0.49   -1.20   -0.00    9.73    0.14    8.18
   -71.25   -32.75    1958     140       2   -0.49   -0.83   -0.00   10.99    0.19    9.86
   -71.25   -32.75    1958     140       3   -0.49   -0.37   -0.00    0.51    0.32   -0.03
   -71.25   -32.75    1958     140       4   -0.49   -1.00   -0.00    5.88    0.21    4.60
   -71.25   -32.75    1958     160       0   -0.49   -0.42   -0.00    0.89    0.28    0.26
   -71.25   -32.75    1958     160       1   -0.49   -1.28   -0.00   10.22    0.15    8.60
   -71.25   -32.75    1958     160       2   -0.49   -1.30   -0.00   10.70    0.24    9.14
   -71.25   -32.75    1958     160       3   -0.49   -1.18   -0.00    9.29    0.13    7.75
   -71.25   -32.75    1958     160       4   -0.49   -0.42   -0.00    0.79    0.21    0.09
   -71.25   -32.75    1959       0       0   -0.49   -1.19   -0.00   17.77    0.26   16.35
   -71.25   -32.75    1959       0       1   -0.49   -1.37   -0.00   10.37    0.07    8.59
   -71.25   -32.75    1959       0       2   -0.49   -1.33   -0.00   11.86    0.03   10.07
   -71.25   -32.75    1959       0       3   -0.49   -0.70   -0.00    3.30    0.41    2.52
   -71.25   -32.75    1959       0       4   -0.49   -0.76   -0.00    4.49    0.33    3.57
   -71.25   -32.75    1959     110       0   -0.49   -1.55   -0.00    8.09    0.02    6.06
   -71.25   -32.75    1959     110       1   -0.49   -0.53   -0.00    7.98    0.08    7.04
   -71.25   -32.75    1959     110       2   -0.49   -1.60   -0.00    5.56    0.04    3.51
   -71.25   -32.75    1959     110       3   -0.49   -0.61   -0.00    3.27    0.22    2.39
   -71.25   -32.75    1959     110       4   -0.49   -0.69   -0.00    3.20    0.18    2.20
   -71.25   -32.75    1959     131       0   -0.49   -1.08   -0.00    8.82    0.09    7.35
   -71.25   -32.75    1959     131       1   -0.49   -1.28   -0.00   18.23    0.03   16.48
   -71.25   -32.75    1959     131       2   -0.49   -1.25   -0.00    6.89    0.04    5.20
   -71.25   -32.75    1959     131       3   -0.49   -1.30   -0.00    7.58    0.07    5.85
   -71.25   -32.75    1959     131       4   -0.49   -3.75   -0.00   10.60    0.07    6.43
   -71.25   -32.75    1959     132       0   -0.49   -1.27   -0.00   22.66    0.06   20.96
   -71.25   -32.75    1959     132       1   -0.49   -0.89   -0.00    0.81    0.09   -0.48
   -71.25   -32.75    1959     132       2   -0.49   -1.25   -0.00    0.67    0.16   -0.91
   -71.25   -32.75    1959     132       3   -0.49   -0.51   -0.00    1.27    0.14    0.41
   -71.25   -32.75    1959     132       4   -0.49   -1.03   -0.00    5.71    0.13    4.32
   -71.25   -32.75    1959     133       0   -0.49   -1.35   -0.00    9.15    0.07    7.37
   -71.25   -32.75    1959     133       1   -0.49   -1.19   -0.00   22.33    0.07   20.73
   -71.25   -32.75    1959     133       2   -0.49   -1.34   -0.00   25.98    0.08   24.23
   -71.25   -32.75    1959     133       3   -0.49   -3.32   -0.00    8.54    0.08    4.81
   -71.25   -32.75    1959     133       4   -0.49   -1.21   -0.00    5.94    0.03    4.27
   -71.25   -32.75    1959     134       0   -0.49   -0.98   -0.00    5.86    0.11    4.49
   -71.25   -32.75    1959     134       1   -0.49   -1.17   -0.00   17.84    0.07   16.25
   -71.25   -32.75    1959     134       2   -0.49   -1.08   -0.00    9.66    0.09    8.19
   -71.25   -32.75    1959     134       3   -0.49   -1.12   -0.00   17.52    0.05   15.97
   -71.25   -32.75    1959     134       4   -0.49   -0.51   -0.00    0.63    0.15   -0.21
   -71.25   -32.75    1959     140       0   -0.49   -0.94   -0.00    8.52    0.17    7.26
   -71.25   -32.75    1959     140       1   -0.49   -1.13   -0.00    9.23    0.13    7.74
   -71.25   -32.75    1959     140       2   -0.49   -0.73   -0.00    1.93    0.32    1.02
   -71.25   -32.75    1959     140       3   -0.49   -0.44   -0.00    1.70    0.15    0.92
   -71.25   -32.75    1959     140       4   -0.49   -1.25   -0.00    7.54    0.23    6.03
   -71.25   -32.75    1959     160       0   -0.49   -0.63   -0.00    2.88    0.13    1.88
   -71.25   -32.75    1959     160       1   -0.49   -1.18   -0.00    9.47    0.12    7.92
   -71.25   -32.75    1959     160       2   -0.49   -1.26   -0.00   10.00    0.15    8.40
   -71.25   -32.75    1959     160       3   -0.49   -1.15   -0.00    8.78    0.11    7.24
   -71.25   -32.75    1959     160       4   -0.49   -0.74   -0.00    2.74    0.10    1.61
   -71.25   -32.75    1960       0       0   -0.49   -1.11   -0.00    1.93    1.76    2.09
   -71.25   -32.75    1960       0       1   -0.49   -0.63   -0.00    1.19    3.26    3.33
   -71.25   -32.75    1960       0       2   -0.49   -1.13   -0.00    6.50    0.42    5.30
   -71.25   -32.75    1960       0       3   -0.49   -1.56   -0.00    3.63    1.81    3.39
   -71.25   -32.75    1960       0       4   -0.49   -1.58   -0.00   16.54    1.59   16.06
   -71.25   -32.75    1960     110       0   -0.49   -1.63   -0.00    6.49    0.02    4.39
   -71.25   -32.75    1960     110       1   -0.49   -0.90   -0.00    0.89    0.84    0.34
   -71.25   -32.75    1960     110       2   -0.49   -1.25   -0.00    5.50    0.11    3.87
   -71.25   -32.75    1960     110       3   -0.49   -1.83   -0.00    3.78    1.44    2.91
   -71.25   -32.75    1960     110       4   -0.49   -1.66   -0.00    3.29    1.25    2.39
   -71.25   -32.75    1960     131       0   -0.49   -1.02   -0.00    4.25    0.32    3.06
   -71.25   -32.75    1960     131       1   -0.49   -0.68   -0.00   10.45    1.03   10.32
   -71.25   -32.75    1960     131       2   -0.49   -1.53   -0.00    4.17    1.07    3.23
   -71.25   -32.75    1960     131       3   -0.49   -1.06   -0.00    0.99    0.43   -0.14
   -71.25   -32.75    1960     131       4   -0.49   -4.54   -0.00   28.97    0.33   24.28
   -71.25   -32.75    1960     132       0   -0.49   -0.66   -0.00    2.34    1.45    2.64
   -71.25   -32.75    1960     132       1   -0.49   -1.96   -0.00    0.80    0.48   -1.16
   -71.25   -32.75    1960     132       2   -0.49   -2.83   -0.00    0.96    0.52   -1.84
   -71.25   -32.75    1960     132       3   -0.49   -0.64   -0.00    1.47    0.57    0.92
   -71.25   -32.75    1960     132       4   -0.49   -0.21   -0.00    0.73    2.66    2.69
   -71.25   -32.75    1960     133       0   -0.49   -1.04   -0.00    4.42    0.32    3.21
   -71.25   -32.75    1960     133       1   -0.49   -0.70   -0.00    2.18    0.35    1.34
   -71.25   -32.75    1960     133       2   -0.49   -0.62   -0.00    1.12    0.42    0.43
   -71.25   -32.75    1960     133       3   -0.49   -3.93   -0.00    4.30    1.29    1.18
   -71.25   -32.75    1960     133       4   -0.49   -1.26   -0.00    3.81    0.90    2.97
   -71.25   -32.75    1960     134       0   -0.49   -1.89   -0.00    3.65    0.97    2.24
   -71.25   -32.75    1960     134       1   -0.49   -0.68   -0.00    1.91    0.58    1.33
   -71.25   -32.75    1960     134       2   -0.49   -0.96   -0.00    4.44    0.32    3.31
   -71.25   -32.75    1960     134       3   -0.49   -0.52   -0.00    1.90    1.42    2.31
   -71.25   -32.75    1960     134       4   -0.49   -1.45   -0.00    0.74    0.51   -0.69
   -71.25   -32.75    1960     140       0   -0.49   -1.00   -0.00    4.24    0.17    2.93
   -71.25   -32.75    1960     140       1   -0.49   -0.95   -0.00    4.48    0.19    3.23
   -71.25   -32.75    1960     140       2   -0.49   -1.85   -0.00    2.82    1.10    1.58
   -71.25   -32.75    1960     140       3   -0.49   -0.89   -0.00    2.14    0.54    1.29
   -71.25   -32.75    1960     140       4   -0.49   -0.16   -0.00    1.16    3.51    4.03
   -71.25   -32.75    1960     160       0   -0.49   -1.29   -0.00    2.86    0.63    1.72
   -71.25   -32.75    1960     160       1   -0.49   -0.96   -0.00    4.61    0.20    3.36
   -71.25   -32.75    1960     160       2   -0.49   -1.05   -0.00    4.94    0.21    3.62
   -71.25   -32.75    1960     160       3   -0.49   -0.98   -0.00    4.36    0.20    3.10
   -71.25   -32.75    1960     160       4   -0.49   -1.18   -0.00    2.56    0.62    1.52
   -71.25   -32.75    1961       0       0   -0.49   -0.94   -0.00    4.16    0.37    3.11
   -71.25   -32.75    1961       0       1   -0.49   -0.97   -0.00    2.51    2.31    3.37
   -71.25   -32.75    1961       0       2   -0.49   -1.08   -0.00   37.71    0.05   36.20
   -71.25   -32.75    1961       0       3   -0.49   -1.17   -0.00    5.32    0.19    3.85
   -71.25   -32.75    1961       0       4   -0.49   -0.64   -0.00    2.88    0.29    2.04
   -71.25   -32.75    1961     110       0   -0.49   -1.53   -0.00    7.85    0.00    5.83
   -71.25   -32.75    1961     110       1   -0.49   -0.74   -0.00    2.57    0.05    1.39
   -71.25   -32.75    1961     110       2   -0.49   -1.62   -0.00    7.29    0.00    5.18
   -71.25   -32.75    1961     110       3   -0.49   -1.91   -0.00    5.89    0.04    3.53
   -71.25   -32.75    1961     110       4   -0.49   -1.43   -0.00    4.32    0.08    2.47
   -71.25   -32.75    1961     131       0   -0.49   -1.08   -0.00    4.79    0.08    3.31
   -71.25   -32.75    1961     131       1   -0.49   -0.69   -0.00    2.50    0.09    1.42
   -71.25   -32.75    1961     131       2   -0.49   -1.38   -0.00   21.32    0.06   19.51
   -71.25   -32.75    1961     131       3   -0.49   -1.04   -0.00    4.73    0.06    3.26
   -71.25   -32.75    1961     131       4   -0.49   -0.61   -0.00    2.99    0.12    2.02
   -71.25   -32.75    1961     132       0   -0.49   -0.81   -0.00    4.18    0.07    2.95
   -71.25   -32.75    1961     132       1   -0.49   -1.78   -0.00    1.31    0.05   -0.91
   -71.25   -32.75    1961     132       2   -0.49   -2.96   -0.00    2.28    0.14   -1.02
   -71.25   -32.75    1961     132       3   -0.49   -0.60   -0.00    2.69    0.07    1.68
   -71.25   -32.75    1961     132       4   -0.49   -1.12   -0.00    1.66    1.27    1.32
   -71.25   -32.75    1961     133       0   -0.49   -1.23   -0.00    5.09    0.08    3.45
   -71.25   -32.75    1961     133       1   -0.49   -0.92   -0.00    4.05    0.08    2.72
   -71.25   -32.75    1961     133       2   -0.49   -0.80   -0.00    1.24    0.05    0.01
   -71.25   -32.75    1961     133       3   -0.49   -3.86   -0.00    4.90    0.06    0.61
   -71.25   -32.75    1961     133       4   -0.49   -1.00   -0.00    4.99    0.05    3.56
   -71.25   -32.75    1961     134       0   -0.49   -1.72   -0.00    4.68    0.05    2.52
   -71.25   -32.75    1961     134       1   -0.49   -0.87   -0.00    3.50    0.08    2.22
   -71.25   -32.75    1961     134       2   -0.49   -1.07   -0.00    5.08    0.08    3.61
   -71.25   -32.75    1961     134       3   -0.49   -0.65   -0.00    3.37    0.08    2.31
   -71.25   -32.75    1961     134       4   -0.49   -1.57   -0.00    1.73    0.08   -0.25
   -71.25   -32.75    1961     140       0   -0.49   -1.11   -0.00    5.03    0.15    3.59
   -71.25   -32.75    1961     140       1   -0.49   -1.08   -0.00    4.89    0.11    3.44
   -71.25   -32.75    1961     140       2   -0.49   -1.87   -0.00    4.35    0.19    2.17
   -71.25   -32.75    1961     140       3   -0.49   -1.00   -0.00    3.76    0.12    2.39
   -71.25   -32.75    1961     140       4   -0.49   -1.27   -0.00    1.94    1.72    1.90
   -71.25   -32.75    1961     160       0   -0.49   -1.13   -0.00    4.82    0.11    3.31
   -71.25   -32.75    1961     160       1   -0.49   -1.11   -0.00    5.05    0.06    3.52
   -71.25   -32.75    1961     160       2   -0.49   -1.10   -0.00    5.40    0.08    3.89
   -71.25   -32.75    1961     160       3   -0.49   -1.03   -0.00    4.80    0.07    3.35
   -71.25   -32.75    1961     160       4   -0.49   -1.20   -0.00    4.13    0.15    2.60
   -71.25   -32.75    1962       0       0   -0.49   -1.39   -0.00    6.83    0.57    5.52
   -71.25   -32.75    1962       0       1   -0.49   -3.88   -0.00   23.70    0.09   19.42
   -71.25   -32.75    1962       0       2   -0.49   -0.62   -0.00    3.93    0.28    3.09
   -71.25   -32.75    1962       0       3   -0.49   -1.46   -0.00    8.70    0.54    7.30
   -71.25   -32.75    1962       0       4   -0.49   -1.10   -0.00    4.80    0.61    3.82
   -71.25   -32.75    1962     110       0   -0.49   -1.04   -0.00   33.69    0.01   32.17
   -71.25   -32.75    1962     110       1   -0.49   -1.48   -0.00    3.13    0.24    1.40
   -71.25   -32.75    1962     110       2   -0.49   -1.12   -0.00    9.21    0.01    7.61
   -71.25   -32.75    1962     110       3   -0.49   -3.06   -0.00    7.88    0.13    4.46
   -71.25   -32.75    1962     110       4   -0.49   -2.51   -0.00    6.12    0.36    3.49
   -71.25   -32.75    1962     131       0   -0.49   -1.33   -0.00    5.17    0.14    3.49
   -71.25   -32.75    1962     131       1   -0.49   -1.01   -0.00    3.54    0.20    2.24
   -71.25   -32.75    1962     131       2   -0.49   -2.05   -0.00   10.66    0.19    8.31
   -71.25   -32.75    1962     131       3   -0.49   -1.19   -0.00    5.60    0.17    4.09
   -71.25   -32.75    1962     131       4   -0.49   -1.08   -0.00    4.72    0.17    3.31
   -71.25   -32.75    1962     132       0   -0.49   -1.08   -0.00   18.91    0.13   17.48
   -71.25   -32.75    1962     132       1   -0.49   -2.53   -0.00    0.91    0.18   -1.93
   -71.25   -32.75    1962     132       2   -0.49   -3.46   -0.00    9.27    0.25    5.57
   -71.25   -32.75    1962     132       3   -0.49   -0.84   -0.00   13.61    0.26   12.54
   -71.25   -32.75    1962     132       4   -0.49   -4.00   -0.00   21.88    0.02   17.42
   -71.25   -32.75    1962     133       0   -0.49   -1.52   -0.00    6.10    0.05    4.15
   -71.25   -32.75    1962     133       1   -0.49   -1.17   -0.00    4.32    0.13    2.79
   -71.25   -32.75    1962     133       2   -0.49   -1.08   -0.00    0.70    0.13   -0.73
   -71.25   -32.75    1962     133       3   -0.49   -3.69   -0.00    6.24    0.19    2.24
   -71.25   -32.75    1962     133       4   -0.49   -1.72   -0.00    7.28    0.14    5.22
   -71.25   -32.75    1962     134       0   -0.49   -3.01   -0.00    6.58    0.18    3.26
   -71.25   -32.75    1962     134       1   -0.49   -1.15   -0.00    4.04    0.13    2.53
   -71.25   -32.75    1962     134       2   -0.49   -1.29   -0.00    5.41    0.16    3.79
   -71.25   -32.75    1962     134       3   -0.49   -0.96   -0.00    4.99    0.32    3.87
   -71.25   -32.75    1962     134       4   -0.49   -2.65   -0.00    2.12    0.20   -0.81
   -71.25   -32.75    1962     140       0   -0.49   -1.25   -0.00    5.33    0.09    3.68
   -71.25   -32.75    1962     140       1   -0.49   -1.26   -0.00    5.27    0.07    3.60
   -71.25   -32.75    1962     140       2   -0.49   -3.36   -0.00    7.59    0.25    4.00
   -71.25   -32.75    1962     140       3   -0.49   -1.04   -0.00   26.39    0.18   25.03
   -71.25   -32.75    1962     140       4   -0.49   -4.36   -0.00   22.38    0.09   17.62
   -71.25   -32.75    1962     160       0   -0.49   -1.21   -0.00    8.64    0.13    7.07
   -71.25   -32.75    1962     160       1   -0.49   -1.32   -0.00    5.49    0.04    3.72
   -71.25   -32.75    1962     160       2   -0.49   -1.35   -0.00    6.10    0.04    4.30
   -71.25   -32.75    1962     160       3   -0.49   -1.21   -0.00    5.30    0.06    3.66
   -71.25   -32.75    1962     160       4   -0.49   -1.87   -0.00    5.82    0.15    3.61
   -71.25   -32.75    1963       0       0   -0.49   -1.15   -0.00    7.15    0.00    5.51
   -71.25   -32.75    1963       0       1   -0.49   -1.38   -0.00    4.57    0.00    2.70
   -71.25   -32.75    1963       0       2   -0.49   -1.02   -0.00    7.48    0.00    5.98
   -71.25   -32.75    1963       0       3   -0.49   -1.17   -0.00   21.13    0.00   19.48
   -71.25   -32.75    1963       0       4   -0.49   -1.02   -0.00    6.01    0.00    4.50
   -71.25   -32.75    1963     110       0   -0.49   -0.47   -0.00    2.36    0.00    1.40
   -71.25   -32.75    1963     110       1   -0.49   -1.75   -0.00    3.95    0.00    1.71
   -71.25   -32.75    1963     110       2   -0.49   -1.05   -0.00   13.49    0.00   11.96
   -71.25   -32.75    1963     110       3   -0.49   -3.07   -0.00    5.77    0.00    2.21
   -71.25   -32.75    1963     110       4   -0.49   -2.82   -0.00    5.09    0.00    1.78
   -71.25   -32.75    1963     131       0   -0.49   -1.52   -0.00    5.59    0.00    3.58
   -71.25   -32.75    1963     131       1   -0.49   -1.13   -0.00    4.40    0.00    2.79
   -71.25   -32.75    1963     131       2   -0.49   -2.84   -0.00    1.09    0.02   -2.21
   -71.25   -32.75    1963     131       3   -0.49   -1.39   -0.00    4.64    0.00    2.77
   -71.25   -32.75    1963     131       4   -0.49   -1.47   -0.00    6.44    0.00    4.48
   -71.25   -32.75    1963     132       0   -0.49   -0.73   -0.00    2.30    0.02    1.11
   -71.25   -32.75    1963     132       1   -0.49   -2.78   -0.00    1.31    0.02   -1.93
   -71.25   -32.75    1963     132       2   -0.49   -3.16   -0.00    1.73    0.01   -1.91
   -71.25   -32.75    1963     132       3   -0.49   -0.58   -0.00    1.67    0.01    0.62
   -71.25   -32.75    1963     132       4   -0.49   -1.54   -0.00    7.01    0.00    4.99
   -71.25   -32.75    1963     133       0   -0.49   -1.41   -0.00   11.08    0.00    9.18
   -71.25   -32.75    1963     133       1   -0.49   -1.31   -0.00   35.06    0.00   33.26
   -71.25   -32.75    1963     133       2   -0.49   -1.28   -0.00    4.55    0.00    2.78
   -71.25   -32.75    1963     133       3   -0.49   -3.66   -0.00    4.93    0.00    0.79
   -71.25   -32.75    1963     133       4   -0.49   -1.92   -0.00   37.09    0.00   34.69
   -71.25   -32.75    1963     134       0   -0.49   -3.22   -0.00    5.05    0.00    1.34
   -71.25   -32.75    1963     134       1   -0.49   -0.00   -0.00    0.99    0.05    0.55
   -71.25   -32.75    1963     134       2   -0.49   -1.41   -0.00    5.78    0.02    3.90
   -71.25   -32.75    1963     134       3   -0.49   -0.73   -0.00   18.29    0.00   17.08
   -71.25   -32.75    1963     134       4   -0.49   -3.16   -0.00    2.81    0.00   -0.83
   -71.25   -32.75    1963     140       0   -0.49   -1.35   -0.00    5.91    0.01    4.08
   -71.25   -32.75    1963     140       1   -0.49   -1.44   -0.00   36.10    0.00   34.17
   -71.25   -32.75    1963     140       2   -0.49   -3.35   -0.00    6.31    0.07    2.54
   -71.25   -32.75    1963     140       3   -0.49   -0.74   -0.00    1.85    0.27    0.89
   -71.25   -32.75    1963     140       4   -0.49   -1.67   -0.00    7.62    0.00    5.46
   -71.25   -32.75    1963     160       0   -0.49   -0.98   -0.00    7.95    0.00    6.49
   -71.25   -32.75    1963     160       1   -0.49   -1.28   -0.00    7.60    0.00    5.84
   -71.25   -32.75    1963     160       2   -0.49   -1.30   -0.00    9.81    0.00    8.02
   -71.25   -32.75    1963     160       3   -0.49   -1.33   -0.00    4.92    0.00    3.10
   -71.25   -32.75    1963     160       4   -0.49   -1.92   -0.00    5.36    0.00    2.95
   -71.25   -32.75    1964       0       0   -0.49   -1.09   -0.00    8.67    0.00    7.09
   -71.25   -32.75    1964       0       1   -0.49   -1.06   -0.00    7.68    0.00    6.14
   -71.25   -32.75    1964       0       2   -0.49   -1.41   -0.00   23.82    0.00   21.93
   -71.25   -32.75    1964       0       3   -0.49   -0.48   -0.00    0.90    0.00   -0.06
   -71.25   -32.75    1964       0       4   -0.49   -0.95   -0.00   21.76    0.00   20.33
   -71.25   -32.75    1964     110       0   -0.49   -0.70   -0.00   18.67    0.00   17.49
   -71.25   -32.75    1964     110       1   -0.49   -2.36   -0.00    5.60    0.00    2.75
   -71.25   -32.75    1964     110       2   -0.49   -0.92   -0.00   10.31    0.00    8.91
   -71.25   -32.75    1964     110       3   -0.49   -3.72   -0.00   11.17    0.00    6.96
   -71.25   -32.75    1964     110       4   -0.49   -3.00   -0.00    6.82    0.00    3.33
   -71.25   -32.75    1964     131       0   -0.49   -1.46   -0.00   39.97    0.00   38.02
   -71.25   -32.75    1964     131       1   -0.49   -1.18   -0.00    6.57    0.00    4.91
   -71.25   -32.75    1964     131       2   -0.49   -3.38   -0.00    5.08    0.00    1.21
   -71.25   -32.75    1964     131       3   -0.49   -1.53   -0.00   37.71    0.00   35.70
   -71.25   -32.75    1964     131       4   -0.49   -1.73   -0.00   11.13    0.00    8.91
   -71.25   -32.75    1964     132       0   -0.49   -0.94   -0.00    5.40    0.00    3.98
   -71.25   -32.75    1964     132       1   -0.49   -2.74   -0.00   25.14    0.00   21.91
   -71.25   -32.75    1964     132       2   -0.49   -2.88   -0.00   20.29    0.00   16.93
   -71.25   -32.75    1964     132       3   -0.49   -0.72   -0.00    4.29    0.00    3.08
   -71.25   -32.75    1964     132       4   -0.49   -1.84   -0.00   15.48    0.00   13.15
   -71.25   -32.75    1964     133       0   -0.49   -1.01   -0.00    9.39    0.00    7.89
   -71.25   -32.75    1964     133       1   -0.49   -0.77   -0.00    2.92    0.00    1.67
   -71.25   -32.75    1964     133       2   -0.49   -1.47   -0.00    6.06    0.00    4.10
   -71.25   -32.75    1964     133       3   -0.49   -3.44   -0.00    6.32    0.00    2.39
   -71.25   -32.75    1964     133       4   -0.49   -0.53   -0.00    0.91    0.00   -0.11
   -71.25   -32.75    1964     134       0   -0.49   -3.24   -0.00    6.48    0.00    2.75
   -71.25   -32.75    1964     134       1   -0.49   -0.91   -0.00    1.63    0.64    0.88
   -71.25   -32.75    1964     134       2   -0.49   -1.44   -0.00   39.01    0.00   37.08
   -71.25   -32.75    1964     134       3   -0.49   -0.40   -0.00    0.81    0.00   -0.08
   -71.25   -32.75    1964     134       4   -0.49   -3.10   -0.00    3.95    0.00    0.36
   -71.25   -32.75    1964     140       0   -0.49   -1.46   -0.00    9.87    0.00    7.92
   -71.25   -32.75    1964     140       1   -0.49   -1.00   -0.00   16.26    0.00   14.77
   -71.25   -32.75    1964     140       2   -0.49   -3.26   -0.00    8.26    0.00    4.51
   -71.25   -32.75    1964     140       3   -0.49   -0.00   -0.00    1.09    0.32    0.92
   -71.25   -32.75    1964     140       4   -0.49   -1.54   -0.00   16.90    0.00   14.87
   -71.25   -32.75    1964     160       0   -0.49   -1.15   -0.00   32.75    0.00   31.12
   -71.25   -32.75    1964     160       1   -0.49   -0.92   -0.00    7.38    0.00    5.98
   -71.25   -32.75    1964     160       2   -0.49   -0.85   -0.00    7.86    0.00    6.53
   -71.25   -32.75    1964     160       3   -0.49   -2.06   -0.00    7.27    0.00    4.73
   -71.25   -32.75    1964     160       4   -0.49   -2.47   -0.00    6.93    0.00    3.97
   -71.25   -32.75    1965       0       0   -0.49   -1.59   -0.00    2.97    0.04    0.93
   -71.25   -32.75    1965       0       1   -0.49   -0.61   -0.00    2.59    0.01    1.51
   -71.25   -32.75    1965       0       2   -0.49   -0.64   -0.00    0.73    1.43    1.04
   -71.25   -32.75    1965       0       3   -0.49   -0.69   -0.00    1.24    0.53    0.59
   -71.25   -32.75    1965       0       4   -0.49   -0.59   -0.00    0.80    0.03   -0.25
   -71.25   -32.75    1965     110       0   -0.49   -0.61   -0.00    1.43    0.00    0.33
   -71.25   -32.75    1965     110       1   -0.49   -2.78   -0.00    1.96    0.03   -1.27
   -71.25   -32.75    1965     110       2   -0.49   -0.75   -0.00    3.30    0.00    2.07
   -71.25   -32.75    1965     110       3   -0.49   -3.45   -0.00    5.01    0.00    1.07
   -71.25   -32.75    1965     110       4   -0.49   -3.46   -0.00    2.31    0.04   -1.60
   -71.25   -32.75    1965     131       0   -0.49   -1.55   -0.00    2.04    0.00    0.01
   -71.25   -32.75    1965     131       1   -0.49   -1.66   -0.00    2.68    0.03    0.56
   -71.25   -32.75    1965     131       2   -0.49   -4.05   -0.00    2.23    0.03   -2.28
   -71.25   -32.75    1965     131       3   -0.49   -1.65   -0.00    0.96    0.02   -1.16
