      Lon      Lat    Year   Stand   Patch     dep     fix    fert   input    min    imm netmin  Total
   -71.25   -32.75    1963     140       2    0.49    3.35    0.00    3.84 165.52 122.92  42.60  46.44
   -71.25   -32.75    1963     140       3    0.49    0.74    0.00    1.22 179.42 175.11   4.31   5.53
   -71.25   -32.75    1963     140       4    0.49    1.67    0.00    2.16 203.71 196.07   7.65   9.81
   -71.25   -32.75    1963     160       0    0.49    0.98    0.00    1.47 168.74 128.01  40.73  42.20
   -71.25   -32.75    1963     160       1    0.49    1.28    0.00    1.77 188.09 129.39  58.70  60.46
   -71.25   -32.75    1963     160       2    0.49    1.30    0.00    1.79 198.03 136.22  61.81  63.60
   -71.25   -32.75    1963     160       3    0.49    1.33    0.00    1.82 185.32 123.43  61.89  63.71
   -71.25   -32.75    1963     160       4    0.49    1.92    0.00    2.40 134.65  95.18  39.47  41.87
   -71.25   -32.75    1964       0       0    0.49    1.09    0.00    1.58 185.03 133.48  51.56  53.14
   -71.25   -32.75    1964       0       1    0.49    1.06    0.00    1.54 260.06 105.22 154.84 156.38
   -71.25   -32.75    1964       0       2    0.49    1.41    0.00    1.89 167.92 107.85  60.06  61.95
   -71.25   -32.75    1964       0       3    0.49    0.48    0.00    0.97 243.89 230.54  13.35  14.32
   -71.25   -32.75    1964       0       4    0.49    0.95    0.00    1.43 170.18 126.85  43.33  44.76
   -71.25   -32.75    1964     110       0    0.49    0.70    0.00    1.19 234.98 114.26 120.72 121.91
   -71.25   -32.75    1964     110       1    0.49    2.36    0.00    2.85 128.27  81.57  46.69  49.54
   -71.25   -32.75    1964     110       2    0.49    0.92    0.00    1.40 224.14 149.63  74.51  75.91
   -71.25   -32.75    1964     110       3    0.49    3.72    0.00    4.20 195.19 119.11  76.09  80.29
   -71.25   -32.75    1964     110       4    0.49    3.00    0.00    3.49 160.63  97.75  62.88  66.37
   -71.25   -32.75    1964     131       0    0.49    1.46    0.00    1.95 199.11 103.43  95.68  97.63
   -71.25   -32.75    1964     131       1    0.49    1.18    0.00    1.67 145.39 102.64  42.75  44.41
   -71.25   -32.75    1964     131       2    0.49    3.38    0.00    3.86 157.54  86.04  71.50  75.36
   -71.25   -32.75    1964     131       3    0.49    1.53    0.00    2.01 190.83 129.55  61.28  63.29
   -71.25   -32.75    1964     131       4    0.49    1.73    0.00    2.22 176.61 127.50  49.11  51.33
   -71.25   -32.75    1964     132       0    0.49    0.94    0.00    1.42 185.70  93.99  91.71  93.14
   -71.25   -32.75    1964     132       1    0.49    2.74    0.00    3.23 119.10  77.73  41.37  44.60
   -71.25   -32.75    1964     132       2    0.49    2.88    0.00    3.37 119.48  72.55  46.93  50.30
   -71.25   -32.75    1964     132       3    0.49    0.72    0.00    1.21 137.51  77.57  59.94  61.15
   -71.25   -32.75    1964     132       4    0.49    1.84    0.00    2.33 256.27 119.54 136.74 139.07
   -71.25   -32.75    1964     133       0    0.49    1.01    0.00    1.50 208.90 140.81  68.09  69.59
   -71.25   -32.75    1964     133       1    0.49    0.77    0.00    1.25 219.07 206.77  12.30  13.55
   -71.25   -32.75    1964     133       2    0.49    1.47    0.00    1.96 163.28 109.27  54.02  55.98
   -71.25   -32.75    1964     133       3    0.49    3.44    0.00    3.92 177.72 112.35  65.37  69.29
   -71.25   -32.75    1964     133       4    0.49    0.53    0.00    1.02 220.54 197.25  23.29  24.31
   -71.25   -32.75    1964     134       0    0.49    3.24    0.00    3.72 175.90 112.26  63.64  67.37
   -71.25   -32.75    1964     134       1    0.49    0.91    0.00    1.39 198.73  73.14 125.59 126.98
   -71.25   -32.75    1964     134       2    0.49    1.44    0.00    1.93 202.39 125.68  76.71  78.64
   -71.25   -32.75    1964     134       3    0.49    0.40    0.00    0.89 204.80 189.60  15.20  16.09
   -71.25   -32.75    1964     134       4    0.49    3.10    0.00    3.59 125.87  99.29  26.58  30.17
   -71.25   -32.75    1964     140       0    0.49    1.46    0.00    1.95 195.30 113.39  81.91  83.86
   -71.25   -32.75    1964     140       1    0.49    1.00    0.00    1.49 226.58 193.56  33.02  34.51
   -71.25   -32.75    1964     140       2    0.49    3.26    0.00    3.75 167.46 109.39  58.08  61.83
   -71.25   -32.75    1964     140       3    0.49    0.00    0.00    0.49 207.36 167.52  39.84  40.33
   -71.25   -32.75    1964     140       4    0.49    1.54    0.00    2.03 264.95 126.75 138.20 140.23
   -71.25   -32.75    1964     160       0    0.49    1.15    0.00    1.63 173.94 117.28  56.66  58.29
   -71.25   -32.75    1964     160       1    0.49    0.92    0.00    1.40 194.26 132.12  62.14  63.54
   -71.25   -32.75    1964     160       2    0.49    0.85    0.00    1.33 205.88 141.11  64.77  66.10
   -71.25   -32.75    1964     160       3    0.49    2.06    0.00    2.54 179.54 114.74  64.80  67.34
   -71.25   -32.75    1964     160       4    0.49    2.47    0.00    2.96 134.95  84.56  50.39  53.35
   -71.25   -32.75    1965       0       0    0.49    1.59    0.00    2.08 194.03 139.59  54.45  56.52
   -71.25   -32.75    1965       0       1    0.49    0.61    0.00    1.10 178.06 105.79  72.27  73.37
   -71.25   -32.75    1965       0       2    0.49    0.64    0.00    1.13 219.99 235.39 -15.41 -14.28
   -71.25   -32.75    1965       0       3    0.49    0.69    0.00    1.17 236.36 122.66 113.70 114.88
   -71.25   -32.75    1965       0       4    0.49    0.59    0.00    1.07 213.43 198.47  14.96  16.03
   -71.25   -32.75    1965     110       0    0.49    0.61    0.00    1.09 195.99 156.72  39.27  40.36
   -71.25   -32.75    1965     110       1    0.49    2.78    0.00    3.27 135.26  85.44  49.82  53.09
   -71.25   -32.75    1965     110       2    0.49    0.75    0.00    1.23 224.72 152.10  72.61  73.85
   -71.25   -32.75    1965     110       3    0.49    3.45    0.00    3.94 199.37 111.60  87.77  91.71
   -71.25   -32.75    1965     110       4    0.49    3.46    0.00    3.95 156.50  98.89  57.61  61.56
   -71.25   -32.75    1965     131       0    0.49    1.55    0.00    2.04 249.79 211.31  38.48  40.51
   -71.25   -32.75    1965     131       1    0.49    1.66    0.00    2.15 163.12 114.89  48.22  50.37
   -71.25   -32.75    1965     131       2    0.49    4.05    0.00    4.54 143.90  95.53  48.37  52.91
   -71.25   -32.75    1965     131       3    0.49    1.65    0.00    2.13 226.92 190.96  35.96  38.09
   -71.25   -32.75    1965     131       4    0.49    1.66    0.00    2.15 196.02 113.84  82.18  84.33
   -71.25   -32.75    1965     132       0    0.49    1.32    0.00    1.81 153.16 102.80  50.36  52.17
   -71.25   -32.75    1965     132       1    0.49    2.92    0.00    3.41 156.66 138.60  18.06  21.47
   -71.25   -32.75    1965     132       2    0.49    0.41    0.00    0.89 132.13 127.22   4.91   5.80
   -71.25   -32.75    1965     132       3    0.49    1.58    0.00    2.06 117.60  83.99  33.61  35.68
   -71.25   -32.75    1965     132       4    0.49    1.09    0.00    1.58 214.01 155.04  58.97  60.54
   -71.25   -32.75    1965     133       0    0.49    0.62    0.00    1.10 227.32 164.15  63.17  64.27
   -71.25   -32.75    1965     133       1    0.49    1.56    0.00    2.04 195.59 102.53  93.06  95.10
   -71.25   -32.75    1965     133       2    0.49    1.98    0.00    2.47 164.65 111.10  53.55  56.02
   -71.25   -32.75    1965     133       3    0.49    4.00    0.00    4.49 173.57 115.23  58.35  62.83
   -71.25   -32.75    1965     133       4    0.49    0.84    0.00    1.32 180.79  79.27 101.51 102.83
   -71.25   -32.75    1965     134       0    0.49    3.76    0.00    4.24 170.10 113.63  56.47  60.72
   -71.25   -32.75    1965     134       1    0.49    4.34    0.00    4.83 155.04  29.76 125.28 130.11
   -71.25   -32.75    1965     134       2    0.49    1.28    0.00    1.77 254.83 215.45  39.38  41.15
   -71.25   -32.75    1965     134       3    0.49    0.53    0.00    1.02 180.84  94.85  85.99  87.01
   -71.25   -32.75    1965     134       4    0.49    3.67    0.00    4.16 130.85  88.39  42.46  46.62
   -71.25   -32.75    1965     140       0    0.49    1.24    0.00    1.73 210.99 139.62  71.37  73.10
   -71.25   -32.75    1965     140       1    0.49    1.73    0.00    2.22 215.48 132.58  82.90  85.11
   -71.25   -32.75    1965     140       2    0.49    3.84    0.00    4.33 163.59 110.29  53.30  57.62
   -71.25   -32.75    1965     140       3    0.49    1.18    0.00    1.67 130.77  51.04  79.73  81.39
   -71.25   -32.75    1965     140       4    0.49    0.75    0.00    1.24 221.28 158.98  62.30  63.53
   -71.25   -32.75    1965     160       0    0.49    0.45    0.00    0.94 213.18 193.46  19.72  20.66
   -71.25   -32.75    1965     160       1    0.49    0.83    0.00    1.32 202.41 142.43  59.97  61.29
   -71.25   -32.75    1965     160       2    0.49    0.69    0.00    1.18 212.53 147.41  65.11  66.29
   -71.25   -32.75    1965     160       3    0.49    1.35    0.00    1.83 184.95 129.57  55.38  57.21
   -71.25   -32.75    1965     160       4    0.49    2.96    0.00    3.44 132.12  84.18  47.95  51.39
   -71.25   -32.75    1966       0       0    0.49    1.41    0.00    1.90 186.73 129.96  56.77  58.67
   -71.25   -32.75    1966       0       1    0.49    1.25    0.00    1.73 158.54 105.57  52.98  54.71
   -71.25   -32.75    1966       0       2    0.49    1.24    0.00    1.72 224.03 116.61 107.42 109.14
   -71.25   -32.75    1966       0       3    0.49    1.09    0.00    1.58 164.37 112.30  52.07  53.65
   -71.25   -32.75    1966       0       4    0.49    0.70    0.00    1.19 198.32  98.54  99.78 100.97
   -71.25   -32.75    1966     110       0    0.49    0.60    0.00    1.09 173.13  90.16  82.98  84.06
   -71.25   -32.75    1966     110       1    0.49    2.87    0.00    3.36 138.85  84.75  54.10  57.45
   -71.25   -32.75    1966     110       2    0.49    1.23    0.00    1.71 200.35 126.55  73.80  75.52
   -71.25   -32.75    1966     110       3    0.49    3.55    0.00    4.04 215.76 144.38  71.38  75.43
   -71.25   -32.75    1966     110       4    0.49    3.36    0.00    3.85 151.83  92.39  59.44  63.29
   -71.25   -32.75    1966     131       0    0.49    1.44    0.00    1.93 219.78 119.71 100.07 102.00
   -71.25   -32.75    1966     131       1    0.49    0.02    0.00    0.50 258.30 287.21 -28.91 -28.40
   -71.25   -32.75    1966     131       2    0.49    0.88    0.00    1.37 166.90 130.64  36.26  37.63
   -71.25   -32.75    1966     131       3    0.49    2.55    0.00    3.03 194.76 100.89  93.87  96.90
   -71.25   -32.75    1966     131       4    0.49    1.70    0.00    2.19 210.05 138.18  71.86  74.05
   -71.25   -32.75    1966     132       0    0.49    1.35    0.00    1.84 160.90 112.90  48.00  49.84
   -71.25   -32.75    1966     132       1    0.49    2.75    0.00    3.24 138.62  73.46  65.16  68.39
   -71.25   -32.75    1966     132       2    0.49    0.69    0.00    1.18 119.10  65.11  53.99  55.17
   -71.25   -32.75    1966     132       3    0.49    2.14    0.00    2.63 124.95  90.90  34.05  36.68
   -71.25   -32.75    1966     132       4    0.49    1.10    0.00    1.58 222.14 158.60  63.55  65.13
   -71.25   -32.75    1966     133       0    0.49    0.82    0.00    1.31 239.39 187.21  52.18  53.49
   -71.25   -32.75    1966     133       1    0.49    1.73    0.00    2.22 152.18  99.93  52.26  54.48
   -71.25   -32.75    1966     133       2    0.49    2.31    0.00    2.80 165.24 111.52  53.73  56.52
   -71.25   -32.75    1966     133       3    0.49    3.97    0.00    4.46 170.73 114.80  55.93  60.39
   -71.25   -32.75    1966     133       4    0.49    0.91    0.00    1.40 123.38  81.18  42.20  43.60
   -71.25   -32.75    1966     134       0    0.49    3.72    0.00    4.21 164.46 108.57  55.89  60.11
   -71.25   -32.75    1966     134       1    0.49    1.49    0.00    1.98 229.30 221.01   8.29  10.27
   -71.25   -32.75    1966     134       2    0.49    0.72    0.00    1.20 286.18 219.60  66.59  67.79
   -71.25   -32.75    1966     134       3    0.49    0.87    0.00    1.36 135.72  95.04  40.68  42.04
   -71.25   -32.75    1966     134       4    0.49    3.63    0.00    4.12 129.43  95.35  34.08  38.21
   -71.25   -32.75    1966     140       0    0.49    1.26    0.00    1.74 214.17 134.05  80.13  81.87
   -71.25   -32.75    1966     140       1    0.49    1.84    0.00    2.33 166.42 102.07  64.35  66.68
   -71.25   -32.75    1966     140       2    0.49    0.73    0.00    1.21 170.03 127.03  42.99  44.21
   -71.25   -32.75    1966     140       3    0.49    3.94    0.00    4.43 124.79  21.46 103.33 107.76
   -71.25   -32.75    1966     140       4    0.49    1.05    0.00    1.53 213.76 144.92  68.84  70.37
   -71.25   -32.75    1966     160       0    0.49    0.54    0.00    1.03 178.52  90.39  88.13  89.16
   -71.25   -32.75    1966     160       1    0.49    1.03    0.00    1.52 214.74 160.52  54.22  55.74
   -71.25   -32.75    1966     160       2    0.49    1.07    0.00    1.55 195.84 131.27  64.58  66.13
   -71.25   -32.75    1966     160       3    0.49    1.84    0.00    2.32 178.69 122.12  56.57  58.89
   -71.25   -32.75    1966     160       4    0.49    3.08    0.00    3.57 128.91  79.48  49.43  53.00
   -71.25   -32.75    1967       0       0    0.49    1.56    0.00    2.04 174.79 117.29  57.51  59.55
   -71.25   -32.75    1967       0       1    0.49    0.59    0.00    1.08 179.60 157.27  22.33  23.41
   -71.25   -32.75    1967       0       2    0.49    1.42    0.00    1.91 167.65 110.93  56.71  58.62
   -71.25   -32.75    1967       0       3    0.49    0.56    0.00    1.05 188.70 182.19   6.51   7.55
   -71.25   -32.75    1967       0       4    0.49    0.85    0.00    1.34 136.75  83.65  53.09  54.43
   -71.25   -32.75    1967     110       0    0.49    0.85    0.00    1.34 140.72  78.74  61.98  63.32
   -71.25   -32.75    1967     110       1    0.49    2.16    0.00    2.65 141.05  85.90  55.15  57.80
   -71.25   -32.75    1967     110       2    0.49    0.54    0.00    1.03 237.44 207.88  29.57  30.60
   -71.25   -32.75    1967     110       3    0.49    2.33    0.00    2.82 228.45 153.65  74.80  77.62
   -71.25   -32.75    1967     110       4    0.49    2.75    0.00    3.24 143.93  86.03  57.90  61.14
   -71.25   -32.75    1967     131       0    0.49    1.32    0.00    1.81 180.92 124.35  56.57  58.38
   -71.25   -32.75    1967     131       1    0.49    1.13    0.00    1.62 214.05  73.63 140.41 142.04
   -71.25   -32.75    1967     131       2    0.49    0.72    0.00    1.21 211.22 185.01  26.21  27.42
   -71.25   -32.75    1967     131       3    0.49    2.38    0.00    2.87 147.68  95.93  51.75  54.62
   -71.25   -32.75    1967     131       4    0.49    1.24    0.00    1.73 236.88 168.17  68.70  70.43
   -71.25   -32.75    1967     132       0    0.49    1.41    0.00    1.90 167.91 113.72  54.19  56.09
   -71.25   -32.75    1967     132       1    0.49    1.78    0.00    2.27 111.82  67.34  44.48  46.74
   -71.25   -32.75    1967     132       2    0.49    0.21    0.00    0.70 120.79 121.69  -0.91  -0.21
   -71.25   -32.75    1967     132       3    0.49    1.97    0.00    2.46 128.65  88.69  39.95  42.41
   -71.25   -32.75    1967     132       4    0.49    1.12    0.00    1.60 214.23 141.12  73.11  74.72
   -71.25   -32.75    1967     133       0    0.49    0.81    0.00    1.30 186.54  92.56  93.98  95.28
   -71.25   -32.75    1967     133       1    0.49    1.37    0.00    1.86 165.62 103.21  62.41  64.27
   -71.25   -32.75    1967     133       2    0.49    2.00    0.00    2.49 166.40 110.07  56.33  58.82
   -71.25   -32.75    1967     133       3    0.49    3.98    0.00    4.47 168.33 110.32  58.02  62.49
   -71.25   -32.75    1967     133       4    0.49    1.12    0.00    1.61 135.10  97.81  37.29  38.90
   -71.25   -32.75    1967     134       0    0.49    3.63    0.00    4.12 157.05 100.61  56.44  60.57
   -71.25   -32.75    1967     134       1    0.49    1.83    0.00    2.32 279.02 134.54 144.47 146.79
   -71.25   -32.75    1967     134       2    0.49    0.83    0.00    1.32 199.24  91.57 107.67 108.99
   -71.25   -32.75    1967     134       3    0.49    0.90    0.00    1.39 144.27 104.81  39.46  40.85
   -71.25   -32.75    1967     134       4    0.49    3.40    0.00    3.89 131.41  89.92  41.49  45.38
   -71.25   -32.75    1967     140       0    0.49    1.02    0.00    1.51 219.91 137.42  82.49  84.00
   -71.25   -32.75    1967     140       1    0.49    1.70    0.00    2.19 139.41  80.44  58.97  61.16
   -71.25   -32.75    1967     140       2    0.49    1.00    0.00    1.49 156.03  91.39  64.63  66.12
   -71.25   -32.75    1967     140       3    0.49    1.69    0.00    2.18 230.14 262.44 -32.31 -30.13
   -71.25   -32.75    1967     140       4    0.49    0.96    0.00    1.45 195.92 130.16  65.76  67.21
   -71.25   -32.75    1967     160       0    0.49    0.74    0.00    1.23 126.28  81.87  44.41  45.63
   -71.25   -32.75    1967     160       1    0.49    0.92    0.00    1.41 176.94  90.45  86.49  87.90
   -71.25   -32.75    1967     160       2    0.49    0.97    0.00    1.46 176.69 110.82  65.87  67.33
   -71.25   -32.75    1967     160       3    0.49    1.76    0.00    2.25 163.57 104.38  59.18  61.43
   -71.25   -32.75    1967     160       4    0.49    2.34    0.00    2.83 125.66  75.77  49.88  52.71
   -71.25   -32.75    1968       0       0    0.49    1.84    0.00    2.32 175.23 121.47  53.75  56.08
   -71.25   -32.75    1968       0       1    0.49    1.17    0.00    1.66 170.69  91.09  79.60  81.26
   -71.25   -32.75    1968       0       2    0.49    1.64    0.00    2.13 194.60 152.18  42.43  44.56
   -71.25   -32.75    1968       0       3    0.49    0.81    0.00    1.30 198.82 112.43  86.39  87.69
   -71.25   -32.75    1968       0       4    0.49    0.97    0.00    1.46 138.59  99.54  39.05  40.51
   -71.25   -32.75    1968     110       0    0.49    1.22    0.00    1.71 162.89 131.11  31.78  33.49
   -71.25   -32.75    1968     110       1    0.49    2.88    0.00    3.37 169.87 129.96  39.91  43.28
   -71.25   -32.75    1968     110       2    0.49    0.74    0.00    1.23 211.45 117.96  93.49  94.73
   -71.25   -32.75    1968     110       3    0.49    1.43    0.00    1.92 238.27 160.11  78.16  80.09
   -71.25   -32.75    1968     110       4    0.49    3.48    0.00    3.97 141.15  80.20  60.95  64.92
   -71.25   -32.75    1968     131       0    0.49    2.65    0.00    3.14 169.91  93.21  76.70  79.84
   -71.25   -32.75    1968     131       1    0.49    4.87    0.00    5.36 156.47  33.38 123.09 128.45
   -71.25   -32.75    1968     131       2    0.49    1.34    0.00    1.83 174.83  92.73  82.10  83.93
   -71.25   -32.75    1968     131       3    0.49    3.67    0.00    4.16 146.77  94.98  51.79  55.94
   -71.25   -32.75    1968     131       4    0.49    1.11    0.00    1.60 247.25 162.45  84.81  86.40
   -71.25   -32.75    1968     132       0    0.49    1.99    0.00    2.48 174.24 117.67  56.56  59.04
   -71.25   -32.75    1968     132       1    0.49    2.81    0.00    3.30 106.39  57.70  48.69  51.99
   -71.25   -32.75    1968     132       2    0.49    1.03    0.00    1.52 104.03  50.70  53.33  54.84
   -71.25   -32.75    1968     132       3    0.49    3.12    0.00    3.61 132.78  90.93  41.85  45.46
   -71.25   -32.75    1968     132       4    0.49    0.99    0.00    1.48 217.05 149.89  67.17  68.64
   -71.25   -32.75    1968     133       0    0.49    1.23    0.00    1.72 139.53  83.91  55.62  57.34
   -71.25   -32.75    1968     133       1    0.49    2.32    0.00    2.81 164.82  90.67  74.15  76.96
   -71.25   -32.75    1968     133       2    0.49    2.99    0.00    3.48 164.18 102.38  61.80  65.27
   -71.25   -32.75    1968     133       3    0.49    4.09    0.00    4.58 169.75 112.03  57.72  62.30
   -71.25   -32.75    1968     133       4    0.49    1.49    0.00    1.98 158.75 114.60  44.14  46.13
   -71.25   -32.75    1968     134       0    0.49    3.85    0.00    4.34 155.44  99.85  55.58  59.92
   -71.25   -32.75    1968     134       1    0.49    1.26    0.00    1.75 221.08 146.54  74.55  76.29
   -71.25   -32.75    1968     134       2    0.49    2.40    0.00    2.88 132.49  70.14  62.35  65.24
   -71.25   -32.75    1968     134       3    0.49    0.95    0.00    1.44 164.88 121.76  43.12  44.56
   -71.25   -32.75    1968     134       4    0.49    3.82    0.00    4.31 133.58  89.94  43.64  47.95
   -71.25   -32.75    1968     140       0    0.49    1.04    0.00    1.53 215.72 136.19  79.53  81.06
   -71.25   -32.75    1968     140       1    0.49    2.99    0.00    3.48 125.41  72.47  52.94  56.42
   -71.25   -32.75    1968     140       2    0.49    1.59    0.00    2.08 139.46  91.24  48.23  50.30
   -71.25   -32.75    1968     140       3    0.49    1.22    0.00    1.71 248.44  91.15 157.28 159.00
   -71.25   -32.75    1968     140       4    0.49    0.45    0.00    0.94 236.10 207.68  28.41  29.35
   -71.25   -32.75    1968     160       0    0.49    0.48    0.00    0.97 172.27 168.46   3.81   4.78
   -71.25   -32.75    1968     160       1    0.49    1.53    0.00    2.02 139.48  83.66  55.82  57.84
   -71.25   -32.75    1968     160       2    0.49    0.82    0.00    1.31 175.78 122.91  52.87  54.18
   -71.25   -32.75    1968     160       3    0.49    1.98    0.00    2.47 156.29 105.94  50.35  52.82
   -71.25   -32.75    1968     160       4    0.49    3.39    0.00    3.88 124.24  71.53  52.72  56.60
   -71.25   -32.75    1969       0       0    0.49    1.68    0.00    2.17 169.01 117.06  51.94  54.11
   -71.25   -32.75    1969       0       1    0.49    0.89    0.00    1.38 133.87  88.70  45.17  46.55
   -71.25   -32.75    1969       0       2    0.49    0.80    0.00    1.29 215.04 158.04  57.00  58.29
   -71.25   -32.75    1969       0       3    0.49    0.90    0.00    1.39 153.92 110.97  42.95  44.33
   -71.25   -32.75    1969       0       4    0.49    1.09    0.00    1.58 148.99 111.81  37.18  38.76
   -71.25   -32.75    1969     110       0    0.49    1.11    0.00    1.60 177.04 131.93  45.12  46.72
   -71.25   -32.75    1969     110       1    0.49    2.66    0.00    3.15 144.59  76.92  67.66  70.81
   -71.25   -32.75    1969     110       2    0.49    0.86    0.00    1.36 164.61 107.52  57.10  58.45
   -71.25   -32.75    1969     110       3    0.49    0.40    0.00    0.89 263.76 219.83  43.93  44.83
   -71.25   -32.75    1969     110       4    0.49    3.01    0.00    3.50 135.45  79.86  55.59  59.09
   -71.25   -32.75    1969     131       0    0.49    1.98    0.00    2.48 158.10  98.86  59.24  61.72
   -71.25   -32.75    1969     131       1    0.49    1.46    0.00    1.95 217.02 217.56  -0.54   1.41
   -71.25   -32.75    1969     131       2    0.49    1.38    0.00    1.87 139.64  97.67  41.97  43.85
   -71.25   -32.75    1969     131       3    0.49    3.28    0.00    3.78 150.29 103.44  46.85  50.63
   -71.25   -32.75    1969     131       4    0.49    0.40    0.00    0.89 263.16 212.22  50.95  51.84
   -71.25   -32.75    1969     132       0    0.49    1.70    0.00    2.20 174.60 117.13  57.47  59.67
   -71.25   -32.75    1969     132       1    0.49    2.24    0.00    2.73  99.48  55.93  43.55  46.28
   -71.25   -32.75    1969     132       2    0.49    0.64    0.00    1.14 110.88 123.22 -12.34 -11.21
   -71.25   -32.75    1969     132       3    0.49    2.78    0.00    3.27 133.51  92.66  40.85  44.12
   -71.25   -32.75    1969     132       4    0.49    0.86    0.00    1.35 208.02 139.56  68.46  69.81
   -71.25   -32.75    1969     133       0    0.49    0.94    0.00    1.43 140.11  92.50  47.61  49.04
   -71.25   -32.75    1969     133       1    0.49    1.56    0.00    2.05 195.57 153.81  41.76  43.81
   -71.25   -32.75    1969     133       2    0.49    2.51    0.00    3.01 160.80 102.62  58.18  61.18
   -71.25   -32.75    1969     133       3    0.49    3.78    0.00    4.27 175.10 119.81  55.28  59.55
   -71.25   -32.75    1969     133       4    0.49    1.53    0.00    2.02 175.81 116.39  59.42  61.44
   -71.25   -32.75    1969     134       0    0.49    3.54    0.00    4.03 155.12 103.65  51.46  55.49
   -71.25   -32.75    1969     134       1    0.49    0.94    0.00    1.43 230.77 171.71  59.06  60.49
   -71.25   -32.75    1969     134       2    0.49    2.38    0.00    2.87 120.09  65.42  54.67  57.53
   -71.25   -32.75    1969     134       3    0.49    0.96    0.00    1.46 172.00 129.07  42.93  44.38
   -71.25   -32.75    1969     134       4    0.49    3.50    0.00    4.00 136.33  95.65  40.68  44.68
   -71.25   -32.75    1969     140       0    0.49    0.92    0.00    1.41 201.51 121.81  79.70  81.11
   -71.25   -32.75    1969     140       1    0.49    2.62    0.00    3.12 123.08  75.74  47.35  50.46
   -71.25   -32.75    1969     140       2    0.49    1.44    0.00    1.94 140.58  92.77  47.81  49.74
   -71.25   -32.75    1969     140       3    0.49    1.35    0.00    1.84 153.48 109.55  43.94  45.78
   -71.25   -32.75    1969     140       4    0.49    0.72    0.00    1.21 208.48 113.21  95.26  96.47
   -71.25   -32.75    1969     160       0    0.49    0.63    0.00    1.12 160.70  89.31  71.40  72.52
   -71.25   -32.75    1969     160       1    0.49    1.41    0.00    1.91 138.66  89.50  49.17  51.07
   -71.25   -32.75    1969     160       2    0.49    0.69    0.00    1.18 183.30 129.79  53.51  54.68
   -71.25   -32.75    1969     160       3    0.49    1.83    0.00    2.32 151.29  99.82  51.46  53.78
   -71.25   -32.75    1969     160       4    0.49    2.89    0.00    3.38 121.51  72.10  49.41  52.79
   -71.25   -32.75    1970       0       0    0.49    1.98    0.00    2.47 165.38 108.47  56.91  59.38
   -71.25   -32.75    1970       0       1    0.49    1.18    0.00    1.67 142.28 101.63  40.65  42.32
   -71.25   -32.75    1970       0       2    0.49    0.91    0.00    1.40 211.77 139.49  72.28  73.68
   -71.25   -32.75    1970       0       3    0.49    0.95    0.00    1.44 163.57 117.33  46.24  47.68
   -71.25   -32.75    1970       0       4    0.49    1.46    0.00    1.95 161.03 111.85  49.19  51.14
   -71.25   -32.75    1970     110       0    0.49    1.74    0.00    2.23 144.23  81.13  63.10  65.34
   -71.25   -32.75    1970     110       1    0.49    2.91    0.00    3.41 119.60  75.10  44.50  47.90
   -71.25   -32.75    1970     110       2    0.49    1.24    0.00    1.73 170.15 111.35  58.80  60.53
   -71.25   -32.75    1970     110       3    0.49    0.76    0.00    1.25 220.86 106.62 114.24 115.49
   -71.25   -32.75    1970     110       4    0.49    3.06    0.00    3.55 136.22  81.82  54.40  57.95
   -71.25   -32.75    1970     131       0    0.49    2.08    0.00    2.58 168.80 112.58  56.22  58.80
   -71.25   -32.75    1970     131       1    0.49    1.62    0.00    2.12 278.99 133.98 145.01 147.12
   -71.25   -32.75    1970     131       2    0.49    1.86    0.00    2.35 145.84 100.02  45.82  48.17
   -71.25   -32.75    1970     131       3    0.49    3.33    0.00    3.83 158.23 109.08  49.15  52.98
   -71.25   -32.75    1970     131       4    0.49    0.91    0.00    1.41 222.77 111.11 111.67 113.07
   -71.25   -32.75    1970     132       0    0.49    2.06    0.00    2.56 176.42 114.05  62.37  64.92
   -71.25   -32.75    1970     132       1    0.49    2.22    0.00    2.71  99.53  56.99  42.54  45.25
   -71.25   -32.75    1970     132       2    0.49    0.92    0.00    1.42 122.32  80.08  42.24  43.66
   -71.25   -32.75    1970     132       3    0.49    3.07    0.00    3.56 134.36  90.81  43.55  47.11
   -71.25   -32.75    1970     132       4    0.49    1.09    0.00    1.58 201.24 132.70  68.54  70.13
   -71.25   -32.75    1970     133       0    0.49    1.30    0.00    1.79 159.20 112.79  46.41  48.20
   -71.25   -32.75    1970     133       1    0.49    2.07    0.00    2.56 173.50  91.19  82.31  84.88
   -71.25   -32.75    1970     133       2    0.49    2.17    0.00    2.66 209.25 189.53  19.72  22.38
   -71.25   -32.75    1970     133       3    0.49    3.67    0.00    4.17 189.30  93.44  95.87 100.03
   -71.25   -32.75    1970     133       4    0.49    1.62    0.00    2.11 192.74 128.97  63.76  65.88
   -71.25   -32.75    1970     134       0    0.49    3.55    0.00    4.04 161.12 107.14  53.98  58.02
   -71.25   -32.75    1970     134       1    0.49    0.91    0.00    1.41 229.98 149.87  80.11  81.52
   -71.25   -32.75    1970     134       2    0.49    2.81    0.00    3.31 121.77  69.91  51.86  55.17
   -71.25   -32.75    1970     134       3    0.49    0.92    0.00    1.41 180.74 129.29  51.45  52.86
   -71.25   -32.75    1970     134       4    0.49    3.51    0.00    4.00 144.59 100.01  44.57  48.58
