      Lon      Lat    Year   Stand   Patch     dep     fix    fert   input    min    imm netmin  Total
   -71.25   -32.75    1956     140       4    0.49    0.44    0.00    0.93  71.86  36.99  34.87  35.80
   -71.25   -32.75    1956     160       0    0.49    0.43    0.00    0.92  63.47  32.16  31.32  32.24
   -71.25   -32.75    1956     160       1    0.49    1.40    0.00    1.90 155.16 122.49  32.67  34.57
   -71.25   -32.75    1956     160       2    0.49    1.33    0.00    1.82 155.03 122.80  32.23  34.05
   -71.25   -32.75    1956     160       3    0.49    1.55    0.00    2.04 213.16 147.18  65.98  68.02
   -71.25   -32.75    1956     160       4    0.49    0.47    0.00    0.96  39.54  19.57  19.98  20.93
   -71.25   -32.75    1957       0       0    0.49    1.49    0.00    1.98  82.84  69.96  12.88  14.87
   -71.25   -32.75    1957       0       1    0.49    1.84    0.00    2.33 125.50 113.79  11.71  14.05
   -71.25   -32.75    1957       0       2    0.49    1.35    0.00    1.84 149.02 113.13  35.90  37.74
   -71.25   -32.75    1957       0       3    0.49    0.92    0.00    1.41 169.33 233.72 -64.39 -62.97
   -71.25   -32.75    1957       0       4    0.49    1.77    0.00    2.26 100.48  94.78   5.70   7.96
   -71.25   -32.75    1957     110       0    0.49    0.92    0.00    1.41 255.09  84.89 170.20 171.61
   -71.25   -32.75    1957     110       1    0.49    0.46    0.00    0.95  66.35  29.31  37.03  37.99
   -71.25   -32.75    1957     110       2    0.49    1.01    0.00    1.50  68.38  21.27  47.10  48.60
   -71.25   -32.75    1957     110       3    0.49    1.37    0.00    1.86  79.39  62.78  16.61  18.47
   -71.25   -32.75    1957     110       4    0.49    0.70    0.00    1.19 177.69 198.80 -21.11 -19.92
   -71.25   -32.75    1957     131       0    0.49    1.67    0.00    2.16 161.81 132.06  29.75  31.91
   -71.25   -32.75    1957     131       1    0.49    0.46    0.00    0.95  62.04  31.64  30.41  31.36
   -71.25   -32.75    1957     131       2    0.49    0.76    0.00    1.25  73.93  42.76  31.16  32.41
   -71.25   -32.75    1957     131       3    0.49    0.83    0.00    1.32 232.65 263.57 -30.92 -29.60
   -71.25   -32.75    1957     131       4    0.49    3.43    0.00    3.92 110.03  87.96  22.07  25.99
   -71.25   -32.75    1957     132       0    0.49    0.83    0.00    1.32 143.60 173.09 -29.49 -28.16
   -71.25   -32.75    1957     132       1    0.49    0.41    0.00    0.90  56.89  28.37  28.52  29.42
   -71.25   -32.75    1957     132       2    0.49    0.45    0.00    0.94  52.24  23.25  28.99  29.93
   -71.25   -32.75    1957     132       3    0.49    0.43    0.00    0.92  62.13  31.85  30.28  31.21
   -71.25   -32.75    1957     132       4    0.49    0.73    0.00    1.22  60.81  40.79  20.01  21.24
   -71.25   -32.75    1957     133       0    0.49    0.74    0.00    1.23 153.98 185.26 -31.28 -30.05
   -71.25   -32.75    1957     133       1    0.49    1.11    0.00    1.60 128.98  83.20  45.78  47.38
   -71.25   -32.75    1957     133       2    0.49    1.99    0.00    2.48 164.34 122.21  42.13  44.62
   -71.25   -32.75    1957     133       3    0.49    3.63    0.00    4.12 144.81 113.64  31.18  35.30
   -71.25   -32.75    1957     133       4    0.49    0.43    0.00    0.92  60.98  30.76  30.22  31.14
   -71.25   -32.75    1957     134       0    0.49    0.91    0.00    1.40  80.90  55.98  24.92  26.32
   -71.25   -32.75    1957     134       1    0.49    0.61    0.00    1.10 215.22 177.05  38.17  39.27
   -71.25   -32.75    1957     134       2    0.49    1.58    0.00    2.07 173.74 137.40  36.34  38.41
   -71.25   -32.75    1957     134       3    0.49    0.73    0.00    1.22  72.62  47.04  25.57  26.79
   -71.25   -32.75    1957     134       4    0.49    0.42    0.00    0.91  63.41  30.11  33.30  34.21
   -71.25   -32.75    1957     140       0    0.49    1.34    0.00    1.83 192.98 144.00  48.98  50.81
   -71.25   -32.75    1957     140       1    0.49    1.60    0.00    2.10 180.70 132.06  48.64  50.74
   -71.25   -32.75    1957     140       2    0.49    0.48    0.00    0.97  49.83  30.14  19.68  20.65
   -71.25   -32.75    1957     140       3    0.49    0.39    0.00    0.88  57.68  27.52  30.16  31.04
   -71.25   -32.75    1957     140       4    0.49    1.02    0.00    1.51  76.85  52.65  24.20  25.70
   -71.25   -32.75    1957     160       0    0.49    0.43    0.00    0.92  55.98  27.26  28.71  29.63
   -71.25   -32.75    1957     160       1    0.49    1.66    0.00    2.16 180.17 127.74  52.43  54.58
   -71.25   -32.75    1957     160       2    0.49    1.58    0.00    2.07 176.99 123.56  53.43  55.51
   -71.25   -32.75    1957     160       3    0.49    1.55    0.00    2.04 213.48 144.99  68.48  70.52
   -71.25   -32.75    1957     160       4    0.49    0.41    0.00    0.90  36.18  18.57  17.60  18.50
   -71.25   -32.75    1958       0       0    0.49    0.68    0.00    1.17 149.98 206.82 -56.84 -55.67
   -71.25   -32.75    1958       0       1    0.49    1.46    0.00    1.95 162.31 148.92  13.40  15.35
   -71.25   -32.75    1958       0       2    0.49    1.30    0.00    1.79 169.16 133.72  35.44  37.23
   -71.25   -32.75    1958       0       3    0.49    1.05    0.00    1.54 204.66 129.23  75.44  76.98
   -71.25   -32.75    1958       0       4    0.49    1.63    0.00    2.12 136.04 126.14   9.90  12.02
   -71.25   -32.75    1958     110       0    0.49    1.18    0.00    1.67 150.89  95.93  54.96  56.63
   -71.25   -32.75    1958     110       1    0.49    0.38    0.00    0.87  59.14  27.36  31.77  32.65
   -71.25   -32.75    1958     110       2    0.49    4.03    0.00    4.52 115.19  13.69 101.50 106.03
   -71.25   -32.75    1958     110       3    0.49    1.28    0.00    1.77 117.49 114.89   2.61   4.37
   -71.25   -32.75    1958     110       4    0.49    0.88    0.00    1.37 172.73 108.07  64.67  66.03
   -71.25   -32.75    1958     131       0    0.49    1.25    0.00    1.74 207.07 171.79  35.28  37.03
   -71.25   -32.75    1958     131       1    0.49    1.02    0.00    1.51  65.18  42.31  22.87  24.38
   -71.25   -32.75    1958     131       2    0.49    0.97    0.00    1.46  89.66  73.24  16.42  17.88
   -71.25   -32.75    1958     131       3    0.49    1.10    0.00    1.59 231.02 140.37  90.65  92.24
   -71.25   -32.75    1958     131       4    0.49    3.74    0.00    4.24 151.21 136.09  15.12  19.36
   -71.25   -32.75    1958     132       0    0.49    0.92    0.00    1.41 159.48 107.68  51.79  53.20
   -71.25   -32.75    1958     132       1    0.49    0.55    0.00    1.04  54.20  28.84  25.36  26.40
   -71.25   -32.75    1958     132       2    0.49    0.46    0.00    0.95  45.11  22.58  22.53  23.48
   -71.25   -32.75    1958     132       3    0.49    0.41    0.00    0.90  56.96  29.70  27.25  28.15
   -71.25   -32.75    1958     132       4    0.49    0.49    0.00    0.98 108.47 138.28 -29.82 -28.83
   -71.25   -32.75    1958     133       0    0.49    1.30    0.00    1.79 166.97 103.40  63.57  65.35
   -71.25   -32.75    1958     133       1    0.49    1.22    0.00    1.71 132.14 113.49  18.65  20.36
   -71.25   -32.75    1958     133       2    0.49    1.43    0.00    1.92 191.81 165.25  26.56  28.48
   -71.25   -32.75    1958     133       3    0.49    3.57    0.00    4.06 193.75 174.53  19.22  23.28
   -71.25   -32.75    1958     133       4    0.49    0.77    0.00    1.26  61.24  40.13  21.11  22.38
   -71.25   -32.75    1958     134       0    0.49    0.61    0.00    1.10 140.61 169.10 -28.49 -27.38
   -71.25   -32.75    1958     134       1    0.49    0.95    0.00    1.44 166.72 100.10  66.62  68.06
   -71.25   -32.75    1958     134       2    0.49    1.19    0.00    1.68 210.10 169.05  41.05  42.73
   -71.25   -32.75    1958     134       3    0.49    0.97    0.00    1.46  92.67  79.85  12.82  14.28
   -71.25   -32.75    1958     134       4    0.49    0.34    0.00    0.83  56.55  26.46  30.09  30.91
   -71.25   -32.75    1958     140       0    0.49    1.09    0.00    1.58 208.27 153.99  54.28  55.86
   -71.25   -32.75    1958     140       1    0.49    1.20    0.00    1.69 208.13 166.27  41.85  43.54
   -71.25   -32.75    1958     140       2    0.49    0.83    0.00    1.32  57.93  45.98  11.95  13.27
   -71.25   -32.75    1958     140       3    0.49    0.37    0.00    0.86  50.53  23.44  27.08  27.94
   -71.25   -32.75    1958     140       4    0.49    1.00    0.00    1.49 104.29  97.04   7.24   8.73
   -71.25   -32.75    1958     160       0    0.49    0.42    0.00    0.91  51.22  25.44  25.78  26.70
   -71.25   -32.75    1958     160       1    0.49    1.28    0.00    1.77 209.40 172.70  36.70  38.46
   -71.25   -32.75    1958     160       2    0.49    1.30    0.00    1.79 206.75 165.97  40.77  42.56
   -71.25   -32.75    1958     160       3    0.49    1.18    0.00    1.67 220.32 166.48  53.84  55.52
   -71.25   -32.75    1958     160       4    0.49    0.42    0.00    0.91  36.04  21.65  14.39  15.30
   -71.25   -32.75    1959       0       0    0.49    1.19    0.00    1.68 199.35 120.07  79.28  80.95
   -71.25   -32.75    1959       0       1    0.49    1.37    0.00    1.86 210.30 165.21  45.10  46.96
   -71.25   -32.75    1959       0       2    0.49    1.33    0.00    1.82 200.88 145.14  55.74  57.56
   -71.25   -32.75    1959       0       3    0.49    0.70    0.00    1.19 204.94 227.30 -22.36 -21.17
   -71.25   -32.75    1959       0       4    0.49    0.76    0.00    1.25 239.26 276.46 -37.20 -35.95
   -71.25   -32.75    1959     110       0    0.49    1.55    0.00    2.04 170.44 118.56  51.88  53.93
   -71.25   -32.75    1959     110       1    0.49    0.53    0.00    1.02  62.62  34.42  28.20  29.22
   -71.25   -32.75    1959     110       2    0.49    1.60    0.00    2.09 202.03 190.85  11.18  13.27
   -71.25   -32.75    1959     110       3    0.49    0.61    0.00    1.10 227.45 244.49 -17.04 -15.94
   -71.25   -32.75    1959     110       4    0.49    0.69    0.00    1.18 191.79 195.92  -4.13  -2.95
   -71.25   -32.75    1959     131       0    0.49    1.08    0.00    1.56 236.43 165.06  71.36  72.93
   -71.25   -32.75    1959     131       1    0.49    1.28    0.00    1.77  98.31  86.80  11.50  13.28
   -71.25   -32.75    1959     131       2    0.49    1.25    0.00    1.74 135.36 118.60  16.76  18.50
   -71.25   -32.75    1959     131       3    0.49    1.30    0.00    1.79 197.87 153.07  44.80  46.59
   -71.25   -32.75    1959     131       4    0.49    3.75    0.00    4.24 214.41 161.25  53.17  57.41
   -71.25   -32.75    1959     132       0    0.49    1.27    0.00    1.76 162.00 129.51  32.49  34.25
   -71.25   -32.75    1959     132       1    0.49    0.89    0.00    1.38  61.09  36.53  24.57  25.95
   -71.25   -32.75    1959     132       2    0.49    1.25    0.00    1.74  46.22  25.52  20.71  22.45
   -71.25   -32.75    1959     132       3    0.49    0.51    0.00    1.00  59.98  33.62  26.35  27.35
   -71.25   -32.75    1959     132       4    0.49    1.03    0.00    1.52 133.52  88.07  45.46  46.98
   -71.25   -32.75    1959     133       0    0.49    1.35    0.00    1.84 171.94 142.88  29.06  30.90
   -71.25   -32.75    1959     133       1    0.49    1.19    0.00    1.68 176.63 139.92  36.70  38.38
   -71.25   -32.75    1959     133       2    0.49    1.34    0.00    1.83 230.81 171.33  59.47  61.30
   -71.25   -32.75    1959     133       3    0.49    3.32    0.00    3.81 234.89 163.73  71.16  74.97
   -71.25   -32.75    1959     133       4    0.49    1.21    0.00    1.70  87.84  75.75  12.10  13.79
   -71.25   -32.75    1959     134       0    0.49    0.98    0.00    1.47 165.19 101.49  63.69  65.16
   -71.25   -32.75    1959     134       1    0.49    1.17    0.00    1.66 157.36 117.35  40.01  41.67
   -71.25   -32.75    1959     134       2    0.49    1.08    0.00    1.56 234.11 159.55  74.56  76.13
   -71.25   -32.75    1959     134       3    0.49    1.12    0.00    1.61 137.41 118.49  18.92  20.53
   -71.25   -32.75    1959     134       4    0.49    0.51    0.00    1.00  56.87  27.96  28.91  29.90
   -71.25   -32.75    1959     140       0    0.49    0.94    0.00    1.43 221.79 148.21  73.58  75.00
   -71.25   -32.75    1959     140       1    0.49    1.13    0.00    1.62 230.55 158.63  71.92  73.54
   -71.25   -32.75    1959     140       2    0.49    0.73    0.00    1.22 122.50 152.33 -29.82 -28.60
   -71.25   -32.75    1959     140       3    0.49    0.44    0.00    0.93  50.73  26.26  24.47  25.40
   -71.25   -32.75    1959     140       4    0.49    1.25    0.00    1.74 156.64 133.07  23.57  25.31
   -71.25   -32.75    1959     160       0    0.49    0.63    0.00    1.12  56.51  34.63  21.88  23.00
   -71.25   -32.75    1959     160       1    0.49    1.18    0.00    1.67 237.36 163.41  73.95  75.62
   -71.25   -32.75    1959     160       2    0.49    1.26    0.00    1.75 240.66 168.05  72.60  74.35
   -71.25   -32.75    1959     160       3    0.49    1.15    0.00    1.64 234.74 157.86  76.87  78.52
   -71.25   -32.75    1959     160       4    0.49    0.74    0.00    1.23  46.60  35.28  11.32  12.55
   -71.25   -32.75    1960       0       0    0.49    1.11    0.00    1.60 184.84 206.48 -21.64 -20.04
   -71.25   -32.75    1960       0       1    0.49    0.63    0.00    1.12 309.04 345.14 -36.09 -34.97
   -71.25   -32.75    1960       0       2    0.49    1.13    0.00    1.61 204.63 150.59  54.04  55.65
   -71.25   -32.75    1960       0       3    0.49    1.56    0.00    2.05 212.61 126.69  85.93  87.98
   -71.25   -32.75    1960       0       4    0.49    1.58    0.00    2.07 253.37 138.19 115.18 117.25
   -71.25   -32.75    1960     110       0    0.49    1.63    0.00    2.12 191.90 138.71  53.19  55.31
   -71.25   -32.75    1960     110       1    0.49    0.90    0.00    1.39  95.00  97.04  -2.04  -0.65
   -71.25   -32.75    1960     110       2    0.49    1.25    0.00    1.74 233.56  98.37 135.19 136.92
   -71.25   -32.75    1960     110       3    0.49    1.83    0.00    2.32 206.77 106.94  99.83 102.15
   -71.25   -32.75    1960     110       4    0.49    1.66    0.00    2.14 182.83 110.06  72.76  74.91
   -71.25   -32.75    1960     131       0    0.49    1.02    0.00    1.51 219.20 147.95  71.25  72.76
   -71.25   -32.75    1960     131       1    0.49    0.68    0.00    1.17 178.82 194.50 -15.69 -14.52
   -71.25   -32.75    1960     131       2    0.49    1.53    0.00    2.01 173.25 140.03  33.21  35.23
   -71.25   -32.75    1960     131       3    0.49    1.06    0.00    1.55 212.35 158.85  53.50  55.05
   -71.25   -32.75    1960     131       4    0.49    4.54    0.00    5.03 219.61 152.96  66.65  71.67
   -71.25   -32.75    1960     132       0    0.49    0.66    0.00    1.15 225.49 221.34   4.15   5.29
   -71.25   -32.75    1960     132       1    0.49    1.96    0.00    2.45  68.21  46.70  21.51  23.96
   -71.25   -32.75    1960     132       2    0.49    2.83    0.00    3.32  49.74  32.70  17.04  20.36
   -71.25   -32.75    1960     132       3    0.49    0.64    0.00    1.13  65.89  45.18  20.71  21.83
   -71.25   -32.75    1960     132       4    0.49    0.21    0.00    0.70 217.76 271.79 -54.03 -53.33
   -71.25   -32.75    1960     133       0    0.49    1.04    0.00    1.53 204.36 156.99  47.38  48.91
   -71.25   -32.75    1960     133       1    0.49    0.70    0.00    1.19 225.49 203.82  21.67  22.86
   -71.25   -32.75    1960     133       2    0.49    0.62    0.00    1.11 261.70 232.38  29.32  30.43
   -71.25   -32.75    1960     133       3    0.49    3.93    0.00    4.42 217.83 149.38  68.45  72.87
   -71.25   -32.75    1960     133       4    0.49    1.26    0.00    1.75 132.57 125.21   7.35   9.10
   -71.25   -32.75    1960     134       0    0.49    1.89    0.00    2.38 147.19 116.82  30.37  32.75
   -71.25   -32.75    1960     134       1    0.49    0.68    0.00    1.17 211.10 197.75  13.35  14.52
   -71.25   -32.75    1960     134       2    0.49    0.96    0.00    1.45 218.56 147.96  70.60  72.05
   -71.25   -32.75    1960     134       3    0.49    0.52    0.00    1.01 204.74 207.16  -2.42  -1.42
   -71.25   -32.75    1960     134       4    0.49    1.45    0.00    1.93  57.98  33.41  24.56  26.50
   -71.25   -32.75    1960     140       0    0.49    1.00    0.00    1.49 207.33 137.34  69.99  71.48
   -71.25   -32.75    1960     140       1    0.49    0.95    0.00    1.44 217.11 149.97  67.14  68.58
   -71.25   -32.75    1960     140       2    0.49    1.85    0.00    2.34 135.00  88.55  46.45  48.79
   -71.25   -32.75    1960     140       3    0.49    0.89    0.00    1.38  60.03  40.38  19.65  21.03
   -71.25   -32.75    1960     140       4    0.49    0.16    0.00    0.65 280.05 301.42 -21.37 -20.72
   -71.25   -32.75    1960     160       0    0.49    1.29    0.00    1.77  75.09  63.21  11.87  13.65
   -71.25   -32.75    1960     160       1    0.49    0.96    0.00    1.45 220.90 150.49  70.41  71.86
   -71.25   -32.75    1960     160       2    0.49    1.05    0.00    1.54 231.87 159.89  71.98  73.51
   -71.25   -32.75    1960     160       3    0.49    0.98    0.00    1.46 219.37 149.64  69.74  71.20
   -71.25   -32.75    1960     160       4    0.49    1.18    0.00    1.66  69.04  64.59   4.45   6.11
   -71.25   -32.75    1961       0       0    0.49    0.94    0.00    1.43 204.04 116.50  87.53  88.96
   -71.25   -32.75    1961       0       1    0.49    0.97    0.00    1.46 285.31  66.59 218.72 220.18
   -71.25   -32.75    1961       0       2    0.49    1.08    0.00    1.57 208.58 140.02  68.56  70.13
   -71.25   -32.75    1961       0       3    0.49    1.17    0.00    1.66 164.60 122.05  42.55  44.21
   -71.25   -32.75    1961       0       4    0.49    0.64    0.00    1.13 211.66 205.81   5.85   6.97
   -71.25   -32.75    1961     110       0    0.49    1.53    0.00    2.02 209.96 130.89  79.07  81.09
   -71.25   -32.75    1961     110       1    0.49    0.74    0.00    1.23 106.57  65.22  41.35  42.58
   -71.25   -32.75    1961     110       2    0.49    1.62    0.00    2.11 179.19 120.99  58.20  60.31
   -71.25   -32.75    1961     110       3    0.49    1.91    0.00    2.40 153.35  99.05  54.30  56.70
   -71.25   -32.75    1961     110       4    0.49    1.43    0.00    1.92 151.55 106.97  44.58  46.50
   -71.25   -32.75    1961     131       0    0.49    1.08    0.00    1.56 202.78 127.85  74.92  76.49
   -71.25   -32.75    1961     131       1    0.49    0.69    0.00    1.18 207.96 144.20  63.76  64.94
   -71.25   -32.75    1961     131       2    0.49    1.38    0.00    1.86 191.86 130.45  61.41  63.27
   -71.25   -32.75    1961     131       3    0.49    1.04    0.00    1.53 213.15 141.57  71.59  73.12
   -71.25   -32.75    1961     131       4    0.49    0.61    0.00    1.10 248.32 205.25  43.07  44.17
   -71.25   -32.75    1961     132       0    0.49    0.81    0.00    1.30 209.40 103.71 105.70 107.00
   -71.25   -32.75    1961     132       1    0.49    1.78    0.00    2.27  85.00  59.58  25.42  27.70
   -71.25   -32.75    1961     132       2    0.49    2.96    0.00    3.45  63.82  46.34  17.48  20.93
   -71.25   -32.75    1961     132       3    0.49    0.60    0.00    1.09  83.63  64.11  19.53  20.62
   -71.25   -32.75    1961     132       4    0.49    1.12    0.00    1.61 189.86  54.72 135.14 136.75
   -71.25   -32.75    1961     133       0    0.49    1.23    0.00    1.71 207.17 135.76  71.41  73.12
   -71.25   -32.75    1961     133       1    0.49    0.92    0.00    1.40 198.60 100.74  97.86  99.26
   -71.25   -32.75    1961     133       2    0.49    0.80    0.00    1.29 217.25 102.13 115.12 116.40
   -71.25   -32.75    1961     133       3    0.49    3.86    0.00    4.35 203.38 130.13  73.25  77.60
   -71.25   -32.75    1961     133       4    0.49    1.00    0.00    1.49 170.46 127.10  43.36  44.85
   -71.25   -32.75    1961     134       0    0.49    1.72    0.00    2.21 168.80 122.55  46.25  48.46
   -71.25   -32.75    1961     134       1    0.49    0.87    0.00    1.36 197.14 101.71  95.43  96.79
   -71.25   -32.75    1961     134       2    0.49    1.07    0.00    1.55 205.18 126.66  78.52  80.08
   -71.25   -32.75    1961     134       3    0.49    0.65    0.00    1.14 193.57 102.73  90.84  91.98
   -71.25   -32.75    1961     134       4    0.49    1.57    0.00    2.06  68.41  45.72  22.68  24.74
   -71.25   -32.75    1961     140       0    0.49    1.11    0.00    1.60 197.09 121.74  75.35  76.95
   -71.25   -32.75    1961     140       1    0.49    1.08    0.00    1.57 204.40 130.71  73.69  75.26
   -71.25   -32.75    1961     140       2    0.49    1.87    0.00    2.36 125.44 100.81  24.64  27.00
   -71.25   -32.75    1961     140       3    0.49    1.00    0.00    1.49  87.01  69.31  17.70  19.19
   -71.25   -32.75    1961     140       4    0.49    1.27    0.00    1.76 218.75  55.72 163.02 164.78
   -71.25   -32.75    1961     160       0    0.49    1.13    0.00    1.62 111.83  95.57  16.26  17.88
   -71.25   -32.75    1961     160       1    0.49    1.11    0.00    1.59 206.28 130.49  75.79  77.39
   -71.25   -32.75    1961     160       2    0.49    1.10    0.00    1.59 218.05 137.00  81.04  82.64
   -71.25   -32.75    1961     160       3    0.49    1.03    0.00    1.52 207.54 132.25  75.30  76.82
   -71.25   -32.75    1961     160       4    0.49    1.20    0.00    1.69 103.23  86.93  16.29  17.98
   -71.25   -32.75    1962       0       0    0.49    1.39    0.00    1.88 150.20 112.46  37.74  39.62
   -71.25   -32.75    1962       0       1    0.49    3.88    0.00    4.37 148.09  27.52 120.57 124.94
   -71.25   -32.75    1962       0       2    0.49    0.62    0.00    1.11 231.62 223.45   8.17   9.28
   -71.25   -32.75    1962       0       3    0.49    1.46    0.00    1.94 172.65 138.61  34.04  35.98
   -71.25   -32.75    1962       0       4    0.49    1.10    0.00    1.59 203.64 110.15  93.50  95.08
   -71.25   -32.75    1962     110       0    0.49    1.04    0.00    1.53 225.10 165.25  59.84  61.37
   -71.25   -32.75    1962     110       1    0.49    1.48    0.00    1.97 104.17  80.54  23.62  25.59
   -71.25   -32.75    1962     110       2    0.49    1.12    0.00    1.61 189.27 137.40  51.87  53.48
   -71.25   -32.75    1962     110       3    0.49    3.06    0.00    3.55 159.51 116.94  42.57  46.12
   -71.25   -32.75    1962     110       4    0.49    2.51    0.00    3.00 151.26 105.76  45.51  48.50
   -71.25   -32.75    1962     131       0    0.49    1.33    0.00    1.82 180.51 117.72  62.79  64.61
   -71.25   -32.75    1962     131       1    0.49    1.01    0.00    1.49 144.98  81.14  63.84  65.33
   -71.25   -32.75    1962     131       2    0.49    2.05    0.00    2.54 213.30 187.90  25.40  27.94
   -71.25   -32.75    1962     131       3    0.49    1.19    0.00    1.68 190.10 126.99  63.11  64.79
   -71.25   -32.75    1962     131       4    0.49    1.08    0.00    1.57 195.82  91.80 104.02 105.59
   -71.25   -32.75    1962     132       0    0.49    1.08    0.00    1.57 148.49 101.04  47.44  49.01
   -71.25   -32.75    1962     132       1    0.49    2.53    0.00    3.02  96.65  65.28  31.37  34.39
   -71.25   -32.75    1962     132       2    0.49    3.46    0.00    3.95  79.43  61.59  17.83  21.78
   -71.25   -32.75    1962     132       3    0.49    0.84    0.00    1.33 100.58  81.44  19.13  20.46
   -71.25   -32.75    1962     132       4    0.49    4.00    0.00    4.48 131.88  22.41 109.47 113.96
   -71.25   -32.75    1962     133       0    0.49    1.52    0.00    2.00 186.46 126.94  59.51  61.52
   -71.25   -32.75    1962     133       1    0.49    1.17    0.00    1.66 147.96 100.79  47.17  48.83
   -71.25   -32.75    1962     133       2    0.49    1.08    0.00    1.57 144.18  95.57  48.61  50.18
   -71.25   -32.75    1962     133       3    0.49    3.69    0.00    4.18 180.75 119.64  61.10  65.28
   -71.25   -32.75    1962     133       4    0.49    1.72    0.00    2.20 166.10 115.38  50.72  52.93
   -71.25   -32.75    1962     134       0    0.49    3.01    0.00    3.50 167.58 118.07  49.52  53.02
   -71.25   -32.75    1962     134       1    0.49    1.15    0.00    1.64 147.32  97.71  49.61  51.25
   -71.25   -32.75    1962     134       2    0.49    1.29    0.00    1.78 182.98 117.13  65.85  67.63
   -71.25   -32.75    1962     134       3    0.49    0.96    0.00    1.45 138.54  97.72  40.82  42.26
   -71.25   -32.75    1962     134       4    0.49    2.65    0.00    3.14  81.33  59.17  22.16  25.30
   -71.25   -32.75    1962     140       0    0.49    1.25    0.00    1.74 179.19 113.92  65.28  67.01
   -71.25   -32.75    1962     140       1    0.49    1.26    0.00    1.75 181.06 118.47  62.58  64.33
   -71.25   -32.75    1962     140       2    0.49    3.36    0.00    3.84 140.29 108.11  32.18  36.02
   -71.25   -32.75    1962     140       3    0.49    1.04    0.00    1.53 112.17  93.29  18.87  20.40
   -71.25   -32.75    1962     140       4    0.49    4.36    0.00    4.85 138.94  22.94 116.01 120.86
   -71.25   -32.75    1962     160       0    0.49    1.21    0.00    1.70 137.43 109.89  27.54  29.24
   -71.25   -32.75    1962     160       1    0.49    1.32    0.00    1.81 183.44 119.47  63.98  65.79
   -71.25   -32.75    1962     160       2    0.49    1.35    0.00    1.84 192.68 125.50  67.18  69.02
   -71.25   -32.75    1962     160       3    0.49    1.21    0.00    1.70 183.99 119.35  64.65  66.35
   -71.25   -32.75    1962     160       4    0.49    1.87    0.00    2.36 118.13  89.23  28.90  31.26
   -71.25   -32.75    1963       0       0    0.49    1.15    0.00    1.64 170.54 135.31  35.23  36.87
   -71.25   -32.75    1963       0       1    0.49    1.38    0.00    1.87 187.98 210.09 -22.10 -20.23
   -71.25   -32.75    1963       0       2    0.49    1.02    0.00    1.51 238.19 118.97 119.22 120.73
   -71.25   -32.75    1963       0       3    0.49    1.17    0.00    1.65 201.58 154.98  46.60  48.25
   -71.25   -32.75    1963       0       4    0.49    1.02    0.00    1.51 160.36 114.08  46.28  47.79
   -71.25   -32.75    1963     110       0    0.49    0.47    0.00    0.96 298.48 258.17  40.31  41.27
   -71.25   -32.75    1963     110       1    0.49    1.75    0.00    2.24 120.58  83.30  37.28  39.52
   -71.25   -32.75    1963     110       2    0.49    1.05    0.00    1.54 217.73 153.59  64.14  65.68
   -71.25   -32.75    1963     110       3    0.49    3.07    0.00    3.56 193.66 145.07  48.59  52.15
   -71.25   -32.75    1963     110       4    0.49    2.82    0.00    3.31 164.18 110.75  53.43  56.74
   -71.25   -32.75    1963     131       0    0.49    1.52    0.00    2.01 185.19 123.82  61.37  63.38
   -71.25   -32.75    1963     131       1    0.49    1.13    0.00    1.62 130.07  89.58  40.50  42.11
   -71.25   -32.75    1963     131       2    0.49    2.84    0.00    3.32 219.23 140.60  78.63  81.96
   -71.25   -32.75    1963     131       3    0.49    1.39    0.00    1.88 191.99 130.06  61.93  63.81
   -71.25   -32.75    1963     131       4    0.49    1.47    0.00    1.95 154.01 103.12  50.90  52.85
   -71.25   -32.75    1963     132       0    0.49    0.73    0.00    1.21 200.72 186.71  14.02  15.23
   -71.25   -32.75    1963     132       1    0.49    2.78    0.00    3.27 109.74  74.26  35.48  38.75
   -71.25   -32.75    1963     132       2    0.49    3.16    0.00    3.65 120.71 114.44   6.28   9.92
   -71.25   -32.75    1963     132       3    0.49    0.58    0.00    1.07 148.00 141.91   6.09   7.16
   -71.25   -32.75    1963     132       4    0.49    1.54    0.00    2.02 197.96 192.73   5.23   7.26
   -71.25   -32.75    1963     133       0    0.49    1.41    0.00    1.90 195.21 105.58  89.64  91.53
   -71.25   -32.75    1963     133       1    0.49    1.31    0.00    1.80 158.33 110.05  48.29  50.09
   -71.25   -32.75    1963     133       2    0.49    1.28    0.00    1.76 156.69 111.73  44.96  46.72
   -71.25   -32.75    1963     133       3    0.49    3.66    0.00    4.14 185.10 123.94  61.16  65.30
   -71.25   -32.75    1963     133       4    0.49    1.92    0.00    2.41 174.28 120.13  54.15  56.56
   -71.25   -32.75    1963     134       0    0.49    3.22    0.00    3.71 180.69 127.63  53.06  56.77
   -71.25   -32.75    1963     134       1    0.49    0.00    0.00    0.49 239.11 254.28 -15.17 -14.68
   -71.25   -32.75    1963     134       2    0.49    1.41    0.00    1.89 191.31  95.48  95.83  97.72
   -71.25   -32.75    1963     134       3    0.49    0.73    0.00    1.21 157.06 117.62  39.44  40.65
   -71.25   -32.75    1963     134       4    0.49    3.16    0.00    3.64 101.50  73.02  28.48  32.12
   -71.25   -32.75    1963     140       0    0.49    1.35    0.00    1.84 189.03  97.56  91.47  93.31
   -71.25   -32.75    1963     140       1    0.49    1.44    0.00    1.93 182.57 122.22  60.35  62.28
