      Lon      Lat    Year   Stand   Patch     Total
   -71.25   -32.75    1988     160       3     0.000
   -71.25   -32.75    1988     160       4     0.166
   -71.25   -32.75    1989       0       0     0.418
   -71.25   -32.75    1989       0       1     0.414
   -71.25   -32.75    1989       0       2     0.340
   -71.25   -32.75    1989       0       3     4.272
   -71.25   -32.75    1989       0       4     0.525
   -71.25   -32.75    1989     110       0     2.404
   -71.25   -32.75    1989     110       1     2.264
   -71.25   -32.75    1989     110       2     0.040
   -71.25   -32.75    1989     110       3     0.872
   -71.25   -32.75    1989     110       4     2.695
   -71.25   -32.75    1989     131       0     0.159
   -71.25   -32.75    1989     131       1     0.016
   -71.25   -32.75    1989     131       2     1.983
   -71.25   -32.75    1989     131       3     0.374
   -71.25   -32.75    1989     131       4     0.462
   -71.25   -32.75    1989     132       0     0.401
   -71.25   -32.75    1989     132       1     0.863
   -71.25   -32.75    1989     132       2     0.055
   -71.25   -32.75    1989     132       3     1.337
   -71.25   -32.75    1989     132       4     0.041
   -71.25   -32.75    1989     133       0     0.069
   -71.25   -32.75    1989     133       1     2.304
   -71.25   -32.75    1989     133       2     1.782
   -71.25   -32.75    1989     133       3     0.015
   -71.25   -32.75    1989     133       4     0.127
   -71.25   -32.75    1989     134       0     0.505
   -71.25   -32.75    1989     134       1     0.019
   -71.25   -32.75    1989     134       2     4.390
   -71.25   -32.75    1989     134       3     4.418
   -71.25   -32.75    1989     134       4     0.395
   -71.25   -32.75    1989     140       0     0.083
   -71.25   -32.75    1989     140       1     2.970
   -71.25   -32.75    1989     140       2     0.501
   -71.25   -32.75    1989     140       3     0.943
   -71.25   -32.75    1989     140       4     0.020
   -71.25   -32.75    1989     160       0     0.679
   -71.25   -32.75    1989     160       1     0.184
   -71.25   -32.75    1989     160       2     0.040
   -71.25   -32.75    1989     160       3     0.029
   -71.25   -32.75    1989     160       4     0.487
