      Lon      Lat    Year   Stand   Patch    VegC LitterC   SoilC     Total
   -71.25   -32.75    1987     160       3  33.355   0.269   6.635    40.259
   -71.25   -32.75    1987     160       4  34.393   0.394   6.524    41.310
   -71.25   -32.75    1988       0       0   1.378   0.265  10.463    12.106
   -71.25   -32.75    1988       0       1   1.764   0.283  10.697    12.745
   -71.25   -32.75    1988       0       2   2.678   0.343  10.652    13.673
   -71.25   -32.75    1988       0       3   2.862   0.223  10.488    13.573
   -71.25   -32.75    1988       0       4   3.929   0.174  10.350    14.453
   -71.25   -32.75    1988     110       0   4.640   0.960   6.959    12.559
   -71.25   -32.75    1988     110       1   5.760   0.706   6.824    13.290
   -71.25   -32.75    1988     110       2   6.096   0.513   7.198    13.808
   -71.25   -32.75    1988     110       3   6.096   1.112   7.148    14.357
   -71.25   -32.75    1988     110       4   6.722   1.296   6.883    14.902
   -71.25   -32.75    1988     131       0   7.724   0.413   7.085    15.222
   -71.25   -32.75    1988     131       1   8.727   0.345   7.308    16.380
   -71.25   -32.75    1988     131       2  10.092   0.577   7.229    17.898
   -71.25   -32.75    1988     131       3  10.969   0.606   6.850    18.424
   -71.25   -32.75    1988     131       4  11.523   0.473   7.224    19.220
   -71.25   -32.75    1988     132       0  12.501   0.403   6.874    19.778
   -71.25   -32.75    1988     132       1  13.055   0.238   6.756    20.049
   -71.25   -32.75    1988     132       2  14.133   0.227   6.943    21.303
   -71.25   -32.75    1988     132       3  14.752   0.588   6.834    22.173
   -71.25   -32.75    1988     132       4  16.197   0.597   7.196    23.990
   -71.25   -32.75    1988     133       0  16.759   0.228   7.118    24.105
   -71.25   -32.75    1988     133       1  16.927   0.528   6.984    24.440
   -71.25   -32.75    1988     133       2  17.931   0.202   6.582    24.714
   -71.25   -32.75    1988     133       3  18.894   0.692   7.040    26.626
   -71.25   -32.75    1988     133       4  20.319   0.566   7.184    28.069
   -71.25   -32.75    1988     134       0  22.112   0.315   7.114    29.540
   -71.25   -32.75    1988     134       1  22.861   0.443   7.287    30.592
   -71.25   -32.75    1988     134       2  23.087   0.478   6.997    30.562
   -71.25   -32.75    1988     134       3  23.271   0.390   7.002    30.663
   -71.25   -32.75    1988     134       4  24.361   0.586   7.082    32.029
   -71.25   -32.75    1988     140       0  25.513   0.960   7.173    33.646
   -71.25   -32.75    1988     140       1  26.672   0.230   6.707    33.609
   -71.25   -32.75    1988     140       2  28.137   0.807   6.743    35.688
   -71.25   -32.75    1988     140       3  28.813   0.340   6.899    36.052
   -71.25   -32.75    1988     140       4  30.020   0.463   6.934    37.418
   -71.25   -32.75    1988     160       0  30.020   1.176   6.868    38.064
   -71.25   -32.75    1988     160       1  31.233   0.639   6.615    38.487
   -71.25   -32.75    1988     160       2  31.606   0.299   6.853    38.758
   -71.25   -32.75    1988     160       3  31.990   0.325   6.672    38.988
   -71.25   -32.75    1988     160       4  33.126   0.355   6.508    39.989
   -71.25   -32.75    1989       0       0   1.403   0.250  10.456    12.108
   -71.25   -32.75    1989       0       1   1.904   0.328  10.729    12.961
   -71.25   -32.75    1989       0       2   2.810   0.387  10.660    13.857
   -71.25   -32.75    1989       0       3   3.141   0.275  10.539    13.955
   -71.25   -32.75    1989       0       4   4.219   0.172  10.348    14.739
   -71.25   -32.75    1989     110       0   4.985   0.827   6.941    12.753
   -71.25   -32.75    1989     110       1   6.147   0.619   6.807    13.573
   -71.25   -32.75    1989     110       2   6.589   0.495   7.216    14.300
   -71.25   -32.75    1989     110       3   7.945   0.833   7.100    15.878
   -71.25   -32.75    1989     110       4   8.626   1.124   6.868    16.618
   -71.25   -32.75    1989     131       0   9.345   0.381   7.064    16.790
   -71.25   -32.75    1989     131       1  10.415   0.339   7.307    18.061
   -71.25   -32.75    1989     131       2  11.825   0.503   7.216    19.544
   -71.25   -32.75    1989     131       3  12.747   0.525   6.832    20.104
   -71.25   -32.75    1989     131       4  13.410   0.428   7.215    21.053
   -71.25   -32.75    1989     132       0  14.421   0.372   6.854    21.647
   -71.25   -32.75    1989     132       1  15.060   0.255   6.793    22.108
   -71.25   -32.75    1989     132       2  16.269   0.243   6.970    23.482
   -71.25   -32.75    1989     132       3  16.939   0.484   6.827    24.250
   -71.25   -32.75    1989     132       4  18.096   0.506   7.183    25.785
   -71.25   -32.75    1989     133       0  18.565   0.235   7.114    25.915
   -71.25   -32.75    1989     133       1  18.858   0.793   6.978    26.630
   -71.25   -32.75    1989     133       2  19.908   0.196   6.577    26.681
   -71.25   -32.75    1989     133       3  20.891   0.610   7.025    28.526
   -71.25   -32.75    1989     133       4  22.183   0.486   7.170    29.839
   -71.25   -32.75    1989     134       0  23.230   0.291   7.104    30.625
   -71.25   -32.75    1989     134       1  24.084   0.364   7.243    31.691
   -71.25   -32.75    1989     134       2  24.349   0.465   7.004    31.818
   -71.25   -32.75    1989     134       3  24.797   0.335   6.995    32.127
   -71.25   -32.75    1989     134       4  25.278   0.533   7.061    32.872
   -71.25   -32.75    1989     140       0  26.403   0.839   7.158    34.400
   -71.25   -32.75    1989     140       1  27.579   0.212   6.695    34.487
   -71.25   -32.75    1989     140       2  28.423   0.578   6.727    35.728
   -71.25   -32.75    1989     140       3  29.211   0.329   6.911    36.451
   -71.25   -32.75    1989     140       4  30.378   0.478   6.933    37.789
   -71.25   -32.75    1989     160       0  31.659   0.850   6.811    39.320
   -71.25   -32.75    1989     160       1  32.931   0.554   6.603    40.088
   -71.25   -32.75    1989     160       2  33.186   0.311   6.866    40.364
   -71.25   -32.75    1989     160       3  33.642   0.234   6.619    40.495
   -71.25   -32.75    1989     160       4  34.833   0.329   6.494    41.656
