      Lon      Lat    Year   Stand   Patch     TeBE_tm    TeBE_itm  TeBE_itscl     TeBS_tm    TeBS_itm       TeE_s       TeR_s        TeNE     BBS_itm     BBE_itm        BE_s         C3G   Total
   -71.25   -32.75    1958     140       3        0.00        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.00        0.00        0.02    0.04
   -71.25   -32.75    1958     140       4        0.00        0.00        0.00        0.00        0.00        0.01        0.01        0.00        0.00        0.00        0.00        0.08    0.11
   -71.25   -32.75    1958     160       0        0.00        0.00        0.00        0.01        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.04    0.05
   -71.25   -32.75    1958     160       1        0.00        0.00        0.00        0.00        0.00        0.05        0.02        0.00        0.00        0.00        0.00        0.05    0.13
   -71.25   -32.75    1958     160       2        0.00        0.00        0.00        0.01        0.00        0.05        0.02        0.00        0.00        0.00        0.00        0.06    0.14
   -71.25   -32.75    1958     160       3        0.00        0.00        0.00        0.00        0.01        0.04        0.01        0.00        0.00        0.00        0.00        0.06    0.12
   -71.25   -32.75    1958     160       4        0.00        0.00        0.00        0.00        0.00        0.01        0.02        0.00        0.00        0.00        0.00        0.04    0.07
   -71.25   -32.75    1959       0       0        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.00        0.00        0.00        0.04    0.05
   -71.25   -32.75    1959       0       1        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00    0.00
   -71.25   -32.75    1959       0       2        0.00        0.00        0.00        0.01        0.01        0.00        0.00        0.00        0.00        0.00        0.00        0.07    0.09
   -71.25   -32.75    1959       0       3        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.00        0.00        0.00        0.06    0.08
   -71.25   -32.75    1959       0       4        0.00        0.00        0.00        0.00        0.00        0.03        0.01        0.00        0.00        0.00        0.00        0.06    0.09
   -71.25   -32.75    1959     110       0        0.00        0.00        0.00        0.00        0.00        0.06        0.16        0.00        0.00        0.00        0.00        0.00    0.22
   -71.25   -32.75    1959     110       1        0.00        0.00        0.00        0.00        0.00        0.01        0.03        0.00        0.00        0.00        0.00        0.01    0.05
   -71.25   -32.75    1959     110       2        0.00        0.00        0.00        0.00        0.00        0.07        0.10        0.00        0.00        0.00        0.00        0.00    0.18
   -71.25   -32.75    1959     110       3        0.00        0.00        0.00        0.00        0.00        0.00        0.02        0.00        0.00        0.00        0.00        0.05    0.07
   -71.25   -32.75    1959     110       4        0.00        0.00        0.00        0.00        0.00        0.01        0.03        0.00        0.00        0.00        0.00        0.04    0.08
   -71.25   -32.75    1959     131       0        0.00        0.00        0.00        0.00        0.00        0.03        0.07        0.00        0.00        0.00        0.00        0.03    0.13
   -71.25   -32.75    1959     131       1        0.00        0.00        0.00        0.00        0.00        0.01        0.03        0.00        0.00        0.00        0.00        0.02    0.07
   -71.25   -32.75    1959     131       2        0.00        0.00        0.00        0.00        0.00        0.02        0.03        0.00        0.00        0.00        0.00        0.06    0.10
   -71.25   -32.75    1959     131       3        0.00        0.00        0.00        0.00        0.00        0.04        0.02        0.00        0.00        0.00        0.00        0.05    0.11
   -71.25   -32.75    1959     131       4        0.00        0.00        0.00        0.00        0.00        0.03        0.08        0.00        0.00        0.00        0.00        0.03    0.13
   -71.25   -32.75    1959     132       0        0.00        0.00        0.00        0.00        0.00        0.02        0.01        0.00        0.00        0.00        0.00        0.02    0.05
