      Lon      Lat    Year   Stand   Patch     VegN  LitterN    SoilN     Total
   -71.25   -32.75    1979     160       4   0.2615   0.0038   0.6939    0.9592
   -71.25   -32.75    1980       0       0   0.0084   0.0036   1.1256    1.1376
   -71.25   -32.75    1980       0       1   0.0107   0.0061   1.1337    1.1505
   -71.25   -32.75    1980       0       2   0.0186   0.0052   1.1297    1.1535
   -71.25   -32.75    1980       0       3   0.0216   0.0046   1.1149    1.1411
   -71.25   -32.75    1980       0       4   0.0265   0.0035   1.1145    1.1445
   -71.25   -32.75    1980     110       0   0.0332   0.0033   0.7327    0.7693
   -71.25   -32.75    1980     110       1   0.0408   0.0046   0.7174    0.7628
   -71.25   -32.75    1980     110       2   0.0493   0.0052   0.7512    0.8057
   -71.25   -32.75    1980     110       3   0.0584   0.0043   0.7421    0.8047
   -71.25   -32.75    1980     110       4   0.0684   0.0050   0.7266    0.7999
   -71.25   -32.75    1980     131       0   0.0768   0.0041   0.7481    0.8289
   -71.25   -32.75    1980     131       1   0.0802   0.0053   0.7605    0.8459
   -71.25   -32.75    1980     131       2   0.0896   0.0035   0.7648    0.8580
   -71.25   -32.75    1980     131       3   0.0983   0.0032   0.7308    0.8322
   -71.25   -32.75    1980     131       4   0.1069   0.0045   0.7531    0.8645
   -71.25   -32.75    1980     132       0   0.1140   0.0041   0.7301    0.8482
   -71.25   -32.75    1980     132       1   0.1157   0.0027   0.7110    0.8294
   -71.25   -32.75    1980     132       2   0.1205   0.0052   0.7290    0.8547
   -71.25   -32.75    1980     132       3   0.1261   0.0027   0.7239    0.8527
   -71.25   -32.75    1980     132       4   0.1340   0.0031   0.7472    0.8843
   -71.25   -32.75    1980     133       0   0.1418   0.0042   0.7569    0.9029
   -71.25   -32.75    1980     133       1   0.1475   0.0056   0.7366    0.8897
   -71.25   -32.75    1980     133       2   0.1498   0.0020   0.7143    0.8661
   -71.25   -32.75    1980     133       3   0.1559   0.0045   0.7360    0.8964
   -71.25   -32.75    1980     133       4   0.1608   0.0058   0.7533    0.9199
   -71.25   -32.75    1980     134       0   0.1679   0.0040   0.7518    0.9237
   -71.25   -32.75    1980     134       1   0.1750   0.0045   0.7481    0.9276
   -71.25   -32.75    1980     134       2   0.1799   0.0028   0.7452    0.9280
   -71.25   -32.75    1980     134       3   0.1835   0.0037   0.7330    0.9202
   -71.25   -32.75    1980     134       4   0.1908   0.0054   0.7427    0.9388
   -71.25   -32.75    1980     140       0   0.1988   0.0056   0.7403    0.9447
   -71.25   -32.75    1980     140       1   0.2022   0.0029   0.7215    0.9265
   -71.25   -32.75    1980     140       2   0.2052   0.0011   0.7144    0.9207
   -71.25   -32.75    1980     140       3   0.2105   0.0046   0.7348    0.9499
   -71.25   -32.75    1980     140       4   0.2179   0.0038   0.7223    0.9440
   -71.25   -32.75    1980     160       0   0.2249   0.0035   0.7069    0.9353
   -71.25   -32.75    1980     160       1   0.2322   0.0035   0.6908    0.9266
   -71.25   -32.75    1980     160       2   0.2414   0.0046   0.7201    0.9662
   -71.25   -32.75    1980     160       3   0.2505   0.0028   0.7038    0.9572
   -71.25   -32.75    1980     160       4   0.2595   0.0036   0.6942    0.9573
   -71.25   -32.75    1981       0       0   0.0083   0.0037   1.1264    1.1384
   -71.25   -32.75    1981       0       1   0.0111   0.0067   1.1414    1.1591
   -71.25   -32.75    1981       0       2   0.0188   0.0057   1.1324    1.1569
   -71.25   -32.75    1981       0       3   0.0227   0.0060   1.1250    1.1538
   -71.25   -32.75    1981       0       4   0.0275   0.0038   1.1155    1.1468
   -71.25   -32.75    1981     110       0   0.0343   0.0034   0.7330    0.7708
   -71.25   -32.75    1981     110       1   0.0393   0.0042   0.7173    0.7607
   -71.25   -32.75    1981     110       2   0.0468   0.0047   0.7509    0.8025
   -71.25   -32.75    1981     110       3   0.0555   0.0045   0.7436    0.8036
   -71.25   -32.75    1981     110       4   0.0658   0.0041   0.7255    0.7954
   -71.25   -32.75    1981     131       0   0.0728   0.0043   0.7489    0.8260
   -71.25   -32.75    1981     131       1   0.0773   0.0061   0.7703    0.8537
   -71.25   -32.75    1981     131       2   0.0852   0.0038   0.7654    0.8543
   -71.25   -32.75    1981     131       3   0.0943   0.0041   0.7327    0.8311
   -71.25   -32.75    1981     131       4   0.1023   0.0049   0.7542    0.8614
   -71.25   -32.75    1981     132       0   0.1095   0.0036   0.7294    0.8425
   -71.25   -32.75    1981     132       1   0.1119   0.0030   0.7142    0.8291
   -71.25   -32.75    1981     132       2   0.1193   0.0059   0.7378    0.8630
   -71.25   -32.75    1981     132       3   0.1242   0.0027   0.7243    0.8511
   -71.25   -32.75    1981     132       4   0.1319   0.0039   0.7481    0.8839
   -71.25   -32.75    1981     133       0   0.1397   0.0038   0.7574    0.9010
   -71.25   -32.75    1981     133       1   0.1457   0.0041   0.7349    0.8846
   -71.25   -32.75    1981     133       2   0.1482   0.0018   0.7129    0.8629
   -71.25   -32.75    1981     133       3   0.1542   0.0048   0.7372    0.8962
   -71.25   -32.75    1981     133       4   0.1613   0.0061   0.7609    0.9283
   -71.25   -32.75    1981     134       0   0.1685   0.0039   0.7523    0.9247
   -71.25   -32.75    1981     134       1   0.1753   0.0049   0.7506    0.9308
   -71.25   -32.75    1981     134       2   0.1805   0.0028   0.7449    0.9282
   -71.25   -32.75    1981     134       3   0.1850   0.0046   0.7413    0.9310
   -71.25   -32.75    1981     134       4   0.1930   0.0056   0.7446    0.9432
   -71.25   -32.75    1981     140       0   0.1988   0.0053   0.7403    0.9445
   -71.25   -32.75    1981     140       1   0.2023   0.0033   0.7252    0.9307
   -71.25   -32.75    1981     140       2   0.2057   0.0012   0.7135    0.9203
   -71.25   -32.75    1981     140       3   0.2115   0.0032   0.7291    0.9439
   -71.25   -32.75    1981     140       4   0.2190   0.0040   0.7235    0.9465
   -71.25   -32.75    1981     160       0   0.2221   0.0039   0.7093    0.9353
   -71.25   -32.75    1981     160       1   0.2284   0.0039   0.6921    0.9245
   -71.25   -32.75    1981     160       2   0.2360   0.0050   0.7222    0.9632
   -71.25   -32.75    1981     160       3   0.2454   0.0035   0.7063    0.9553
   -71.25   -32.75    1981     160       4   0.2545   0.0035   0.6950    0.9531
   -71.25   -32.75    1982       0       0   0.0074   0.0036   1.1262    1.1372
   -71.25   -32.75    1982       0       1   0.0105   0.0045   1.1351    1.1501
   -71.25   -32.75    1982       0       2   0.0178   0.0057   1.1338    1.1573
   -71.25   -32.75    1982       0       3   0.0221   0.0038   1.1172    1.1431
   -71.25   -32.75    1982       0       4   0.0267   0.0037   1.1155    1.1459
   -71.25   -32.75    1982     110       0   0.0319   0.0033   0.7328    0.7680
   -71.25   -32.75    1982     110       1   0.0375   0.0054   0.7201    0.7630
   -71.25   -32.75    1982     110       2   0.0439   0.0051   0.7524    0.8014
   -71.25   -32.75    1982     110       3   0.0471   0.0050   0.7458    0.7980
   -71.25   -32.75    1982     110       4   0.0575   0.0038   0.7254    0.7866
   -71.25   -32.75    1982     131       0   0.0645   0.0051   0.7516    0.8212
   -71.25   -32.75    1982     131       1   0.0691   0.0040   0.7625    0.8356
   -71.25   -32.75    1982     131       2   0.0754   0.0044   0.7663    0.8461
   -71.25   -32.75    1982     131       3   0.0807   0.0034   0.7320    0.8161
   -71.25   -32.75    1982     131       4   0.0892   0.0052   0.7550    0.8493
   -71.25   -32.75    1982     132       0   0.0948   0.0036   0.7299    0.8282
   -71.25   -32.75    1982     132       1   0.0967   0.0021   0.7115    0.8103
   -71.25   -32.75    1982     132       2   0.1038   0.0037   0.7312    0.8388
   -71.25   -32.75    1982     132       3   0.1086   0.0030   0.7250    0.8367
   -71.25   -32.75    1982     132       4   0.1158   0.0044   0.7494    0.8695
   -71.25   -32.75    1982     133       0   0.1234   0.0037   0.7580    0.8851
   -71.25   -32.75    1982     133       1   0.1295   0.0037   0.7349    0.8682
   -71.25   -32.75    1982     133       2   0.1322   0.0016   0.7116    0.8455
   -71.25   -32.75    1982     133       3   0.1382   0.0049   0.7386    0.8817
   -71.25   -32.75    1982     133       4   0.1456   0.0040   0.7541    0.9038
   -71.25   -32.75    1982     134       0   0.1528   0.0036   0.7523    0.9088
   -71.25   -32.75    1982     134       1   0.1593   0.0052   0.7526    0.9171
   -71.25   -32.75    1982     134       2   0.1644   0.0027   0.7443    0.9115
   -71.25   -32.75    1982     134       3   0.1691   0.0029   0.7338    0.9058
   -71.25   -32.75    1982     134       4   0.1749   0.0047   0.7442    0.9238
   -71.25   -32.75    1982     140       0   0.1814   0.0063   0.7430    0.9307
   -71.25   -32.75    1982     140       1   0.1851   0.0023   0.7214    0.9087
   -71.25   -32.75    1982     140       2   0.1886   0.0013   0.7128    0.9027
   -71.25   -32.75    1982     140       3   0.1949   0.0031   0.7278    0.9259
   -71.25   -32.75    1982     140       4   0.2016   0.0045   0.7253    0.9313
   -71.25   -32.75    1982     160       0   0.2061   0.0046   0.7162    0.9269
   -71.25   -32.75    1982     160       1   0.2112   0.0044   0.6935    0.9090
   -71.25   -32.75    1982     160       2   0.2184   0.0055   0.7245    0.9483
   -71.25   -32.75    1982     160       3   0.2278   0.0029   0.7058    0.9365
   -71.25   -32.75    1982     160       4   0.2325   0.0034   0.6953    0.9312
   -71.25   -32.75    1983       0       0   0.0076   0.0040   1.1263    1.1379
   -71.25   -32.75    1983       0       1   0.0116   0.0043   1.1328    1.1488
   -71.25   -32.75    1983       0       2   0.0188   0.0055   1.1336    1.1578
   -71.25   -32.75    1983       0       3   0.0236   0.0039   1.1154    1.1429
   -71.25   -32.75    1983       0       4   0.0282   0.0036   1.1146    1.1463
   -71.25   -32.75    1983     110       0   0.0340   0.0041   0.7334    0.7714
   -71.25   -32.75    1983     110       1   0.0401   0.0041   0.7178    0.7620
   -71.25   -32.75    1983     110       2   0.0465   0.0051   0.7520    0.8036
   -71.25   -32.75    1983     110       3   0.0517   0.0054   0.7499    0.8070
   -71.25   -32.75    1983     110       4   0.0624   0.0035   0.7247    0.7906
   -71.25   -32.75    1983     131       0   0.0683   0.0042   0.7503    0.8228
   -71.25   -32.75    1983     131       1   0.0712   0.0039   0.7608    0.8359
   -71.25   -32.75    1983     131       2   0.0778   0.0045   0.7659    0.8483
   -71.25   -32.75    1983     131       3   0.0835   0.0035   0.7348    0.8217
   -71.25   -32.75    1983     131       4   0.0911   0.0046   0.7530    0.8487
   -71.25   -32.75    1983     132       0   0.0932   0.0040   0.7303    0.8275
   -71.25   -32.75    1983     132       1   0.0966   0.0024   0.7140    0.8130
   -71.25   -32.75    1983     132       2   0.1037   0.0039   0.7310    0.8386
   -71.25   -32.75    1983     132       3   0.1087   0.0027   0.7237    0.8351
   -71.25   -32.75    1983     132       4   0.1164   0.0047   0.7496    0.8706
   -71.25   -32.75    1983     133       0   0.1236   0.0035   0.7579    0.8849
   -71.25   -32.75    1983     133       1   0.1302   0.0034   0.7346    0.8682
   -71.25   -32.75    1983     133       2   0.1331   0.0015   0.7103    0.8449
   -71.25   -32.75    1983     133       3   0.1393   0.0044   0.7384    0.8821
   -71.25   -32.75    1983     133       4   0.1453   0.0037   0.7519    0.9010
   -71.25   -32.75    1983     134       0   0.1528   0.0035   0.7516    0.9079
   -71.25   -32.75    1983     134       1   0.1590   0.0050   0.7525    0.9165
   -71.25   -32.75    1983     134       2   0.1644   0.0026   0.7433    0.9103
   -71.25   -32.75    1983     134       3   0.1696   0.0028   0.7321    0.9046
   -71.25   -32.75    1983     134       4   0.1764   0.0056   0.7463    0.9283
   -71.25   -32.75    1983     140       0   0.1834   0.0051   0.7409    0.9294
   -71.25   -32.75    1983     140       1   0.1875   0.0020   0.7198    0.9093
   -71.25   -32.75    1983     140       2   0.1917   0.0015   0.7122    0.9054
   -71.25   -32.75    1983     140       3   0.1981   0.0031   0.7264    0.9276
   -71.25   -32.75    1983     140       4   0.2019   0.0049   0.7268    0.9336
   -71.25   -32.75    1983     160       0   0.2081   0.0029   0.7080    0.9191
   -71.25   -32.75    1983     160       1   0.2138   0.0045   0.6940    0.9122
   -71.25   -32.75    1983     160       2   0.2220   0.0047   0.7223    0.9490
   -71.25   -32.75    1983     160       3   0.2314   0.0027   0.7051    0.9393
   -71.25   -32.75    1983     160       4   0.2350   0.0035   0.6975    0.9361
   -71.25   -32.75    1984       0       0   0.0078   0.0035   1.1254    1.1368
   -71.25   -32.75    1984       0       1   0.0123   0.0047   1.1332    1.1502
   -71.25   -32.75    1984       0       2   0.0194   0.0055   1.1337    1.1586
   -71.25   -32.75    1984       0       3   0.0251   0.0045   1.1166    1.1462
   -71.25   -32.75    1984       0       4   0.0298   0.0036   1.1143    1.1477
   -71.25   -32.75    1984     110       0   0.0359   0.0035   0.7321    0.7715
   -71.25   -32.75    1984     110       1   0.0424   0.0038   0.7175    0.7637
   -71.25   -32.75    1984     110       2   0.0465   0.0049   0.7517    0.8030
   -71.25   -32.75    1984     110       3   0.0516   0.0033   0.7423    0.7972
   -71.25   -32.75    1984     110       4   0.0603   0.0034   0.7245    0.7882
   -71.25   -32.75    1984     131       0   0.0628   0.0046   0.7511    0.8185
   -71.25   -32.75    1984     131       1   0.0671   0.0044   0.7649    0.8365
   -71.25   -32.75    1984     131       2   0.0741   0.0039   0.7648    0.8428
   -71.25   -32.75    1984     131       3   0.0792   0.0026   0.7306    0.8124
   -71.25   -32.75    1984     131       4   0.0866   0.0054   0.7544    0.8464
   -71.25   -32.75    1984     132       0   0.0891   0.0045   0.7334    0.8270
   -71.25   -32.75    1984     132       1   0.0930   0.0019   0.7121    0.8070
   -71.25   -32.75    1984     132       2   0.1007   0.0041   0.7308    0.8355
   -71.25   -32.75    1984     132       3   0.1061   0.0027   0.7237    0.8325
   -71.25   -32.75    1984     132       4   0.1125   0.0047   0.7494    0.8666
   -71.25   -32.75    1984     133       0   0.1139   0.0034   0.7576    0.8749
   -71.25   -32.75    1984     133       1   0.1210   0.0032   0.7348    0.8590
   -71.25   -32.75    1984     133       2   0.1241   0.0015   0.7094    0.8350
   -71.25   -32.75    1984     133       3   0.1292   0.0041   0.7381    0.8714
   -71.25   -32.75    1984     133       4   0.1362   0.0046   0.7529    0.8938
   -71.25   -32.75    1984     134       0   0.1440   0.0034   0.7514    0.8988
   -71.25   -32.75    1984     134       1   0.1500   0.0051   0.7533    0.9084
   -71.25   -32.75    1984     134       2   0.1526   0.0026   0.7427    0.8979
   -71.25   -32.75    1984     134       3   0.1583   0.0033   0.7330    0.8945
   -71.25   -32.75    1984     134       4   0.1640   0.0045   0.7449    0.9133
   -71.25   -32.75    1984     140       0   0.1685   0.0049   0.7411    0.9146
   -71.25   -32.75    1984     140       1   0.1731   0.0019   0.7191    0.8941
   -71.25   -32.75    1984     140       2   0.1782   0.0018   0.7124    0.8924
   -71.25   -32.75    1984     140       3   0.1833   0.0037   0.7271    0.9141
   -71.25   -32.75    1984     140       4   0.1894   0.0049   0.7297    0.9239
   -71.25   -32.75    1984     160       0   0.1961   0.0032   0.7070    0.9063
   -71.25   -32.75    1984     160       1   0.2020   0.0037   0.6931    0.8989
   -71.25   -32.75    1984     160       2   0.2044   0.0044   0.7211    0.9299
   -71.25   -32.75    1984     160       3   0.2138   0.0026   0.7049    0.9213
   -71.25   -32.75    1984     160       4   0.2177   0.0035   0.6960    0.9172
   -71.25   -32.75    1985       0       0   0.0077   0.0035   1.1249    1.1360
   -71.25   -32.75    1985       0       1   0.0125   0.0051   1.1341    1.1517
   -71.25   -32.75    1985       0       2   0.0191   0.0055   1.1331    1.1577
   -71.25   -32.75    1985       0       3   0.0252   0.0048   1.1185    1.1484
   -71.25   -32.75    1985       0       4   0.0299   0.0036   1.1140    1.1475
   -71.25   -32.75    1985     110       0   0.0363   0.0033   0.7316    0.7712
   -71.25   -32.75    1985     110       1   0.0430   0.0036   0.7171    0.7637
   -71.25   -32.75    1985     110       2   0.0478   0.0047   0.7533    0.8058
   -71.25   -32.75    1985     110       3   0.0521   0.0037   0.7410    0.7967
   -71.25   -32.75    1985     110       4   0.0612   0.0046   0.7259    0.7917
   -71.25   -32.75    1985     131       0   0.0640   0.0043   0.7536    0.8219
   -71.25   -32.75    1985     131       1   0.0687   0.0034   0.7595    0.8316
   -71.25   -32.75    1985     131       2   0.0759   0.0037   0.7642    0.8438
   -71.25   -32.75    1985     131       3   0.0814   0.0030   0.7304    0.8147
   -71.25   -32.75    1985     131       4   0.0899   0.0056   0.7547    0.8501
   -71.25   -32.75    1985     132       0   0.0929   0.0032   0.7287    0.8247
   -71.25   -32.75    1985     132       1   0.0978   0.0023   0.7133    0.8135
   -71.25   -32.75    1985     132       2   0.1061   0.0041   0.7302    0.8403
   -71.25   -32.75    1985     132       3   0.1117   0.0028   0.7238    0.8382
   -71.25   -32.75    1985     132       4   0.1193   0.0054   0.7505    0.8751
   -71.25   -32.75    1985     133       0   0.1210   0.0036   0.7608    0.8854
   -71.25   -32.75    1985     133       1   0.1268   0.0033   0.7350    0.8650
   -71.25   -32.75    1985     133       2   0.1301   0.0015   0.7085    0.8401
   -71.25   -32.75    1985     133       3   0.1356   0.0044   0.7387    0.8787
   -71.25   -32.75    1985     133       4   0.1432   0.0040   0.7503    0.8976
   -71.25   -32.75    1985     134       0   0.1513   0.0034   0.7511    0.9057
   -71.25   -32.75    1985     134       1   0.1576   0.0051   0.7534    0.9161
   -71.25   -32.75    1985     134       2   0.1603   0.0041   0.7450    0.9095
   -71.25   -32.75    1985     134       3   0.1665   0.0037   0.7339    0.9041
   -71.25   -32.75    1985     134       4   0.1703   0.0050   0.7463    0.9216
   -71.25   -32.75    1985     140       0   0.1758   0.0063   0.7438    0.9259
   -71.25   -32.75    1985     140       1   0.1798   0.0019   0.7184    0.9002
   -71.25   -32.75    1985     140       2   0.1861   0.0021   0.7129    0.9011
   -71.25   -32.75    1985     140       3   0.1923   0.0042   0.7290    0.9255
   -71.25   -32.75    1985     140       4   0.1982   0.0033   0.7234    0.9250
   -71.25   -32.75    1985     160       0   0.2060   0.0036   0.7077    0.9173
   -71.25   -32.75    1985     160       1   0.2123   0.0037   0.6936    0.9096
   -71.25   -32.75    1985     160       2   0.2153   0.0048   0.7268    0.9469
   -71.25   -32.75    1985     160       3   0.2248   0.0025   0.7041    0.9314
   -71.25   -32.75    1985     160       4   0.2291   0.0027   0.6939    0.9257
   -71.25   -32.75    1986       0       0   0.0079   0.0035   1.1252    1.1366
   -71.25   -32.75    1986       0       1   0.0135   0.0051   1.1340    1.1526
   -71.25   -32.75    1986       0       2   0.0201   0.0057   1.1335    1.1592
   -71.25   -32.75    1986       0       3   0.0270   0.0048   1.1191    1.1508
   -71.25   -32.75    1986       0       4   0.0319   0.0035   1.1136    1.1489
   -71.25   -32.75    1986     110       0   0.0360   0.0032   0.7310    0.7702
   -71.25   -32.75    1986     110       1   0.0430   0.0034   0.7166    0.7630
   -71.25   -32.75    1986     110       2   0.0484   0.0040   0.7504    0.8028
   -71.25   -32.75    1986     110       3   0.0542   0.0041   0.7410    0.7993
   -71.25   -32.75    1986     110       4   0.0636   0.0039   0.7247    0.7922
   -71.25   -32.75    1986     131       0   0.0668   0.0031   0.7482    0.8181
   -71.25   -32.75    1986     131       1   0.0736   0.0035   0.7578    0.8349
   -71.25   -32.75    1986     131       2   0.0811   0.0035   0.7638    0.8484
   -71.25   -32.75    1986     131       3   0.0870   0.0025   0.7284    0.8179
   -71.25   -32.75    1986     131       4   0.0916   0.0049   0.7532    0.8497
   -71.25   -32.75    1986     132       0   0.0951   0.0027   0.7269    0.8248
   -71.25   -32.75    1986     132       1   0.1014   0.0026   0.7149    0.8189
   -71.25   -32.75    1986     132       2   0.1103   0.0043   0.7304    0.8449
   -71.25   -32.75    1986     132       3   0.1164   0.0027   0.7239    0.8430
   -71.25   -32.75    1986     132       4   0.1241   0.0047   0.7488    0.8775
   -71.25   -32.75    1986     133       0   0.1262   0.0023   0.7547    0.8832
   -71.25   -32.75    1986     133       1   0.1306   0.0035   0.7376    0.8717
   -71.25   -32.75    1986     133       2   0.1345   0.0015   0.7077    0.8436
   -71.25   -32.75    1986     133       3   0.1406   0.0038   0.7373    0.8818
   -71.25   -32.75    1986     133       4   0.1487   0.0041   0.7496    0.9024
   -71.25   -32.75    1986     134       0   0.1566   0.0033   0.7507    0.9107
   -71.25   -32.75    1986     134       1   0.1642   0.0049   0.7527    0.9218
   -71.25   -32.75    1986     134       2   0.1674   0.0031   0.7426    0.9131
   -71.25   -32.75    1986     134       3   0.1724   0.0039   0.7346    0.9109
   -71.25   -32.75    1986     134       4   0.1767   0.0044   0.7479    0.9290
   -71.25   -32.75    1986     140       0   0.1827   0.0050   0.7416    0.9293
   -71.25   -32.75    1986     140       1   0.1870   0.0023   0.7189    0.9082
   -71.25   -32.75    1986     140       2   0.1870   0.0023   0.7137    0.9031
   -71.25   -32.75    1986     140       3   0.1927   0.0035   0.7263    0.9225
   -71.25   -32.75    1986     140       4   0.1996   0.0039   0.7233    0.9268
   -71.25   -32.75    1986     160       0   0.2091   0.0036   0.7072    0.9200
   -71.25   -32.75    1986     160       1   0.2158   0.0034   0.6931    0.9123
   -71.25   -32.75    1986     160       2   0.2197   0.0030   0.7196    0.9422
   -71.25   -32.75    1986     160       3   0.2295   0.0025   0.7039    0.9359
   -71.25   -32.75    1986     160       4   0.2343   0.0024   0.6928    0.9295
   -71.25   -32.75    1987       0       0   0.0082   0.0032   1.1240    1.1354
   -71.25   -32.75    1987       0       1   0.0137   0.0052   1.1348    1.1538
   -71.25   -32.75    1987       0       2   0.0206   0.0055   1.1333    1.1595
   -71.25   -32.75    1987       0       3   0.0274   0.0052   1.1214    1.1540
   -71.25   -32.75    1987       0       4   0.0325   0.0034   1.1131    1.1491
   -71.25   -32.75    1987     110       0   0.0348   0.0044   0.7330    0.7722
   -71.25   -32.75    1987     110       1   0.0398   0.0033   0.7159    0.7590
   -71.25   -32.75    1987     110       2   0.0449   0.0037   0.7484    0.7969
   -71.25   -32.75    1987     110       3   0.0449   0.0034   0.7383    0.7865
   -71.25   -32.75    1987     110       4   0.0497   0.0036   0.7241    0.7774
   -71.25   -32.75    1987     131       0   0.0535   0.0028   0.7466    0.8029
   -71.25   -32.75    1987     131       1   0.0609   0.0037   0.7570    0.8216
   -71.25   -32.75    1987     131       2   0.0668   0.0033   0.7632    0.8333
   -71.25   -32.75    1987     131       3   0.0708   0.0023   0.7272    0.8003
   -71.25   -32.75    1987     131       4   0.0771   0.0051   0.7563    0.8385
   -71.25   -32.75    1987     132       0   0.0810   0.0025   0.7255    0.8090
   -71.25   -32.75    1987     132       1   0.0874   0.0030   0.7179    0.8083
   -71.25   -32.75    1987     132       2   0.0966   0.0043   0.7306    0.8316
   -71.25   -32.75    1987     132       3   0.1006   0.0027   0.7244    0.8277
   -71.25   -32.75    1987     132       4   0.1076   0.0049   0.7487    0.8612
   -71.25   -32.75    1987     133       0   0.1107   0.0021   0.7534    0.8662
   -71.25   -32.75    1987     133       1   0.1143   0.0040   0.7365    0.8547
   -71.25   -32.75    1987     133       2   0.1186   0.0015   0.7070    0.8272
   -71.25   -32.75    1987     133       3   0.1238   0.0038   0.7374    0.8650
   -71.25   -32.75    1987     133       4   0.1305   0.0041   0.7490    0.8836
   -71.25   -32.75    1987     134       0   0.1384   0.0035   0.7509    0.8928
   -71.25   -32.75    1987     134       1   0.1426   0.0049   0.7537    0.9013
   -71.25   -32.75    1987     134       2   0.1460   0.0027   0.7415    0.8902
   -71.25   -32.75    1987     134       3   0.1486   0.0046   0.7376    0.8908
   -71.25   -32.75    1987     134       4   0.1532   0.0035   0.7445    0.9012
   -71.25   -32.75    1987     140       0   0.1586   0.0048   0.7417    0.9051
   -71.25   -32.75    1987     140       1   0.1631   0.0020   0.7174    0.8824
   -71.25   -32.75    1987     140       2   0.1631   0.0082   0.7236    0.8948
   -71.25   -32.75    1987     140       3   0.1693   0.0039   0.7264    0.8997
   -71.25   -32.75    1987     140       4   0.1759   0.0039   0.7224    0.9022
   -71.25   -32.75    1987     160       0   0.1759   0.0038   0.7076    0.8873
   -71.25   -32.75    1987     160       1   0.1807   0.0033   0.6928    0.8768
   -71.25   -32.75    1987     160       2   0.1856   0.0027   0.7172    0.9056
   -71.25   -32.75    1987     160       3   0.1888   0.0025   0.7035    0.8948
   -71.25   -32.75    1987     160       4   0.1938   0.0023   0.6918    0.8879
   -71.25   -32.75    1988       0       0   0.0084   0.0031   1.1235    1.1350
   -71.25   -32.75    1988       0       1   0.0110   0.0051   1.1355    1.1516
   -71.25   -32.75    1988       0       2   0.0177   0.0054   1.1340    1.1570
   -71.25   -32.75    1988       0       3   0.0206   0.0049   1.1216    1.1471
   -71.25   -32.75    1988       0       4   0.0257   0.0035   1.1131    1.1424
   -71.25   -32.75    1988     110       0   0.0282   0.0046   0.7328    0.7655
   -71.25   -32.75    1988     110       1   0.0337   0.0041   0.7170    0.7549
   -71.25   -32.75    1988     110       2   0.0356   0.0040   0.7487    0.7883
   -71.25   -32.75    1988     110       3   0.0356   0.0084   0.7457    0.7897
   -71.25   -32.75    1988     110       4   0.0405   0.0059   0.7275    0.7739
   -71.25   -32.75    1988     131       0   0.0449   0.0026   0.7447    0.7922
   -71.25   -32.75    1988     131       1   0.0531   0.0043   0.7587    0.8161
   -71.25   -32.75    1988     131       2   0.0594   0.0041   0.7642    0.8278
   -71.25   -32.75    1988     131       3   0.0637   0.0034   0.7280    0.7951
   -71.25   -32.75    1988     131       4   0.0672   0.0035   0.7517    0.8224
   -71.25   -32.75    1988     132       0   0.0714   0.0024   0.7243    0.7980
   -71.25   -32.75    1988     132       1   0.0755   0.0030   0.7195    0.7979
   -71.25   -32.75    1988     132       2   0.0816   0.0043   0.7310    0.8169
   -71.25   -32.75    1988     132       3   0.0856   0.0038   0.7267    0.8161
   -71.25   -32.75    1988     132       4   0.0939   0.0050   0.7494    0.8484
   -71.25   -32.75    1988     133       0   0.0963   0.0019   0.7515    0.8497
   -71.25   -32.75    1988     133       1   0.0984   0.0033   0.7374    0.8390
   -71.25   -32.75    1988     133       2   0.1032   0.0016   0.7066    0.8114
   -71.25   -32.75    1988     133       3   0.1087   0.0041   0.7384    0.8512
   -71.25   -32.75    1988     133       4   0.1168   0.0050   0.7506    0.8724
   -71.25   -32.75    1988     134       0   0.1250   0.0032   0.7498    0.8780
   -71.25   -32.75    1988     134       1   0.1312   0.0052   0.7589    0.8953
   -71.25   -32.75    1988     134       2   0.1321   0.0025   0.7406    0.8752
   -71.25   -32.75    1988     134       3   0.1346   0.0041   0.7415    0.8802
   -71.25   -32.75    1988     134       4   0.1396   0.0032   0.7430    0.8858
   -71.25   -32.75    1988     140       0   0.1454   0.0049   0.7425    0.8927
   -71.25   -32.75    1988     140       1   0.1500   0.0018   0.7166    0.8685
   -71.25   -32.75    1988     140       2   0.1549   0.0053   0.7167    0.8769
   -71.25   -32.75    1988     140       3   0.1587   0.0034   0.7249    0.8870
   -71.25   -32.75    1988     140       4   0.1664   0.0044   0.7229    0.8937
   -71.25   -32.75    1988     160       0   0.1664   0.0112   0.7206    0.8982
   -71.25   -32.75    1988     160       1   0.1713   0.0041   0.6944    0.8698
   -71.25   -32.75    1988     160       2   0.1738   0.0027   0.7173    0.8938
   -71.25   -32.75    1988     160       3   0.1772   0.0031   0.7087    0.8890
   -71.25   -32.75    1988     160       4   0.1826   0.0022   0.6909    0.8757
   -71.25   -32.75    1989       0       0   0.0088   0.0030   1.1230    1.1348
   -71.25   -32.75    1989       0       1   0.0119   0.0055   1.1405    1.1579
   -71.25   -32.75    1989       0       2   0.0178   0.0054   1.1353    1.1586
   -71.25   -32.75    1989       0       3   0.0218   0.0056   1.1290    1.1564
   -71.25   -32.75    1989       0       4   0.0270   0.0035   1.1130    1.1435
   -71.25   -32.75    1989     110       0   0.0300   0.0036   0.7309    0.7646
