      Lon      Lat    Year   Stand   Patch     VegN  LitterN    SoilN     Total
   -71.25   -32.75    1950       0       0   0.0019   0.0030   1.1212    1.1260
   -71.25   -32.75    1950       0       1   0.0037   0.0031   1.1124    1.1192
   -71.25   -32.75    1950       0       2   0.0101   0.0031   1.1187    1.1319
   -71.25   -32.75    1950       0       3   0.0105   0.0031   1.1039    1.1175
   -71.25   -32.75    1950       0       4   0.0108   0.0024   1.1135    1.1267
   -71.25   -32.75    1950     110       0   0.0109   0.0057   0.7528    0.7694
   -71.25   -32.75    1950     110       1   0.0109   0.0053   0.7377    0.7540
   -71.25   -32.75    1950     110       2   0.0111   0.0051   0.7592    0.7755
   -71.25   -32.75    1950     110       3   0.0114   0.0044   0.7402    0.7560
   -71.25   -32.75    1950     110       4   0.0118   0.0018   0.7153    0.7289
   -71.25   -32.75    1950     131       0   0.0119   0.0055   0.7589    0.7763
   -71.25   -32.75    1950     131       1   0.0122   0.0046   0.7527    0.7695
   -71.25   -32.75    1950     131       2   0.0123   0.0058   0.7873    0.8054
   -71.25   -32.75    1950     131       3   0.0143   0.0032   0.7354    0.7528
   -71.25   -32.75    1950     131       4   0.0145   0.0048   0.7466    0.7658
   -71.25   -32.75    1950     132       0   0.0149   0.0053   0.7334    0.7535
   -71.25   -32.75    1950     132       1   0.0149   0.0049   0.7379    0.7577
   -71.25   -32.75    1950     132       2   0.0171   0.0028   0.7236    0.7435
   -71.25   -32.75    1950     132       3   0.0173   0.0053   0.7456    0.7682
   -71.25   -32.75    1950     132       4   0.0174   0.0033   0.7407    0.7614
   -71.25   -32.75    1950     133       0   0.0178   0.0050   0.7673    0.7901
   -71.25   -32.75    1950     133       1   0.0183   0.0028   0.7335    0.7546
   -71.25   -32.75    1950     133       2   0.0184   0.0005   0.7092    0.7281
   -71.25   -32.75    1950     133       3   0.0186   0.0038   0.7379    0.7603
   -71.25   -32.75    1950     133       4   0.0186   0.0039   0.7447    0.7672
   -71.25   -32.75    1950     134       0   0.0188   0.0049   0.7628    0.7865
   -71.25   -32.75    1950     134       1   0.0201   0.0021   0.7279    0.7501
   -71.25   -32.75    1950     134       2   0.0206   0.0050   0.7592    0.7849
   -71.25   -32.75    1950     134       3   0.0208   0.0054   0.7438    0.7700
   -71.25   -32.75    1950     134       4   0.0210   0.0041   0.7524    0.7774
   -71.25   -32.75    1950     140       0   0.0214   0.0052   0.7387    0.7653
   -71.25   -32.75    1950     140       1   0.0256   0.0039   0.7294    0.7588
   -71.25   -32.75    1950     140       2   0.0256   0.0020   0.7256    0.7532
   -71.25   -32.75    1950     140       3   0.0270   0.0043   0.7276    0.7588
   -71.25   -32.75    1950     140       4   0.0270   0.0057   0.7224    0.7551
   -71.25   -32.75    1950     160       0   0.0272   0.0033   0.7086    0.7391
   -71.25   -32.75    1950     160       1   0.0274   0.0068   0.7034    0.7377
   -71.25   -32.75    1950     160       2   0.0274   0.0051   0.7227    0.7552
   -71.25   -32.75    1950     160       3   0.0321   0.0037   0.7107    0.7464
   -71.25   -32.75    1950     160       4   0.0321   0.0018   0.6951    0.7290
   -71.25   -32.75    1951       0       0   0.0019   0.0043   1.1273    1.1335
   -71.25   -32.75    1951       0       1   0.0028   0.0051   1.1190    1.1270
   -71.25   -32.75    1951       0       2   0.0092   0.0047   1.1235    1.1374
   -71.25   -32.75    1951       0       3   0.0096   0.0034   1.1028    1.1158
   -71.25   -32.75    1951       0       4   0.0098   0.0036   1.1168    1.1302
   -71.25   -32.75    1951     110       0   0.0099   0.0104   0.7597    0.7800
   -71.25   -32.75    1951     110       1   0.0100   0.0087   0.7481    0.7668
   -71.25   -32.75    1951     110       2   0.0102   0.0091   0.7699    0.7892
   -71.25   -32.75    1951     110       3   0.0104   0.0044   0.7390    0.7538
   -71.25   -32.75    1951     110       4   0.0111   0.0054   0.7198    0.7363
   -71.25   -32.75    1951     131       0   0.0113   0.0063   0.7599    0.7775
   -71.25   -32.75    1951     131       1   0.0115   0.0070   0.7584    0.7770
   -71.25   -32.75    1951     131       2   0.0116   0.0068   0.7953    0.8137
   -71.25   -32.75    1951     131       3   0.0136   0.0050   0.7450    0.7635
   -71.25   -32.75    1951     131       4   0.0138   0.0084   0.7566    0.7787
   -71.25   -32.75    1951     132       0   0.0142   0.0121   0.7430    0.7692
   -71.25   -32.75    1951     132       1   0.0143   0.0062   0.7413    0.7617
   -71.25   -32.75    1951     132       2   0.0164   0.0064   0.7306    0.7534
   -71.25   -32.75    1951     132       3   0.0166   0.0096   0.7510    0.7773
   -71.25   -32.75    1951     132       4   0.0167   0.0054   0.7459    0.7680
   -71.25   -32.75    1951     133       0   0.0171   0.0103   0.7770    0.8044
   -71.25   -32.75    1951     133       1   0.0176   0.0049   0.7403    0.7628
   -71.25   -32.75    1951     133       2   0.0178   0.0007   0.7076    0.7261
   -71.25   -32.75    1951     133       3   0.0180   0.0070   0.7481    0.7731
   -71.25   -32.75    1951     133       4   0.0181   0.0081   0.7549    0.7811
   -71.25   -32.75    1951     134       0   0.0182   0.0100   0.7723    0.8006
   -71.25   -32.75    1951     134       1   0.0203   0.0039   0.7310    0.7552
   -71.25   -32.75    1951     134       2   0.0208   0.0106   0.7667    0.7982
   -71.25   -32.75    1951     134       3   0.0210   0.0074   0.7513    0.7797
   -71.25   -32.75    1951     134       4   0.0211   0.0100   0.7605    0.7916
   -71.25   -32.75    1951     140       0   0.0214   0.0098   0.7499    0.7811
   -71.25   -32.75    1951     140       1   0.0237   0.0069   0.7319    0.7624
   -71.25   -32.75    1951     140       2   0.0237   0.0044   0.7320    0.7601
   -71.25   -32.75    1951     140       3   0.0251   0.0088   0.7373    0.7711
   -71.25   -32.75    1951     140       4   0.0252   0.0067   0.7306    0.7624
   -71.25   -32.75    1951     160       0   0.0253   0.0086   0.7159    0.7498
   -71.25   -32.75    1951     160       1   0.0255   0.0072   0.7062    0.7389
   -71.25   -32.75    1951     160       2   0.0259   0.0091   0.7339    0.7689
   -71.25   -32.75    1951     160       3   0.0305   0.0057   0.7147    0.7509
   -71.25   -32.75    1951     160       4   0.0305   0.0027   0.6940    0.7273
   -71.25   -32.75    1952       0       0   0.0019   0.0027   1.1213    1.1259
   -71.25   -32.75    1952       0       1   0.0029   0.0035   1.1139    1.1203
   -71.25   -32.75    1952       0       2   0.0095   0.0033   1.1183    1.1311
   -71.25   -32.75    1952       0       3   0.0099   0.0024   1.0989    1.1112
   -71.25   -32.75    1952       0       4   0.0102   0.0023   1.1121    1.1246
   -71.25   -32.75    1952     110       0   0.0102   0.0072   0.7525    0.7700
   -71.25   -32.75    1952     110       1   0.0103   0.0057   0.7387    0.7547
   -71.25   -32.75    1952     110       2   0.0104   0.0060   0.7596    0.7760
   -71.25   -32.75    1952     110       3   0.0107   0.0032   0.7349    0.7488
   -71.25   -32.75    1952     110       4   0.0125   0.0041   0.7181    0.7347
   -71.25   -32.75    1952     131       0   0.0126   0.0042   0.7523    0.7692
   -71.25   -32.75    1952     131       1   0.0129   0.0048   0.7521    0.7698
   -71.25   -32.75    1952     131       2   0.0130   0.0041   0.7847    0.8019
   -71.25   -32.75    1952     131       3   0.0151   0.0030   0.7382    0.7563
   -71.25   -32.75    1952     131       4   0.0154   0.0055   0.7478    0.7687
   -71.25   -32.75    1952     132       0   0.0157   0.0084   0.7366    0.7608
   -71.25   -32.75    1952     132       1   0.0158   0.0045   0.7362    0.7566
   -71.25   -32.75    1952     132       2   0.0180   0.0043   0.7244    0.7468
   -71.25   -32.75    1952     132       3   0.0182   0.0071   0.7459    0.7712
   -71.25   -32.75    1952     132       4   0.0183   0.0037   0.7410    0.7630
   -71.25   -32.75    1952     133       0   0.0187   0.0069   0.7682    0.7938
   -71.25   -32.75    1952     133       1   0.0193   0.0033   0.7343    0.7568
   -71.25   -32.75    1952     133       2   0.0200   0.0006   0.7059    0.7266
   -71.25   -32.75    1952     133       3   0.0202   0.0043   0.7390    0.7635
   -71.25   -32.75    1952     133       4   0.0203   0.0053   0.7468    0.7724
   -71.25   -32.75    1952     134       0   0.0204   0.0068   0.7644    0.7917
   -71.25   -32.75    1952     134       1   0.0243   0.0031   0.7299    0.7573
   -71.25   -32.75    1952     134       2   0.0249   0.0076   0.7617    0.7942
   -71.25   -32.75    1952     134       3   0.0251   0.0047   0.7421    0.7719
   -71.25   -32.75    1952     134       4   0.0252   0.0070   0.7546    0.7868
   -71.25   -32.75    1952     140       0   0.0256   0.0065   0.7405    0.7726
   -71.25   -32.75    1952     140       1   0.0301   0.0064   0.7379    0.7743
   -71.25   -32.75    1952     140       2   0.0301   0.0028   0.7273    0.7603
   -71.25   -32.75    1952     140       3   0.0314   0.0058   0.7292    0.7665
   -71.25   -32.75    1952     140       4   0.0315   0.0040   0.7206    0.7561
   -71.25   -32.75    1952     160       0   0.0317   0.0060   0.7110    0.7486
   -71.25   -32.75    1952     160       1   0.0322   0.0049   0.7005    0.7377
   -71.25   -32.75    1952     160       2   0.0327   0.0060   0.7243    0.7629
   -71.25   -32.75    1952     160       3   0.0377   0.0045   0.7129    0.7550
   -71.25   -32.75    1952     160       4   0.0377   0.0022   0.6917    0.7316
   -71.25   -32.75    1953       0       0   0.0019   0.0020   1.1178    1.1217
   -71.25   -32.75    1953       0       1   0.0030   0.0026   1.1108    1.1165
   -71.25   -32.75    1953       0       2   0.0103   0.0026   1.1157    1.1286
   -71.25   -32.75    1953       0       3   0.0108   0.0019   1.0963    1.1090
   -71.25   -32.75    1953       0       4   0.0111   0.0017   1.1089    1.1218
   -71.25   -32.75    1953     110       0   0.0111   0.0054   0.7489    0.7654
   -71.25   -32.75    1953     110       1   0.0112   0.0042   0.7343    0.7497
   -71.25   -32.75    1953     110       2   0.0114   0.0043   0.7547    0.7704
   -71.25   -32.75    1953     110       3   0.0116   0.0025   0.7319    0.7460
   -71.25   -32.75    1953     110       4   0.0135   0.0030   0.7189    0.7354
   -71.25   -32.75    1953     131       0   0.0141   0.0029   0.7481    0.7652
   -71.25   -32.75    1953     131       1   0.0144   0.0036   0.7486    0.7666
   -71.25   -32.75    1953     131       2   0.0145   0.0028   0.7795    0.7968
   -71.25   -32.75    1953     131       3   0.0158   0.0020   0.7356    0.7534
   -71.25   -32.75    1953     131       4   0.0159   0.0040   0.7439    0.7638
   -71.25   -32.75    1953     132       0   0.0163   0.0064   0.7338    0.7566
   -71.25   -32.75    1953     132       1   0.0164   0.0036   0.7331    0.7531
   -71.25   -32.75    1953     132       2   0.0186   0.0033   0.7215    0.7434
   -71.25   -32.75    1953     132       3   0.0188   0.0055   0.7432    0.7675
   -71.25   -32.75    1953     132       4   0.0189   0.0029   0.7383    0.7601
   -71.25   -32.75    1953     133       0   0.0193   0.0051   0.7644    0.7888
   -71.25   -32.75    1953     133       1   0.0199   0.0024   0.7316    0.7539
   -71.25   -32.75    1953     133       2   0.0221   0.0007   0.7052    0.7279
   -71.25   -32.75    1953     133       3   0.0225   0.0030   0.7347    0.7603
   -71.25   -32.75    1953     133       4   0.0226   0.0038   0.7430    0.7693
   -71.25   -32.75    1953     134       0   0.0227   0.0050   0.7608    0.7886
   -71.25   -32.75    1953     134       1   0.0281   0.0027   0.7313    0.7621
   -71.25   -32.75    1953     134       2   0.0289   0.0056   0.7595    0.7939
   -71.25   -32.75    1953     134       3   0.0291   0.0034   0.7378    0.7703
   -71.25   -32.75    1953     134       4   0.0292   0.0052   0.7515    0.7859
   -71.25   -32.75    1953     140       0   0.0303   0.0045   0.7368    0.7716
   -71.25   -32.75    1953     140       1   0.0327   0.0038   0.7325    0.7690
   -71.25   -32.75    1953     140       2   0.0328   0.0021   0.7250    0.7598
   -71.25   -32.75    1953     140       3   0.0341   0.0043   0.7258    0.7641
   -71.25   -32.75    1953     140       4   0.0342   0.0028   0.7159    0.7529
   -71.25   -32.75    1953     160       0   0.0343   0.0045   0.7085    0.7473
   -71.25   -32.75    1953     160       1   0.0359   0.0034   0.6980    0.7374
   -71.25   -32.75    1953     160       2   0.0377   0.0044   0.7234    0.7656
   -71.25   -32.75    1953     160       3   0.0436   0.0038   0.7140    0.7614
   -71.25   -32.75    1953     160       4   0.0436   0.0018   0.6898    0.7352
   -71.25   -32.75    1954       0       0   0.0020   0.0016   1.1152    1.1188
   -71.25   -32.75    1954       0       1   0.0037   0.0023   1.1090    1.1151
   -71.25   -32.75    1954       0       2   0.0118   0.0026   1.1147    1.1292
   -71.25   -32.75    1954       0       3   0.0135   0.0017   1.0947    1.1099
   -71.25   -32.75    1954       0       4   0.0143   0.0014   1.1066    1.1223
   -71.25   -32.75    1954     110       0   0.0195   0.0040   0.7442    0.7678
   -71.25   -32.75    1954     110       1   0.0196   0.0032   0.7304    0.7531
   -71.25   -32.75    1954     110       2   0.0197   0.0033   0.7503    0.7734
   -71.25   -32.75    1954     110       3   0.0201   0.0020   0.7291    0.7512
   -71.25   -32.75    1954     110       4   0.0223   0.0036   0.7268    0.7527
   -71.25   -32.75    1954     131       0   0.0241   0.0023   0.7450    0.7713
   -71.25   -32.75    1954     131       1   0.0243   0.0028   0.7453    0.7724
   -71.25   -32.75    1954     131       2   0.0245   0.0021   0.7750    0.8015
   -71.25   -32.75    1954     131       3   0.0281   0.0025   0.7396    0.7701
   -71.25   -32.75    1954     131       4   0.0287   0.0032   0.7406    0.7725
   -71.25   -32.75    1954     132       0   0.0292   0.0050   0.7314    0.7656
   -71.25   -32.75    1954     132       1   0.0293   0.0029   0.7302    0.7624
   -71.25   -32.75    1954     132       2   0.0315   0.0026   0.7189    0.7530
   -71.25   -32.75    1954     132       3   0.0317   0.0044   0.7405    0.7766
   -71.25   -32.75    1954     132       4   0.0318   0.0023   0.7358    0.7699
   -71.25   -32.75    1954     133       0   0.0324   0.0039   0.7611    0.7973
   -71.25   -32.75    1954     133       1   0.0335   0.0024   0.7329    0.7687
   -71.25   -32.75    1954     133       2   0.0379   0.0011   0.7062    0.7452
   -71.25   -32.75    1954     133       3   0.0394   0.0023   0.7316    0.7733
   -71.25   -32.75    1954     133       4   0.0394   0.0028   0.7395    0.7818
   -71.25   -32.75    1954     134       0   0.0396   0.0038   0.7575    0.8010
   -71.25   -32.75    1954     134       1   0.0425   0.0031   0.7347    0.7803
   -71.25   -32.75    1954     134       2   0.0448   0.0045   0.7579    0.8072
   -71.25   -32.75    1954     134       3   0.0450   0.0026   0.7341    0.7816
   -71.25   -32.75    1954     134       4   0.0452   0.0039   0.7486    0.7976
   -71.25   -32.75    1954     140       0   0.0480   0.0035   0.7344    0.7860
   -71.25   -32.75    1954     140       1   0.0524   0.0044   0.7391    0.7959
   -71.25   -32.75    1954     140       2   0.0525   0.0016   0.7227    0.7768
   -71.25   -32.75    1954     140       3   0.0538   0.0032   0.7227    0.7797
   -71.25   -32.75    1954     140       4   0.0539   0.0021   0.7120    0.7679
   -71.25   -32.75    1954     160       0   0.0541   0.0034   0.7060    0.7636
   -71.25   -32.75    1954     160       1   0.0577   0.0029   0.6969    0.7575
   -71.25   -32.75    1954     160       2   0.0605   0.0033   0.7200    0.7838
   -71.25   -32.75    1954     160       3   0.0663   0.0038   0.7170    0.7870
   -71.25   -32.75    1954     160       4   0.0663   0.0016   0.6879    0.7557
   -71.25   -32.75    1955       0       0   0.0023   0.0014   1.1132    1.1170
   -71.25   -32.75    1955       0       1   0.0058   0.0024   1.1090    1.1173
   -71.25   -32.75    1955       0       2   0.0144   0.0031   1.1158    1.1333
   -71.25   -32.75    1955       0       3   0.0180   0.0018   1.0948    1.1146
   -71.25   -32.75    1955       0       4   0.0201   0.0014   1.1053    1.1268
   -71.25   -32.75    1955     110       0   0.0214   0.0047   0.7404    0.7664
   -71.25   -32.75    1955     110       1   0.0214   0.0025   0.7265    0.7504
   -71.25   -32.75    1955     110       2   0.0214   0.0025   0.7461    0.7700
   -71.25   -32.75    1955     110       3   0.0222   0.0018   0.7266    0.7506
   -71.25   -32.75    1955     110       4   0.0254   0.0031   0.7276    0.7562
   -71.25   -32.75    1955     131       0   0.0293   0.0020   0.7436    0.7749
   -71.25   -32.75    1955     131       1   0.0296   0.0023   0.7420    0.7738
   -71.25   -32.75    1955     131       2   0.0298   0.0016   0.7707    0.8021
   -71.25   -32.75    1955     131       3   0.0338   0.0017   0.7354    0.7709
   -71.25   -32.75    1955     131       4   0.0356   0.0026   0.7382    0.7764
   -71.25   -32.75    1955     132       0   0.0369   0.0040   0.7294    0.7704
   -71.25   -32.75    1955     132       1   0.0371   0.0024   0.7272    0.7667
   -71.25   -32.75    1955     132       2   0.0393   0.0021   0.7163    0.7577
   -71.25   -32.75    1955     132       3   0.0395   0.0036   0.7376    0.7808
   -71.25   -32.75    1955     132       4   0.0398   0.0019   0.7333    0.7750
   -71.25   -32.75    1955     133       0   0.0411   0.0031   0.7584    0.8026
   -71.25   -32.75    1955     133       1   0.0425   0.0022   0.7332    0.7778
   -71.25   -32.75    1955     133       2   0.0480   0.0017   0.7097    0.7595
   -71.25   -32.75    1955     133       3   0.0513   0.0020   0.7301    0.7834
   -71.25   -32.75    1955     133       4   0.0514   0.0021   0.7361    0.7897
   -71.25   -32.75    1955     134       0   0.0519   0.0030   0.7544    0.8093
   -71.25   -32.75    1955     134       1   0.0543   0.0040   0.7426    0.8009
   -71.25   -32.75    1955     134       2   0.0586   0.0038   0.7581    0.8205
   -71.25   -32.75    1955     134       3   0.0590   0.0020   0.7305    0.7916
   -71.25   -32.75    1955     134       4   0.0592   0.0030   0.7454    0.8076
   -71.25   -32.75    1955     140       0   0.0640   0.0032   0.7343    0.8015
   -71.25   -32.75    1955     140       1   0.0689   0.0030   0.7335    0.8054
   -71.25   -32.75    1955     140       2   0.0691   0.0013   0.7204    0.7907
   -71.25   -32.75    1955     140       3   0.0704   0.0025   0.7196    0.7925
   -71.25   -32.75    1955     140       4   0.0709   0.0016   0.7083    0.7808
   -71.25   -32.75    1955     160       0   0.0711   0.0027   0.7033    0.7771
   -71.25   -32.75    1955     160       1   0.0760   0.0029   0.6982    0.7771
   -71.25   -32.75    1955     160       2   0.0807   0.0032   0.7201    0.8040
   -71.25   -32.75    1955     160       3   0.0867   0.0037   0.7175    0.8079
   -71.25   -32.75    1955     160       4   0.0868   0.0014   0.6859    0.7740
   -71.25   -32.75    1956       0       0   0.0035   0.0017   1.1124    1.1176
   -71.25   -32.75    1956       0       1   0.0094   0.0030   1.1106    1.1230
   -71.25   -32.75    1956       0       2   0.0188   0.0038   1.1173    1.1399
   -71.25   -32.75    1956       0       3   0.0218   0.0026   1.0967    1.1211
   -71.25   -32.75    1956       0       4   0.0266   0.0019   1.1057    1.1341
   -71.25   -32.75    1956     110       0   0.0288   0.0086   0.7599    0.7972
   -71.25   -32.75    1956     110       1   0.0289   0.0020   0.7228    0.7537
   -71.25   -32.75    1956     110       2   0.0289   0.0021   0.7421    0.7731
   -71.25   -32.75    1956     110       3   0.0313   0.0017   0.7249    0.7580
   -71.25   -32.75    1956     110       4   0.0334   0.0027   0.7244    0.7605
   -71.25   -32.75    1956     131       0   0.0396   0.0025   0.7443    0.7864
   -71.25   -32.75    1956     131       1   0.0400   0.0019   0.7390    0.7809
   -71.25   -32.75    1956     131       2   0.0409   0.0013   0.7672    0.8094
   -71.25   -32.75    1956     131       3   0.0438   0.0024   0.7358    0.7820
   -71.25   -32.75    1956     131       4   0.0480   0.0025   0.7373    0.7878
   -71.25   -32.75    1956     132       0   0.0497   0.0035   0.7284    0.7817
   -71.25   -32.75    1956     132       1   0.0500   0.0021   0.7244    0.7765
   -71.25   -32.75    1956     132       2   0.0512   0.0018   0.7139    0.7669
   -71.25   -32.75    1956     132       3   0.0515   0.0030   0.7349    0.7894
   -71.25   -32.75    1956     132       4   0.0524   0.0017   0.7311    0.7852
   -71.25   -32.75    1956     133       0   0.0542   0.0028   0.7569    0.8138
   -71.25   -32.75    1956     133       1   0.0574   0.0022   0.7338    0.7934
   -71.25   -32.75    1956     133       2   0.0641   0.0028   0.7130    0.7799
   -71.25   -32.75    1956     133       3   0.0698   0.0024   0.7305    0.8026
   -71.25   -32.75    1956     133       4   0.0701   0.0017   0.7331    0.8049
   -71.25   -32.75    1956     134       0   0.0717   0.0025   0.7519    0.8261
   -71.25   -32.75    1956     134       1   0.0738   0.0031   0.7408    0.8177
   -71.25   -32.75    1956     134       2   0.0799   0.0040   0.7597    0.8436
   -71.25   -32.75    1956     134       3   0.0812   0.0017   0.7277    0.8106
   -71.25   -32.75    1956     134       4   0.0814   0.0023   0.7424    0.8260
   -71.25   -32.75    1956     140       0   0.0874   0.0037   0.7363    0.8273
   -71.25   -32.75    1956     140       1   0.0932   0.0034   0.7331    0.8298
   -71.25   -32.75    1956     140       2   0.0938   0.0011   0.7183    0.8132
   -71.25   -32.75    1956     140       3   0.0951   0.0020   0.7167    0.8138
   -71.25   -32.75    1956     140       4   0.0967   0.0014   0.7055    0.8036
   -71.25   -32.75    1956     160       0   0.0970   0.0021   0.7007    0.7998
   -71.25   -32.75    1956     160       1   0.1031   0.0035   0.6998    0.8064
   -71.25   -32.75    1956     160       2   0.1090   0.0035   0.7213    0.8337
   -71.25   -32.75    1956     160       3   0.1155   0.0039   0.7178    0.8372
   -71.25   -32.75    1956     160       4   0.1156   0.0012   0.6840    0.8009
   -71.25   -32.75    1957       0       0   0.0027   0.0027   1.1145    1.1200
   -71.25   -32.75    1957       0       1   0.0101   0.0041   1.1146    1.1288
   -71.25   -32.75    1957       0       2   0.0198   0.0046   1.1200    1.1444
   -71.25   -32.75    1957       0       3   0.0256   0.0046   1.1096    1.1397
   -71.25   -32.75    1957       0       4   0.0323   0.0029   1.1089    1.1441
   -71.25   -32.75    1957     110       0   0.0355   0.0050   0.7486    0.7891
   -71.25   -32.75    1957     110       1   0.0358   0.0016   0.7195    0.7569
   -71.25   -32.75    1957     110       2   0.0410   0.0017   0.7377    0.7804
   -71.25   -32.75    1957     110       3   0.0462   0.0020   0.7254    0.7736
   -71.25   -32.75    1957     110       4   0.0508   0.0037   0.7319    0.7864
   -71.25   -32.75    1957     131       0   0.0578   0.0034   0.7474    0.8086
   -71.25   -32.75    1957     131       1   0.0592   0.0017   0.7366    0.7975
   -71.25   -32.75    1957     131       2   0.0619   0.0012   0.7650    0.8281
   -71.25   -32.75    1957     131       3   0.0680   0.0037   0.7463    0.8180
   -71.25   -32.75    1957     131       4   0.0750   0.0029   0.7388    0.8168
   -71.25   -32.75    1957     132       0   0.0799   0.0040   0.7352    0.8191
   -71.25   -32.75    1957     132       1   0.0805   0.0019   0.7219    0.8043
   -71.25   -32.75    1957     132       2   0.0819   0.0016   0.7118    0.7953
   -71.25   -32.75    1957     132       3   0.0823   0.0026   0.7323    0.8173
   -71.25   -32.75    1957     132       4   0.0836   0.0016   0.7300    0.8153
   -71.25   -32.75    1957     133       0   0.0890   0.0034   0.7639    0.8563
   -71.25   -32.75    1957     133       1   0.0932   0.0019   0.7310    0.8261
   -71.25   -32.75    1957     133       2   0.1008   0.0035   0.7162    0.8205
   -71.25   -32.75    1957     133       3   0.1085   0.0031   0.7327    0.8443
   -71.25   -32.75    1957     133       4   0.1096   0.0014   0.7306    0.8416
   -71.25   -32.75    1957     134       0   0.1116   0.0024   0.7510    0.8650
   -71.25   -32.75    1957     134       1   0.1152   0.0029   0.7409    0.8591
   -71.25   -32.75    1957     134       2   0.1220   0.0045   0.7627    0.8892
   -71.25   -32.75    1957     134       3   0.1251   0.0017   0.7264    0.8532
   -71.25   -32.75    1957     134       4   0.1254   0.0018   0.7395    0.8667
   -71.25   -32.75    1957     140       0   0.1318   0.0041   0.7381    0.8740
   -71.25   -32.75    1957     140       1   0.1385   0.0040   0.7351    0.8776
   -71.25   -32.75    1957     140       2   0.1401   0.0010   0.7169    0.8581
   -71.25   -32.75    1957     140       3   0.1416   0.0016   0.7140    0.8572
   -71.25   -32.75    1957     140       4   0.1454   0.0015   0.7045    0.8514
   -71.25   -32.75    1957     160       0   0.1458   0.0018   0.6983    0.8459
   -71.25   -32.75    1957     160       1   0.1530   0.0040   0.7014    0.8584
   -71.25   -32.75    1957     160       2   0.1606   0.0039   0.7222    0.8867
   -71.25   -32.75    1957     160       3   0.1676   0.0041   0.7186    0.8903
   -71.25   -32.75    1957     160       4   0.1681   0.0011   0.6825    0.8518
   -71.25   -32.75    1958       0       0   0.0052   0.0044   1.1262    1.1359
   -71.25   -32.75    1958       0       1   0.0127   0.0051   1.1201    1.1378
   -71.25   -32.75    1958       0       2   0.0225   0.0052   1.1236    1.1513
   -71.25   -32.75    1958       0       3   0.0256   0.0031   1.1052    1.1339
   -71.25   -32.75    1958       0       4   0.0293   0.0043   1.1138    1.1474
   -71.25   -32.75    1958     110       0   0.0343   0.0045   0.7480    0.7868
   -71.25   -32.75    1958     110       1   0.0351   0.0015   0.7168    0.7534
   -71.25   -32.75    1958     110       2   0.0383   0.0033   0.7343    0.7758
   -71.25   -32.75    1958     110       3   0.0414   0.0028   0.7293    0.7735
   -71.25   -32.75    1958     110       4   0.0442   0.0026   0.7279    0.7746
   -71.25   -32.75    1958     131       0   0.0514   0.0041   0.7515    0.8070
   -71.25   -32.75    1958     131       1   0.0549   0.0017   0.7357    0.7923
   -71.25   -32.75    1958     131       2   0.0598   0.0016   0.7655    0.8270
   -71.25   -32.75    1958     131       3   0.0665   0.0025   0.7405    0.8095
   -71.25   -32.75    1958     131       4   0.0744   0.0038   0.7433    0.8215
   -71.25   -32.75    1958     132       0   0.0801   0.0030   0.7322    0.8153
   -71.25   -32.75    1958     132       1   0.0814   0.0018   0.7200    0.8032
   -71.25   -32.75    1958     132       2   0.0831   0.0015   0.7100    0.7945
   -71.25   -32.75    1958     132       3   0.0839   0.0024   0.7301    0.8164
   -71.25   -32.75    1958     132       4   0.0875   0.0024   0.7356    0.8255
   -71.25   -32.75    1958     133       0   0.0939   0.0026   0.7600    0.8565
   -71.25   -32.75    1958     133       1   0.0995   0.0028   0.7337    0.8360
   -71.25   -32.75    1958     133       2   0.1071   0.0042   0.7218    0.8331
   -71.25   -32.75    1958     133       3   0.1148   0.0040   0.7380    0.8567
   -71.25   -32.75    1958     133       4   0.1178   0.0013   0.7295    0.8487
   -71.25   -32.75    1958     134       0   0.1221   0.0032   0.7579    0.8831
   -71.25   -32.75    1958     134       1   0.1265   0.0022   0.7369    0.8656
   -71.25   -32.75    1958     134       2   0.1336   0.0048   0.7663    0.9047
   -71.25   -32.75    1958     134       3   0.1383   0.0020   0.7276    0.8679
   -71.25   -32.75    1958     134       4   0.1389   0.0015   0.7370    0.8774
   -71.25   -32.75    1958     140       0   0.1459   0.0043   0.7398    0.8900
   -71.25   -32.75    1958     140       1   0.1527   0.0043   0.7382    0.8952
   -71.25   -32.75    1958     140       2   0.1545   0.0012   0.7170    0.8727
   -71.25   -32.75    1958     140       3   0.1561   0.0014   0.7117    0.8692
   -71.25   -32.75    1958     140       4   0.1617   0.0021   0.7069    0.8707
   -71.25   -32.75    1958     160       0   0.1628   0.0016   0.6964    0.8607
   -71.25   -32.75    1958     160       1   0.1702   0.0044   0.7056    0.8802
   -71.25   -32.75    1958     160       2   0.1779   0.0044   0.7259    0.9082
   -71.25   -32.75    1958     160       3   0.1850   0.0042   0.7209    0.9101
   -71.25   -32.75    1958     160       4   0.1865   0.0011   0.6815    0.8692
   -71.25   -32.75    1959       0       0   0.0030   0.0028   1.1215    1.1273
   -71.25   -32.75    1959       0       1   0.0030   0.0053   1.1235    1.1318
   -71.25   -32.75    1959       0       2   0.0132   0.0051   1.1256    1.1439
   -71.25   -32.75    1959       0       3   0.0183   0.0046   1.1139    1.1368
   -71.25   -32.75    1959       0       4   0.0241   0.0060   1.1273    1.1574
   -71.25   -32.75    1959     110       0   0.0307   0.0045   0.7488    0.7839
   -71.25   -32.75    1959     110       1   0.0319   0.0015   0.7149    0.7483
