      Lon      Lat    Year   Stand   Patch     TeBE_tm    TeBE_itm  TeBE_itscl     TeBS_tm    TeBS_itm       TeE_s       TeR_s        TeNE     BBS_itm     BBE_itm        BE_s         C3G
   -71.25   -32.75    1972     131       0        0.00        0.00        0.00        0.00        0.00        1.31        2.34        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     131       1        0.00        0.00        6.31        0.00        0.00        0.69        0.92        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     131       2        0.00        0.00        0.00        0.00        0.00        1.80        2.68        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     131       3        0.00        0.00        0.00        7.92        0.00        2.11        2.85        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     131       4        0.00        0.00        0.00        0.00        0.00        1.04        1.94        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     132       0        0.00        0.00        0.00        5.02        0.00        1.64        2.64        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     132       1        0.00        0.00        0.00        0.00        0.00        3.01        3.60        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     132       2        0.00        0.00        7.21        0.00        0.00        0.85        1.17        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     132       3        0.00        0.00        0.00        8.50        0.00        2.55        3.35        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     132       4        0.00        0.00        6.50        0.00        0.00        0.68        1.07        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     133       0        0.00        0.00        0.00        0.00        0.00        1.20        2.32        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     133       1        0.00        0.00        0.00        0.00        0.00        2.02        3.08        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     133       2        0.00        0.00        0.00        8.21        0.00        2.15        3.13        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     133       3        3.13        0.00        0.00        7.20        7.59        1.53        2.65        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     133       4        0.00        0.00        0.00        0.00        0.00        1.21        1.96        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     134       0        0.00        0.00        0.00        0.00        0.00        1.88        2.73        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     134       1        0.00        2.82        6.45        0.00        0.00        0.68        1.01        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     134       2        0.00        0.00        0.00        7.48        0.00        1.84        2.94        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     134       3        0.00        0.00        0.00        0.00        0.00        2.98        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     134       4        0.00        0.00        0.00       11.49        0.00        2.03        2.74        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     140       0        0.00        0.00        0.00        5.62        0.00        1.19        2.47        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     140       1        0.00        0.00        0.00        7.74        0.00        2.35        3.30        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     140       2        0.00        0.00        0.00       11.89       11.74        1.90        2.72        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     140       3        0.00        0.00        8.97        0.00        0.00        0.91        1.44        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     140       4        0.00        0.00        8.07        0.00        0.00        0.69        1.29        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     160       0        4.81        4.83        5.62        0.00        0.00        0.63        0.75        4.77        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     160       1        0.00        0.00        0.00        4.15        0.00        1.60        2.71        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     160       2        0.00        0.00        0.00        0.00        0.00        1.07        2.04        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     160       3        0.00        0.00        0.00        5.08        5.15        1.72        2.82        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1972     160       4        7.53        0.00        0.00       11.28       10.06        1.84        3.06        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973       0       0        0.00        0.00        0.00        0.00        0.00        1.96        2.33        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973       0       1        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973       0       2        0.00        0.00        6.48        5.25        5.27        0.74        1.11        3.31        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973       0       3        0.00        0.00        0.00        0.00        0.00        2.23        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973       0       4        0.00        0.00        0.00        0.00        0.00        2.06        2.72        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     110       0        0.00        0.00        0.00        0.00        0.00        1.97        3.07        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     110       1        0.00        0.00        0.00        0.00        0.00        2.11        2.85        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     110       2        0.00        0.00        0.00        0.00        0.00        0.77        1.66        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     110       3        0.00        0.00        0.00        0.00        0.00        0.82        1.57        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     110       4        0.00        0.00        0.00        0.00        0.00        2.14        3.15        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     131       0        0.00        0.00        0.00        0.00        0.00        1.36        2.41        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     131       1        0.00        0.00        6.50        0.00        0.00        0.69        0.97        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     131       2        0.00        0.00        0.00        0.00        0.00        1.93        2.77        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     131       3        0.00        0.00        0.00        8.09        0.00        2.19        2.97        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     131       4        0.00        0.00        0.00        0.00        0.00        1.05        1.99        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     132       0        0.00        0.00        0.00        5.38        0.00        1.76        2.80        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     132       1        0.00        0.00        0.00        0.00        0.00        3.07        3.65        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     132       2        0.00        0.00        0.00        0.00        0.00        0.87        1.25        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     132       3        0.00        0.00        0.00        9.07        0.00        2.64        3.46        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     132       4        0.00        0.00        7.00        0.00        0.00        0.00        1.10        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     133       0        0.00        0.00        0.00        0.00        0.00        1.23        2.39        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     133       1        0.00        0.00        0.00        0.00        0.00        2.12        3.16        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     133       2        0.00        0.00        0.00        8.68        0.00        2.28        3.24        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     133       3        3.56        0.00        0.00        7.22        7.70        1.57        2.71        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     133       4        0.00        0.00        0.00        0.00        0.00        1.22        2.01        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     134       0        0.00        0.00        0.00        0.00        0.00        1.93        2.82        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     134       1        0.00        0.46        6.63        0.00        0.00        0.68        1.04        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     134       2        0.00        0.00        0.00        8.01        0.00        1.93        3.04        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     134       3        0.00        0.00        0.00        0.00        0.00        3.03        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     134       4        0.00        0.00        0.00       11.81        0.00        2.08        2.83        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     140       0        0.00        0.00        0.00        5.72        0.00        1.22        2.54        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     140       1        0.00        0.00        0.00        8.62        0.00        2.43        3.38        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     140       2        0.00        0.00        0.00       18.66       12.00        2.16        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     140       3        0.00        0.00        9.33        0.00        0.00        0.91        1.51        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     140       4        0.00        0.00        8.33        0.00        0.00        0.69        1.34        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     160       0        4.81        4.83        6.34        0.00        0.00        0.68        0.85        4.77        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     160       1        0.00        0.00        0.00        4.42        0.00        1.72        2.85        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     160       2        0.00        0.00        0.00        0.00        0.00        1.08        2.11        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     160       3        0.00        0.00        0.00        5.16        5.23        1.79        2.88        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1973     160       4        7.56        0.00        0.00       11.62       10.46        1.94        3.16        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974       0       0        0.00        0.00        0.00        0.00        0.00        1.99        2.38        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974       0       1        4.82        4.83        4.98        5.16        5.17        0.62        0.69        4.75        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974       0       2        0.00        0.00        6.67        0.00        0.00        0.74        1.11        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974       0       3        0.00        0.00        0.00        0.00        0.00        2.28        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974       0       4        0.00        0.00        0.00        0.00        0.00        2.08        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     110       0        0.00        0.00        0.00        0.00        0.00        2.00        3.08        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     110       1        0.00        0.00        0.00        0.00        0.00        2.12        2.78        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     110       2        0.00        0.00        0.00        0.00        0.00        0.77        1.66        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     110       3        0.00        0.00        0.00        0.00        0.00        0.82        1.57        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     110       4        0.00        0.00        0.00        0.00        0.00        2.19        3.17        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     131       0        0.00        0.00        0.00        0.00        0.00        1.36        2.45        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     131       1        0.00        0.00        6.50        0.00        0.00        0.00        0.97        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     131       2        0.00        0.00        0.00        0.00        0.00        2.02        2.85        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     131       3        0.00        0.00        0.00        8.09        0.00        2.19        2.99        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     131       4        0.00        0.00        0.00        0.00        0.00        1.05        1.99        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     132       0        0.00        0.00        0.00        5.54        0.00        1.84        2.86        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     132       1        0.00        0.00        0.00        0.00        0.00        3.13        3.68        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     132       2        0.00        0.00        0.00        0.00        0.00        0.92        1.38        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     132       3        0.00        0.00        0.00        9.19        0.00        2.65        3.46        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     132       4        0.00        0.00        7.20        0.00        0.00        0.00        1.18        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     133       0        0.00        0.00        0.00        0.00        0.00        1.24        2.39        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     133       1        0.00        0.00        0.00        0.00        0.00        2.17        3.17        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     133       2        0.00        0.00        0.00        8.88        0.00        2.28        3.25        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     133       3        0.00        0.00        0.00        7.22        7.70        1.57        2.74        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     133       4        0.00        0.00        0.00        0.00        0.00        1.22        2.01        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     134       0        0.00        0.00        0.00        0.00        0.00        2.00        2.94        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     134       1        0.00        0.00        6.63        0.00        0.00        0.10        1.04        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     134       2        0.00        0.00        0.00        0.00        0.00        2.02        2.99        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     134       3        0.00        0.00        0.00        0.00        0.00        3.03        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     134       4        0.00        0.00        0.00       11.82        0.00        2.08        2.84        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     140       0        0.00        0.00        0.00        5.80        0.00        1.24        2.62        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     140       1        0.00        0.00        0.00        9.47        0.00        2.44        3.38        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     140       2        0.00        0.00        0.00        0.00        0.00        2.36        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     140       3        0.00        0.00        9.33        0.00        0.00        0.91        1.51        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     140       4        0.00        0.00        8.33        0.00        0.00        0.69        1.34        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     160       0        4.81        4.83        7.01        0.00        0.00        0.76        0.98        4.77        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     160       1        0.00        0.00        0.00        4.67        0.00        1.77        2.89        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     160       2        0.00        0.00        0.00        0.00        0.00        1.08        2.11        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     160       3        0.00        0.00        0.00        5.16        5.23        1.79        2.89        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1974     160       4        7.56        0.00        0.00       11.62       10.53        1.97        3.17        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975       0       0        0.00        0.00        0.00        0.00        0.00        2.05        2.45        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975       0       1        4.82        4.83        5.15        5.16        5.17        0.62        0.69        4.75        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975       0       2        0.00        0.00        7.05        0.00        0.00        0.78        1.22        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975       0       3        0.00        0.00        0.00        0.00        0.00        2.34        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975       0       4        0.00        0.00        0.00        0.00        0.00        2.19        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     110       0        0.00        0.00        0.00        0.00        0.00        2.06        3.14        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     110       1        0.00        0.00        0.00        0.00        0.00        2.17        2.75        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     110       2        0.00        0.00        0.00        0.00        0.00        0.79        1.80        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     110       3        0.00        0.00        0.00        0.00        0.00        0.82        1.58        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     110       4        0.00        0.00        0.00        0.00        0.00        2.24        3.24        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     131       0        0.00        0.00        0.00        0.00        0.00        1.38        2.44        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     131       1        0.00        0.00        6.55        0.00        0.00        0.00        1.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     131       2        0.00        0.00        0.00        0.00        0.00        2.10        2.93        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     131       3        0.00        0.00        0.00        8.09        0.00        2.19        3.01        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     131       4        0.00        0.00        0.00        0.00        0.00        1.06        2.03        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     132       0        0.00        0.00        0.00        5.61        0.00        1.90        2.92        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     132       1        0.00        0.00        0.00        0.00        0.00        3.17        3.73        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     132       2        0.00        0.00        0.00        0.00        0.00        1.04        1.59        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     132       3        0.00        0.00        0.00        9.55        0.00        2.68        3.50        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     132       4        0.00        0.00        7.65        0.00        0.00        0.00        1.32        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     133       0        0.00        0.00        0.00        0.00        0.00        1.30        2.48        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     133       1        0.00        0.00        0.00        0.00        0.00        2.20        3.23        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     133       2        0.00        0.00        0.00        9.19        0.00        2.33        3.31        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     133       3        0.00        0.00        0.00        7.22        0.00        1.58        2.79        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     133       4        0.00        0.00        0.00        0.00        0.00        1.22        2.03        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     134       0        0.00        0.00        0.00        0.00        0.00        2.08        3.02        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     134       1        0.00        0.00        6.68        0.00        0.00        0.22        1.05        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     134       2        0.00        0.00        0.00        0.00        0.00        2.10        3.18        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     134       3        0.00        0.00        0.00        0.00        0.00        3.04        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     134       4        0.00        0.00        0.00       11.98        0.00        2.10        2.88        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     140       0        0.00        0.00        0.00        5.88        0.00        1.29        2.67        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     140       1        0.00        0.00        0.00       10.59        0.00        2.48        3.43        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     140       2        0.00        0.00        0.00        0.00        0.00        2.58        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     140       3        0.00        0.00        9.66        0.00        0.00        0.95        1.65        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     140       4        0.00        0.00        8.39        0.00        0.00        0.69        1.35        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     160       0        4.16        3.57        7.39        0.00        0.00        0.76        1.04        4.15        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     160       1        0.00        0.00        0.00        5.09        0.00        1.84        2.95        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     160       2        0.00        0.00        0.00        0.00        0.00        1.08        2.15        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     160       3        0.00        0.00        0.00        5.16        5.23        1.79        2.92        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1975     160       4        7.56        0.00        0.00       11.74       10.74        2.02        3.21        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976       0       0        0.00        0.00        0.00        0.00        0.00        2.11        2.53        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976       0       1        4.82        4.83        5.28        5.16        5.19        0.62        0.72        4.75        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976       0       2        0.00        0.00        7.49        0.00        0.00        0.82        1.32        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976       0       3        0.00        0.00        0.00        0.00        0.00        2.38        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976       0       4        0.00        0.00        0.00        0.00        0.00        2.26        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     110       0        0.00        0.00        0.00        0.00        0.00        2.12        3.17        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     110       1        0.00        0.00        0.00        0.00        0.00        2.25        2.83        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     110       2        0.00        0.00        0.00        0.00        0.00        0.82        1.93        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     110       3        0.00        0.00        0.00        0.00        0.00        0.82        1.61        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     110       4        0.00        0.00        0.00        0.00        0.00        2.29        3.26        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     131       0        0.00        0.00        0.00        0.00        0.00        1.38        2.50        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     131       1        0.00        0.00        6.60        0.00        0.00        0.00        1.02        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     131       2        0.00        0.00        0.00        0.00        0.00        2.16        2.99        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     131       3        0.00        0.00        0.00        8.09        0.00        2.19        3.03        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     131       4        0.00        0.00        0.00        0.00        0.00        1.06        2.07        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     132       0        0.00        0.00        0.00        5.61        0.00        1.95        2.97        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     132       1        0.00        0.00        0.00        0.00        0.00        3.18        3.73        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     132       2        0.00        0.00        0.00        0.00        0.00        1.12        1.75        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     132       3        0.00        0.00        0.00        9.85        0.00        2.71        3.54        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     132       4        0.00        0.00        8.10        0.00        0.00        0.00        1.45        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     133       0        0.00        0.00        0.00        0.00        0.00        1.38        2.59        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     133       1        0.00        0.00        0.00        0.00        0.00        2.28        3.25        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     133       2        0.00        0.00        0.00        0.00        0.00        2.39        3.36        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     133       3        0.00        0.00        0.00        7.22        0.00        1.58        2.84        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     133       4        0.00        0.00        0.00        0.00        0.00        1.22        2.05        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     134       0        0.00        0.00        0.00        0.00        0.00        2.15        3.08        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     134       1        0.00        0.00        6.71        0.00        0.00        0.56        1.07        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     134       2        0.00        0.00        0.00        0.00        0.00        2.20        3.22        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     134       3        0.00        0.00        0.00        0.00        0.00        3.05        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     134       4        0.00        0.00        0.00       11.99        0.00        2.13        2.94        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     140       0        0.00        0.00        0.00        5.95        0.00        1.35        2.74        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     140       1        0.00        0.00        0.00       11.73        0.00        2.51        3.46        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     140       2        0.00        0.00        0.00        0.00        0.00        2.78        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     140       3        0.00        0.00       10.01        0.00        0.00        0.98        1.76        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     140       4        0.00        0.00        8.45        0.00        0.00        0.69        1.37        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     160       0        0.00        0.47        7.48        0.00        0.00        0.76        1.07        2.78        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     160       1        0.00        0.00        0.00        5.32        0.00        1.89        3.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     160       2        0.00        0.00        0.00        0.00        0.00        1.08        2.19        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     160       3        0.00        0.00        0.00        5.16        5.23        1.80        2.96        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1976     160       4        7.56        0.00        0.00       11.80       10.87        2.07        3.14        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1977       0       0        0.00        0.00        0.00        0.00        0.00        2.19        2.62        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1977       0       1        4.82        4.83        5.36        5.16        5.21        0.62        0.74        4.75        0.00        0.00        0.00        0.00
   -71.25   -32.75    1977       0       2        0.00        0.00        8.03        0.00        0.00        0.88        1.41        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1977       0       3        0.00        0.00        0.00        0.00        0.00        2.44        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1977       0       4        0.00        0.00        0.00        0.00        0.00        2.33        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1977     110       0        0.00        0.00        0.00        0.00        0.00        2.22        3.27        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1977     110       1        0.00        0.00        0.00        0.00        0.00        2.33        2.95        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1977     110       2        0.00        0.00        0.00        0.00        0.00        0.88        2.09        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1977     110       3        0.00        0.00        0.00        0.00        0.00        0.84        1.76        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1977     110       4        0.00        0.00        0.00        0.00        0.00        2.36        3.34        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1977     131       0        0.00        0.00        0.00        0.00        0.00        1.43        2.55        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1977     131       1        0.00        0.00        6.67        0.00        0.00        0.00        1.04        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1977     131       2        0.00        0.00        0.00        0.00        0.00        2.23        3.10        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1977     131       3        0.00        0.00        0.00        8.13        0.00        2.24        3.12        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1977     131       4        0.00        0.00        0.00        0.00        0.00        1.08        2.13        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1977     132       0        0.00        0.00        0.00        5.64        0.00        2.01        3.07        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1977     132       1        0.00        0.00        0.00        0.00        0.00        3.25        3.79        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1977     132       2        0.00        0.00        0.00        0.00        0.00        1.17        1.89        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1977     132       3        0.00        0.00        0.00       10.37        0.00        2.69        3.64        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1977     132       4        0.00        0.00        8.69        0.00        0.00        0.00        1.60        0.00        0.00        0.00        0.00        0.00
