      Lon      Lat    Year   Stand   Patch      NH3      NOx      N2O       N2    NSoil    Total
   -71.25   -32.75    1958     131       2    0.023    1.094    0.166    3.333    0.388    5.004
   -71.25   -32.75    1958     131       3    0.028    1.325    0.201    4.037    1.164    6.756
   -71.25   -32.75    1958     131       4    0.052    2.457    0.373    7.486    0.609   10.977
   -71.25   -32.75    1958     132       0    0.033    1.541    0.234    4.693    0.743    7.244
   -71.25   -32.75    1958     132       1    0.001    0.059    0.009    0.180    0.267    0.517
   -71.25   -32.75    1958     132       2    0.001    0.035    0.005    0.107    0.230    0.379
   -71.25   -32.75    1958     132       3    0.001    0.069    0.011    0.211    0.278    0.571
   -71.25   -32.75    1958     132       4    0.008    0.371    0.056    1.130    0.314    1.879
   -71.25   -32.75    1958     133       0    0.040    1.905    0.289    5.804    0.834    8.873
   -71.25   -32.75    1958     133       1    0.037    1.741    0.264    5.303    0.526    7.871
   -71.25   -32.75    1958     133       2    0.044    2.109    0.320    6.425    0.838    9.737
   -71.25   -32.75    1958     133       3    0.041    1.929    0.293    5.878    0.787    8.929
   -71.25   -32.75    1958     133       4    0.016    0.738    0.112    2.249    0.283    3.397
   -71.25   -32.75    1958     134       0    0.011    0.526    0.080    1.601    0.451    2.669
   -71.25   -32.75    1958     134       1    0.023    1.084    0.165    3.301    0.814    5.386
   -71.25   -32.75    1958     134       2    0.049    2.299    0.349    7.004    0.948   10.648
   -71.25   -32.75    1958     134       3    0.024    1.140    0.173    3.473    0.389    5.200
   -71.25   -32.75    1958     134       4    0.001    0.034    0.005    0.103    0.306    0.449
   -71.25   -32.75    1958     140       0    0.044    2.062    0.313    6.283    1.000    9.702
   -71.25   -32.75    1958     140       1    0.044    2.083    0.316    6.344    0.940    9.727
   -71.25   -32.75    1958     140       2    0.054    2.546    0.387    7.757    0.242   10.986
   -71.25   -32.75    1958     140       3    0.001    0.057    0.009    0.172    0.276    0.514
   -71.25   -32.75    1958     140       4    0.027    1.294    0.196    3.941    0.419    5.877
   -71.25   -32.75    1958     160       0    0.003    0.150    0.023    0.456    0.263    0.894
   -71.25   -32.75    1958     160       1    0.046    2.198    0.334    6.696    0.945   10.218
   -71.25   -32.75    1958     160       2    0.049    2.317    0.352    7.058    0.921   10.697
   -71.25   -32.75    1958     160       3    0.041    1.957    0.297    5.961    1.037    9.294
   -71.25   -32.75    1958     160       4    0.003    0.147    0.022    0.448    0.169    0.790
   -71.25   -32.75    1959       0       0    0.084    3.985    0.605   12.140    0.952   17.767
   -71.25   -32.75    1959       0       1    0.047    2.248    0.342    6.849    0.887   10.373
   -71.25   -32.75    1959       0       2    0.055    2.587    0.393    7.882    0.942   11.860
   -71.25   -32.75    1959       0       3    0.013    0.634    0.096    1.933    0.625    3.302
   -71.25   -32.75    1959       0       4    0.019    0.883    0.134    2.690    0.762    4.488
   -71.25   -32.75    1959     110       0    0.036    1.714    0.260    5.221    0.860    8.091
   -71.25   -32.75    1959     110       1    0.038    1.816    0.276    5.532    0.319    7.981
   -71.25   -32.75    1959     110       2    0.024    1.118    0.170    3.406    0.845    5.563
   -71.25   -32.75    1959     110       3    0.012    0.582    0.088    1.772    0.815    3.270
   -71.25   -32.75    1959     110       4    0.013    0.606    0.092    1.846    0.647    3.204
   -71.25   -32.75    1959     131       0    0.038    1.806    0.274    5.501    1.197    8.816
   -71.25   -32.75    1959     131       1    0.089    4.218    0.641   12.848    0.429   18.225
   -71.25   -32.75    1959     131       2    0.032    1.494    0.227    4.552    0.589    6.895
   -71.25   -32.75    1959     131       3    0.034    1.590    0.242    4.845    0.865    7.575
   -71.25   -32.75    1959     131       4    0.048    2.275    0.346    6.930    1.003   10.602
   -71.25   -32.75    1959     132       0    0.110    5.211    0.791   15.874    0.672   22.658
   -71.25   -32.75    1959     132       1    0.003    0.122    0.019    0.373    0.297    0.813
   -71.25   -32.75    1959     132       2    0.002    0.106    0.016    0.323    0.224    0.671
   -71.25   -32.75    1959     132       3    0.005    0.233    0.035    0.711    0.288    1.273
   -71.25   -32.75    1959     132       4    0.026    1.209    0.184    3.683    0.610    5.712
   -71.25   -32.75    1959     133       0    0.042    1.995    0.303    6.079    0.727    9.146
   -71.25   -32.75    1959     133       1    0.108    5.098    0.774   15.531    0.823   22.335
   -71.25   -32.75    1959     133       2    0.124    5.885    0.894   17.927    1.154   25.984
   -71.25   -32.75    1959     133       3    0.037    1.754    0.266    5.344    1.141    8.543
   -71.25   -32.75    1959     133       4    0.028    1.316    0.200    4.010    0.381    5.935
   -71.25   -32.75    1959     134       0    0.025    1.195    0.181    3.640    0.814    5.855
   -71.25   -32.75    1959     134       1    0.086    4.060    0.617   12.368    0.711   17.841
   -71.25   -32.75    1959     134       2    0.042    2.007    0.305    6.114    1.190    9.658
   -71.25   -32.75    1959     134       3    0.085    4.011    0.609   12.218    0.602   17.524
   -71.25   -32.75    1959     134       4    0.002    0.079    0.012    0.242    0.298    0.633
   -71.25   -32.75    1959     140       0    0.037    1.750    0.266    5.332    1.138    8.523
   -71.25   -32.75    1959     140       1    0.040    1.913    0.291    5.828    1.158    9.229
   -71.25   -32.75    1959     140       2    0.008    0.365    0.055    1.112    0.387    1.927
   -71.25   -32.75    1959     140       3    0.007    0.342    0.052    1.041    0.258    1.700
   -71.25   -32.75    1959     140       4    0.034    1.622    0.246    4.942    0.693    7.539
   -71.25   -32.75    1959     160       0    0.013    0.618    0.094    1.881    0.272    2.878
   -71.25   -32.75    1959     160       1    0.041    1.957    0.297    5.962    1.209    9.467
   -71.25   -32.75    1959     160       2    0.044    2.080    0.316    6.338    1.219    9.996
   -71.25   -32.75    1959     160       3    0.038    1.798    0.273    5.478    1.191    8.778
   -71.25   -32.75    1959     160       4    0.013    0.601    0.091    1.829    0.207    2.741
   -71.25   -32.75    1960       0       0    0.007    0.322    0.049    0.980    0.569    1.927
   -71.25   -32.75    1960       0       1    0.001    0.051    0.008    0.155    0.977    1.192
   -71.25   -32.75    1960       0       2    0.028    1.316    0.200    4.008    0.950    6.500
   -71.25   -32.75    1960       0       3    0.013    0.619    0.094    1.886    1.018    3.630
   -71.25   -32.75    1960       0       4    0.076    3.606    0.548   10.985    1.323   16.538
   -71.25   -32.75    1960     110       0    0.028    1.317    0.200    4.011    0.936    6.492
   -71.25   -32.75    1960     110       1    0.003    0.127    0.019    0.388    0.352    0.889
   -71.25   -32.75    1960     110       2    0.020    0.943    0.143    2.874    1.520    5.500
   -71.25   -32.75    1960     110       3    0.013    0.623    0.095    1.897    1.155    3.782
   -71.25   -32.75    1960     110       4    0.012    0.563    0.086    1.715    0.910    3.286
   -71.25   -32.75    1960     131       0    0.016    0.745    0.113    2.271    1.105    4.250
   -71.25   -32.75    1960     131       1    0.049    2.322    0.353    7.072    0.657   10.453
   -71.25   -32.75    1960     131       2    0.017    0.798    0.121    2.432    0.802    4.170
   -71.25   -32.75    1960     131       3    0.000    0.000    0.000    0.000    0.989    0.989
   -71.25   -32.75    1960     131       4    0.139    6.607    1.004   20.129    1.092   28.972
   -71.25   -32.75    1960     132       0    0.007    0.350    0.053    1.066    0.860    2.336
   -71.25   -32.75    1960     132       1    0.002    0.115    0.018    0.352    0.317    0.805
   -71.25   -32.75    1960     132       2    0.004    0.173    0.026    0.526    0.227    0.955
   -71.25   -32.75    1960     132       3    0.006    0.278    0.042    0.846    0.301    1.473
   -71.25   -32.75    1960     132       4    0.001    0.030    0.005    0.093    0.601    0.730
   -71.25   -32.75    1960     133       0    0.017    0.822    0.125    2.505    0.950    4.420
   -71.25   -32.75    1960     133       1    0.006    0.294    0.045    0.896    0.937    2.179
   -71.25   -32.75    1960     133       2    0.000    0.000    0.000    0.000    1.117    1.117
   -71.25   -32.75    1960     133       3    0.016    0.768    0.117    2.338    1.065    4.303
   -71.25   -32.75    1960     133       4    0.016    0.774    0.118    2.357    0.550    3.815
   -71.25   -32.75    1960     134       0    0.015    0.721    0.109    2.195    0.611    3.652
   -71.25   -32.75    1960     134       1    0.005    0.255    0.039    0.777    0.838    1.914
   -71.25   -32.75    1960     134       2    0.017    0.794    0.121    2.419    1.090    4.440
   -71.25   -32.75    1960     134       3    0.006    0.264    0.040    0.805    0.785    1.900
   -71.25   -32.75    1960     134       4    0.002    0.105    0.016    0.321    0.291    0.735
   -71.25   -32.75    1960     140       0    0.016    0.757    0.115    2.305    1.051    4.243
   -71.25   -32.75    1960     140       1    0.017    0.810    0.123    2.467    1.063    4.480
   -71.25   -32.75    1960     140       2    0.011    0.516    0.078    1.573    0.646    2.824
   -71.25   -32.75    1960     140       3    0.009    0.441    0.067    1.342    0.283    2.142
   -71.25   -32.75    1960     140       4    0.001    0.039    0.006    0.119    0.998    1.164
   -71.25   -32.75    1960     160       0    0.013    0.600    0.091    1.828    0.327    2.859
   -71.25   -32.75    1960     160       1    0.018    0.830    0.126    2.530    1.105    4.609
   -71.25   -32.75    1960     160       2    0.019    0.897    0.136    2.731    1.159    4.942
   -71.25   -32.75    1960     160       3    0.016    0.778    0.118    2.369    1.083    4.364
   -71.25   -32.75    1960     160       4    0.011    0.539    0.082    1.643    0.286    2.561
   -71.25   -32.75    1961       0       0    0.016    0.751    0.114    2.289    0.992    4.163
   -71.25   -32.75    1961       0       1    0.002    0.076    0.012    0.232    2.192    2.513
   -71.25   -32.75    1961       0       2    0.184    8.704    1.322   26.517    0.986   37.713
   -71.25   -32.75    1961       0       3    0.023    1.102    0.167    3.359    0.671    5.323
   -71.25   -32.75    1961       0       4    0.011    0.507    0.077    1.544    0.745    2.884
   -71.25   -32.75    1961     110       0    0.034    1.622    0.246    4.942    1.008    7.853
   -71.25   -32.75    1961     110       1    0.010    0.486    0.074    1.481    0.517    2.568
   -71.25   -32.75    1961     110       2    0.032    1.506    0.229    4.587    0.938    7.290
   -71.25   -32.75    1961     110       3    0.026    1.224    0.186    3.730    0.725    5.891
   -71.25   -32.75    1961     110       4    0.018    0.867    0.132    2.641    0.663    4.320
   -71.25   -32.75    1961     131       0    0.019    0.886    0.135    2.699    1.053    4.791
   -71.25   -32.75    1961     131       1    0.008    0.357    0.054    1.087    0.999    2.505
   -71.25   -32.75    1961     131       2    0.102    4.823    0.733   14.693    0.965   21.316
   -71.25   -32.75    1961     131       3    0.018    0.866    0.132    2.637    1.075    4.727
   -71.25   -32.75    1961     131       4    0.010    0.453    0.069    1.379    1.085    2.995
   -71.25   -32.75    1961     132       0    0.015    0.713    0.108    2.171    1.168    4.176
   -71.25   -32.75    1961     132       1    0.005    0.219    0.033    0.667    0.390    1.313
   -71.25   -32.75    1961     132       2    0.010    0.474    0.072    1.443    0.285    2.283
   -71.25   -32.75    1961     132       3    0.012    0.551    0.084    1.678    0.371    2.695
   -71.25   -32.75    1961     132       4    0.001    0.071    0.011    0.216    1.356    1.656
   -71.25   -32.75    1961     133       0    0.020    0.953    0.145    2.904    1.068    5.090
   -71.25   -32.75    1961     133       1    0.015    0.697    0.106    2.124    1.103    4.046
   -71.25   -32.75    1961     133       2    0.000    0.000    0.000    0.000    1.242    1.242
   -71.25   -32.75    1961     133       3    0.019    0.919    0.140    2.799    1.020    4.897
   -71.25   -32.75    1961     133       4    0.021    0.990    0.150    3.017    0.816    4.994
   -71.25   -32.75    1961     134       0    0.019    0.923    0.140    2.812    0.784    4.679
   -71.25   -32.75    1961     134       1    0.012    0.572    0.087    1.742    1.085    3.498
   -71.25   -32.75    1961     134       2    0.020    0.951    0.144    2.897    1.067    5.080
   -71.25   -32.75    1961     134       3    0.012    0.550    0.084    1.676    1.043    3.365
   -71.25   -32.75    1961     134       4    0.007    0.332    0.050    1.012    0.327    1.728
   -71.25   -32.75    1961     140       0    0.020    0.948    0.144    2.887    1.032    5.031
   -71.25   -32.75    1961     140       1    0.019    0.913    0.139    2.780    1.042    4.893
   -71.25   -32.75    1961     140       2    0.019    0.911    0.138    2.776    0.508    4.352
   -71.25   -32.75    1961     140       3    0.017    0.797    0.121    2.427    0.395    3.757
   -71.25   -32.75    1961     140       4    0.002    0.073    0.011    0.224    1.635    1.945
   -71.25   -32.75    1961     160       0    0.022    1.025    0.156    3.122    0.493    4.817
   -71.25   -32.75    1961     160       1    0.020    0.944    0.143    2.875    1.071    5.053
   -71.25   -32.75    1961     160       2    0.021    1.010    0.153    3.076    1.141    5.400
   -71.25   -32.75    1961     160       3    0.019    0.887    0.135    2.702    1.056    4.798
   -71.25   -32.75    1961     160       4    0.018    0.870    0.132    2.651    0.461    4.132
   -71.25   -32.75    1962       0       0    0.031    1.465    0.223    4.464    0.647    6.830
   -71.25   -32.75    1962       0       1    0.112    5.331    0.810   16.239    1.211   23.702
   -71.25   -32.75    1962       0       2    0.015    0.727    0.110    2.214    0.860    3.926
   -71.25   -32.75    1962       0       3    0.040    1.888    0.287    5.750    0.733    8.698
   -71.25   -32.75    1962       0       4    0.019    0.891    0.135    2.714    1.045    4.803
   -71.25   -32.75    1962     110       0    0.163    7.734    1.175   23.562    1.051   33.686
   -71.25   -32.75    1962     110       1    0.013    0.638    0.097    1.942    0.440    3.130
   -71.25   -32.75    1962     110       2    0.041    1.965    0.298    5.985    0.924    9.213
   -71.25   -32.75    1962     110       3    0.036    1.688    0.256    5.142    0.754    7.876
   -71.25   -32.75    1962     110       4    0.027    1.289    0.196    3.928    0.683    6.124
   -71.25   -32.75    1962     131       0    0.021    1.001    0.152    3.048    0.948    5.170
   -71.25   -32.75    1962     131       1    0.014    0.662    0.101    2.016    0.749    3.541
   -71.25   -32.75    1962     131       2    0.049    2.307    0.350    7.029    0.925   10.661
   -71.25   -32.75    1962     131       3    0.023    1.095    0.166    3.336    0.975    5.596
   -71.25   -32.75    1962     131       4    0.018    0.849    0.129    2.585    1.138    4.718
   -71.25   -32.75    1962     132       0    0.091    4.312    0.655   13.135    0.717   18.910
   -71.25   -32.75    1962     132       1    0.002    0.109    0.017    0.333    0.449    0.909
   -71.25   -32.75    1962     132       2    0.045    2.112    0.321    6.434    0.358    9.269
   -71.25   -32.75    1962     132       3    0.066    3.119    0.474    9.503    0.445   13.607
   -71.25   -32.75    1962     132       4    0.104    4.925    0.748   15.003    1.100   21.880
   -71.25   -32.75    1962     133       0    0.026    1.218    0.185    3.709    0.964    6.101
   -71.25   -32.75    1962     133       1    0.018    0.856    0.130    2.608    0.712    4.323
   -71.25   -32.75    1962     133       2    0.000    0.000    0.000    0.000    0.705    0.705
   -71.25   -32.75    1962     133       3    0.027    1.264    0.192    3.852    0.901    6.236
   -71.25   -32.75    1962     133       4    0.032    1.530    0.232    4.660    0.828    7.283
   -71.25   -32.75    1962     134       0    0.029    1.368    0.208    4.168    0.810    6.583
   -71.25   -32.75    1962     134       1    0.017    0.785    0.119    2.392    0.722    4.036
   -71.25   -32.75    1962     134       2    0.022    1.055    0.160    3.215    0.957    5.410
   -71.25   -32.75    1962     134       3    0.022    1.031    0.157    3.141    0.643    4.993
   -71.25   -32.75    1962     134       4    0.009    0.414    0.063    1.260    0.378    2.123
   -71.25   -32.75    1962     140       0    0.022    1.037    0.158    3.160    0.949    5.326
   -71.25   -32.75    1962     140       1    0.022    1.030    0.156    3.137    0.931    5.275
   -71.25   -32.75    1962     140       2    0.035    1.647    0.250    5.018    0.642    7.592
   -71.25   -32.75    1962     140       3    0.129    6.131    0.931   18.677    0.520   26.388
   -71.25   -32.75    1962     140       4    0.106    5.027    0.764   15.315    1.165   22.377
   -71.25   -32.75    1962     160       0    0.040    1.895    0.288    5.773    0.647    8.643
   -71.25   -32.75    1962     160       1    0.023    1.074    0.163    3.273    0.954    5.487
   -71.25   -32.75    1962     160       2    0.025    1.208    0.184    3.680    1.005    6.102
   -71.25   -32.75    1962     160       3    0.022    1.033    0.157    3.147    0.941    5.300
   -71.25   -32.75    1962     160       4    0.026    1.246    0.189    3.794    0.564    5.819
   -71.25   -32.75    1963       0       0    0.032    1.522    0.231    4.638    0.727    7.151
   -71.25   -32.75    1963       0       1    0.020    0.933    0.142    2.841    0.631    4.566
   -71.25   -32.75    1963       0       2    0.031    1.473    0.224    4.488    1.265    7.481
   -71.25   -32.75    1963       0       3    0.101    4.797    0.729   14.614    0.891   21.132
   -71.25   -32.75    1963       0       4    0.026    1.254    0.190    3.820    0.721    6.012
   -71.25   -32.75    1963     110       0    0.005    0.259    0.039    0.789    1.268    2.360
   -71.25   -32.75    1963     110       1    0.017    0.799    0.121    2.434    0.577    3.949
   -71.25   -32.75    1963     110       2    0.062    2.946    0.447    8.974    1.065   13.494
   -71.25   -32.75    1963     110       3    0.024    1.147    0.174    3.495    0.933    5.774
   -71.25   -32.75    1963     110       4    0.022    1.028    0.156    3.133    0.754    5.093
   -71.25   -32.75    1963     131       0    0.023    1.093    0.166    3.328    0.977    5.587
   -71.25   -32.75    1963     131       1    0.019    0.896    0.136    2.731    0.622    4.404
   -71.25   -32.75    1963     131       2    0.000    0.000    0.000    0.000    1.090    1.090
   -71.25   -32.75    1963     131       3    0.018    0.867    0.132    2.642    0.982    4.641
   -71.25   -32.75    1963     131       4    0.028    1.344    0.204    4.094    0.767    6.437
   -71.25   -32.75    1963     132       0    0.008    0.356    0.054    1.084    0.802    2.303
   -71.25   -32.75    1963     132       1    0.004    0.191    0.029    0.582    0.506    1.312
   -71.25   -32.75    1963     132       2    0.006    0.295    0.045    0.897    0.485    1.727
   -71.25   -32.75    1963     132       3    0.005    0.259    0.039    0.790    0.579    1.673
   -71.25   -32.75    1963     132       4    0.031    1.473    0.224    4.487    0.796    7.011
   -71.25   -32.75    1963     133       0    0.050    2.366    0.359    7.207    1.098   11.080
   -71.25   -32.75    1963     133       1    0.171    8.121    1.234   24.741    0.795   35.062
   -71.25   -32.75    1963     133       2    0.019    0.895    0.136    2.727    0.771    4.548
   -71.25   -32.75    1963     133       3    0.020    0.953    0.145    2.902    0.914    4.934
   -71.25   -32.75    1963     133       4    0.181    8.584    1.304   26.151    0.873   37.092
   -71.25   -32.75    1963     134       0    0.021    0.992    0.151    3.021    0.862    5.046
   -71.25   -32.75    1963     134       1    0.001    0.057    0.009    0.175    0.750    0.993
   -71.25   -32.75    1963     134       2    0.023    1.106    0.168    3.371    1.111    5.779
   -71.25   -32.75    1963     134       3    0.088    4.164    0.632   12.684    0.721   18.289
   -71.25   -32.75    1963     134       4    0.012    0.554    0.084    1.687    0.475    2.812
   -71.25   -32.75    1963     140       0    0.024    1.142    0.174    3.480    1.091    5.911
   -71.25   -32.75    1963     140       1    0.176    8.335    1.266   25.392    0.930   36.099
   -71.25   -32.75    1963     140       2    0.028    1.310    0.199    3.991    0.786    6.314
   -71.25   -32.75    1963     140       3    0.006    0.269    0.041    0.818    0.716    1.849
   -71.25   -32.75    1963     140       4    0.034    1.606    0.244    4.894    0.840    7.618
   -71.25   -32.75    1963     160       0    0.036    1.693    0.257    5.158    0.809    7.954
   -71.25   -32.75    1963     160       1    0.033    1.576    0.239    4.802    0.951    7.602
   -71.25   -32.75    1963     160       2    0.044    2.089    0.317    6.365    0.992    9.807
   -71.25   -32.75    1963     160       3    0.020    0.946    0.144    2.881    0.928    4.918
   -71.25   -32.75    1963     160       4    0.023    1.112    0.169    3.389    0.661    5.355
   -71.25   -32.75    1964       0       0    0.039    1.861    0.283    5.668    0.817    8.667
   -71.25   -32.75    1964       0       1    0.031    1.450    0.220    4.418    1.559    7.678
   -71.25   -32.75    1964       0       2    0.115    5.465    0.830   16.648    0.763   23.821
   -71.25   -32.75    1964       0       3    0.000    0.000    0.000    0.000    0.904    0.904
   -71.25   -32.75    1964       0       4    0.105    4.979    0.756   15.169    0.752   21.762
   -71.25   -32.75    1964     110       0    0.087    4.127    0.627   12.572    1.262   18.675
   -71.25   -32.75    1964     110       1    0.025    1.188    0.180    3.618    0.592    5.603
   -71.25   -32.75    1964     110       2    0.046    2.198    0.334    6.696    1.036   10.311
   -71.25   -32.75    1964     110       3    0.051    2.403    0.365    7.320    1.029   11.168
   -71.25   -32.75    1964     110       4    0.030    1.428    0.217    4.349    0.792    6.816
   -71.25   -32.75    1964     131       0    0.194    9.202    1.398   28.034    1.139   39.968
   -71.25   -32.75    1964     131       1    0.029    1.388    0.211    4.227    0.719    6.573
   -71.25   -32.75    1964     131       2    0.021    1.009    0.153    3.074    0.820    5.077
   -71.25   -32.75    1964     131       3    0.184    8.708    1.323   26.529    0.966   37.710
   -71.25   -32.75    1964     131       4    0.051    2.430    0.369    7.401    0.882   11.134
   -71.25   -32.75    1964     132       0    0.022    1.036    0.157    3.155    1.033    5.402
   -71.25   -32.75    1964     132       1    0.123    5.823    0.884   17.739    0.567   25.137
   -71.25   -32.75    1964     132       2    0.098    4.666    0.709   14.214    0.606   20.294
   -71.25   -32.75    1964     132       3    0.018    0.848    0.129    2.584    0.710    4.289
   -71.25   -32.75    1964     132       4    0.069    3.283    0.499   10.003    1.625   15.479
   -71.25   -32.75    1964     133       0    0.042    1.990    0.302    6.061    0.998    9.393
   -71.25   -32.75    1964     133       1    0.010    0.485    0.074    1.477    0.877    2.922
   -71.25   -32.75    1964     133       2    0.026    1.238    0.188    3.773    0.838    6.064
   -71.25   -32.75    1964     133       3    0.027    1.282    0.195    3.904    0.911    6.319
   -71.25   -32.75    1964     133       4    0.000    0.000    0.000    0.000    0.912    0.912
   -71.25   -32.75    1964     134       0    0.028    1.324    0.201    4.033    0.890    6.476
   -71.25   -32.75    1964     134       1    0.002    0.088    0.013    0.269    1.261    1.633
   -71.25   -32.75    1964     134       2    0.190    8.984    1.365   27.369    1.101   39.009
   -71.25   -32.75    1964     134       3    0.000    0.000    0.000    0.000    0.815    0.815
   -71.25   -32.75    1964     134       4    0.017    0.803    0.122    2.445    0.566    3.952
   -71.25   -32.75    1964     140       0    0.044    2.091    0.318    6.369    1.046    9.867
   -71.25   -32.75    1964     140       1    0.077    3.627    0.551   11.049    0.959   16.263
   -71.25   -32.75    1964     140       2    0.037    1.756    0.267    5.348    0.852    8.259
   -71.25   -32.75    1964     140       3    0.001    0.062    0.009    0.190    0.828    1.091
   -71.25   -32.75    1964     140       4    0.076    3.613    0.549   11.005    1.661   16.904
   -71.25   -32.75    1964     160       0    0.159    7.554    1.148   23.014    0.877   32.752
   -71.25   -32.75    1964     160       1    0.032    1.533    0.233    4.670    0.913    7.382
   -71.25   -32.75    1964     160       2    0.035    1.637    0.249    4.986    0.952    7.857
   -71.25   -32.75    1964     160       3    0.032    1.516    0.230    4.619    0.876    7.274
   -71.25   -32.75    1964     160       4    0.031    1.485    0.226    4.525    0.665    6.933
   -71.25   -32.75    1965       0       0    0.010    0.490    0.074    1.493    0.897    2.965
   -71.25   -32.75    1965       0       1    0.008    0.403    0.061    1.227    0.895    2.595
   -71.25   -32.75    1965       0       2    0.000    0.000    0.000    0.000    0.735    0.735
   -71.25   -32.75    1965       0       3    0.000    0.000    0.000    0.000    1.239    1.239
   -71.25   -32.75    1965       0       4    0.000    0.000    0.000    0.000    0.797    0.797
   -71.25   -32.75    1965     110       0    0.003    0.152    0.023    0.464    0.784    1.426
   -71.25   -32.75    1965     110       1    0.007    0.314    0.048    0.957    0.637    1.962
   -71.25   -32.75    1965     110       2    0.011    0.523    0.079    1.594    1.092    3.300
   -71.25   -32.75    1965     110       3    0.020    0.933    0.142    2.843    1.069    5.006
   -71.25   -32.75    1965     110       4    0.008    0.368    0.056    1.121    0.762    2.314
   -71.25   -32.75    1965     131       0    0.005    0.218    0.033    0.666    1.121    2.042
   -71.25   -32.75    1965     131       1    0.009    0.440    0.067    1.341    0.823    2.680
   -71.25   -32.75    1965     131       2    0.008    0.361    0.055    1.100    0.703    2.226
   -71.25   -32.75    1965     131       3    0.000    0.000    0.000    0.000    0.956    0.956
   -71.25   -32.75    1965     131       4    0.020    0.964    0.146    2.938    1.040    5.109
   -71.25   -32.75    1965     132       0    0.007    0.346    0.053    1.055    0.750    2.211
   -71.25   -32.75    1965     132       1    0.002    0.085    0.013    0.258    0.615    0.972
   -71.25   -32.75    1965     132       2    0.002    0.099    0.015    0.302    0.503    0.921
   -71.25   -32.75    1965     132       3    0.006    0.289    0.044    0.882    0.528    1.750
   -71.25   -32.75    1965     132       4    0.017    0.816    0.124    2.486    1.057    4.499
   -71.25   -32.75    1965     133       0    0.108    5.097    0.774   15.527    1.060   22.566
   -71.25   -32.75    1965     133       1    0.006    0.273    0.041    0.831    1.039    2.190
   -71.25   -32.75    1965     133       2    0.007    0.352    0.053    1.072    0.828    2.313
   -71.25   -32.75    1965     133       3    0.008    0.360    0.055    1.096    0.881    2.398
   -71.25   -32.75    1965     133       4    0.000    0.000    0.000    0.000    1.061    1.061
   -71.25   -32.75    1965     134       0    0.007    0.350    0.053    1.068    0.847    2.326
   -71.25   -32.75    1965     134       1    0.062    2.940    0.447    8.955    1.258   13.661
   -71.25   -32.75    1965     134       2    0.213   10.074    1.530   30.691    1.135   43.643
   -71.25   -32.75    1965     134       3    0.000    0.000    0.000    0.000    0.954    0.954
   -71.25   -32.75    1965     134       4    0.005    0.254    0.039    0.773    0.647    1.717
   -71.25   -32.75    1965     140       0    0.013    0.630    0.096    1.920    1.056    3.715
   -71.25   -32.75    1965     140       1    0.002    0.114    0.017    0.348    1.032    1.514
   -71.25   -32.75    1965     140       2    0.010    0.480    0.073    1.463    0.821    2.848
   -71.25   -32.75    1965     140       3    0.002    0.082    0.012    0.248    0.802    1.146
   -71.25   -32.75    1965     140       4    0.014    0.674    0.102    2.054    1.080    3.924
   -71.25   -32.75    1965     160       0    0.000    0.000    0.000    0.000    0.886    0.886
   -71.25   -32.75    1965     160       1    0.115    5.457    0.829   16.624    0.948   23.973
   -71.25   -32.75    1965     160       2    0.008    0.376    0.057    1.145    1.001    2.586
   -71.25   -32.75    1965     160       3    0.006    0.293    0.045    0.894    0.856    2.094
   -71.25   -32.75    1965     160       4    0.008    0.382    0.058    1.163    0.640    2.252
   -71.25   -32.75    1966       0       0    0.026    1.214    0.184    3.699    0.859    5.983
   -71.25   -32.75    1966       0       1    0.089    4.217    0.641   12.846    0.713   18.505
   -71.25   -32.75    1966       0       2    0.029    1.357    0.206    4.133    1.180    6.904
   -71.25   -32.75    1966       0       3    0.067    3.182    0.483    9.693    0.721   14.147
   -71.25   -32.75    1966       0       4    0.000    0.000    0.000    0.000    1.032    1.032
   -71.25   -32.75    1966     110       0    0.007    0.324    0.049    0.988    0.903    2.272
   -71.25   -32.75    1966     110       1    0.011    0.498    0.076    1.517    0.659    2.760
   -71.25   -32.75    1966     110       2    0.117    5.548    0.843   16.901    0.947   24.355
   -71.25   -32.75    1966     110       3    0.047    2.235    0.340    6.809    0.986   10.417
   -71.25   -32.75    1966     110       4    0.014    0.645    0.098    1.966    0.754    3.477
   -71.25   -32.75    1966     131       0    0.011    0.545    0.083    1.659    1.159    3.457
   -71.25   -32.75    1966     131       1    0.004    0.210    0.032    0.638    0.811    1.695
   -71.25   -32.75    1966     131       2    0.116    5.507    0.837   16.777    0.765   24.001
   -71.25   -32.75    1966     131       3    0.000    0.000    0.000    0.000    1.017    1.017
   -71.25   -32.75    1966     131       4    0.051    2.400    0.365    7.312    0.954   11.081
   -71.25   -32.75    1966     132       0    0.015    0.696    0.106    2.120    0.795    3.731
   -71.25   -32.75    1966     132       1    0.003    0.147    0.022    0.447    0.703    1.322
   -71.25   -32.75    1966     132       2    0.068    3.229    0.491    9.838    0.617   14.243
   -71.25   -32.75    1966     132       3    0.015    0.708    0.108    2.157    0.571    3.559
   -71.25   -32.75    1966     132       4    0.042    2.000    0.304    6.092    1.016    9.454
   -71.25   -32.75    1966     133       0    0.006    0.291    0.044    0.887    1.045    2.273
   -71.25   -32.75    1966     133       1    0.011    0.543    0.083    1.655    0.649    2.940
   -71.25   -32.75    1966     133       2    0.013    0.624    0.095    1.901    0.798    3.430
   -71.25   -32.75    1966     133       3    0.015    0.714    0.108    2.176    0.856    3.869
