      Lon      Lat    Year   Stand   Patch      NH3      NOx      N2O       N2    NSoil    Total
   -71.25   -32.75    1988     160       4    0.006    0.300    0.046    0.913    0.485    1.749
   -71.25   -32.75    1989       0       0    0.005    0.257    0.039    0.783    0.636    1.720
   -71.25   -32.75    1989       0       1    0.007    0.342    0.052    1.041    0.893    2.335
   -71.25   -32.75    1989       0       2    0.018    0.866    0.131    2.637    0.862    4.515
   -71.25   -32.75    1989       0       3    0.000    0.000    0.000    0.000    1.007    1.007
   -71.25   -32.75    1989       0       4    0.000    0.000    0.000    0.000    0.700    0.700
   -71.25   -32.75    1989     110       0    0.002    0.102    0.016    0.312    0.537    0.969
   -71.25   -32.75    1989     110       1    0.003    0.127    0.019    0.388    0.618    1.155
   -71.25   -32.75    1989     110       2    0.002    0.092    0.014    0.280    0.785    1.172
   -71.25   -32.75    1989     110       3    0.002    0.110    0.017    0.336    1.071    1.536
   -71.25   -32.75    1989     110       4    0.002    0.109    0.017    0.331    0.565    1.024
   -71.25   -32.75    1989     131       0    0.004    0.203    0.031    0.619    0.600    1.458
   -71.25   -32.75    1989     131       1    0.020    0.928    0.141    2.828    1.078    4.995
   -71.25   -32.75    1989     131       2    0.004    0.172    0.026    0.524    0.661    1.386
   -71.25   -32.75    1989     131       3    0.002    0.099    0.015    0.302    0.579    0.997
   -71.25   -32.75    1989     131       4    0.002    0.110    0.017    0.334    0.664    1.127
   -71.25   -32.75    1989     132       0    0.002    0.110    0.017    0.334    0.588    1.050
   -71.25   -32.75    1989     132       1    0.000    0.000    0.000    0.000    0.979    0.979
   -71.25   -32.75    1989     132       2    0.006    0.294    0.045    0.894    0.896    2.135
   -71.25   -32.75    1989     132       3    0.017    0.791    0.120    2.411    0.776    4.116
   -71.25   -32.75    1989     132       4    0.011    0.503    0.076    1.534    0.812    2.936
   -71.25   -32.75    1989     133       0    0.032    1.526    0.232    4.650    0.616    7.057
   -71.25   -32.75    1989     133       1    0.017    0.789    0.120    2.404    0.629    3.959
   -71.25   -32.75    1989     133       2    0.002    0.110    0.017    0.336    0.426    0.891
   -71.25   -32.75    1989     133       3    0.007    0.332    0.050    1.012    0.738    2.140
   -71.25   -32.75    1989     133       4    0.010    0.482    0.073    1.469    0.819    2.854
   -71.25   -32.75    1989     134       0    0.005    0.257    0.039    0.782    0.727    1.810
   -71.25   -32.75    1989     134       1    0.012    0.546    0.083    1.662    1.227    3.529
   -71.25   -32.75    1989     134       2    0.001    0.046    0.007    0.140    0.502    0.695
   -71.25   -32.75    1989     134       3    0.007    0.332    0.050    1.012    1.211    2.613
   -71.25   -32.75    1989     134       4    0.003    0.152    0.023    0.464    0.585    1.227
   -71.25   -32.75    1989     140       0    0.007    0.345    0.052    1.051    0.766    2.222
   -71.25   -32.75    1989     140       1    0.002    0.079    0.012    0.240    0.516    0.849
   -71.25   -32.75    1989     140       2    0.108    5.117    0.777   15.589    1.051   22.643
   -71.25   -32.75    1989     140       3    0.002    0.111    0.017    0.339    0.684    1.154
   -71.25   -32.75    1989     140       4    0.014    0.680    0.103    2.072    0.838    3.708
   -71.25   -32.75    1989     160       0    0.003    0.123    0.019    0.373    1.566    2.083
   -71.25   -32.75    1989     160       1    0.005    0.251    0.038    0.763    0.784    1.841
   -71.25   -32.75    1989     160       2    0.002    0.116    0.018    0.353    0.775    1.265
   -71.25   -32.75    1989     160       3    0.001    0.063    0.010    0.193    0.918    1.185
   -71.25   -32.75    1989     160       4    0.003    0.164    0.025    0.498    0.496    1.186
