      Lon      Lat    Year   Stand   Patch  FireRT
   -71.25   -32.75    1965     140       2    13.8
   -71.25   -32.75    1965     140       3   118.7
   -71.25   -32.75    1965     140       4    14.0
   -71.25   -32.75    1965     160       0  1000.0
   -71.25   -32.75    1965     160       1    19.0
   -71.25   -32.75    1965     160       2    18.6
   -71.25   -32.75    1965     160       3    20.4
   -71.25   -32.75    1965     160       4    19.7
   -71.25   -32.75    1966       0       0     5.2
   -71.25   -32.75    1966       0       1     6.7
   -71.25   -32.75    1966       0       2     5.0
   -71.25   -32.75    1966       0       3     5.2
   -71.25   -32.75    1966       0       4  1000.0
   -71.25   -32.75    1966     110       0    17.0
   -71.25   -32.75    1966     110       1    16.3
   -71.25   -32.75    1966     110       2     5.6
   -71.25   -32.75    1966     110       3     5.4
   -71.25   -32.75    1966     110       4    10.5
   -71.25   -32.75    1966     131       0    13.1
   -71.25   -32.75    1966     131       1    55.7
   -71.25   -32.75    1966     131       2     9.4
   -71.25   -32.75    1966     131       3  1000.0
   -71.25   -32.75    1966     131       4     5.3
   -71.25   -32.75    1966     132       0     9.9
   -71.25   -32.75    1966     132       1    39.7
   -71.25   -32.75    1966     132       2    11.2
   -71.25   -32.75    1966     132       3     6.8
   -71.25   -32.75    1966     132       4     5.4
   -71.25   -32.75    1966     133       0    14.4
   -71.25   -32.75    1966     133       1    17.4
   -71.25   -32.75    1966     133       2    12.2
   -71.25   -32.75    1966     133       3     9.7
   -71.25   -32.75    1966     133       4     7.4
   -71.25   -32.75    1966     134       0     9.0
   -71.25   -32.75    1966     134       1     5.8
   -71.25   -32.75    1966     134       2    34.7
   -71.25   -32.75    1966     134       3  1000.0
   -71.25   -32.75    1966     134       4    12.8
   -71.25   -32.75    1966     140       0     8.4
   -71.25   -32.75    1966     140       1    27.0
   -71.25   -32.75    1966     140       2     7.1
   -71.25   -32.75    1966     140       3     2.9
   -71.25   -32.75    1966     140       4     5.3
   -71.25   -32.75    1966     160       0  1000.0
   -71.25   -32.75    1966     160       1    14.7
   -71.25   -32.75    1966     160       2     6.8
   -71.25   -32.75    1966     160       3     9.6
   -71.25   -32.75    1966     160       4    11.4
   -71.25   -32.75    1967       0       0     7.2
   -71.25   -32.75    1967       0       1    34.0
   -71.25   -32.75    1967       0       2     4.3
   -71.25   -32.75    1967       0       3  1000.0
   -71.25   -32.75    1967       0       4  1000.0
   -71.25   -32.75    1967     110       0    22.7
   -71.25   -32.75    1967     110       1    33.0
   -71.25   -32.75    1967     110       2    33.0
   -71.25   -32.75    1967     110       3     7.0
   -71.25   -32.75    1967     110       4    21.8
   -71.25   -32.75    1967     131       0    25.2
   -71.25   -32.75    1967     131       1   125.4
   -71.25   -32.75    1967     131       2    39.4
   -71.25   -32.75    1967     131       3  1000.0
   -71.25   -32.75    1967     131       4     8.5
   -71.25   -32.75    1967     132       0    17.3
   -71.25   -32.75    1967     132       1    82.9
   -71.25   -32.75    1967     132       2    35.9
   -71.25   -32.75    1967     132       3    10.7
   -71.25   -32.75    1967     132       4     5.2
   -71.25   -32.75    1967     133       0    28.3
   -71.25   -32.75    1967     133       1    32.6
   -71.25   -32.75    1967     133       2    20.1
   -71.25   -32.75    1967     133       3    17.5
   -71.25   -32.75    1967     133       4    11.2
   -71.25   -32.75    1967     134       0    16.9
   -71.25   -32.75    1967     134       1     5.4
   -71.25   -32.75    1967     134       2    67.8
   -71.25   -32.75    1967     134       3     5.3
   -71.25   -32.75    1967     134       4    23.0
   -71.25   -32.75    1967     140       0    23.5
   -71.25   -32.75    1967     140       1    53.0
   -71.25   -32.75    1967     140       2    11.2
   -71.25   -32.75    1967     140       3    25.0
   -71.25   -32.75    1967     140       4     5.4
   -71.25   -32.75    1967     160       0     6.4
   -71.25   -32.75    1967     160       1    26.8
   -71.25   -32.75    1967     160       2    11.4
   -71.25   -32.75    1967     160       3  1000.0
   -71.25   -32.75    1967     160       4    23.0
   -71.25   -32.75    1968       0       0     5.9
   -71.25   -32.75    1968       0       1     9.0
   -71.25   -32.75    1968       0       2     5.4
   -71.25   -32.75    1968       0       3  1000.0
   -71.25   -32.75    1968       0       4  1000.0
   -71.25   -32.75    1968     110       0    16.2
   -71.25   -32.75    1968     110       1    25.0
   -71.25   -32.75    1968     110       2     9.6
   -71.25   -32.75    1968     110       3     6.6
   -71.25   -32.75    1968     110       4    11.1
   -71.25   -32.75    1968     131       0     9.6
   -71.25   -32.75    1968     131       1     4.0
   -71.25   -32.75    1968     131       2    11.5
   -71.25   -32.75    1968     131       3    10.8
   -71.25   -32.75    1968     131       4     6.7
   -71.25   -32.75    1968     132       0     8.5
   -71.25   -32.75    1968     132       1    49.0
   -71.25   -32.75    1968     132       2     6.4
   -71.25   -32.75    1968     132       3     6.6
   -71.25   -32.75    1968     132       4     6.3
   -71.25   -32.75    1968     133       0     7.6
   -71.25   -32.75    1968     133       1    12.7
   -71.25   -32.75    1968     133       2     8.6
   -71.25   -32.75    1968     133       3     8.6
   -71.25   -32.75    1968     133       4     6.5
   -71.25   -32.75    1968     134       0     9.3
   -71.25   -32.75    1968     134       1     5.7
   -71.25   -32.75    1968     134       2    23.8
   -71.25   -32.75    1968     134       3  1000.0
   -71.25   -32.75    1968     134       4    10.3
   -71.25   -32.75    1968     140       0     9.3
   -71.25   -32.75    1968     140       1    21.6
   -71.25   -32.75    1968     140       2     7.2
   -71.25   -32.75    1968     140       3     6.4
   -71.25   -32.75    1968     140       4     9.3
   -71.25   -32.75    1968     160       0  1000.0
   -71.25   -32.75    1968     160       1     9.3
   -71.25   -32.75    1968     160       2     7.0
   -71.25   -32.75    1968     160       3     8.9
   -71.25   -32.75    1968     160       4    10.0
   -71.25   -32.75    1969       0       0  1000.0
   -71.25   -32.75    1969       0       1     9.4
   -71.25   -32.75    1969       0       2     5.9
   -71.25   -32.75    1969       0       3  1000.0
   -71.25   -32.75    1969       0       4  1000.0
   -71.25   -32.75    1969     110       0    41.1
   -71.25   -32.75    1969     110       1    32.3
   -71.25   -32.75    1969     110       2     7.6
   -71.25   -32.75    1969     110       3    13.9
   -71.25   -32.75    1969     110       4    23.7
   -71.25   -32.75    1969     131       0    12.3
   -71.25   -32.75    1969     131       1     5.5
   -71.25   -32.75    1969     131       2    19.5
   -71.25   -32.75    1969     131       3    17.3
   -71.25   -32.75    1969     131       4    11.9
   -71.25   -32.75    1969     132       0     9.5
   -71.25   -32.75    1969     132       1    56.8
   -71.25   -32.75    1969     132       2     5.9
   -71.25   -32.75    1969     132       3     8.6
   -71.25   -32.75    1969     132       4     5.6
   -71.25   -32.75    1969     133       0     8.2
   -71.25   -32.75    1969     133       1    39.4
   -71.25   -32.75    1969     133       2     9.8
   -71.25   -32.75    1969     133       3    11.7
   -71.25   -32.75    1969     133       4     6.1
   -71.25   -32.75    1969     134       0    16.4
   -71.25   -32.75    1969     134       1     5.3
   -71.25   -32.75    1969     134       2    29.2
   -71.25   -32.75    1969     134       3     3.6
   -71.25   -32.75    1969     134       4    17.5
   -71.25   -32.75    1969     140       0    10.1
   -71.25   -32.75    1969     140       1    32.6
   -71.25   -32.75    1969     140       2    12.2
   -71.25   -32.75    1969     140       3     4.8
   -71.25   -32.75    1969     140       4     7.7
   -71.25   -32.75    1969     160       0  1000.0
   -71.25   -32.75    1969     160       1    11.0
   -71.25   -32.75    1969     160       2     7.9
   -71.25   -32.75    1969     160       3    10.8
   -71.25   -32.75    1969     160       4    17.0
   -71.25   -32.75    1970       0       0  1000.0
   -71.25   -32.75    1970       0       1    13.9
   -71.25   -32.75    1970       0       2    11.7
   -71.25   -32.75    1970       0       3     6.8
   -71.25   -32.75    1970       0       4  1000.0
   -71.25   -32.75    1970     110       0    26.9
   -71.25   -32.75    1970     110       1    22.2
   -71.25   -32.75    1970     110       2    11.4
   -71.25   -32.75    1970     110       3    13.9
   -71.25   -32.75    1970     110       4    21.1
   -71.25   -32.75    1970     131       0    15.8
   -71.25   -32.75    1970     131       1     6.3
   -71.25   -32.75    1970     131       2    18.1
   -71.25   -32.75    1970     131       3    17.0
   -71.25   -32.75    1970     131       4    13.6
   -71.25   -32.75    1970     132       0    14.5
   -71.25   -32.75    1970     132       1    39.1
   -71.25   -32.75    1970     132       2     6.0
   -71.25   -32.75    1970     132       3    13.2
   -71.25   -32.75    1970     132       4    10.0
   -71.25   -32.75    1970     133       0    13.4
   -71.25   -32.75    1970     133       1    26.6
   -71.25   -32.75    1970     133       2  1000.0
   -71.25   -32.75    1970     133       3    15.2
   -71.25   -32.75    1970     133       4     9.9
   -71.25   -32.75    1970     134       0    17.2
   -71.25   -32.75    1970     134       1     9.8
   -71.25   -32.75    1970     134       2    21.1
   -71.25   -32.75    1970     134       3  1000.0
   -71.25   -32.75    1970     134       4    17.4
   -71.25   -32.75    1970     140       0    15.3
   -71.25   -32.75    1970     140       1    23.5
   -71.25   -32.75    1970     140       2    16.0
   -71.25   -32.75    1970     140       3    15.5
   -71.25   -32.75    1970     140       4    11.1
   -71.25   -32.75    1970     160       0    65.5
   -71.25   -32.75    1970     160       1    15.5
   -71.25   -32.75    1970     160       2    12.5
   -71.25   -32.75    1970     160       3    15.1
   -71.25   -32.75    1970     160       4    17.9
   -71.25   -32.75    1971       0       0  1000.0
   -71.25   -32.75    1971       0       1    22.2
   -71.25   -32.75    1971       0       2    19.7
   -71.25   -32.75    1971       0       3  1000.0
   -71.25   -32.75    1971       0       4  1000.0
   -71.25   -32.75    1971     110       0    44.3
   -71.25   -32.75    1971     110       1    39.5
   -71.25   -32.75    1971     110       2    19.7
   -71.25   -32.75    1971     110       3    21.0
   -71.25   -32.75    1971     110       4    41.1
   -71.25   -32.75    1971     131       0    30.0
   -71.25   -32.75    1971     131       1    16.0
   -71.25   -32.75    1971     131       2    32.8
   -71.25   -32.75    1971     131       3  1000.0
   -71.25   -32.75    1971     131       4    21.3
   -71.25   -32.75    1971     132       0    25.7
   -71.25   -32.75    1971     132       1    61.1
   -71.25   -32.75    1971     132       2    16.1
   -71.25   -32.75    1971     132       3    26.1
   -71.25   -32.75    1971     132       4    17.6
   -71.25   -32.75    1971     133       0    24.2
   -71.25   -32.75    1971     133       1    45.8
   -71.25   -32.75    1971     133       2    43.4
   -71.25   -32.75    1971     133       3    26.9
   -71.25   -32.75    1971     133       4    19.2
   -71.25   -32.75    1971     134       0    30.9
   -71.25   -32.75    1971     134       1    17.7
   -71.25   -32.75    1971     134       2    38.2
   -71.25   -32.75    1971     134       3  1000.0
   -71.25   -32.75    1971     134       4    31.4
   -71.25   -32.75    1971     140       0    27.5
   -71.25   -32.75    1971     140       1    41.6
   -71.25   -32.75    1971     140       2    29.9
   -71.25   -32.75    1971     140       3    21.6
   -71.25   -32.75    1971     140       4    18.9
   -71.25   -32.75    1971     160       0   118.5
   -71.25   -32.75    1971     160       1    41.3
   -71.25   -32.75    1971     160       2    20.7
   -71.25   -32.75    1971     160       3    26.1
   -71.25   -32.75    1971     160       4    32.1
   -71.25   -32.75    1972       0       0    26.5
   -71.25   -32.75    1972       0       1    27.4
   -71.25   -32.75    1972       0       2  1000.0
   -71.25   -32.75    1972       0       3    14.4
   -71.25   -32.75    1972       0       4  1000.0
   -71.25   -32.75    1972     110       0    70.0
   -71.25   -32.75    1972     110       1    68.1
   -71.25   -32.75    1972     110       2    22.5
   -71.25   -32.75    1972     110       3    23.4
   -71.25   -32.75    1972     110       4    68.0
   -71.25   -32.75    1972     131       0    43.2
   -71.25   -32.75    1972     131       1    17.9
   -71.25   -32.75    1972     131       2    51.9
   -71.25   -32.75    1972     131       3  1000.0
   -71.25   -32.75    1972     131       4    24.4
   -71.25   -32.75    1972     132       0    38.9
   -71.25   -32.75    1972     132       1    86.1
   -71.25   -32.75    1972     132       2    20.2
   -71.25   -32.75    1972     132       3    33.2
   -71.25   -32.75    1972     132       4    18.6
   -71.25   -32.75    1972     133       0    33.6
   -71.25   -32.75    1972     133       1    73.8
   -71.25   -32.75    1972     133       2    68.4
   -71.25   -32.75    1972     133       3    39.1
   -71.25   -32.75    1972     133       4    23.4
   -71.25   -32.75    1972     134       0    47.0
   -71.25   -32.75    1972     134       1    18.7
   -71.25   -32.75    1972     134       2    62.5
   -71.25   -32.75    1972     134       3  1000.0
   -71.25   -32.75    1972     134       4    50.8
   -71.25   -32.75    1972     140       0    43.9
   -71.25   -32.75    1972     140       1    71.7
   -71.25   -32.75    1972     140       2    46.2
   -71.25   -32.75    1972     140       3    25.6
   -71.25   -32.75    1972     140       4    22.2
   -71.25   -32.75    1972     160       0     6.0
   -71.25   -32.75    1972     160       1    64.1
   -71.25   -32.75    1972     160       2    25.8
   -71.25   -32.75    1972     160       3    36.2
   -71.25   -32.75    1972     160       4    52.0
   -71.25   -32.75    1973       0       0    11.6
   -71.25   -32.75    1973       0       1    97.7
   -71.25   -32.75    1973       0       2    16.8
   -71.25   -32.75    1973       0       3     5.7
   -71.25   -32.75    1973       0       4    10.0
   -71.25   -32.75    1973     110       0    44.2
   -71.25   -32.75    1973     110       1    40.4
   -71.25   -32.75    1973     110       2     9.3
   -71.25   -32.75    1973     110       3     8.5
   -71.25   -32.75    1973     110       4    44.0
   -71.25   -32.75    1973     131       0    21.2
   -71.25   -32.75    1973     131       1     5.8
   -71.25   -32.75    1973     131       2    27.2
   -71.25   -32.75    1973     131       3  1000.0
   -71.25   -32.75    1973     131       4     9.5
   -71.25   -32.75    1973     132       0    34.8
   -71.25   -32.75    1973     132       1    71.1
   -71.25   -32.75    1973     132       2     9.4
   -71.25   -32.75    1973     132       3    15.3
   -71.25   -32.75    1973     132       4     6.6
   -71.25   -32.75    1973     133       0    18.1
   -71.25   -32.75    1973     133       1    53.6
   -71.25   -32.75    1973     133       2    40.9
   -71.25   -32.75    1973     133       3    22.1
   -71.25   -32.75    1973     133       4    10.4
   -71.25   -32.75    1973     134       0    25.8
   -71.25   -32.75    1973     134       1     6.1
   -71.25   -32.75    1973     134       2    34.8
   -71.25   -32.75    1973     134       3     4.9
   -71.25   -32.75    1973     134       4    26.5
   -71.25   -32.75    1973     140       0    23.0
   -71.25   -32.75    1973     140       1    44.9
   -71.25   -32.75    1973     140       2    24.4
   -71.25   -32.75    1973     140       3    10.0
   -71.25   -32.75    1973     140       4     7.9
   -71.25   -32.75    1973     160       0    10.8
   -71.25   -32.75    1973     160       1    32.6
   -71.25   -32.75    1973     160       2    12.8
   -71.25   -32.75    1973     160       3    18.9
   -71.25   -32.75    1973     160       4    26.4
   -71.25   -32.75    1974       0       0     4.1
   -71.25   -32.75    1974       0       1   118.3
   -71.25   -32.75    1974       0       2     4.4
   -71.25   -32.75    1974       0       3  1000.0
   -71.25   -32.75    1974       0       4     4.3
   -71.25   -32.75    1974     110       0    12.3
   -71.25   -32.75    1974     110       1    11.7
   -71.25   -32.75    1974     110       2     3.9
   -71.25   -32.75    1974     110       3     3.9
   -71.25   -32.75    1974     110       4    13.9
   -71.25   -32.75    1974     131       0     5.9
   -71.25   -32.75    1974     131       1     3.4
   -71.25   -32.75    1974     131       2    14.5
   -71.25   -32.75    1974     131       3     7.9
   -71.25   -32.75    1974     131       4     4.3
   -71.25   -32.75    1974     132       0    11.3
   -71.25   -32.75    1974     132       1    23.0
   -71.25   -32.75    1974     132       2     5.5
   -71.25   -32.75    1974     132       3     4.7
   -71.25   -32.75    1974     132       4     5.0
   -71.25   -32.75    1974     133       0     5.1
   -71.25   -32.75    1974     133       1    15.2
   -71.25   -32.75    1974     133       2    11.8
   -71.25   -32.75    1974     133       3     6.2
   -71.25   -32.75    1974     133       4     4.2
   -71.25   -32.75    1974     134       0     7.7
   -71.25   -32.75    1974     134       1     3.5
   -71.25   -32.75    1974     134       2    10.4
   -71.25   -32.75    1974     134       3  1000.0
   -71.25   -32.75    1974     134       4     7.9
   -71.25   -32.75    1974     140       0     7.3
   -71.25   -32.75    1974     140       1    12.9
   -71.25   -32.75    1974     140       2    23.2
   -71.25   -32.75    1974     140       3     4.1
   -71.25   -32.75    1974     140       4     3.7
   -71.25   -32.75    1974     160       0     5.7
   -71.25   -32.75    1974     160       1     9.5
   -71.25   -32.75    1974     160       2     4.4
   -71.25   -32.75    1974     160       3     5.4
   -71.25   -32.75    1974     160       4     7.5
   -71.25   -32.75    1975       0       0    10.7
   -71.25   -32.75    1975       0       1     3.1
   -71.25   -32.75    1975       0       2    20.3
   -71.25   -32.75    1975       0       3  1000.0
   -71.25   -32.75    1975       0       4  1000.0
   -71.25   -32.75    1975     110       0    37.0
   -71.25   -32.75    1975     110       1    38.0
   -71.25   -32.75    1975     110       2    20.8
   -71.25   -32.75    1975     110       3     7.8
   -71.25   -32.75    1975     110       4    42.0
   -71.25   -32.75    1975     131       0    15.2
   -71.25   -32.75    1975     131       1     6.5
   -71.25   -32.75    1975     131       2    25.7
   -71.25   -32.75    1975     131       3  1000.0
   -71.25   -32.75    1975     131       4     9.7
   -71.25   -32.75    1975     132       0     9.7
   -71.25   -32.75    1975     132       1    56.6
   -71.25   -32.75    1975     132       2    22.8
   -71.25   -32.75    1975     132       3    13.9
   -71.25   -32.75    1975     132       4    19.0
   -71.25   -32.75    1975     133       0    26.7
   -71.25   -32.75    1975     133       1    45.3
   -71.25   -32.75    1975     133       2    35.6
   -71.25   -32.75    1975     133       3    16.5
   -71.25   -32.75    1975     133       4     9.7
   -71.25   -32.75    1975     134       0    31.9
   -71.25   -32.75    1975     134       1     4.6
   -71.25   -32.75    1975     134       2    41.0
   -71.25   -32.75    1975     134       3  1000.0
   -71.25   -32.75    1975     134       4    20.8
   -71.25   -32.75    1975     140       0    22.9
   -71.25   -32.75    1975     140       1    38.6
   -71.25   -32.75    1975     140       2    67.6
   -71.25   -32.75    1975     140       3    18.6
   -71.25   -32.75    1975     140       4     6.3
   -71.25   -32.75    1975     160       0     7.1
   -71.25   -32.75    1975     160       1    25.3
   -71.25   -32.75    1975     160       2     9.8
   -71.25   -32.75    1975     160       3    12.6
   -71.25   -32.75    1975     160       4    19.5
   -71.25   -32.75    1976       0       0     6.0
   -71.25   -32.75    1976       0       1     5.1
   -71.25   -32.75    1976       0       2     6.9
   -71.25   -32.75    1976       0       3  1000.0
   -71.25   -32.75    1976       0       4  1000.0
   -71.25   -32.75    1976     110       0    20.1
   -71.25   -32.75    1976     110       1    22.5
   -71.25   -32.75    1976     110       2     6.2
   -71.25   -32.75    1976     110       3     4.7
   -71.25   -32.75    1976     110       4    23.7
   -71.25   -32.75    1976     131       0     7.1
   -71.25   -32.75    1976     131       1     4.5
   -71.25   -32.75    1976     131       2    12.7
   -71.25   -32.75    1976     131       3  1000.0
   -71.25   -32.75    1976     131       4     5.0
   -71.25   -32.75    1976     132       0     6.4
   -71.25   -32.75    1976     132       1    34.0
   -71.25   -32.75    1976     132       2     7.7
   -71.25   -32.75    1976     132       3     6.9
   -71.25   -32.75    1976     132       4     6.2
   -71.25   -32.75    1976     133       0    12.6
   -71.25   -32.75    1976     133       1    35.3
   -71.25   -32.75    1976     133       2    20.8
   -71.25   -32.75    1976     133       3     7.6
   -71.25   -32.75    1976     133       4     4.8
   -71.25   -32.75    1976     134       0    19.8
   -71.25   -32.75    1976     134       1     4.3
   -71.25   -32.75    1976     134       2    24.4
   -71.25   -32.75    1976     134       3  1000.0
   -71.25   -32.75    1976     134       4    10.7
   -71.25   -32.75    1976     140       0     9.6
   -71.25   -32.75    1976     140       1    21.0
   -71.25   -32.75    1976     140       2  1000.0
   -71.25   -32.75    1976     140       3     5.7
   -71.25   -32.75    1976     140       4     4.5
   -71.25   -32.75    1976     160       0     4.5
   -71.25   -32.75    1976     160       1    12.3
   -71.25   -32.75    1976     160       2     5.2
   -71.25   -32.75    1976     160       3     5.8
   -71.25   -32.75    1976     160       4    10.1
   -71.25   -32.75    1977       0       0    12.5
   -71.25   -32.75    1977       0       1     9.5
   -71.25   -32.75    1977       0       2    12.2
   -71.25   -32.75    1977       0       3  1000.0
   -71.25   -32.75    1977       0       4  1000.0
   -71.25   -32.75    1977     110       0    44.9
   -71.25   -32.75    1977     110       1    44.5
   -71.25   -32.75    1977     110       2    13.5
   -71.25   -32.75    1977     110       3    15.2
   -71.25   -32.75    1977     110       4    47.8
   -71.25   -32.75    1977     131       0    15.7
   -71.25   -32.75    1977     131       1     9.0
   -71.25   -32.75    1977     131       2    29.4
   -71.25   -32.75    1977     131       3  1000.0
   -71.25   -32.75    1977     131       4    10.7
   -71.25   -32.75    1977     132       0    15.0
   -71.25   -32.75    1977     132       1    57.7
   -71.25   -32.75    1977     132       2    12.4
   -71.25   -32.75    1977     132       3    14.7
   -71.25   -32.75    1977     132       4    11.9
   -71.25   -32.75    1977     133       0    24.9
   -71.25   -32.75    1977     133       1    14.9
   -71.25   -32.75    1977     133       2    75.9
   -71.25   -32.75    1977     133       3    18.9
   -71.25   -32.75    1977     133       4    11.0
   -71.25   -32.75    1977     134       0    12.1
   -71.25   -32.75    1977     134       1    12.5
   -71.25   -32.75    1977     134       2    48.7
   -71.25   -32.75    1977     134       3  1000.0
   -71.25   -32.75    1977     134       4    22.1
   -71.25   -32.75    1977     140       0    19.6
   -71.25   -32.75    1977     140       1    42.4
   -71.25   -32.75    1977     140       2  1000.0
   -71.25   -32.75    1977     140       3    10.6
   -71.25   -32.75    1977     140       4    10.0
   -71.25   -32.75    1977     160       0    16.4
   -71.25   -32.75    1977     160       1    22.5
   -71.25   -32.75    1977     160       2    11.3
   -71.25   -32.75    1977     160       3  1000.0
   -71.25   -32.75    1977     160       4    20.1
   -71.25   -32.75    1978       0       0    24.6
   -71.25   -32.75    1978       0       1    18.1
   -71.25   -32.75    1978       0       2    22.5
   -71.25   -32.75    1978       0       3  1000.0
   -71.25   -32.75    1978       0       4  1000.0
   -71.25   -32.75    1978     110       0    56.9
   -71.25   -32.75    1978     110       1    53.9
   -71.25   -32.75    1978     110       2    28.6
   -71.25   -32.75    1978     110       3    26.4
   -71.25   -32.75    1978     110       4    56.3
   -71.25   -32.75    1978     131       0    32.2
   -71.25   -32.75    1978     131       1    12.7
   -71.25   -32.75    1978     131       2    44.5
   -71.25   -32.75    1978     131       3  1000.0
   -71.25   -32.75    1978     131       4    35.0
   -71.25   -32.75    1978     132       0    34.4
   -71.25   -32.75    1978     132       1    60.7
   -71.25   -32.75    1978     132       2    19.8
   -71.25   -32.75    1978     132       3    27.3
   -71.25   -32.75    1978     132       4    19.5
   -71.25   -32.75    1978     133       0    35.7
   -71.25   -32.75    1978     133       1    33.5
   -71.25   -32.75    1978     133       2    79.9
   -71.25   -32.75    1978     133       3    34.4
   -71.25   -32.75    1978     133       4    19.8
   -71.25   -32.75    1978     134       0    30.8
   -71.25   -32.75    1978     134       1    20.3
   -71.25   -32.75    1978     134       2    63.4
   -71.25   -32.75    1978     134       3  1000.0
   -71.25   -32.75    1978     134       4    36.2
   -71.25   -32.75    1978     140       0    35.0
   -71.25   -32.75    1978     140       1    52.2
   -71.25   -32.75    1978     140       2  1000.0
   -71.25   -32.75    1978     140       3    20.8
   -71.25   -32.75    1978     140       4    32.7
   -71.25   -32.75    1978     160       0    26.4
   -71.25   -32.75    1978     160       1    38.4
   -71.25   -32.75    1978     160       2    22.7
   -71.25   -32.75    1978     160       3  1000.0
   -71.25   -32.75    1978     160       4    36.3
   -71.25   -32.75    1979       0       0    28.5
   -71.25   -32.75    1979       0       1    15.0
   -71.25   -32.75    1979       0       2    21.4
   -71.25   -32.75    1979       0       3    10.9
   -71.25   -32.75    1979       0       4  1000.0
   -71.25   -32.75    1979     110       0    64.4
   -71.25   -32.75    1979     110       1    60.9
   -71.25   -32.75    1979     110       2    31.7
   -71.25   -32.75    1979     110       3    26.7
   -71.25   -32.75    1979     110       4    63.8
   -71.25   -32.75    1979     131       0    37.6
   -71.25   -32.75    1979     131       1     7.0
   -71.25   -32.75    1979     131       2    53.9
   -71.25   -32.75    1979     131       3  1000.0
   -71.25   -32.75    1979     131       4    43.8
   -71.25   -32.75    1979     132       0    39.9
   -71.25   -32.75    1979     132       1    49.8
   -71.25   -32.75    1979     132       2    25.0
   -71.25   -32.75    1979     132       3    29.7
   -71.25   -32.75    1979     132       4    40.2
   -71.25   -32.75    1979     133       0    39.6
   -71.25   -32.75    1979     133       1    39.5
   -71.25   -32.75    1979     133       2    91.1
   -71.25   -32.75    1979     133       3    41.1
   -71.25   -32.75    1979     133       4    29.6
   -71.25   -32.75    1979     134       0    40.3
   -71.25   -32.75    1979     134       1    19.6
   -71.25   -32.75    1979     134       2    70.6
   -71.25   -32.75    1979     134       3  1000.0
   -71.25   -32.75    1979     134       4    39.5
   -71.25   -32.75    1979     140       0    44.5
   -71.25   -32.75    1979     140       1    58.6
   -71.25   -32.75    1979     140       2  1000.0
   -71.25   -32.75    1979     140       3    24.2
   -71.25   -32.75    1979     140       4    29.4
   -71.25   -32.75    1979     160       0    22.9
   -71.25   -32.75    1979     160       1    41.8
   -71.25   -32.75    1979     160       2    23.8
   -71.25   -32.75    1979     160       3    26.5
   -71.25   -32.75    1979     160       4    38.8
   -71.25   -32.75    1980       0       0     7.2
   -71.25   -32.75    1980       0       1     5.1
   -71.25   -32.75    1980       0       2     5.8
   -71.25   -32.75    1980       0       3     3.8
   -71.25   -32.75    1980       0       4  1000.0
   -71.25   -32.75    1980     110       0    21.6
   -71.25   -32.75    1980     110       1    21.4
   -71.25   -32.75    1980     110       2     8.4
   -71.25   -32.75    1980     110       3     6.6
   -71.25   -32.75    1980     110       4    26.7
   -71.25   -32.75    1980     131       0     8.1
   -71.25   -32.75    1980     131       1     4.6
   -71.25   -32.75    1980     131       2    16.6
   -71.25   -32.75    1980     131       3  1000.0
   -71.25   -32.75    1980     131       4     6.3
   -71.25   -32.75    1980     132       0    11.1
   -71.25   -32.75    1980     132       1     7.3
   -71.25   -32.75    1980     132       2     6.1
   -71.25   -32.75    1980     132       3     5.9
   -71.25   -32.75    1980     132       4     6.2
   -71.25   -32.75    1980     133       0     6.6
   -71.25   -32.75    1980     133       1    11.0
   -71.25   -32.75    1980     133       2    61.8
   -71.25   -32.75    1980     133       3     8.4
   -71.25   -32.75    1980     133       4     6.0
   -71.25   -32.75    1980     134       0    10.5
   -71.25   -32.75    1980     134       1     5.1
   -71.25   -32.75    1980     134       2    27.1
   -71.25   -32.75    1980     134       3     3.3
   -71.25   -32.75    1980     134       4    11.7
   -71.25   -32.75    1980     140       0    11.6
   -71.25   -32.75    1980     140       1    17.7
   -71.25   -32.75    1980     140       2  1000.0
   -71.25   -32.75    1980     140       3    12.3
   -71.25   -32.75    1980     140       4     5.7
   -71.25   -32.75    1980     160       0     5.2
   -71.25   -32.75    1980     160       1    11.0
   -71.25   -32.75    1980     160       2     6.3
   -71.25   -32.75    1980     160       3     6.4
   -71.25   -32.75    1980     160       4     9.3
   -71.25   -32.75    1981       0       0     8.0
   -71.25   -32.75    1981       0       1     8.2
   -71.25   -32.75    1981       0       2     5.2
   -71.25   -32.75    1981       0       3  1000.0
   -71.25   -32.75    1981       0       4  1000.0
   -71.25   -32.75    1981     110       0    26.0
   -71.25   -32.75    1981     110       1    25.9
   -71.25   -32.75    1981     110       2     7.4
   -71.25   -32.75    1981     110       3     5.5
   -71.25   -32.75    1981     110       4    33.0
   -71.25   -32.75    1981     131       0     7.3
   -71.25   -32.75    1981     131       1     5.6
   -71.25   -32.75    1981     131       2    20.2
   -71.25   -32.75    1981     131       3     8.9
   -71.25   -32.75    1981     131       4     8.2
   -71.25   -32.75    1981     132       0     9.6
   -71.25   -32.75    1981     132       1    10.5
   -71.25   -32.75    1981     132       2    10.7
   -71.25   -32.75    1981     132       3     5.8
   -71.25   -32.75    1981     132       4     5.5
   -71.25   -32.75    1981     133       0     6.5
   -71.25   -32.75    1981     133       1     8.0
   -71.25   -32.75    1981     133       2    62.1
   -71.25   -32.75    1981     133       3     8.2
