lon,lat,lf_cnt,lf110,lf131,lf132,lf133,lf134,lf140,lf160
-71.25,-32.75,7,7.770370370370371,9.088389513108615,3.7810344827586206,8.921208141825344,3.749147920927062,1.3185913185913185,2.09367816091954
