lon,lat,lf_cnt,lf110,lf131,lf132,lf133,lf134,lf140,lf160
-71.25,-32.75,7,17.20419566709146,13.086952259582393,11.371434173120281,14.929908832467406,14.38094304479953,11.969414763258504,17.057151259680424
