lon,lat,lf_cnt,lf110,lf131,lf132,lf133,lf134,lf140,lf160
-71.25,-32.75,7,215.95764648405222,352.02728692679443,98.12582218212452,178.76859511103564,268.87588390164365,238.34227409863456,312.95998499497006
