lon,lat,lf_cnt,lf110,lf131,lf132,lf133,lf134,lf140,lf160
-71.25,-32.75,7,12.55016450931829,10.75045314340488,10.554474454717582,10.604748529230164,10.638421091804657,2.7818176361799636,3.7812619736231556
