lon,lat,lf_cnt,lf110,lf131,lf132,lf133,lf134,lf140,lf160
-71.25,-32.75,7,3.3288455571525524,3.6145151322740467,3.4801826925632344,3.546557420556786,3.5377188717857244,3.800254610858857,3.115369900594188
