      Lon      Lat    Year   Stand       Jan       Feb       Mar       Apr       May       Jun       Jul       Aug       Sep       Oct       Nov       Dec
   -71.25   -32.75  -17350       0     0.000     0.659     3.173    14.202    51.978    65.170    78.393    86.979   124.417    23.918     5.891     0.568
   -71.25   -32.75  -17350     110     0.000     0.659     3.173    14.202    51.978    65.170    78.393    86.979   124.417    23.918     5.891     0.568
   -71.25   -32.75  -17350     131     0.000     0.659     3.173    14.202    51.978    65.170    78.393    86.979   124.417    23.918     5.891     0.568
   -71.25   -32.75  -17350     132     0.000     0.659     3.173    14.202    51.978    65.170    78.393    86.979   124.417    23.918     5.891     0.568
   -71.25   -32.75  -17350     133     0.000     0.659     3.173    14.202    51.978    65.170    78.393    86.979   124.417    23.918     5.891     0.568
   -71.25   -32.75  -17350     134     0.000     0.659     3.173    14.202    51.978    65.170    78.393    86.979   124.417    23.918     5.891     0.568
   -71.25   -32.75  -17350     140     0.000     0.659     3.173    14.202    51.978    65.170    78.393    86.979   124.417    23.918     5.891     0.568
   -71.25   -32.75  -17350     160     0.000     0.659     3.173    14.202    51.978    65.170    78.393    86.979   124.417    23.918     5.891     0.568
   -71.25   -32.75  -17349       0     0.000     1.499     2.434     7.681    65.434   172.606    57.748    82.639    51.817     6.926     2.983     0.698
   -71.25   -32.75  -17349     110     0.000     1.499     2.434     7.681    65.434   172.606    57.748    82.639    51.817     6.926     2.983     0.698
   -71.25   -32.75  -17349     131     0.000     1.499     2.434     7.681    65.434   172.606    57.748    82.639    51.817     6.926     2.983     0.698
   -71.25   -32.75  -17349     132     0.000     1.499     2.434     7.681    65.434   172.606    57.748    82.639    51.817     6.926     2.983     0.698
   -71.25   -32.75  -17349     133     0.000     1.499     2.434     7.681    65.434   172.606    57.748    82.639    51.817     6.926     2.983     0.698
   -71.25   -32.75  -17349     134     0.000     1.499     2.434     7.681    65.434   172.606    57.748    82.639    51.817     6.926     2.983     0.698
   -71.25   -32.75  -17349     140     0.000     1.499     2.434     7.681    65.434   172.606    57.748    82.639    51.817     6.926     2.983     0.698
   -71.25   -32.75  -17349     160     0.000     1.499     2.434     7.681    65.434   172.606    57.748    82.639    51.817     6.926     2.983     0.698
   -71.25   -32.75  -17348       0     0.000     0.140     3.308    20.932    69.357    95.320   121.461    56.874    42.162    23.300     3.268     1.762
   -71.25   -32.75  -17348     110     0.000     0.140     3.308    20.932    69.357    95.320   121.461    56.874    42.162    23.300     3.268     1.762
   -71.25   -32.75  -17348     131     0.000     0.140     3.308    20.932    69.357    95.320   121.461    56.874    42.162    23.300     3.268     1.762
   -71.25   -32.75  -17348     132     0.000     0.140     3.308    20.932    69.357    95.320   121.461    56.874    42.162    23.300     3.268     1.762
   -71.25   -32.75  -17348     133     0.000     0.140     3.308    20.932    69.357    95.320   121.461    56.874    42.162    23.300     3.268     1.762
   -71.25   -32.75  -17348     134     0.000     0.140     3.308    20.932    69.357    95.320   121.461    56.874    42.162    23.300     3.268     1.762
   -71.25   -32.75  -17348     140     0.000     0.140     3.308    20.932    69.357    95.320   121.461    56.874    42.162    23.300     3.268     1.762
   -71.25   -32.75  -17348     160     0.000     0.140     3.308    20.932    69.357    95.320   121.461    56.874    42.162    23.300     3.268     1.762
   -71.25   -32.75  -17347       0     0.000     0.524     0.267    33.124    32.430    76.777    53.324   146.228   107.559    16.244     7.358     2.073
   -71.25   -32.75  -17347     110     0.000     0.524     0.267    33.124    32.430    76.777    53.324   146.228   107.559    16.244     7.358     2.073
   -71.25   -32.75  -17347     131     0.000     0.524     0.267    33.124    32.430    76.777    53.324   146.228   107.559    16.244     7.358     2.073
   -71.25   -32.75  -17347     132     0.000     0.524     0.267    33.124    32.430    76.777    53.324   146.228   107.559    16.244     7.358     2.073
   -71.25   -32.75  -17347     133     0.000     0.524     0.267    33.124    32.430    76.777    53.324   146.228   107.559    16.244     7.358     2.073
   -71.25   -32.75  -17347     134     0.000     0.524     0.267    33.124    32.430    76.777    53.324   146.228   107.559    16.244     7.358     2.073
   -71.25   -32.75  -17347     140     0.000     0.524     0.267    33.124    32.430    76.777    53.324   146.228   107.559    16.244     7.358     2.073
