      Lon      Lat    Year   Stand   Patch    Surf   Drain    Base    Deep     All
   -71.25   -32.75   -3050       0       0    71.3     0.0     3.6     0.0    74.9
   -71.25   -32.75   -3050       0       1    66.6    37.0    12.8     0.0   116.4
   -71.25   -32.75   -3050       0       2    72.5     0.0     3.5     0.0    76.0
   -71.25   -32.75   -3050       0       3    68.1     0.0    10.4     0.0    78.6
   -71.25   -32.75   -3050       0       4    64.9    57.8    13.4     0.0   136.1
   -71.25   -32.75   -3050     110       0    58.1     0.0     1.3     0.0    59.4
   -71.25   -32.75   -3050     110       1    57.7     0.0     1.7     0.0    59.4
   -71.25   -32.75   -3050     110       2    58.1     0.0     7.1     0.0    65.2
   -71.25   -32.75   -3050     110       3    57.6     0.0     1.0     0.0    58.6
   -71.25   -32.75   -3050     110       4    57.6    12.5    12.9     0.0    83.1
   -71.25   -32.75   -3050     131       0    56.4     0.0     1.3     0.0    57.6
   -71.25   -32.75   -3050     131       1    57.4     0.0     0.2     0.0    57.6
   -71.25   -32.75   -3050     131       2    53.7    43.4    12.9     0.0   110.1
   -71.25   -32.75   -3050     131       3    55.3     0.0     4.3     0.0    59.6
   -71.25   -32.75   -3050     131       4    56.8     0.0     0.6     0.0    57.5
   -71.25   -32.75   -3050     132       0    60.0     0.0     3.6     0.0    63.6
   -71.25   -32.75   -3050     132       1    60.7     0.0     0.2     0.0    60.9
   -71.25   -32.75   -3050     132       2    60.5     0.0     1.0     0.0    61.5
   -71.25   -32.75   -3050     132       3    59.4     0.0     0.8     0.0    60.2
   -71.25   -32.75   -3050     132       4    58.0     0.0    15.3     0.0    73.3
   -71.25   -32.75   -3050     133       0    57.6     0.0     0.2     0.0    57.8
   -71.25   -32.75   -3050     133       1    55.7     0.0     0.2     0.0    56.0
   -71.25   -32.75   -3050     133       2    54.9     0.0     0.6     0.0    55.5
   -71.25   -32.75   -3050     133       3    60.0     0.0     0.8     0.0    60.8
   -71.25   -32.75   -3050     133       4    55.5     0.0     0.4     0.0    55.9
   -71.25   -32.75   -3050     134       0    56.7    44.6    12.8     0.0   114.0
   -71.25   -32.75   -3050     134       1    59.7     0.0    10.1     0.0    69.7
   -71.25   -32.75   -3050     134       2    62.3     0.0     0.2     0.0    62.5
   -71.25   -32.75   -3050     134       3    57.6     0.0     0.7     0.0    58.3
   -71.25   -32.75   -3050     134       4    58.9     0.0     1.8     0.0    60.7
   -71.25   -32.75   -3050     140       0    57.9     0.0     0.1     0.9    58.9
   -71.25   -32.75   -3050     140       1    58.0    48.0     1.9     3.6   111.5
   -71.25   -32.75   -3050     140       2    57.0    24.0     1.2     3.6    85.9
   -71.25   -32.75   -3050     140       3    60.3     0.0     0.4     2.2    62.9
