      Lon      Lat    Year   Stand   Patch    Surf   Drain    Base    Deep     All
   -71.25   -32.75   -5150       0       0    83.3     0.0     5.7     0.0    89.0
   -71.25   -32.75   -5150       0       1    83.0    10.8    10.8     0.0   104.6
   -71.25   -32.75   -5150       0       2    84.0     0.0     5.9     0.0    89.9
   -71.25   -32.75   -5150       0       3    85.9     0.0     6.2     0.0    92.0
   -71.25   -32.75   -5150       0       4    82.9     5.7    10.2     0.0    98.8
   -71.25   -32.75   -5150     110       0    76.9     0.0     0.7     0.0    77.6
   -71.25   -32.75   -5150     110       1    77.1     0.0     0.3     0.0    77.4
   -71.25   -32.75   -5150     110       2    76.3     0.0     0.3     0.0    76.6
   -71.25   -32.75   -5150     110       3    74.8     0.0     0.3     0.0    75.1
   -71.25   -32.75   -5150     110       4    77.9     0.0     0.6     0.0    78.5
   -71.25   -32.75   -5150     131       0    72.9     0.0     0.3     0.0    73.3
   -71.25   -32.75   -5150     131       1    97.1    66.0     9.5     0.0   172.5
   -71.25   -32.75   -5150     131       2    72.9     0.0     0.3     0.0    73.2
   -71.25   -32.75   -5150     131       3    72.3     0.0     0.3     0.0    72.6
   -71.25   -32.75   -5150     131       4    73.8     0.0     0.3     0.0    74.1
   -71.25   -32.75   -5150     132       0    79.6     0.0     2.0     0.0    81.6
   -71.25   -32.75   -5150     132       1    76.2     0.0     0.3     0.0    76.5
   -71.25   -32.75   -5150     132       2    75.6     0.0     0.3     0.0    75.9
   -71.25   -32.75   -5150     132       3    79.0     0.0     5.6     0.0    84.6
   -71.25   -32.75   -5150     132       4    78.1     0.0     0.3     0.0    78.5
   -71.25   -32.75   -5150     133       0    75.8     0.0     8.5     0.0    84.4
   -71.25   -32.75   -5150     133       1    72.9     0.0     0.3     0.0    73.2
   -71.25   -32.75   -5150     133       2    75.8     0.0     0.8     0.0    76.6
   -71.25   -32.75   -5150     133       3    76.0    67.3    19.0     0.0   162.2
   -71.25   -32.75   -5150     133       4    74.9     0.0     0.4     0.0    75.3
   -71.25   -32.75   -5150     134       0    74.1     0.0     0.3     0.0    74.4
   -71.25   -32.75   -5150     134       1    75.5     0.0     7.1     0.0    82.6
   -71.25   -32.75   -5150     134       2    73.6    60.1    13.9     0.0   147.6
   -71.25   -32.75   -5150     134       3    79.1     0.0     8.2     0.0    87.3
   -71.25   -32.75   -5150     134       4    77.3     0.0     0.3     0.0    77.6
   -71.25   -32.75   -5150     140       0    78.7    46.9     1.8     2.1   129.5
   -71.25   -32.75   -5150     140       1    75.3     0.0     0.1     1.0    76.4
   -71.25   -32.75   -5150     140       2    73.9     0.0     0.0     0.2    74.2
   -71.25   -32.75   -5150     140       3    77.2     0.0     0.4     1.5    79.1
   -71.25   -32.75   -5150     140       4    78.5     0.0     0.2     1.4    80.0
   -71.25   -32.75   -5150     160       0    77.1     0.0     0.0     0.3    77.5
   -71.25   -32.75   -5150     160       1    76.1     0.0     0.0     0.4    76.5
   -71.25   -32.75   -5150     160       2    76.6     0.0     0.0     0.3    77.0
   -71.25   -32.75   -5150     160       3    75.9    53.8     1.7     2.1   133.5
   -71.25   -32.75   -5150     160       4    75.9    39.8     1.6     3.6   120.9
   -71.25   -32.75   -5149       0       0    89.2    52.2    19.6     0.0   160.9
   -71.25   -32.75   -5149       0       1    84.6    73.7    20.2     0.0   178.5
   -71.25   -32.75   -5149       0       2    90.9    51.3    19.2     0.0   161.5
   -71.25   -32.75   -5149       0       3    93.7    38.5    16.6     0.0   148.8
   -71.25   -32.75   -5149       0       4    84.1    67.0    19.6     0.0   170.7
   -71.25   -32.75   -5149     110       0    87.8     0.0     3.8     0.0    91.6
   -71.25   -32.75   -5149     110       1    87.7     0.0     1.0     0.0    88.7
   -71.25   -32.75   -5149     110       2    87.1     0.0     1.9     0.0    89.0
   -71.25   -32.75   -5149     110       3    87.8     0.0     1.9     0.0    89.8
   -71.25   -32.75   -5149     110       4    87.8     0.0     3.5     0.0    91.3
   -71.25   -32.75   -5149     131       0    84.6     0.0     2.6     0.0    87.2
   -71.25   -32.75   -5149     131       1    80.2    86.3    27.5     0.0   194.0
   -71.25   -32.75   -5149     131       2    84.7     0.0     1.9     0.0    86.6
