      Lon      Lat    Year   Stand   Patch    Surf   Drain    Base    Deep     All
   -71.25   -32.75   -4150       0       0    20.1    13.5     4.2     0.0    37.8
   -71.25   -32.75   -4150       0       1    20.1     0.0     2.2     0.0    22.3
   -71.25   -32.75   -4150       0       2    20.8     0.0     0.5     0.0    21.3
   -71.25   -32.75   -4150       0       3    21.1     0.0     0.4     0.0    21.5
   -71.25   -32.75   -4150       0       4    19.8     2.5     3.6     0.0    25.9
   -71.25   -32.75   -4150     110       0    15.5     0.0     2.5     0.0    18.0
   -71.25   -32.75   -4150     110       1    21.4     0.0     3.2     0.0    24.7
   -71.25   -32.75   -4150     110       2    20.6     0.0     0.0     0.0    20.6
   -71.25   -32.75   -4150     110       3    16.6    14.5     4.5     0.0    35.7
   -71.25   -32.75   -4150     110       4    22.0    36.3     9.1     0.0    67.5
   -71.25   -32.75   -4150     131       0    18.7    19.0     7.7     0.0    45.3
   -71.25   -32.75   -4150     131       1    17.0     0.0     0.0     0.0    17.0
   -71.25   -32.75   -4150     131       2    16.3     0.0     2.2     0.0    18.4
   -71.25   -32.75   -4150     131       3    17.1     0.0     0.0     0.0    17.1
   -71.25   -32.75   -4150     131       4    17.7     0.0     0.0     0.0    17.8
   -71.25   -32.75   -4150     132       0    15.6     0.0     2.7     0.0    18.2
   -71.25   -32.75   -4150     132       1    19.1     0.0     0.0     0.0    19.1
   -71.25   -32.75   -4150     132       2    19.6     0.0     2.7     0.0    22.3
   -71.25   -32.75   -4150     132       3    17.5     0.0     1.6     0.0    19.1
   -71.25   -32.75   -4150     132       4    19.9     0.0     0.0     0.0    19.9
   -71.25   -32.75   -4150     133       0    20.1     0.0     0.0     0.0    20.1
   -71.25   -32.75   -4150     133       1    14.9     0.0     0.1     0.0    15.0
   -71.25   -32.75   -4150     133       2    14.2     0.0     3.5     0.0    17.8
   -71.25   -32.75   -4150     133       3    16.9     0.0     0.0     0.0    16.9
   -71.25   -32.75   -4150     133       4    20.3     0.0     0.1     0.0    20.5
   -71.25   -32.75   -4150     134       0    18.4     0.0     0.0     0.0    18.4
   -71.25   -32.75   -4150     134       1    19.4     0.0     0.0     0.0    19.4
   -71.25   -32.75   -4150     134       2    21.1     0.0     0.0     0.0    21.1
   -71.25   -32.75   -4150     134       3    20.0     0.0     0.4     0.0    20.4
   -71.25   -32.75   -4150     134       4    18.9     0.0     0.0     0.0    18.9
   -71.25   -32.75   -4150     140       0    22.0     0.0     0.6     2.5    25.1
   -71.25   -32.75   -4150     140       1    22.4     0.0     0.7     1.9    25.0
   -71.25   -32.75   -4150     140       2    23.1     0.0     0.5     1.9    25.4
   -71.25   -32.75   -4150     140       3    16.1     0.0     0.2     1.3    17.6
   -71.25   -32.75   -4150     140       4    22.0     0.0     0.0     0.1    22.1
   -71.25   -32.75   -4150     160       0    22.5     0.0     0.0     0.0    22.5
   -71.25   -32.75   -4150     160       1    17.5     0.0     0.4     1.3    19.2
   -71.25   -32.75   -4150     160       2    16.9    25.1     0.4     3.6    46.0
   -71.25   -32.75   -4150     160       3    21.0     0.0     0.0     0.0    21.0
   -71.25   -32.75   -4150     160       4    21.5     0.0     0.0     0.0    21.6
   -71.25   -32.75   -4149       0       0    15.9    11.6     2.5     0.0    30.0
   -71.25   -32.75   -4149       0       1    15.9     0.0     1.9     0.0    17.8
   -71.25   -32.75   -4149       0       2    16.3     0.0     0.5     0.0    16.8
   -71.25   -32.75   -4149       0       3    16.4     0.0     0.5     0.0    17.0
   -71.25   -32.75   -4149       0       4    15.8     8.2     2.3     0.0    26.3
   -71.25   -32.75   -4149     110       0    11.5     0.0     1.4     0.0    12.9
   -71.25   -32.75   -4149     110       1    18.5     0.0     2.4     0.0    20.9
   -71.25   -32.75   -4149     110       2    18.5     0.0     0.1     0.0    18.5
   -71.25   -32.75   -4149     110       3    14.9    25.3     3.8     0.0    44.0
   -71.25   -32.75   -4149     110       4    18.5    50.4     5.6     0.0    74.5
   -71.25   -32.75   -4149     131       0    15.3    32.1     4.7     0.0    52.0
   -71.25   -32.75   -4149     131       1    17.0     0.0     0.0     0.0    17.0
   -71.25   -32.75   -4149     131       2    14.4     0.0     1.6     0.0    16.0
   -71.25   -32.75   -4149     131       3    16.9     0.0     0.0     0.0    17.0
   -71.25   -32.75   -4149     131       4    16.9     0.0     0.0     0.0    17.0
   -71.25   -32.75   -4149     132       0    11.4     0.0     1.5     0.0    12.8
   -71.25   -32.75   -4149     132       1    19.0     0.0     0.0     0.0    19.0
   -71.25   -32.75   -4149     132       2    17.2     0.0     2.6     0.0    19.8
   -71.25   -32.75   -4149     132       3    14.1     0.0     1.2     0.0    15.3
