      Lon      Lat    Year   Stand   Patch    Surf   Drain    Base    Deep     All
   -71.25   -32.75    -750       0       0    33.6    49.5    11.9     0.0    95.0
   -71.25   -32.75    -750       0       1    35.7    33.5    11.2     0.0    80.3
   -71.25   -32.75    -750       0       2    33.1    46.1    11.2     0.0    90.3
   -71.25   -32.75    -750       0       3    29.3    60.7    10.0     0.0   100.1
   -71.25   -32.75    -750       0       4    30.6    15.8     7.9     0.0    54.3
   -71.25   -32.75    -750     110       0    27.0     5.3    10.4     0.0    42.8
   -71.25   -32.75    -750     110       1    28.8     0.0     0.1     0.0    28.9
   -71.25   -32.75    -750     110       2    21.9     0.0     9.7     0.0    31.6
   -71.25   -32.75    -750     110       3    26.0     0.0     0.6     0.0    26.6
   -71.25   -32.75    -750     110       4    27.2    34.0    10.8     0.0    72.0
   -71.25   -32.75    -750     131       0    24.2     0.0     4.2     0.0    28.5
   -71.25   -32.75    -750     131       1    22.6    56.8    10.2     0.0    89.6
   -71.25   -32.75    -750     131       2    25.3     0.0     0.2     0.0    25.5
   -71.25   -32.75    -750     131       3    24.1    33.4    10.0     0.0    67.5
   -71.25   -32.75    -750     131       4    11.1     0.0     2.8     0.0    13.9
   -71.25   -32.75    -750     132       0    28.6     0.0     0.1     0.0    28.7
   -71.25   -32.75    -750     132       1    31.5     0.0     0.1     0.0    31.6
   -71.25   -32.75    -750     132       2    28.0   102.2    11.9     0.0   142.2
   -71.25   -32.75    -750     132       3    20.8    47.6    10.4     0.0    78.8
   -71.25   -32.75    -750     132       4    28.1     0.0     0.8     0.0    29.0
   -71.25   -32.75    -750     133       0    30.5     0.0     0.1     0.0    30.5
   -71.25   -32.75    -750     133       1    25.0     0.0     1.9     0.0    26.9
   -71.25   -32.75    -750     133       2    22.6    70.8    10.5     0.0   104.0
   -71.25   -32.75    -750     133       3    17.6    57.5    10.4     0.0    85.5
   -71.25   -32.75    -750     133       4    31.7     0.0     0.1     0.0    31.8
   -71.25   -32.75    -750     134       0    29.0     0.0     0.0     0.0    29.1
   -71.25   -32.75    -750     134       1    27.1    78.1    11.3     0.0   116.5
   -71.25   -32.75    -750     134       2    36.4     0.0     1.3     0.0    37.7
   -71.25   -32.75    -750     134       3    25.7    27.0    10.1     0.0    62.8
   -71.25   -32.75    -750     134       4    27.8     0.0     0.1     0.0    27.9
   -71.25   -32.75    -750     140       0    26.9     0.0     0.8     3.6    31.4
   -71.25   -32.75    -750     140       1    27.0     0.0     0.0     0.2    27.2
   -71.25   -32.75    -750     140       2    26.9     0.0     0.1     0.6    27.5
   -71.25   -32.75    -750     140       3    27.9     0.0     0.0     0.2    28.1
   -71.25   -32.75    -750     140       4    27.4     0.0     0.4     2.0    29.7
   -71.25   -32.75    -750     160       0    28.8     0.0     1.0     2.4    32.2
   -71.25   -32.75    -750     160       1    26.6     0.0     0.9     1.8    29.3
   -71.25   -32.75    -750     160       2    29.6     0.0     0.1     0.5    30.1
   -71.25   -32.75    -750     160       3    26.2    18.7     1.0     1.8    47.7
   -71.25   -32.75    -750     160       4    28.1     0.0     0.9     3.6    32.7
   -71.25   -32.75    -749       0       0     2.7    18.6     3.2     0.0    24.5
   -71.25   -32.75    -749       0       1     8.2    29.2     3.5     0.0    40.8
   -71.25   -32.75    -749       0       2     1.7    12.8     1.7     0.0    16.2
   -71.25   -32.75    -749       0       3     0.0    14.4     1.1     0.0    15.6
   -71.25   -32.75    -749       0       4     0.0     0.0     1.2     0.0     1.2
   -71.25   -32.75    -749     110       0     6.1    56.7     4.0     0.0    66.9
   -71.25   -32.75    -749     110       1     6.2     0.0     0.0     0.0     6.2
   -71.25   -32.75    -749     110       2     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75    -749     110       3     4.9     0.0     0.4     0.0     5.3
   -71.25   -32.75    -749     110       4     6.2    43.7     4.1     0.0    54.1
   -71.25   -32.75    -749     131       0     5.1     0.0     1.9     0.0     7.0
   -71.25   -32.75    -749     131       1     4.0    37.9     4.0     0.0    46.0
   -71.25   -32.75    -749     131       2     5.1     0.0     0.1     0.0     5.3
   -71.25   -32.75    -749     131       3     5.2    46.3     4.0     0.0    55.5
   -71.25   -32.75    -749     131       4     4.4     0.0     2.1     0.0     6.5
   -71.25   -32.75    -749     132       0     6.7     0.0     0.1     0.0     6.8
   -71.25   -32.75    -749     132       1     6.3     0.0     0.1     0.0     6.4
   -71.25   -32.75    -749     132       2     6.5    57.5     4.1     0.0    68.2
   -71.25   -32.75    -749     132       3     0.0     7.0     0.0     0.0     7.0
   -71.25   -32.75    -749     132       4     6.1     0.0     0.3     0.0     6.4
   -71.25   -32.75    -749     133       0     4.6     0.0     0.1     0.0     4.6
   -71.25   -32.75    -749     133       1    51.6     0.0     2.5     0.0    54.1
   -71.25   -32.75    -749     133       2     1.2    24.2     3.5     0.0    28.9
   -71.25   -32.75    -749     133       3     0.0     6.9     0.0     0.0     6.9
   -71.25   -32.75    -749     133       4     4.4     0.0     0.0     0.0     4.4
   -71.25   -32.75    -749     134       0     6.3     0.0     0.0     0.0     6.4
   -71.25   -32.75    -749     134       1     6.3    55.1     4.2     0.0    65.7
   -71.25   -32.75    -749     134       2     3.4     0.0     0.5     0.0     3.9
   -71.25   -32.75    -749     134       3     5.0    28.6     4.0     0.0    37.5
   -71.25   -32.75    -749     134       4     6.3     0.0     0.2     0.0     6.6
   -71.25   -32.75    -749     140       0     6.3     0.0     0.4     3.6    10.3
   -71.25   -32.75    -749     140       1     5.4     0.0     0.0     0.2     5.6
   -71.25   -32.75    -749     140       2     6.3     0.0     0.1     0.6     6.9
   -71.25   -32.75    -749     140       3     6.3     0.0     0.0     0.3     6.6
   -71.25   -32.75    -749     140       4    56.3     0.0     0.2     3.6    60.2
   -71.25   -32.75    -749     160       0     6.9    36.5     0.4     3.6    47.4
   -71.25   -32.75    -749     160       1     0.0     0.0     0.1     0.8     0.9
   -71.25   -32.75    -749     160       2     6.9     0.0     0.1     0.5     7.4
   -71.25   -32.75    -749     160       3     2.5     4.4     0.4     1.8     9.1
   -71.25   -32.75    -749     160       4     6.6    13.2     0.4     3.6    23.8
   -71.25   -32.75    -748       0       0    80.5    94.9    23.6     0.0   199.0
   -71.25   -32.75    -748       0       1    80.9    94.0    25.7     0.0   200.6
   -71.25   -32.75    -748       0       2    80.5    87.9    23.4     0.0   191.8
   -71.25   -32.75    -748       0       3    81.1    90.3    24.3     0.0   195.8
   -71.25   -32.75    -748       0       4    80.5    82.0    22.9     0.0   185.4
   -71.25   -32.75    -748     110       0    70.5   107.3    30.4     0.0   208.2
   -71.25   -32.75    -748     110       1    71.1     0.0     2.8     0.0    73.9
   -71.25   -32.75    -748     110       2    66.0    66.7    23.0     0.0   155.8
   -71.25   -32.75    -748     110       3    67.2     0.0     8.6     0.0    75.8
   -71.25   -32.75    -748     110       4    71.5   113.0    30.5     0.0   215.1
   -71.25   -32.75    -748     131       0    66.0     0.0    27.1     0.0    93.0
   -71.25   -32.75    -748     131       1    63.4    95.6    26.6     0.0   185.6
   -71.25   -32.75    -748     131       2    66.5     0.0     5.7     0.0    72.2
   -71.25   -32.75    -748     131       3    67.2   111.9    31.2     0.0   210.3
   -71.25   -32.75    -748     131       4    65.2     0.0    25.8     0.0    91.0
   -71.25   -32.75    -748     132       0    73.4     0.0     5.0     0.0    78.4
   -71.25   -32.75    -748     132       1    71.3     0.0     4.2     0.0    75.4
   -71.25   -32.75    -748     132       2    71.9   105.3    30.0     0.0   207.2
   -71.25   -32.75    -748     132       3    67.9    78.3    22.4     0.0   168.6
   -71.25   -32.75    -748     132       4    69.8     0.0     7.8     0.0    77.6
   -71.25   -32.75    -748     133       0    63.7     0.0     3.2     0.0    66.9
   -71.25   -32.75    -748     133       1    67.0     0.0     9.8     0.0    76.7
   -71.25   -32.75    -748     133       2    62.8    90.3    24.5     0.0   177.6
   -71.25   -32.75    -748     133       3    61.8    74.0    23.2     0.0   158.9
   -71.25   -32.75    -748     133       4    63.6     0.0     3.0     0.0    66.6
   -71.25   -32.75    -748     134       0    72.0     0.0     3.4     0.0    75.4
   -71.25   -32.75    -748     134       1    71.9   112.5    30.5     0.0   214.9
   -71.25   -32.75    -748     134       2    67.2     0.0     8.7     0.0    75.8
   -71.25   -32.75    -748     134       3    67.9    95.8    26.4     0.0   190.1
   -71.25   -32.75    -748     134       4    72.0     0.0     6.6     0.0    78.5
   -71.25   -32.75    -748     140       0   166.6   148.0     0.8     3.6   319.0
   -71.25   -32.75    -748     140       1    67.8     0.0     0.6     2.0    70.4
   -71.25   -32.75    -748     140       2    71.8     0.0     1.1     2.0    74.9
   -71.25   -32.75    -748     140       3    71.8     0.0     0.7     2.0    74.5
   -71.25   -32.75    -748     140       4    73.2     0.0     1.1     1.9    76.2
   -71.25   -32.75    -748     160       0    73.8   111.0     3.0     3.6   191.5
   -71.25   -32.75    -748     160       1    70.5    43.1     2.6     2.0   118.2
   -71.25   -32.75    -748     160       2    74.2     0.0     1.1     2.0    77.4
   -71.25   -32.75    -748     160       3    70.0    92.0     2.4     3.5   167.9
   -71.25   -32.75    -748     160       4    72.5   104.0     3.0     3.6   183.1
   -71.25   -32.75    -747       0       0    67.7    43.3     6.1     0.0   117.1
   -71.25   -32.75    -747       0       1    68.8    46.6     8.5     0.0   123.8
   -71.25   -32.75    -747       0       2    67.8    29.7     5.6     0.0   103.1
   -71.25   -32.75    -747       0       3    68.6    47.3     8.2     0.0   124.1
   -71.25   -32.75    -747       0       4    67.8    32.8     5.6     0.0   106.3
   -71.25   -32.75    -747     110       0    64.1    54.9     9.8     0.0   128.8
   -71.25   -32.75    -747     110       1    65.5     0.0     3.1     0.0    68.6
   -71.25   -32.75    -747     110       2    62.5    36.8     6.9     0.0   106.1
   -71.25   -32.75    -747     110       3    61.8     0.0     3.5     0.0    65.3
   -71.25   -32.75    -747     110       4    66.7    71.1    11.0     0.0   148.8
   -71.25   -32.75    -747     131       0    62.0    34.6     8.8     0.0   105.5
   -71.25   -32.75    -747     131       1    60.2    34.5     6.4     0.0   101.1
   -71.25   -32.75    -747     131       2    63.1     0.0     4.6     0.0    67.7
   -71.25   -32.75    -747     131       3    65.0    70.3    11.3     0.0   146.6
   -71.25   -32.75    -747     131       4    61.7     0.0     7.8     0.0    69.5
   -71.25   -32.75    -747     132       0    67.5     0.0     4.6     0.0    72.0
   -71.25   -32.75    -747     132       1    63.9     0.0     3.2     0.0    67.1
   -71.25   -32.75    -747     132       2    64.2    50.8     9.0     0.0   124.0
   -71.25   -32.75    -747     132       3    63.2    37.4     6.8     0.0   107.4
   -71.25   -32.75    -747     132       4    63.2     0.0     3.3     0.0    66.5
   -71.25   -32.75    -747     133       0    60.7     0.0     1.8     0.0    62.6
   -71.25   -32.75    -747     133       1    63.1     0.0     5.5     0.0    68.6
   -71.25   -32.75    -747     133       2    59.5    30.3     6.0     0.0    95.7
   -71.25   -32.75    -747     133       3    60.8    35.5     6.8     0.0   103.1
   -71.25   -32.75    -747     133       4    60.5     0.0     1.8     0.0    62.3
   -71.25   -32.75    -747     134       0    66.8     0.0     3.6     0.0    70.4
