      Lon      Lat    Year   Stand   Patch    Surf   Drain    Base    Deep     All
   -71.25   -32.75  -10550       0       0     0.0     0.0     3.0     0.0     3.0
   -71.25   -32.75  -10550       0       1     3.4    26.6     3.5     0.0    33.5
   -71.25   -32.75  -10550       0       2     0.0    25.8     1.9     0.0    27.6
   -71.25   -32.75  -10550       0       3     0.0     0.0     2.9     0.0     2.9
   -71.25   -32.75  -10550       0       4     0.0     0.0     0.2     0.0     0.2
   -71.25   -32.75  -10550     110       0     1.1     0.0     0.0     0.0     1.2
   -71.25   -32.75  -10550     110       1     1.8     0.0     0.0     0.0     1.8
   -71.25   -32.75  -10550     110       2     4.5     0.0     2.4     0.0     6.9
   -71.25   -32.75  -10550     110       3     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -10550     110       4     5.4     0.0     0.1     0.0     5.5
   -71.25   -32.75  -10550     131       0     2.6     0.0     0.0     0.0     2.6
   -71.25   -32.75  -10550     131       1     4.3     0.0     0.0     0.0     4.4
   -71.25   -32.75  -10550     131       2     0.0    10.7     0.0     0.0    10.7
   -71.25   -32.75  -10550     131       3     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -10550     131       4     6.4     0.0     2.1     0.0     8.4
   -71.25   -32.75  -10550     132       0     1.8     0.0     0.0     0.0     1.9
   -71.25   -32.75  -10550     132       1     2.2     0.0     2.5     0.0     4.7
   -71.25   -32.75  -10550     132       2     7.1    53.6     2.6     0.0    63.3
   -71.25   -32.75  -10550     132       3     8.1     0.0     0.2     0.0     8.3
   -71.25   -32.75  -10550     132       4     4.4     0.0     0.0     0.0     4.4
   -71.25   -32.75  -10550     133       0     1.9     0.0     0.0     0.0     1.9
   -71.25   -32.75  -10550     133       1     1.4     0.0     0.0     0.0     1.4
   -71.25   -32.75  -10550     133       2     0.0    19.9     0.0     0.0    19.9
   -71.25   -32.75  -10550     133       3     1.2     0.0     2.0     0.0     3.2
   -71.25   -32.75  -10550     133       4     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -10550     134       0     3.5     0.0     0.0     0.0     3.5
   -71.25   -32.75  -10550     134       1     1.6     0.0     0.0     0.0     1.6
   -71.25   -32.75  -10550     134       2     7.2    43.2     2.6     0.0    53.0
   -71.25   -32.75  -10550     134       3     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -10550     134       4     6.8    52.6     2.6     0.0    62.0
   -71.25   -32.75  -10550     140       0     0.0    28.0     0.0     3.6    31.7
   -71.25   -32.75  -10550     140       1     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -10550     140       2     2.2     0.0     0.0     0.5     2.8
   -71.25   -32.75  -10550     140       3     6.3     0.0     0.2     3.6    10.1
   -71.25   -32.75  -10550     140       4     5.4     0.0     0.0     0.1     5.5
   -71.25   -32.75  -10550     160       0     2.4     0.0     0.0     0.0     2.4
   -71.25   -32.75  -10550     160       1     6.7     0.0     0.1     1.8     8.5
