      Lon      Lat    Year   Stand   Patch    Surf   Drain    Base    Deep     All
   -71.25   -32.75  -12350       0       0    20.2    30.2     4.0     0.0    54.4
   -71.25   -32.75  -12350       0       1    19.6    41.4     4.9     0.0    65.9
   -71.25   -32.75  -12350       0       2    19.3    47.2     5.1     0.0    71.7
   -71.25   -32.75  -12350       0       3    21.1    10.0     2.8     0.0    34.0
   -71.25   -32.75  -12350       0       4    19.7    53.8     5.2     0.0    78.7
   -71.25   -32.75  -12350     110       0    20.0     0.0     0.0     0.0    20.1
   -71.25   -32.75  -12350     110       1    21.9     0.0     0.1     0.0    22.0
   -71.25   -32.75  -12350     110       2    22.2     0.0     0.0     0.0    22.2
   -71.25   -32.75  -12350     110       3    14.4     0.0     0.1     0.0    14.5
   -71.25   -32.75  -12350     110       4    20.5     0.0     0.0     0.0    20.6
   -71.25   -32.75  -12350     131       0    17.3     0.0     0.0     0.0    17.3
   -71.25   -32.75  -12350     131       1    21.2     0.0     0.0     0.0    21.2
   -71.25   -32.75  -12350     131       2   110.3   141.6     6.2     0.0   258.1
   -71.25   -32.75  -12350     131       3    19.2     0.0     0.0     0.0    19.2
   -71.25   -32.75  -12350     131       4    16.9     0.0     0.0     0.0    16.9
   -71.25   -32.75  -12350     132       0   106.1     0.0     5.7     0.0   111.8
   -71.25   -32.75  -12350     132       1    26.0     0.0     2.7     0.0    28.7
   -71.25   -32.75  -12350     132       2    21.5     0.0     0.0     0.0    21.5
   -71.25   -32.75  -12350     132       3    17.9    15.8     6.9     0.0    40.5
   -71.25   -32.75  -12350     132       4    12.2     0.0     2.5     0.0    14.7
   -71.25   -32.75  -12350     133       0    17.1     0.0     0.0     0.0    17.1
   -71.25   -32.75  -12350     133       1    19.4     0.0     0.0     0.0    19.4
   -71.25   -32.75  -12350     133       2    17.5     0.0     0.0     0.0    17.5
   -71.25   -32.75  -12350     133       3    22.7     0.0     0.1     0.0    22.7
   -71.25   -32.75  -12350     133       4    23.0     0.0     0.3     0.0    23.2
   -71.25   -32.75  -12350     134       0    12.0     0.0     4.3     0.0    16.2
   -71.25   -32.75  -12350     134       1    24.1     0.0     0.1     0.0    24.1
   -71.25   -32.75  -12350     134       2    15.6    47.9     7.2     0.0    70.7
   -71.25   -32.75  -12350     134       3    24.4     0.0     0.0     0.0    24.4
   -71.25   -32.75  -12350     134       4    11.6     0.0     3.6     0.0    15.2
   -71.25   -32.75  -12350     140       0    19.5     0.0     0.0     0.0    19.5
   -71.25   -32.75  -12350     140       1    13.8     0.0     0.6     3.6    18.0
   -71.25   -32.75  -12350     140       2    11.1    42.3     0.5     3.6    57.5
   -71.25   -32.75  -12350     140       3    13.7     0.0     0.3     1.2    15.2
   -71.25   -32.75  -12350     140       4    22.2     0.0     0.0     0.0    22.2
   -71.25   -32.75  -12350     160       0    13.9    29.9     0.5     3.6    47.9
   -71.25   -32.75  -12350     160       1    26.8     0.0     0.1     0.9    27.9
   -71.25   -32.75  -12350     160       2    13.7    12.5     0.5     3.1    29.9
   -71.25   -32.75  -12350     160       3    21.9     0.0     0.0     0.0    21.9
   -71.25   -32.75  -12350     160       4    14.8     0.0     0.1     0.6    15.4
   -71.25   -32.75  -12349       0       0     0.9     0.0     1.4     0.0     2.3
   -71.25   -32.75  -12349       0       1     0.5     1.6     1.7     0.0     3.7
   -71.25   -32.75  -12349       0       2     0.4     7.5     1.9     0.0     9.8
   -71.25   -32.75  -12349       0       3     0.8     4.1     1.7     0.0     6.7
   -71.25   -32.75  -12349       0       4     0.5    10.2     1.9     0.0    12.7
   -71.25   -32.75  -12349     110       0     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -12349     110       1     0.0     0.0     0.1     0.0     0.1
   -71.25   -32.75  -12349     110       2     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -12349     110       3     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -12349     110       4     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -12349     131       0     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -12349     131       1     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -12349     131       2     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -12349     131       3     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -12349     131       4     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -12349     132       0     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -12349     132       1     0.0     0.0     1.0     0.0     1.0
   -71.25   -32.75  -12349     132       2     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -12349     132       3     0.0     9.0     0.0     0.0     9.0
   -71.25   -32.75  -12349     132       4     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -12349     133       0     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -12349     133       1     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -12349     133       2     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -12349     133       3     0.0     0.0     0.1     0.0     0.1
   -71.25   -32.75  -12349     133       4     0.0     0.0     0.2     0.0     0.2
   -71.25   -32.75  -12349     134       0     0.0     0.0     0.0     0.0     0.0
   -71.25   -32.75  -12349     134       1     0.0     0.0     0.1     0.0     0.1
   -71.25   -32.75  -12349     134       2     0.0    10.1     0.0     0.0    10.1
   -71.25   -32.75  -12349     134       3     0.0     0.0     0.0     0.0     0.0
