      Lon      Lat    Year   Stand   Patch    Surf   Drain    Base    Deep     All
   -71.25   -32.75    -650       0       0    21.0    26.4     3.1     0.0    50.4
   -71.25   -32.75    -650       0       1    19.9     0.0     2.2     0.0    22.1
   -71.25   -32.75    -650       0       2    23.1    25.9     3.3     0.0    52.3
   -71.25   -32.75    -650       0       3    26.9     0.0     0.5     0.0    27.4
   -71.25   -32.75    -650       0       4    24.7     0.0     0.5     0.0    25.2
   -71.25   -32.75    -650     110       0    22.9     0.0     0.0     0.0    22.9
   -71.25   -32.75    -650     110       1    23.2     0.0     0.0     0.0    23.2
   -71.25   -32.75    -650     110       2    23.0     0.0     0.0     0.0    23.0
   -71.25   -32.75    -650     110       3    12.8     0.0     3.2     0.0    16.0
   -71.25   -32.75    -650     110       4    21.8     0.0     0.0     0.0    21.8
   -71.25   -32.75    -650     131       0    22.6     0.0     0.6     0.0    23.2
   -71.25   -32.75    -650     131       1    16.3     0.0     3.0     0.0    19.2
   -71.25   -32.75    -650     131       2    21.3     0.0     0.0     0.0    21.3
   -71.25   -32.75    -650     131       3    21.0     0.0     0.0     0.0    21.0
   -71.25   -32.75    -650     131       4    22.4    41.7     4.0     0.0    68.2
   -71.25   -32.75    -650     132       0    23.0     0.0     0.0     0.0    23.0
   -71.25   -32.75    -650     132       1    23.1     0.0     0.0     0.0    23.2
   -71.25   -32.75    -650     132       2    22.2     0.0     0.0     0.0    22.2
   -71.25   -32.75    -650     132       3    23.5     0.0     0.0     0.0    23.5
   -71.25   -32.75    -650     132       4    20.9     0.0     0.3     0.0    21.2
   -71.25   -32.75    -650     133       0    21.6     0.0     0.0     0.0    21.6
   -71.25   -32.75    -650     133       1    21.4     0.0     0.0     0.0    21.4
   -71.25   -32.75    -650     133       2    24.1     0.0     0.0     0.0    24.1
   -71.25   -32.75    -650     133       3    22.1     0.0     0.2     0.0    22.2
   -71.25   -32.75    -650     133       4    21.7     0.0     0.0     0.0    21.7
   -71.25   -32.75    -650     134       0    23.1     0.0     0.0     0.0    23.1
   -71.25   -32.75    -650     134       1    20.9     0.0     0.0     0.0    20.9
   -71.25   -32.75    -650     134       2    23.8     0.0     0.0     0.0    23.8
   -71.25   -32.75    -650     134       3    23.5     0.0     0.0     0.0    23.5
   -71.25   -32.75    -650     134       4    14.6    11.9     3.5     0.0    30.0
   -71.25   -32.75    -650     140       0    15.4     0.0     0.0     0.0    15.4
   -71.25   -32.75    -650     140       1    24.1     0.0     0.0     0.0    24.1
   -71.25   -32.75    -650     140       2    27.6     0.0     0.0     0.0    27.6
   -71.25   -32.75    -650     140       3    14.2     0.0     0.2     1.1    15.4
   -71.25   -32.75    -650     140       4    18.5     0.0     0.2     1.6    20.2
   -71.25   -32.75    -650     160       0    20.4    14.5     0.4     2.1    37.3
   -71.25   -32.75    -650     160       1    23.4     0.0     0.0     0.0    23.4
   -71.25   -32.75    -650     160       2    24.5     0.0     0.0     0.1    24.7
   -71.25   -32.75    -650     160       3    24.0     0.0     0.0     0.0    24.0
   -71.25   -32.75    -650     160       4    24.4     0.0     0.0     0.0    24.4
   -71.25   -32.75    -649       0       0    70.3    82.4    11.9     0.0   164.7
   -71.25   -32.75    -649       0       1    70.2    65.6    11.9     0.0   147.7
   -71.25   -32.75    -649       0       2    70.6    88.8    12.0     0.0   171.4
   -71.25   -32.75    -649       0       3    72.3    21.6     3.4     0.0    97.3
