      Lon      Lat    Year   Stand   Patch    Surf   Drain    Base    Deep     All
   -71.25   -32.75    1050       0       0    73.5    10.9     9.7     0.0    94.1
   -71.25   -32.75    1050       0       1    85.6     0.0     2.3     0.0    87.9
   -71.25   -32.75    1050       0       2    87.0    41.9     9.6     0.0   138.4
   -71.25   -32.75    1050       0       3    85.0     0.0     2.8     0.0    87.9
   -71.25   -32.75    1050       0       4    87.7     0.0     2.1     0.0    89.9
   -71.25   -32.75    1050     110       0    73.3     0.0     3.1     0.0    76.4
   -71.25   -32.75    1050     110       1    65.2    36.1    11.8     0.0   113.2
   -71.25   -32.75    1050     110       2    79.3     0.0     0.1     0.0    79.3
   -71.25   -32.75    1050     110       3    72.5    56.3    16.1     0.0   144.8
   -71.25   -32.75    1050     110       4    73.6     0.0     4.8     0.0    78.4
   -71.25   -32.75    1050     131       0    71.2     0.0     2.0     0.0    73.2
   -71.25   -32.75    1050     131       1    70.5     0.0     0.3     0.0    70.7
   -71.25   -32.75    1050     131       2    74.2     0.0     0.0     0.0    74.2
   -71.25   -32.75    1050     131       3    67.9    39.8    13.1     0.0   120.8
   -71.25   -32.75    1050     131       4    70.1     0.0     5.1     0.0    75.2
   -71.25   -32.75    1050     132       0    65.1    30.4    11.3     0.0   106.8
   -71.25   -32.75    1050     132       1    74.5     0.0     1.5     0.0    76.1
   -71.25   -32.75    1050     132       2    74.7     0.0     4.8     0.0    79.5
   -71.25   -32.75    1050     132       3    78.4     0.0     0.1     0.0    78.5
   -71.25   -32.75    1050     132       4    75.9     0.0     0.1     0.0    76.0
   -71.25   -32.75    1050     133       0    70.8     0.0     1.0     0.0    71.8
   -71.25   -32.75    1050     133       1    76.4     0.0     0.1     0.0    76.4
   -71.25   -32.75    1050     133       2    71.6     0.0    14.4     0.0    86.0
   -71.25   -32.75    1050     133       3    72.7     0.0     4.5     0.0    77.2
   -71.25   -32.75    1050     133       4    70.4     0.0     6.0     0.0    76.4
   -71.25   -32.75    1050     134       0    69.7    31.4    12.2     0.0   113.3
   -71.25   -32.75    1050     134       1    72.4     0.0     3.0     0.0    75.4
   -71.25   -32.75    1050     134       2    75.1     0.0     0.1     0.0    75.2
   -71.25   -32.75    1050     134       3    79.6     0.0     0.1     0.0    79.6
   -71.25   -32.75    1050     134       4    77.8     0.0     0.1     0.0    77.9
   -71.25   -32.75    1050     140       0    75.5     0.0     0.0     0.1    75.6
   -71.25   -32.75    1050     140       1    73.5     0.0     0.0     0.1    73.6
   -71.25   -32.75    1050     140       2    70.9     0.0     0.5     1.4    72.8
   -71.25   -32.75    1050     140       3    74.6     0.0     0.4     1.7    76.7
   -71.25   -32.75    1050     140       4    74.8     0.0     0.0     0.1    74.9
   -71.25   -32.75    1050     160       0    71.3    32.7     1.2     3.6   108.9
   -71.25   -32.75    1050     160       1    73.4     0.0     0.9     1.8    76.2
   -71.25   -32.75    1050     160       2    74.9     0.0     0.3     1.8    77.0
   -71.25   -32.75    1050     160       3    68.1     0.0     1.0     3.6    72.7
   -71.25   -32.75    1050     160       4    74.2     8.2     1.5     3.6    87.6
   -71.25   -32.75    1051       0       0     3.8     6.4     1.1     0.0    11.4
   -71.25   -32.75    1051       0       1     5.9     0.0     0.2     0.0     6.1
   -71.25   -32.75    1051       0       2     5.3    33.4     1.3     0.0    40.1
   -71.25   -32.75    1051       0       3     8.2     0.0     1.9     0.0    10.1
   -71.25   -32.75    1051       0       4     7.7     0.0     0.5     0.0     8.2
