      Lon      Lat    Year   Stand   Patch    Surf   Drain    Base    Deep     All
   -71.25   -32.75   -5750       0       0    33.0     0.0     1.7     0.0    34.8
   -71.25   -32.75   -5750       0       1    25.5     0.0     1.1     0.0    26.6
   -71.25   -32.75   -5750       0       2    25.1     0.0     1.1     0.0    26.2
   -71.25   -32.75   -5750       0       3    27.1    50.9     9.0     0.0    87.0
   -71.25   -32.75   -5750       0       4    30.6     0.0     1.8     0.0    32.3
   -71.25   -32.75   -5750     110       0    23.7     0.0     0.1     0.0    23.7
   -71.25   -32.75   -5750     110       1    19.4     0.0     0.0     0.0    19.5
   -71.25   -32.75   -5750     110       2    14.5    35.7     9.4     0.0    59.7
   -71.25   -32.75   -5750     110       3    23.7     0.0     0.5     0.0    24.3
   -71.25   -32.75   -5750     110       4    21.7     0.0     0.1     0.0    21.8
   -71.25   -32.75   -5750     131       0    17.9     0.0     0.1     0.0    17.9
   -71.25   -32.75   -5750     131       1    20.2     0.0     0.1     0.0    20.3
   -71.25   -32.75   -5750     131       2    19.0     0.0     0.0     0.0    19.0
   -71.25   -32.75   -5750     131       3    21.0     0.0     0.1     0.0    21.1
   -71.25   -32.75   -5750     131       4    17.5     0.0     0.0     0.0    17.5
   -71.25   -32.75   -5750     132       0    25.0     0.0     0.5     0.0    25.5
   -71.25   -32.75   -5750     132       1    24.3     0.0     0.1     0.0    24.3
   -71.25   -32.75   -5750     132       2    21.8     0.0     0.0     0.0    21.8
   -71.25   -32.75   -5750     132       3    23.8     0.0     0.1     0.0    23.9
   -71.25   -32.75   -5750     132       4    21.3     0.0     0.0     0.0    21.3
   -71.25   -32.75   -5750     133       0    22.4     0.0     3.4     0.0    25.8
   -71.25   -32.75   -5750     133       1    19.8     0.0     0.1     0.0    19.9
   -71.25   -32.75   -5750     133       2    21.8     0.0     0.1     0.0    21.9
   -71.25   -32.75   -5750     133       3    19.3     0.0     0.1     0.0    19.3
   -71.25   -32.75   -5750     133       4    19.2     0.0     0.1     0.0    19.2
   -71.25   -32.75   -5750     134       0    20.9     0.0     0.1     0.0    20.9
   -71.25   -32.75   -5750     134       1    21.6     0.0     0.0     0.0    21.6
   -71.25   -32.75   -5750     134       2    24.6     0.0     5.8     0.0    30.3
   -71.25   -32.75   -5750     134       3    20.3     0.0     0.0     0.0    20.4
   -71.25   -32.75   -5750     134       4    13.9     0.0     4.0     0.0    17.9
   -71.25   -32.75   -5750     140       0    14.4     0.0     0.1     0.8    15.3
   -71.25   -32.75   -5750     140       1    24.0     0.0     0.0     0.1    24.1
   -71.25   -32.75   -5750     140       2    23.9     0.0     0.0     0.1    23.9
   -71.25   -32.75   -5750     140       3    23.1     0.0     0.0     0.0    23.1
   -71.25   -32.75   -5750     140       4    24.8     0.0     0.3     1.9    26.9
   -71.25   -32.75   -5750     160       0    25.0     0.0     0.0     0.1    25.1
   -71.25   -32.75   -5750     160       1    23.4     0.0     0.0     0.1    23.5
   -71.25   -32.75   -5750     160       2    25.0     0.0     0.0     0.1    25.1
   -71.25   -32.75   -5750     160       3    25.3     0.0     0.0     0.2    25.5
   -71.25   -32.75   -5750     160       4    22.6     0.0     0.0     0.1    22.6
   -71.25   -32.75   -5749       0       0    30.6     0.0     1.7     0.0    32.4
   -71.25   -32.75   -5749       0       1    26.9     0.0     3.2     0.0    30.0
   -71.25   -32.75   -5749       0       2    27.0     0.0     3.1     0.0    30.1
   -71.25   -32.75   -5749       0       3    29.1    58.2     6.4     0.0    93.7
   -71.25   -32.75   -5749       0       4    30.0     0.0     1.6     0.0    31.6
   -71.25   -32.75   -5749     110       0    26.5     0.0     0.2     0.0    26.7
   -71.25   -32.75   -5749     110       1    26.5     0.0     0.1     0.0    26.6
   -71.25   -32.75   -5749     110       2    19.8    40.3     4.8     0.0    64.9
   -71.25   -32.75   -5749     110       3    26.5     0.0     0.6     0.0    27.1
   -71.25   -32.75   -5749     110       4    26.5     0.0     0.2     0.0    26.7
   -71.25   -32.75   -5749     131       0    24.5     0.0     0.1     0.0    24.6
   -71.25   -32.75   -5749     131       1    24.9     0.0     0.1     0.0    24.9
   -71.25   -32.75   -5749     131       2    24.9     0.0     0.1     0.0    24.9
   -71.25   -32.75   -5749     131       3    24.9     0.0     0.1     0.0    24.9
   -71.25   -32.75   -5749     131       4    24.7     0.0     0.1     0.0    24.8
   -71.25   -32.75   -5749     132       0    27.0     0.0     0.8     0.0    27.9
   -71.25   -32.75   -5749     132       1    26.7     0.0     0.1     0.0    26.8
   -71.25   -32.75   -5749     132       2    27.2     0.0     0.1     0.0    27.3
