      Lon      Lat    Year   Stand       Jan       Feb       Mar       Apr       May       Jun       Jul       Aug       Sep       Oct       Nov       Dec
   -71.25   -32.75  -11750       0     0.000     0.292     3.399     5.304    54.792    60.570    40.908    40.994    33.131    42.277     6.873     0.542
   -71.25   -32.75  -11750     110     0.000     0.292     3.399     5.304    54.792    60.570    40.908    40.994    33.131    42.277     6.873     0.542
   -71.25   -32.75  -11750     131     0.000     0.292     3.399     5.304    54.792    60.570    40.908    40.994    33.131    42.277     6.873     0.542
   -71.25   -32.75  -11750     132     0.000     0.292     3.399     5.304    54.792    60.570    40.908    40.994    33.131    42.277     6.873     0.542
   -71.25   -32.75  -11750     133     0.000     0.292     3.399     5.304    54.792    60.570    40.908    40.994    33.131    42.277     6.873     0.542
   -71.25   -32.75  -11750     134     0.000     0.292     3.399     5.304    54.792    60.570    40.908    40.994    33.131    42.277     6.873     0.542
   -71.25   -32.75  -11750     140     0.000     0.292     3.399     5.304    54.792    60.570    40.908    40.994    33.131    42.277     6.873     0.542
   -71.25   -32.75  -11750     160     0.000     0.292     3.399     5.304    54.792    60.570    40.908    40.994    33.131    42.277     6.873     0.542
   -71.25   -32.75  -11749       0     0.000     0.206     2.139     9.504    48.498    46.019   125.265   109.721    13.589    11.947     6.259     1.663
   -71.25   -32.75  -11749     110     0.000     0.206     2.139     9.504    48.498    46.019   125.265   109.721    13.589    11.947     6.259     1.663
   -71.25   -32.75  -11749     131     0.000     0.206     2.139     9.504    48.498    46.019   125.265   109.721    13.589    11.947     6.259     1.663
   -71.25   -32.75  -11749     132     0.000     0.206     2.139     9.504    48.498    46.019   125.265   109.721    13.589    11.947     6.259     1.663
   -71.25   -32.75  -11749     133     0.000     0.206     2.139     9.504    48.498    46.019   125.265   109.721    13.589    11.947     6.259     1.663
   -71.25   -32.75  -11749     134     0.000     0.206     2.139     9.504    48.498    46.019   125.265   109.721    13.589    11.947     6.259     1.663
   -71.25   -32.75  -11749     140     0.000     0.206     2.139     9.504    48.498    46.019   125.265   109.721    13.589    11.947     6.259     1.663
   -71.25   -32.75  -11749     160     0.000     0.206     2.139     9.504    48.498    46.019   125.265   109.721    13.589    11.947     6.259     1.663
   -71.25   -32.75  -11748       0     0.000     0.428     1.120     9.045    34.727   109.523   101.289    50.981    24.605     7.857     2.046     0.610
   -71.25   -32.75  -11748     110     0.000     0.428     1.120     9.045    34.727   109.523   101.289    50.981    24.605     7.857     2.046     0.610
   -71.25   -32.75  -11748     131     0.000     0.428     1.120     9.045    34.727   109.523   101.289    50.981    24.605     7.857     2.046     0.610
   -71.25   -32.75  -11748     132     0.000     0.428     1.120     9.045    34.727   109.523   101.289    50.981    24.605     7.857     2.046     0.610
   -71.25   -32.75  -11748     133     0.000     0.428     1.120     9.045    34.727   109.523   101.289    50.981    24.605     7.857     2.046     0.610
   -71.25   -32.75  -11748     134     0.000     0.428     1.120     9.045    34.727   109.523   101.289    50.981    24.605     7.857     2.046     0.610
   -71.25   -32.75  -11748     140     0.000     0.428     1.120     9.045    34.727   109.523   101.289    50.981    24.605     7.857     2.046     0.610
   -71.25   -32.75  -11748     160     0.000     0.428     1.120     9.045    34.727   109.523   101.289    50.981    24.605     7.857     2.046     0.610
   -71.25   -32.75  -11747       0     0.000     0.115     1.778    30.046    26.625    47.413    33.240    48.869    19.733     3.059     7.122     5.062
   -71.25   -32.75  -11747     110     0.000     0.115     1.778    30.046    26.625    47.413    33.240    48.869    19.733     3.059     7.122     5.062
   -71.25   -32.75  -11747     131     0.000     0.115     1.778    30.046    26.625    47.413    33.240    48.869    19.733     3.059     7.122     5.062
   -71.25   -32.75  -11747     132     0.000     0.115     1.778    30.046    26.625    47.413    33.240    48.869    19.733     3.059     7.122     5.062
   -71.25   -32.75  -11747     133     0.000     0.115     1.778    30.046    26.625    47.413    33.240    48.869    19.733     3.059     7.122     5.062
   -71.25   -32.75  -11747     134     0.000     0.115     1.778    30.046    26.625    47.413    33.240    48.869    19.733     3.059     7.122     5.062
   -71.25   -32.75  -11747     140     0.000     0.115     1.778    30.046    26.625    47.413    33.240    48.869    19.733     3.059     7.122     5.062
   -71.25   -32.75  -11747     160     0.000     0.115     1.778    30.046    26.625    47.413    33.240    48.869    19.733     3.059     7.122     5.062
   -71.25   -32.75  -11746       0     0.000     0.391     1.430    12.823    31.015    24.525   100.309    28.467    24.767    13.774    16.809     2.541
   -71.25   -32.75  -11746     110     0.000     0.391     1.430    12.823    31.015    24.525   100.309    28.467    24.767    13.774    16.809     2.541
   -71.25   -32.75  -11746     131     0.000     0.391     1.430    12.823    31.015    24.525   100.309    28.467    24.767    13.774    16.809     2.541
   -71.25   -32.75  -11746     132     0.000     0.391     1.430    12.823    31.015    24.525   100.309    28.467    24.767    13.774    16.809     2.541
   -71.25   -32.75  -11746     133     0.000     0.391     1.430    12.823    31.015    24.525   100.309    28.467    24.767    13.774    16.809     2.541
   -71.25   -32.75  -11746     134     0.000     0.391     1.430    12.823    31.015    24.525   100.309    28.467    24.767    13.774    16.809     2.541
   -71.25   -32.75  -11746     140     0.000     0.391     1.430    12.823    31.015    24.525   100.309    28.467    24.767    13.774    16.809     2.541
   -71.25   -32.75  -11746     160     0.000     0.391     1.430    12.823    31.015    24.525   100.309    28.467    24.767    13.774    16.809     2.541
   -71.25   -32.75  -11745       0     0.000     0.576     3.512     4.113    23.418    35.993    51.718    89.031    90.930     6.935     5.480     1.570
   -71.25   -32.75  -11745     110     0.000     0.576     3.512     4.113    23.418    35.993    51.718    89.031    90.930     6.935     5.480     1.570
   -71.25   -32.75  -11745     131     0.000     0.576     3.512     4.113    23.418    35.993    51.718    89.031    90.930     6.935     5.480     1.570
   -71.25   -32.75  -11745     132     0.000     0.576     3.512     4.113    23.418    35.993    51.718    89.031    90.930     6.935     5.480     1.570
   -71.25   -32.75  -11745     133     0.000     0.576     3.512     4.113    23.418    35.993    51.718    89.031    90.930     6.935     5.480     1.570
   -71.25   -32.75  -11745     134     0.000     0.576     3.512     4.113    23.418    35.993    51.718    89.031    90.930     6.935     5.480     1.570
   -71.25   -32.75  -11745     140     0.000     0.576     3.512     4.113    23.418    35.993    51.718    89.031    90.930     6.935     5.480     1.570
   -71.25   -32.75  -11745     160     0.000     0.576     3.512     4.113    23.418    35.993    51.718    89.031    90.930     6.935     5.480     1.570
   -71.25   -32.75  -11744       0     0.000     0.352     0.561     6.014    22.599    34.723    87.666    42.317    36.466    15.969     4.318     0.997
   -71.25   -32.75  -11744     110     0.000     0.352     0.561     6.014    22.599    34.723    87.666    42.317    36.466    15.969     4.318     0.997
   -71.25   -32.75  -11744     131     0.000     0.352     0.561     6.014    22.599    34.723    87.666    42.317    36.466    15.969     4.318     0.997
   -71.25   -32.75  -11744     132     0.000     0.352     0.561     6.014    22.599    34.723    87.666    42.317    36.466    15.969     4.318     0.997
   -71.25   -32.75  -11744     133     0.000     0.352     0.561     6.014    22.599    34.723    87.666    42.317    36.466    15.969     4.318     0.997
   -71.25   -32.75  -11744     134     0.000     0.352     0.561     6.014    22.599    34.723    87.666    42.317    36.466    15.969     4.318     0.997
   -71.25   -32.75  -11744     140     0.000     0.352     0.561     6.014    22.599    34.723    87.666    42.317    36.466    15.969     4.318     0.997
   -71.25   -32.75  -11744     160     0.000     0.352     0.561     6.014    22.599    34.723    87.666    42.317    36.466    15.969     4.318     0.997
   -71.25   -32.75  -11743       0     0.000     0.000     3.273    11.660    80.226    31.584    89.985   102.619    31.424    17.303     7.535     0.344
   -71.25   -32.75  -11743     110     0.000     0.000     3.273    11.660    80.226    31.584    89.985   102.619    31.424    17.303     7.535     0.344
   -71.25   -32.75  -11743     131     0.000     0.000     3.273    11.660    80.226    31.584    89.985   102.619    31.424    17.303     7.535     0.344
   -71.25   -32.75  -11743     132     0.000     0.000     3.273    11.660    80.226    31.584    89.985   102.619    31.424    17.303     7.535     0.344
   -71.25   -32.75  -11743     133     0.000     0.000     3.273    11.660    80.226    31.584    89.985   102.619    31.424    17.303     7.535     0.344
   -71.25   -32.75  -11743     134     0.000     0.000     3.273    11.660    80.226    31.584    89.985   102.619    31.424    17.303     7.535     0.344
   -71.25   -32.75  -11743     140     0.000     0.000     3.273    11.660    80.226    31.584    89.985   102.619    31.424    17.303     7.535     0.344
   -71.25   -32.75  -11743     160     0.000     0.000     3.273    11.660    80.226    31.584    89.985   102.619    31.424    17.303     7.535     0.344
   -71.25   -32.75  -11742       0     0.000     0.656     0.965     8.123    14.127   106.406    92.262    41.258    38.984    34.084     1.632     4.134
   -71.25   -32.75  -11742     110     0.000     0.656     0.965     8.123    14.127   106.406    92.262    41.258    38.984    34.084     1.632     4.134
   -71.25   -32.75  -11742     131     0.000     0.656     0.965     8.123    14.127   106.406    92.262    41.258    38.984    34.084     1.632     4.134
   -71.25   -32.75  -11742     132     0.000     0.656     0.965     8.123    14.127   106.406    92.262    41.258    38.984    34.084     1.632     4.134
   -71.25   -32.75  -11742     133     0.000     0.656     0.965     8.123    14.127   106.406    92.262    41.258    38.984    34.084     1.632     4.134
   -71.25   -32.75  -11742     134     0.000     0.656     0.965     8.123    14.127   106.406    92.262    41.258    38.984    34.084     1.632     4.134
   -71.25   -32.75  -11742     140     0.000     0.656     0.965     8.123    14.127   106.406    92.262    41.258    38.984    34.084     1.632     4.134
   -71.25   -32.75  -11742     160     0.000     0.656     0.965     8.123    14.127   106.406    92.262    41.258    38.984    34.084     1.632     4.134
   -71.25   -32.75  -11741       0     0.000     0.137     1.210    20.731    28.578    78.667    99.756    58.428    61.077    13.690     1.449     0.447
   -71.25   -32.75  -11741     110     0.000     0.137     1.210    20.731    28.578    78.667    99.756    58.428    61.077    13.690     1.449     0.447
   -71.25   -32.75  -11741     131     0.000     0.137     1.210    20.731    28.578    78.667    99.756    58.428    61.077    13.690     1.449     0.447
   -71.25   -32.75  -11741     132     0.000     0.137     1.210    20.731    28.578    78.667    99.756    58.428    61.077    13.690     1.449     0.447
   -71.25   -32.75  -11741     133     0.000     0.137     1.210    20.731    28.578    78.667    99.756    58.428    61.077    13.690     1.449     0.447
   -71.25   -32.75  -11741     134     0.000     0.137     1.210    20.731    28.578    78.667    99.756    58.428    61.077    13.690     1.449     0.447
   -71.25   -32.75  -11741     140     0.000     0.137     1.210    20.731    28.578    78.667    99.756    58.428    61.077    13.690     1.449     0.447
   -71.25   -32.75  -11741     160     0.000     0.137     1.210    20.731    28.578    78.667    99.756    58.428    61.077    13.690     1.449     0.447
   -71.25   -32.75  -11740       0     0.000     0.320     2.242    15.052    53.142    92.728    71.557   115.445    26.155    13.060     3.429     0.316
   -71.25   -32.75  -11740     110     0.000     0.320     2.242    15.052    53.142    92.728    71.557   115.445    26.155    13.060     3.429     0.316
   -71.25   -32.75  -11740     131     0.000     0.320     2.242    15.052    53.142    92.728    71.557   115.445    26.155    13.060     3.429     0.316
   -71.25   -32.75  -11740     132     0.000     0.320     2.242    15.052    53.142    92.728    71.557   115.445    26.155    13.060     3.429     0.316
   -71.25   -32.75  -11740     133     0.000     0.320     2.242    15.052    53.142    92.728    71.557   115.445    26.155    13.060     3.429     0.316
   -71.25   -32.75  -11740     134     0.000     0.320     2.242    15.052    53.142    92.728    71.557   115.445    26.155    13.060     3.429     0.316
