      Lon      Lat    Year   Stand       Jan       Feb       Mar       Apr       May       Jun       Jul       Aug       Sep       Oct       Nov       Dec
   -71.25   -32.75  -18350       0     0.000     0.530     1.736    23.976    91.777   157.777    42.149    57.078    50.581    15.561     6.355     1.267
   -71.25   -32.75  -18350     110     0.000     0.530     1.736    23.976    91.777   157.777    42.149    57.078    50.581    15.561     6.355     1.267
   -71.25   -32.75  -18350     131     0.000     0.530     1.736    23.976    91.777   157.777    42.149    57.078    50.581    15.561     6.355     1.267
   -71.25   -32.75  -18350     132     0.000     0.530     1.736    23.976    91.777   157.777    42.149    57.078    50.581    15.561     6.355     1.267
   -71.25   -32.75  -18350     133     0.000     0.530     1.736    23.976    91.777   157.777    42.149    57.078    50.581    15.561     6.355     1.267
   -71.25   -32.75  -18350     134     0.000     0.530     1.736    23.976    91.777   157.777    42.149    57.078    50.581    15.561     6.355     1.267
   -71.25   -32.75  -18350     140     0.000     0.530     1.736    23.976    91.777   157.777    42.149    57.078    50.581    15.561     6.355     1.267
   -71.25   -32.75  -18350     160     0.000     0.530     1.736    23.976    91.777   157.777    42.149    57.078    50.581    15.561     6.355     1.267
   -71.25   -32.75  -18349       0     0.000     0.000     1.771     8.880    39.178   113.867    96.533    53.843    63.145    20.005     1.304     0.513
   -71.25   -32.75  -18349     110     0.000     0.000     1.771     8.880    39.178   113.867    96.533    53.843    63.145    20.005     1.304     0.513
   -71.25   -32.75  -18349     131     0.000     0.000     1.771     8.880    39.178   113.867    96.533    53.843    63.145    20.005     1.304     0.513
   -71.25   -32.75  -18349     132     0.000     0.000     1.771     8.880    39.178   113.867    96.533    53.843    63.145    20.005     1.304     0.513
   -71.25   -32.75  -18349     133     0.000     0.000     1.771     8.880    39.178   113.867    96.533    53.843    63.145    20.005     1.304     0.513
   -71.25   -32.75  -18349     134     0.000     0.000     1.771     8.880    39.178   113.867    96.533    53.843    63.145    20.005     1.304     0.513
   -71.25   -32.75  -18349     140     0.000     0.000     1.771     8.880    39.178   113.867    96.533    53.843    63.145    20.005     1.304     0.513
   -71.25   -32.75  -18349     160     0.000     0.000     1.771     8.880    39.178   113.867    96.533    53.843    63.145    20.005     1.304     0.513
   -71.25   -32.75  -18348       0     0.000     0.216     1.650    13.740    33.663   151.497    80.698    50.561    37.922    20.637     3.659     1.867
   -71.25   -32.75  -18348     110     0.000     0.216     1.650    13.740    33.663   151.497    80.698    50.561    37.922    20.637     3.659     1.867
   -71.25   -32.75  -18348     131     0.000     0.216     1.650    13.740    33.663   151.497    80.698    50.561    37.922    20.637     3.659     1.867
   -71.25   -32.75  -18348     132     0.000     0.216     1.650    13.740    33.663   151.497    80.698    50.561    37.922    20.637     3.659     1.867
   -71.25   -32.75  -18348     133     0.000     0.216     1.650    13.740    33.663   151.497    80.698    50.561    37.922    20.637     3.659     1.867
   -71.25   -32.75  -18348     134     0.000     0.216     1.650    13.740    33.663   151.497    80.698    50.561    37.922    20.637     3.659     1.867
   -71.25   -32.75  -18348     140     0.000     0.216     1.650    13.740    33.663   151.497    80.698    50.561    37.922    20.637     3.659     1.867
   -71.25   -32.75  -18348     160     0.000     0.216     1.650    13.740    33.663   151.497    80.698    50.561    37.922    20.637     3.659     1.867
   -71.25   -32.75  -18347       0     0.000     0.423     3.411    16.883    69.456   117.090   165.902    99.262    41.438    14.146     7.999     0.000
   -71.25   -32.75  -18347     110     0.000     0.423     3.411    16.883    69.456   117.090   165.902    99.262    41.438    14.146     7.999     0.000
   -71.25   -32.75  -18347     131     0.000     0.423     3.411    16.883    69.456   117.090   165.902    99.262    41.438    14.146     7.999     0.000
   -71.25   -32.75  -18347     132     0.000     0.423     3.411    16.883    69.456   117.090   165.902    99.262    41.438    14.146     7.999     0.000
   -71.25   -32.75  -18347     133     0.000     0.423     3.411    16.883    69.456   117.090   165.902    99.262    41.438    14.146     7.999     0.000
   -71.25   -32.75  -18347     134     0.000     0.423     3.411    16.883    69.456   117.090   165.902    99.262    41.438    14.146     7.999     0.000
   -71.25   -32.75  -18347     140     0.000     0.423     3.411    16.883    69.456   117.090   165.902    99.262    41.438    14.146     7.999     0.000
   -71.25   -32.75  -18347     160     0.000     0.423     3.411    16.883    69.456   117.090   165.902    99.262    41.438    14.146     7.999     0.000
   -71.25   -32.75  -18346       0     0.000     0.223     1.577    11.659    82.656    75.607    44.631    87.688    76.965    46.109     2.863     0.894
   -71.25   -32.75  -18346     110     0.000     0.223     1.577    11.659    82.656    75.607    44.631    87.688    76.965    46.109     2.863     0.894
   -71.25   -32.75  -18346     131     0.000     0.223     1.577    11.659    82.656    75.607    44.631    87.688    76.965    46.109     2.863     0.894
   -71.25   -32.75  -18346     132     0.000     0.223     1.577    11.659    82.656    75.607    44.631    87.688    76.965    46.109     2.863     0.894
   -71.25   -32.75  -18346     133     0.000     0.223     1.577    11.659    82.656    75.607    44.631    87.688    76.965    46.109     2.863     0.894
   -71.25   -32.75  -18346     134     0.000     0.223     1.577    11.659    82.656    75.607    44.631    87.688    76.965    46.109     2.863     0.894
   -71.25   -32.75  -18346     140     0.000     0.223     1.577    11.659    82.656    75.607    44.631    87.688    76.965    46.109     2.863     0.894
   -71.25   -32.75  -18346     160     0.000     0.223     1.577    11.659    82.656    75.607    44.631    87.688    76.965    46.109     2.863     0.894
   -71.25   -32.75  -18345       0     0.000     0.462     2.334    20.405    54.319    66.427   113.012    82.780    46.131     9.562     7.089     1.546
   -71.25   -32.75  -18345     110     0.000     0.462     2.334    20.405    54.319    66.427   113.012    82.780    46.131     9.562     7.089     1.546
   -71.25   -32.75  -18345     131     0.000     0.462     2.334    20.405    54.319    66.427   113.012    82.780    46.131     9.562     7.089     1.546
   -71.25   -32.75  -18345     132     0.000     0.462     2.334    20.405    54.319    66.427   113.012    82.780    46.131     9.562     7.089     1.546
   -71.25   -32.75  -18345     133     0.000     0.462     2.334    20.405    54.319    66.427   113.012    82.780    46.131     9.562     7.089     1.546
   -71.25   -32.75  -18345     134     0.000     0.462     2.334    20.405    54.319    66.427   113.012    82.780    46.131     9.562     7.089     1.546
   -71.25   -32.75  -18345     140     0.000     0.462     2.334    20.405    54.319    66.427   113.012    82.780    46.131     9.562     7.089     1.546
   -71.25   -32.75  -18345     160     0.000     0.462     2.334    20.405    54.319    66.427   113.012    82.780    46.131     9.562     7.089     1.546
   -71.25   -32.75  -18344       0     0.000     0.449     4.314     9.585    22.497    62.114    83.025   113.469    43.562    23.906     2.616     1.272
