      Lon      Lat    Year   Stand   Patch    Surf   Drain    Base    Deep     All
   -71.25   -32.75  -20050       0       0    84.0   126.6    19.3     0.0   229.8
   -71.25   -32.75  -20050       0       1    84.4   164.9    20.2     0.0   269.5
   -71.25   -32.75  -20050       0       2    83.8   108.5    18.9     0.0   211.3
   -71.25   -32.75  -20050       0       3    83.5   111.2    18.9     0.0   213.7
   -71.25   -32.75  -20050       0       4    86.9    60.4    13.8     0.0   161.1
   -71.25   -32.75  -20050     110       0    82.7     0.0     0.9     0.0    83.6
   -71.25   -32.75  -20050     110       1    97.9   145.9    13.8     0.0   257.5
   -71.25   -32.75  -20050     110       2    70.5   115.7    17.0     0.0   203.2
   -71.25   -32.75  -20050     110       3    78.1    14.9    15.0     0.0   108.0
   -71.25   -32.75  -20050     110       4    81.2    58.2    20.2     0.0   159.6
   -71.25   -32.75  -20050     131       0    77.6     0.0     0.4     0.0    78.1
   -71.25   -32.75  -20050     131       1    62.3    79.6    16.3     0.0   158.3
   -71.25   -32.75  -20050     131       2    71.7     0.0    12.5     0.0    84.2
   -71.25   -32.75  -20050     131       3    73.0     0.0     5.7     0.0    78.7
   -71.25   -32.75  -20050     131       4    70.4   104.5    21.7     0.0   196.6
   -71.25   -32.75  -20050     132       0    86.4     0.0     0.7     0.0    87.1
   -71.25   -32.75  -20050     132       1    83.9     0.0     6.4     0.0    90.2
   -71.25   -32.75  -20050     132       2    78.6    65.4    16.1     0.0   160.1
   -71.25   -32.75  -20050     132       3    81.9    97.3    19.8     0.0   199.0
   -71.25   -32.75  -20050     132       4    77.0    80.2    16.2     0.0   173.5
   -71.25   -32.75  -20050     133       0    84.3    63.6    15.6     0.0   163.4
   -71.25   -32.75  -20050     133       1    93.8     0.0     0.7     0.0    94.5
   -71.25   -32.75  -20050     133       2    93.5     0.0     0.7     0.0    94.1
   -71.25   -32.75  -20050     133       3    91.0     0.0     0.6     0.0    91.6
   -71.25   -32.75  -20050     133       4    82.4    88.8    16.2     0.0   187.3
   -71.25   -32.75  -20050     134       0    70.2    86.3    17.7     0.0   174.2
   -71.25   -32.75  -20050     134       1    78.3   124.5    15.8     0.0   218.6
